X,Y,I,Ierr
50.0,160.0,2.7529460000000004e-06,1.247969326546126e-08
50.0,161.0,2.7432375e-06,2.6357197783526826e-09
50.0,162.0,2.73184e-06,5.194608743688096e-09
50.0,163.0,2.72015e-06,8.007059385317403e-09
50.0,164.0,2.7143275000000002e-06,1.772249629707945e-09
50.0,165.0,2.7052580000000003e-06,4.618005630139557e-09
50.0,166.0,2.6949439999999998e-06,3.476283072478434e-09
50.0,167.0,2.6879275e-06,7.331972364241498e-09
50.0,168.0,2.677952e-06,4.338402470956263e-09
50.0,169.0,2.6731975e-06,1.1463745842873522e-08
50.0,170.0,2.6714024999999997e-06,3.566113956395614e-09
50.0,171.0,2.6708699999999997e-06,6.35820414897167e-09
50.0,172.0,2.6577149999999998e-06,6.205829920324978e-09
50.0,173.0,2.6665175e-06,1.5441932157278823e-08
50.0,174.0,2.667924e-06,8.191416483124279e-09
50.0,175.0,2.665965e-06,2.571774679088334e-09
50.0,176.0,2.664916e-06,3.738056179353089e-09
50.0,177.0,2.6681099999999998e-06,8.903547607555193e-09
50.0,178.0,2.669145e-06,5.651590484102715e-09
50.0,179.0,2.662062e-06,3.9793687941683276e-09
50.0,180.0,2.6675699999999997e-06,3.3434189088415757e-09
50.0,181.0,2.66508e-06,5.511247590155968e-09
50.0,182.0,2.6598000000000004e-06,4.900044897753479e-09
50.0,183.0,2.657685e-06,5.226884827504732e-09
50.0,184.0,2.6581925e-06,4.063529100424912e-09
50.0,185.0,2.6614580000000004e-06,7.3690742973592244e-09
50.0,186.0,2.6656575e-06,1.0282162649462424e-08
50.0,187.0,2.659256e-06,4.055497996547463e-09
50.0,188.0,2.670762e-06,3.5505120757433763e-09
50.0,189.0,2.6570524999999996e-06,5.57634456880126e-09
50.0,190.0,2.664472e-06,5.47348664015906e-09
50.0,191.0,2.6562120000000004e-06,2.2486831702131955e-09
50.0,192.0,2.6588625e-06,4.059349547649238e-09
50.0,193.0,2.655966e-06,7.803751918148082e-09
50.0,194.0,2.6532325e-06,5.096971527289552e-09
50.0,195.0,2.659815e-06,4.350876348507374e-09
50.0,196.0,2.65616e-06,2.716210595664477e-09
50.0,197.0,2.6587025e-06,7.1037995995100825e-09
50.0,198.0,2.665132e-06,5.350179062424137e-09
50.0,199.0,2.6663299999999998e-06,5.136080217441968e-09
50.0,200.0,2.6613850000000003e-06,5.015378849099998e-09
51.0,200.0,2.6662839999999998e-06,8.008247248930384e-09
51.0,199.0,2.6627975e-06,5.2646100282926045e-09
