X,Y,I
5.0,184.8,4.35922e-13
5.0,184.8,4.39231e-13
5.0,184.8,4.3208e-13
5.0,184.8,4.31437e-13
5.0,184.8,4.18864e-13
5.0,184.8,4.17539e-13
5.0,184.8,4.24081e-13
5.0,184.8,4.15054e-13
5.0,184.8,4.0949e-13
5.0,184.8,4.01934e-13
5.0,184.8,3.94822e-13
5.0,184.8,3.89484e-13
5.0,184.8,3.86457e-13
5.0,184.8,3.8458e-13
5.0,184.8,3.81364e-13
5.0,184.8,3.76869e-13
5.0,184.8,3.75823e-13
5.0,184.8,3.70278e-13
5.0,184.8,3.68789e-13
5.0,184.8,3.65389e-13
5.0,184.8,3.69302e-13
5.0,184.8,3.67281e-13
5.0,184.8,3.70984e-13
5.0,184.8,3.69237e-13
5.0,184.8,3.64961e-13
5.0,184.8,3.63992e-13
5.0,184.8,3.60941e-13
5.0,184.8,3.59606e-13
5.0,184.8,3.57814e-13
5.0,184.8,3.59067e-13
5.0,184.8,3.61901e-13
5.0,184.8,3.64954e-13
5.0,184.8,3.62584e-13
5.0,184.8,3.62018e-13
5.0,184.8,3.61788e-13
5.0,184.8,3.69282e-13
5.0,184.8,3.75621e-13
5.0,184.8,3.7583e-13
5.0,184.8,3.71117e-13
5.0,184.8,3.65547e-13
5.0,184.8,3.67618e-13
5.0,184.8,3.68454e-13
5.0,184.8,3.72407e-13
5.0,184.8,3.72542e-13
5.0,184.8,3.74663e-13
5.0,184.8,3.77331e-13
5.0,184.8,3.81524e-13
5.0,184.8,3.80405e-13
5.0,184.8,3.77139e-13
5.0,184.8,3.79129e-13
5.0,184.8,3.76649e-13
5.0,184.8,3.75647e-13
5.0,184.8,3.72475e-13
5.0,184.8,3.7489e-13
5.0,184.8,3.75061e-13
5.0,184.8,3.69863e-13
5.0,184.8,3.68896e-13
5.0,184.8,3.72657e-13
5.0,184.8,3.72372e-13
5.0,184.8,3.73689e-13
5.1,184.8,3.86789e-13
5.1,184.8,3.8623e-13
5.1,184.8,3.97855e-13
5.1,184.8,3.99134e-13
