X,Y,I
9.0,170.0,4.75269e-13
9.0,170.0,4.64952e-13
9.0,170.0,4.59516e-13
9.0,170.0,4.49379e-13
9.0,170.0,4.44936e-13
9.0,170.0,4.52159e-13
9.0,170.0,4.52311e-13
9.0,170.0,4.45846e-13
9.0,170.0,4.41473e-13
9.0,170.0,4.37397e-13
9.0,170.0,4.27103e-13
9.0,170.0,4.22483e-13
9.0,170.0,4.20937e-13
9.0,170.0,4.234e-13
9.0,170.0,4.2409e-13
9.0,170.0,4.33929e-13
9.0,170.0,4.32679e-13
9.0,170.0,4.33259e-13
9.0,170.0,4.31492e-13
9.0,170.0,4.27284e-13
9.0,170.0,4.16173e-13
9.0,170.0,4.09184e-13
9.0,170.0,4.14744e-13
9.0,170.0,4.15661e-13
9.0,170.0,4.16218e-13
9.0,170.0,4.12293e-13
9.0,170.0,4.02318e-13
9.0,170.0,3.94698e-13
9.0,170.0,3.9794e-13
9.0,170.0,4.00743e-13
9.0,170.0,4.07263e-13
9.0,170.0,4.1654e-13
9.0,170.0,4.29878e-13
9.0,170.0,4.24865e-13
9.0,170.0,4.29258e-13
9.0,170.0,4.30434e-13
9.0,170.0,4.34013e-13
9.0,170.0,4.37391e-13
9.0,170.0,4.41211e-13
9.0,170.0,4.3351e-13
9.0,170.0,4.36082e-13
9.0,170.0,4.36885e-13
9.0,170.0,4.3785e-13
9.0,170.0,4.38283e-13
9.0,170.0,4.30271e-13
9.0,170.0,4.30878e-13
9.0,170.0,4.34026e-13
9.0,170.0,4.41067e-13
9.0,170.0,4.46438e-13
9.0,170.0,4.48816e-13
9.0,170.0,4.46879e-13
9.0,170.0,4.57089e-13
9.0,170.0,4.64227e-13
9.0,170.0,4.67966e-13
9.0,170.0,4.75271e-13
9.0,170.0,4.784e-13
9.0,170.0,4.80955e-13
9.0,170.0,4.70502e-13
9.0,170.0,4.77898e-13
9.0,170.0,4.76272e-13
9.0,170.0,4.74358e-13
9.0,170.0,4.7152e-13
9.0,170.0,4.6515e-13
9.0,170.0,4.69503e-13
9.0,170.0,4.60115e-13
9.0,170.0,4.6251e-13
9.0,170.0,4.65981e-13
9.0,170.0,4.56011e-13
9.0,170.0,4.52134e-13
9.0,170.0,4.48897e-13
9.0,170.1,4.96423e-13
9.0,170.1,4.94232e-13
9.0,170.1,4.94718e-13
9.0,170.1,5.04597e-13
9.0,170.1,5.13339e-13
9.0,170.1,5.16651e-13
9.0,170.1,5.07521e-13
9.0,170.1,5.075e-13
9.0,170.1,5.0084e-13
9.0,170.1,5.05532e-13
9.0,170.1,5.05044e-13
9.0,170.1,5.03763e-13
9.0,170.1,5.022e-13
9.0,170.1,4.95105e-13
9.0,170.1,4.99622e-13
9.0,170.1,5.03967e-13
9.0,170.1,5.07358e-13
9.0,170.1,5.11633e-13
9.0,170.1,5.15127e-13
9.0,170.1,5.09891e-13
9.0,170.1,5.10065e-13
9.0,170.1,5.05607e-13
9.0,170.1,5.03157e-13
9.0,170.1,4.92501e-13
9.0,170.1,4.92847e-13
9.0,170.1,4.95273e-13
9.0,170.1,4.97725e-13
9.0,170.1,5.03601e-13
9.0,170.1,5.06171e-13
9.0,170.1,4.99257e-13
9.0,170.1,5.00895e-13
9.0,170.1,4.96498e-13
9.0,170.1,4.91096e-13
9.0,170.1,4.89235e-13
9.0,170.1,4.84664e-13
9.0,170.1,4.78711e-13
9.0,170.1,4.91296e-13
9.0,170.1,4.91069e-13
9.0,170.1,4.86218e-13
9.0,170.1,4.88419e-13
9.0,170.1,4.84255e-13
9.0,170.1,4.83813e-13
9.0,170.1,4.96705e-13
9.0,170.1,5.0225e-13
9.0,170.1,4.9813e-13
9.0,170.1,4.95412e-13
9.0,170.1,4.95607e-13
9.0,170.1,4.89433e-13
9.0,170.1,4.95303e-13
9.0,170.1,4.95429e-13
9.0,170.1,4.89005e-13
9.0,170.1,4.97151e-13
9.0,170.1,5.03017e-13
9.0,170.1,5.01138e-13
9.0,170.1,5.03749e-13
9.0,170.1,5.05131e-13
9.0,170.1,5.02878e-13
9.0,170.1,5.11779e-13
9.0,170.1,5.1027e-13
9.0,170.1,5.08573e-13
9.0,170.1,5.06941e-13
9.0,170.1,5.03118e-13
9.0,170.1,4.97096e-13
9.0,170.1,4.97136e-13
9.0,170.1,4.93026e-13
9.0,170.1,4.91928e-13
9.0,170.1,4.87632e-13
9.0,170.1,4.85661e-13
9.0,170.1,4.82837e-13
9.0,170.1,4.84044e-13
9.0,170.2,4.7599e-13
9.0,170.2,4.76381e-13
9.0,170.2,4.73724e-13
9.0,170.2,4.76266e-13
9.0,170.2,4.80796e-13
9.0,170.2,4.78915e-13
9.0,170.2,4.69005e-13
9.0,170.2,4.67201e-13
9.0,170.2,4.62493e-13
9.0,170.2,4.64146e-13
9.0,170.2,4.70763e-13
9.0,170.2,4.65533e-13
9.0,170.2,4.64284e-13
9.0,170.2,4.6758e-13
9.0,170.2,4.61211e-13
9.0,170.2,4.63666e-13
9.0,170.2,4.6106e-13
9.0,170.2,4.56089e-13
9.0,170.2,4.56123e-13
9.0,170.2,4.53438e-13
9.0,170.2,4.5215e-13
9.0,170.2,4.50458e-13
9.0,170.2,4.45025e-13
9.0,170.2,4.41247e-13
9.0,170.2,4.36569e-13
9.0,170.2,4.29479e-13
9.0,170.2,4.29586e-13
9.0,170.2,4.25538e-13
9.0,170.2,4.17824e-13
9.0,170.2,4.18018e-13
9.0,170.2,4.14857e-13
9.0,170.2,4.18803e-13
9.0,170.2,4.17233e-13
9.0,170.2,4.12614e-13
9.0,170.2,4.04965e-13
9.0,170.2,4.03811e-13
9.0,170.2,4.11565e-13
9.0,170.2,4.21178e-13
9.0,170.2,4.232e-13
9.0,170.2,4.26795e-13
9.0,170.2,4.31072e-13
9.0,170.2,4.29443e-13
9.0,170.2,4.27259e-13
9.0,170.2,4.2697e-13
9.0,170.2,4.24759e-13
9.0,170.2,4.24009e-13
9.0,170.2,4.17687e-13
9.0,170.2,4.15074e-13
9.0,170.2,4.19837e-13
9.0,170.2,4.2049e-13
9.0,170.2,4.1504e-13
9.0,170.2,4.25227e-13
9.0,170.2,4.33559e-13
9.0,170.2,4.43283e-13
9.0,170.2,4.45121e-13
9.0,170.2,4.41583e-13
9.0,170.2,4.41638e-13
9.0,170.2,4.36487e-13
9.0,170.2,4.38507e-13
9.0,170.2,4.36037e-13
9.0,170.2,4.35073e-13
9.0,170.2,4.338e-13
9.0,170.2,4.39156e-13
9.0,170.2,4.25203e-13
9.0,170.2,4.12098e-13
9.0,170.2,4.14225e-13
9.0,170.2,4.12773e-13
9.0,170.2,4.17768e-13
9.0,170.2,4.2345e-13
9.0,170.2,4.26429e-13
9.0,170.2,4.29474e-13
9.0,170.3,4.06666e-13
9.0,170.3,4.08509e-13
9.0,170.3,4.16338e-13
9.0,170.3,4.12324e-13
9.0,170.3,4.10013e-13
9.0,170.3,4.1455e-13
9.0,170.3,4.07355e-13
9.0,170.3,4.17561e-13
9.0,170.3,4.18197e-13
9.0,170.3,4.24074e-13
9.0,170.3,4.26407e-13
9.0,170.3,4.2526e-13
9.0,170.3,4.26322e-13
9.0,170.3,4.31436e-13
9.0,170.3,4.28809e-13
9.0,170.3,4.39515e-13
9.0,170.3,4.34275e-13
9.0,170.3,4.35827e-13
9.0,170.3,4.35494e-13
9.0,170.3,4.2504e-13
9.0,170.3,4.3069e-13
9.0,170.3,4.27989e-13
9.0,170.3,4.36577e-13
9.0,170.3,4.35874e-13
9.0,170.3,4.33884e-13
9.0,170.3,4.25021e-13
9.0,170.3,4.20989e-13
9.0,170.3,4.2758e-13
9.0,170.3,4.1502e-13
9.0,170.3,4.13922e-13
9.0,170.3,4.05469e-13
9.0,170.3,4.00452e-13
9.0,170.3,4.01579e-13
9.0,170.3,3.98331e-13
9.0,170.3,3.95599e-13
9.0,170.3,3.99729e-13
9.0,170.3,4.02422e-13
9.0,170.3,4.03674e-13
9.0,170.3,4.05112e-13
9.0,170.3,4.0304e-13
9.0,170.3,4.07818e-13
9.0,170.3,4.12868e-13
9.0,170.3,4.10833e-13
9.0,170.3,4.09741e-13
9.0,170.3,4.06773e-13
9.0,170.3,4.06777e-13
9.0,170.3,4.168e-13
9.0,170.3,4.20429e-13
9.0,170.3,4.17492e-13
9.0,170.3,4.12651e-13
9.0,170.3,4.07683e-13
9.0,170.3,4.06867e-13
9.0,170.3,4.08133e-13
9.0,170.3,4.09179e-13
9.0,170.3,4.02686e-13
9.0,170.3,4.04634e-13
9.0,170.3,3.98086e-13
9.0,170.3,3.95674e-13
9.0,170.3,3.90208e-13
9.0,170.3,3.90924e-13
9.0,170.3,3.89392e-13
9.0,170.3,3.88421e-13
9.0,170.3,3.94448e-13
9.0,170.3,3.95943e-13
9.0,170.3,3.92297e-13
9.0,170.3,3.9331e-13
9.0,170.3,3.92999e-13
9.0,170.3,3.91729e-13
9.0,170.3,3.89047e-13
9.0,170.3,3.8879e-13
9.0,170.4,4.04712e-13
9.0,170.4,4.05838e-13
9.0,170.4,3.95213e-13
9.0,170.4,3.97041e-13
9.0,170.4,3.9131e-13
9.0,170.4,3.95002e-13
9.0,170.4,3.95183e-13
9.0,170.4,3.91915e-13
9.0,170.4,3.94146e-13
9.0,170.4,4.02429e-13
9.0,170.4,3.97989e-13
