X,Y,I,Ierr
0.0,175.0,1.7378924528301888e-12,5.746002183139478e-13
0.0,180.0,5.0552888679245295e-11,1.2150285574105847e-11
0.0,185.0,5.337860377358491e-11,6.408887929207538e-13
0.0,190.0,6.681378846153846e-12,1.4041772398281117e-11
0.0,195.0,4.460490196078432e-13,4.6276247973337366e-14
0.0,200.0,3.9259411764705876e-13,3.606985277379732e-14
0.0,205.0,3.784326923076924e-13,2.6884430160581263e-14
5.0,205.0,4.1026153846153843e-13,1.972998648919723e-14
5.0,200.0,5.066254901960784e-13,5.797843697592642e-14
5.0,195.0,3.672023921568627e-11,1.9766668536349598e-11
5.0,190.0,5.470612307692307e-11,1.0307009723811537e-12
5.0,185.0,2.5685756862745094e-11,1.710819560765845e-11
5.0,180.0,1.268770588235294e-12,1.2524062161740571e-12
5.0,175.0,1.1065333333333334e-12,5.2588318492133457e-14
10.0,175.0,2.989898039215687e-12,1.1139843643937746e-12
10.0,180.0,4.17802156862745e-11,6.826485567384927e-12
10.0,185.0,3.5261611764705886e-11,3.0991278514868643e-12
10.0,190.0,4.137413725490196e-12,8.543847139408354e-12
10.0,195.0,4.123176470588236e-13,3.853732443820957e-14
10.0,200.0,3.71978431372549e-13,2.607269109756068e-14
10.0,205.0,3.4385490196078423e-13,3.149373615732581e-14
15.0,205.0,4.086666666666666e-13,3.414498881882829e-14
15.0,200.0,4.734843137254903e-13,2.8529705004894146e-14
15.0,195.0,8.019941176470587e-13,1.5239250973791808e-13
15.0,190.0,1.2579333333333333e-12,1.371787851125943e-13
15.0,185.0,1.2966799999999999e-12,7.108348331363624e-14
