X,Y,I
0.0,0.0,7.01889e-13
0.0,0.0,7.08397e-13
0.0,0.0,7.13517e-13
0.0,0.0,7.16932e-13
0.0,0.0,7.13766e-13
0.0,0.0,7.09367e-13
0.0,0.0,7.21922e-13
0.0,0.0,7.24018e-13
0.0,0.0,7.28135e-13
0.0,0.0,7.3342e-13
0.0,0.0,7.24447e-13
0.0,0.0,7.26797e-13
0.0,0.0,7.38998e-13
0.0,0.0,7.36412e-13
0.0,0.0,7.33334e-13
0.0,0.0,7.22991e-13
0.0,0.0,7.1451e-13
0.0,0.0,7.16454e-13
0.0,0.0,7.24412e-13
0.0,0.0,7.26559e-13
0.0,0.0,7.22997e-13
0.0,0.0,7.25774e-13
0.0,0.0,7.25155e-13
0.0,0.0,7.30051e-13
0.0,0.0,7.2397e-13
0.0,0.0,7.26536e-13
0.0,1.0,7.28438e-13
0.0,1.0,7.29663e-13
0.0,1.0,7.33069e-13
0.0,1.0,7.29576e-13
0.0,1.0,7.31536e-13
0.0,1.0,7.40249e-13
0.0,1.0,7.54129e-13
0.0,1.0,7.57405e-13
0.0,1.0,7.53243e-13
0.0,1.0,7.53826e-13
0.0,1.0,7.50237e-13
0.0,1.0,7.51106e-13
0.0,1.0,7.49155e-13
0.0,1.0,7.49296e-13
0.0,1.0,7.55326e-13
0.0,1.0,7.55252e-13
0.0,1.0,7.55587e-13
0.0,1.0,7.47853e-13
0.0,1.0,7.4692e-13
0.0,1.0,7.48956e-13
0.0,1.0,7.44927e-13
0.0,1.0,7.45599e-13
0.0,1.0,7.50434e-13
0.0,1.0,7.43926e-13
0.0,1.0,7.43915e-13
0.0,1.0,7.44255e-13
0.0,2.0,7.6911e-13
0.0,2.0,7.7127e-13
0.0,2.0,7.77064e-13
0.0,2.0,7.76529e-13
0.0,2.0,7.90593e-13
0.0,2.0,7.91024e-13
0.0,2.0,7.94495e-13
0.0,2.0,7.98842e-13
0.0,2.0,7.98635e-13
0.0,2.0,7.92811e-13
0.0,2.0,7.86817e-13
0.0,2.0,7.87597e-13
0.0,2.0,7.91742e-13
0.0,2.0,7.87296e-13
0.0,2.0,7.91394e-13
0.0,2.0,7.92964e-13
0.0,2.0,7.95707e-13
0.0,2.0,7.85915e-13
