X,Y,I,Ierr
0.0,170.0,9.37079245283019e-13,6.595771189118805e-14
0.0,175.0,1.4506283018867926e-12,2.852875592505817e-13
0.0,180.0,5.387738653846154e-11,5.750148985395236e-12
0.0,185.0,5.3583398076923074e-11,4.695918356527149e-13
0.0,190.0,5.2855859615384616e-11,1.7490848734697236e-13
5.0,190.0,5.531517884615384e-11,7.460522899637844e-13
5.0,185.0,2.157191923076923e-11,1.6214827767225404e-11
5.0,180.0,1.0072769230769232e-12,1.7258096384839276e-13
5.0,175.0,1.1460176470588235e-12,6.005713849876422e-14
5.0,170.0,1.3388470588235291e-12,3.558731517203008e-14
10.0,170.0,1.2142549019607844e-12,2.5851364842229796e-14
10.0,175.0,2.598574509803921e-12,6.976188806816966e-13
10.0,180.0,4.397468846153846e-11,2.241064402127312e-12
10.0,185.0,3.439422941176471e-11,2.2856434161954693e-12
10.0,190.0,1.247823529411765e-12,1.007796932663313e-12
15.0,190.0,1.3528117647058823e-12,7.739785335995406e-14
15.0,185.0,1.4492058823529414e-12,3.6983607453842096e-14
15.0,180.0,1.424248076923077e-12,2.896903180974613e-14
15.0,175.0,1.5897078431372547e-12,3.836510793823795e-14
15.0,170.0,1.8374647058823528e-12,3.943259238955199e-14
20.0,170.0,1.7506843137254901e-12,5.604721879213052e-14
20.0,175.0,1.4319764705882351e-12,7.303541335016547e-14
20.0,180.0,1.2562705882352939e-12,4.050161117162029e-14
20.0,185.0,9.212803921568628e-13,7.275059199168301e-14
20.0,190.0,8.871352941176471e-13,2.1002033734663077e-14
