X,Y,I,Ierr
80.5,180.0,7.570784000000001e-09,9.38681293019095e-10
80.5,180.1,6.884336e-09,1.174530295762523e-09
80.5,180.2,6.914140000000001e-09,9.74616973030944e-10
80.5,180.3,8.197626000000002e-09,8.554967541867122e-10
80.5,180.4,8.129079999999999e-09,1.0450004530142558e-09
80.5,180.5,8.280078999999999e-09,8.7625767712985e-10
80.5,180.6,8.152922e-09,7.587728080367667e-10
80.5,180.7,9.234740000000001e-09,8.377412487397287e-10
80.5,180.8,9.049969e-09,1.238445991623777e-09
80.5,180.9,9.761264e-09,7.094537797940046e-10
80.5,181.0,1.0307636999999999e-08,7.241097109423406e-10
80.5,181.1,1.0482478e-08,9.126699964696988e-10
80.5,181.2,1.0554989e-08,1.0527984268932963e-09
80.5,181.3,1.2569629999999999e-08,9.749802347227353e-10
80.5,181.4,1.3538190000000003e-08,1.3589063054162344e-09
80.5,181.5,1.3782579999999997e-08,1.1754044459674296e-09
80.5,181.6,1.409451e-08,1.6473162850224e-09
80.5,181.7,1.5587619999999998e-08,8.583324342001764e-10
80.5,181.8,1.6575049999999997e-08,1.4328236222578129e-09
80.5,181.9,1.78549e-08,1.1498777635518967e-09
80.5,182.0,2.0741429999999998e-08,8.716059637818e-10
80.5,182.1,2.1350600000000002e-08,1.876158858471804e-09
80.5,182.2,2.4939570000000002e-08,1.6519300124702617e-09
80.5,182.3,2.7225430000000005e-08,1.151498684367464e-09
80.5,182.4,3.181102e-08,1.0137668507107538e-09
80.5,182.5,3.7833060000000005e-08,2.3736313657347903e-09
80.5,182.6,4.328193e-08,2.7897111273570952e-09
80.5,182.7,5.145568e-08,2.185990199337591e-09
80.5,182.8,6.122192e-08,4.03489565808089e-09
80.5,182.9,8.013447999999999e-08,4.467988606252258e-09
80.5,183.0,1.0014677e-07,6.632566452595857e-09
80.5,183.1,1.2305490000000002e-07,8.507378308856374e-09
80.5,183.2,1.587431e-07,1.2633591630648821e-08
80.5,183.3,1.9366050000000002e-07,1.4006641519293621e-08
80.5,183.4,2.486648888888889e-07,1.3505671503684371e-08
80.5,183.5,2.975158e-07,1.9977605060667307e-08
80.5,183.6,3.423966666666667e-07,1.4123842607449298e-08
80.5,183.7,4.293987000000001e-07,2.5429249249830395e-08
80.5,183.8,4.815856e-07,2.0598186892054363e-08
80.5,183.9,5.329549e-07,2.5038751096849856e-08
80.5,184.0,6.360492e-07,3.3706104769907776e-08
80.5,184.1,6.972272e-07,2.685935250075847e-08
80.5,184.2,7.749229999999999e-07,3.0635534260071276e-08
80.5,184.3,8.522908e-07,3.189778144260193e-08
80.5,184.4,9.085019000000001e-07,3.041120573226257e-08
80.5,184.5,9.897789999999999e-07,2.8814682646178848e-08
80.5,184.6,1.0220608e-06,2.783732253216894e-08
80.5,184.7,1.090714e-06,1.4446483447538355e-08
80.5,184.8,1.141938e-06,2.1005252105128392e-08
80.5,184.9,1.189575e-06,2.3512973121236674e-08
80.5,185.0,1.242306e-06,1.8332318020370494e-08
80.5,185.1,1.2677210000000001e-06,2.1804619900378907e-08
80.5,185.2,1.302885e-06,2.4460799762068282e-08
80.5,185.3,1.3203810000000002e-06,2.4147094835611166e-08
80.5,185.4,1.3412455555555555e-06,2.4904308467550604e-08
80.5,185.5,1.362429e-06,2.1887672078135648e-08
80.5,185.6,1.383893e-06,1.5333371481836596e-08
80.5,185.7,1.369371e-06,1.818872257746542e-08
80.5,185.8,1.3970150000000001e-06,1.8717222683934718e-08
80.5,185.9,1.3785699999999998e-06,1.5367184517666234e-08
80.5,186.0,1.399566e-06,2.647244726125638e-08
80.5,186.1,1.39791e-06,2.1893376623992933e-08
80.5,186.2,1.385798e-06,2.55856150209449e-08
80.5,186.3,1.413661e-06,2.1352144365379323e-08
80.5,186.4,1.411504e-06,2.2733233030081787e-08
80.5,186.5,1.4337644444444442e-06,2.6882692950054505e-08
80.5,186.6,1.4301640000000002e-06,1.4054944468051082e-08
80.5,186.7,1.436701e-06,1.9464569581678374e-08
80.5,186.8,1.436909e-06,2.7631819864062492e-08
80.5,186.9,1.4422939999999998e-06,2.584494348997499e-08
80.5,187.0,1.4432310000000002e-06,2.4322735228588077e-08
80.5,187.1,1.4485210000000001e-06,2.5570750653823217e-08
80.5,187.2,1.432301e-06,2.6382085759090352e-08
80.5,187.3,1.435422e-06,2.1021180651904427e-08
80.5,187.4,1.4350855555555556e-06,2.2099102098959727e-08
80.5,187.5,1.4274950000000002e-06,2.0792253966321202e-08
80.5,187.6,1.433764e-06,2.2383418505670682e-08
80.5,187.7,1.4248139999999999e-06,2.5954009786543567e-08
80.5,187.8,1.4406155555555554e-06,2.2760027880822162e-08
80.5,187.9,1.443635e-06,2.2396809705848725e-08
80.5,188.0,1.4396322222222222e-06,1.763524172267798e-08
80.5,188.1,1.4311709999999998e-06,2.8174490749612514e-08
80.5,188.2,1.4315539999999998e-06,2.063306336926243e-08
80.5,188.3,1.4459479999999998e-06,2.69540415522422e-08
80.5,188.4,1.4461869999999999e-06,2.3962380954320875e-08
80.5,188.5,1.438202e-06,2.3969664077746267e-08
80.5,188.6,1.431562e-06,3.247522834407786e-08
80.5,188.7,1.4313639999999998e-06,2.398932020712552e-08
80.5,188.8,1.424122e-06,2.363432918447235e-08
80.5,188.9,1.416258e-06,2.723720756612174e-08
80.5,189.0,1.408084e-06,2.420283256149989e-08
80.5,189.1,1.395542e-06,3.1362805614294156e-08
80.5,189.2,1.37321e-06,1.6347794958342228e-08
80.5,189.3,1.347108e-06,4.126001788656911e-08
80.5,189.4,1.334219e-06,2.2281859639626123e-08
80.5,189.5,1.2948369999999998e-06,3.637493094151518e-08
80.5,189.6,1.2730160000000002e-06,2.1203336152596363e-08
80.5,189.7,1.2284630000000002e-06,1.3626488212301823e-08
80.5,189.8,1.1870950000000001e-06,3.6349723038834785e-08
80.5,189.9,1.134872e-06,2.141544386651841e-08
80.5,190.0,1.074476e-06,2.7551466458248645e-08
80.5,190.1,1.0003104e-06,3.939653169556934e-08
80.5,190.2,9.297641e-07,2.1116639190221525e-08
80.5,190.3,8.457656666666666e-07,4.395475622854836e-08
80.5,190.4,7.694515e-07,2.5258886805439383e-08
80.5,190.5,7.147928999999999e-07,2.89210581218945e-08
80.5,190.6,6.417125e-07,2.5645653203808246e-08
80.5,190.7,5.558550000000001e-07,2.355978066111822e-08
80.5,190.8,5.054694e-07,2.1111436313998157e-08
80.5,190.9,4.230289e-07,2.1266908338778356e-08
80.5,191.0,3.4492600000000005e-07,2.3692486825996124e-08
80.5,191.1,2.8725470000000004e-07,1.497056628220856e-08
80.5,191.2,2.489359e-07,2.224891549918782e-08
80.5,191.3,2.0091230000000005e-07,9.860506559502914e-09
80.5,191.4,1.654218e-07,1.669464434961105e-08
80.5,191.5,1.392573e-07,8.078851577421137e-09
80.5,191.6,1.202484e-07,6.49254512806804e-09
80.5,191.7,9.923979e-08,2.98858174572823e-09
80.5,191.8,8.405348000000001e-08,3.1556388005600378e-09
80.5,191.9,7.508895000000001e-08,3.455182128122916e-09
80.5,192.0,6.558398e-08,3.1589084595157217e-09
80.5,192.1,5.672077e-08,2.6313137403396054e-09
80.5,192.2,4.882813e-08,2.261597022924287e-09
80.5,192.3,4.296601e-08,2.361597171174627e-09
80.5,192.4,3.577471e-08,1.7469020295654816e-09
80.5,192.5,3.071626e-08,1.6540641518393422e-09
80.5,192.6,2.767443e-08,1.599034531240649e-09
80.5,192.7,2.375344e-08,1.8236488791431312e-09
80.5,192.8,2.1127859999999997e-08,9.706101042128086e-10
80.5,192.9,1.9556290000000003e-08,1.0889036821041615e-09
80.5,193.0,1.752376e-08,1.4174816465831227e-09
80.5,193.1,1.4764080000000001e-08,1.0418104614564017e-09
80.5,193.2,1.489422e-08,4.262957161408026e-10
80.5,193.3,1.320343e-08,8.452943582563415e-10
80.5,193.4,1.3119990000000001e-08,1.2418848162772586e-09
80.5,193.5,1.2239800000000002e-08,9.97371624821962e-10
80.5,193.6,1.1927555555555556e-08,4.891521919746249e-10
80.5,193.7,1.0486443999999998e-08,1.2190410644289228e-09
80.5,193.8,1.0372197e-08,8.559003120112762e-10
80.5,193.9,9.825832e-09,1.452316201230297e-09
80.5,194.0,9.140376e-09,1.5083675240948407e-09
80.5,194.1,9.614226999999999e-09,1.1389178511819894e-09
80.5,194.2,9.272487999999999e-09,1.0518181617542074e-09
80.5,194.3,8.92281e-09,1.305917767717401e-09
80.5,194.4,8.457895e-09,1.2007259341019497e-09
80.5,194.5,7.538001e-09,9.667458592148199e-10
80.5,194.6,7.930398e-09,1.344837318189825e-09
80.5,194.7,6.9086200000000005e-09,7.887877371567645e-10
80.5,194.8,7.480381e-09,7.4448888475853e-10
80.5,194.9,6.463131e-09,8.644880283086633e-10
80.5,195.0,6.777048e-09,9.634628326386024e-10
