X,Y,I
0.0,170.0,3.0607e-13
0.0,170.0,3.063e-13
0.0,170.0,2.7264e-13
0.0,170.0,2.6324e-13
0.0,170.0,2.9069e-13
0.0,170.0,2.797e-13
0.0,170.0,3.1742e-13
0.0,170.0,3.2897e-13
0.0,170.0,3.4251e-13
0.0,170.0,3.1932e-13
0.0,170.0,3.0744e-13
0.0,170.0,3.2964e-13
0.0,170.0,3.3988e-13
0.0,170.0,3.2078e-13
0.0,170.0,3.159e-13
0.0,170.0,2.8786e-13
0.0,170.0,3.0897e-13
0.0,170.0,3.2644e-13
0.0,170.0,3.2182e-13
0.0,170.0,3.2701e-13
0.0,170.0,3.3344e-13
0.0,170.0,3.3099e-13
0.0,170.0,3.372e-13
0.0,170.0,3.6283e-13
0.0,170.0,3.6363e-13
0.0,170.0,3.6972e-13
0.0,175.0,3.4697e-13
0.0,175.0,3.1077e-13
0.0,175.0,2.9157e-13
0.0,175.0,2.9727e-13
0.0,175.0,3.1481e-13
0.0,175.0,2.7288e-13
0.0,175.0,3.021e-13
0.0,175.0,2.9068e-13
0.0,175.0,3.1685e-13
0.0,175.0,3.2302e-13
0.0,175.0,3.1092e-13
0.0,175.0,2.884e-13
0.0,175.0,2.827e-13
0.0,175.0,2.8323e-13
0.0,175.0,3.3391e-13
0.0,175.0,3.0385e-13
0.0,175.0,3.5549e-13
0.0,175.0,2.8149e-13
0.0,175.0,2.8264e-13
0.0,175.0,3.3749e-13
0.0,175.0,3.0091e-13
0.0,175.0,3.5019e-13
0.0,175.0,2.9357e-13
0.0,175.0,2.9114e-13
0.0,175.0,2.8856e-13
0.0,175.0,3.1286e-13
0.0,180.0,2.8527e-13
0.0,180.0,2.9592e-13
0.0,180.0,2.3978e-13
0.0,180.0,2.7399e-13
0.0,180.0,2.8659e-13
0.0,180.0,3.3131e-13
0.0,180.0,3.392e-13
0.0,180.0,3.3289e-13
0.0,180.0,3.4963e-13
0.0,180.0,3.0934e-13
0.0,180.0,2.9906e-13
0.0,180.0,3.2818e-13
0.0,180.0,2.8408e-13
0.0,180.0,3.3321e-13
0.0,180.0,3.4013e-13
0.0,180.0,3.1909e-13
