X,Y,I
72.5,187.2,[8.96056e-09]
72.5,187.2,[8.96056e-09, 7.66913e-09]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09, 1.0848e-08]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09, 1.0848e-08, 1.0252e-08]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09, 1.0848e-08, 1.0252e-08, 1.13149e-08]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09, 1.0848e-08, 1.0252e-08, 1.13149e-08, 9.11951e-09]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09, 1.0848e-08, 1.0252e-08, 1.13149e-08, 9.11951e-09, 8.45393e-09]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09, 1.0848e-08, 1.0252e-08, 1.13149e-08, 9.11951e-09, 8.45393e-09, 1.0709e-08]
72.5,187.2,[8.96056e-09, 7.66913e-09, 9.70562e-09, 1.0848e-08, 1.0252e-08, 1.13149e-08, 9.11951e-09, 8.45393e-09, 1.0709e-08, 9.96391e-09]
72.6,187.2,[1.05103e-08]
72.6,187.2,[1.05103e-08, 9.28839e-09]
72.6,187.2,[1.05103e-08, 9.28839e-09, 9.47714e-09]
72.6,187.2,[1.05103e-08, 9.28839e-09, 9.47714e-09, 1.11163e-08]
72.6,187.2,[1.05103e-08, 9.28839e-09, 9.47714e-09, 1.11163e-08, 9.64602e-09]
72.6,187.2,[1.05103e-08, 9.28839e-09, 9.47714e-09, 1.11163e-08, 9.64602e-09, 1.07984e-08]
72.6,187.2,[1.05103e-08, 9.28839e-09, 9.47714e-09, 1.11163e-08, 9.64602e-09, 1.07984e-08, 1.03315e-08]
72.6,187.2,[1.05103e-08, 9.28839e-09, 9.47714e-09, 1.11163e-08, 9.64602e-09, 1.07984e-08, 1.03315e-08, 8.28505e-09]
72.6,187.2,[1.05103e-08, 9.28839e-09, 9.47714e-09, 1.11163e-08, 9.64602e-09, 1.07984e-08, 1.03315e-08, 8.28505e-09, 5.49356e-09]
72.7,187.2,[1.08977e-08]
72.7,187.2,[1.08977e-08, 1.02619e-08]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08, 9.26852e-09]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08, 9.26852e-09, 8.16584e-09]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08, 9.26852e-09, 8.16584e-09, 9.20892e-09]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08, 9.26852e-09, 8.16584e-09, 9.20892e-09, 9.15925e-09]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08, 9.26852e-09, 8.16584e-09, 9.20892e-09, 9.15925e-09, 9.09964e-09]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08, 9.26852e-09, 8.16584e-09, 9.20892e-09, 9.15925e-09, 9.09964e-09, 1.06295e-08]
72.7,187.2,[1.08977e-08, 1.02619e-08, 1.04904e-08, 9.26852e-09, 8.16584e-09, 9.20892e-09, 9.15925e-09, 9.09964e-09, 1.06295e-08, 1.04407e-08]
72.8,187.2,[1.06394e-08]
72.8,187.2,[1.06394e-08, 1.01427e-08]
72.8,187.2,[1.06394e-08, 1.01427e-08, 7.38104e-09]
72.8,187.2,[1.06394e-08, 1.01427e-08, 7.38104e-09, 8.08636e-09]
72.8,187.2,[1.06394e-08, 1.01427e-08, 7.38104e-09, 8.08636e-09, 6.94394e-09]
72.8,187.2,[1.06394e-08, 1.01427e-08, 7.38104e-09, 8.08636e-09, 6.94394e-09, 7.87775e-09]
72.8,187.2,[1.06394e-08, 1.01427e-08, 7.38104e-09, 8.08636e-09, 6.94394e-09, 7.87775e-09, 8.72215e-09]
72.8,187.2,[1.06394e-08, 1.01427e-08, 7.38104e-09, 8.08636e-09, 6.94394e-09, 7.87775e-09, 8.72215e-09, 1.11262e-08]
72.8,187.2,[1.06394e-08, 1.01427e-08, 7.38104e-09, 8.08636e-09, 6.94394e-09, 7.87775e-09, 8.72215e-09, 1.11262e-08, 9.38773e-09]
72.9,187.2,[9.99371e-09]
72.9,187.2,[9.99371e-09, 8.77182e-09]
72.9,187.2,[9.99371e-09, 8.77182e-09, 9.64602e-09]
72.9,187.2,[9.99371e-09, 8.77182e-09, 9.64602e-09, 8.64267e-09]
72.9,187.2,[9.99371e-09, 8.77182e-09, 9.64602e-09, 8.64267e-09, 1.1454e-08]
72.9,187.2,[9.99371e-09, 8.77182e-09, 9.64602e-09, 8.64267e-09, 1.1454e-08, 8.34465e-09]
