X,Y,I
60.0,176.0,[1.86189e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06, 1.87373e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06, 1.87373e-06, 1.81918e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06, 1.87373e-06, 1.81918e-06, 1.87257e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06, 1.87373e-06, 1.81918e-06, 1.87257e-06, 1.87666e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06, 1.87373e-06, 1.81918e-06, 1.87257e-06, 1.87666e-06, 1.85972e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06, 1.87373e-06, 1.81918e-06, 1.87257e-06, 1.87666e-06, 1.85972e-06, 1.86529e-06]
60.0,176.0,[1.86189e-06, 1.87506e-06, 1.81385e-06, 1.82703e-06, 1.82299e-06, 1.81421e-06, 1.87004e-06, 1.86275e-06, 1.87373e-06, 1.81918e-06, 1.87257e-06, 1.87666e-06, 1.85972e-06, 1.86529e-06, 1.86934e-06]
60.1,176.0,[1.86705e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06, 1.86936e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06, 1.86936e-06, 1.81887e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06, 1.86936e-06, 1.81887e-06, 1.81357e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06, 1.86936e-06, 1.81887e-06, 1.81357e-06, 1.80553e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06, 1.86936e-06, 1.81887e-06, 1.81357e-06, 1.80553e-06, 1.82414e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06, 1.86936e-06, 1.81887e-06, 1.81357e-06, 1.80553e-06, 1.82414e-06, 1.81155e-06]
60.1,176.0,[1.86705e-06, 1.86264e-06, 1.86754e-06, 1.86498e-06, 1.86936e-06, 1.81887e-06, 1.81357e-06, 1.80553e-06, 1.82414e-06, 1.81155e-06, 1.88294e-06]
