X,Y,I
40.0,170.0,[1.45356e-07]
40.0,170.0,[1.45356e-07, 1.3113e-07]
40.0,170.0,[1.45356e-07, 1.3113e-07, 1.4469e-07]
40.0,170.0,[1.45356e-07, 1.3113e-07, 1.4469e-07, 1.49349e-07]
40.0,170.0,[1.45356e-07, 1.3113e-07, 1.4469e-07, 1.49349e-07, 1.34448e-07]
40.0,172.0,[1.05649e-07]
40.0,172.0,[1.05649e-07, 1.14977e-07]
40.0,172.0,[1.05649e-07, 1.14977e-07, 1.14461e-07]
40.0,172.0,[1.05649e-07, 1.14977e-07, 1.14461e-07, 1.15176e-07]
40.0,174.0,[8.9556e-08]
40.0,174.0,[8.9556e-08, 8.31783e-08]
40.0,174.0,[8.9556e-08, 8.31783e-08, 7.71681e-08]
40.0,174.0,[8.9556e-08, 8.31783e-08, 7.71681e-08, 7.86881e-08]
40.0,176.0,[5.63761e-08]
40.0,176.0,[5.63761e-08, 4.60744e-08]
40.0,176.0,[5.63761e-08, 4.60744e-08, 4.68294e-08]
40.0,176.0,[5.63761e-08, 4.60744e-08, 4.68294e-08, 5.27203e-08]
40.0,178.0,[3.33488e-08]
40.0,178.0,[3.33488e-08, 2.94348e-08]
40.0,178.0,[3.33488e-08, 2.94348e-08, 3.13222e-08]
40.0,178.0,[3.33488e-08, 2.94348e-08, 3.13222e-08, 3.24547e-08]
40.0,180.0,[2.10404e-08]
40.0,180.0,[2.10404e-08, 2.23617e-08]
40.0,180.0,[2.10404e-08, 2.23617e-08, 2.43684e-08]
40.0,180.0,[2.10404e-08, 2.23617e-08, 2.43684e-08, 2.58386e-08]
40.0,182.0,[1.94112e-08]
40.0,182.0,[1.94112e-08, 1.7633e-08]
40.0,182.0,[1.94112e-08, 1.7633e-08, 1.92126e-08]
40.0,182.0,[1.94112e-08, 1.7633e-08, 1.92126e-08, 1.76926e-08]
40.0,184.0,[1.81397e-08]
40.0,184.0,[1.81397e-08, 1.7643e-08]
40.0,184.0,[1.81397e-08, 1.7643e-08, 1.97291e-08]
40.0,184.0,[1.81397e-08, 1.7643e-08, 1.97291e-08, 1.99378e-08]
40.0,184.0,[1.81397e-08, 1.7643e-08, 1.97291e-08, 1.99378e-08, 2.19047e-08]
40.0,186.0,[1.86761e-08]
40.0,186.0,[1.86761e-08, 1.60336e-08]
40.0,186.0,[1.86761e-08, 1.60336e-08, 1.43548e-08]
40.0,186.0,[1.86761e-08, 1.60336e-08, 1.43548e-08, 1.65304e-08]
40.0,188.0,[1.48118e-08]
40.0,188.0,[1.48118e-08, 1.63019e-08]
40.0,188.0,[1.48118e-08, 1.63019e-08, 1.44839e-08]
40.0,188.0,[1.48118e-08, 1.63019e-08, 1.44839e-08, 1.58648e-08]
40.0,190.0,[1.3113e-08]
40.0,190.0,[1.3113e-08, 1.88649e-08]
40.0,190.0,[1.3113e-08, 1.88649e-08, 1.71463e-08]
40.0,190.0,[1.3113e-08, 1.88649e-08, 1.71463e-08, 1.74443e-08]
40.0,192.0,[1.72754e-08]
40.0,192.0,[1.72754e-08, 1.33216e-08]
40.0,192.0,[1.72754e-08, 1.33216e-08, 1.85172e-08]
40.0,192.0,[1.72754e-08, 1.33216e-08, 1.85172e-08, 1.29739e-08]
40.0,194.0,[1.49409e-08]
40.0,194.0,[1.49409e-08, 1.5835e-08]
40.0,194.0,[1.49409e-08, 1.5835e-08, 1.5984e-08]
40.0,194.0,[1.49409e-08, 1.5835e-08, 1.5984e-08, 1.55369e-08]
40.0,194.0,[1.49409e-08, 1.5835e-08, 1.5984e-08, 1.55369e-08, 1.50303e-08]
40.0,196.0,[1.44045e-08]
40.0,196.0,[1.44045e-08, 1.35601e-08]
40.0,196.0,[1.44045e-08, 1.35601e-08, 1.56562e-08]
40.0,196.0,[1.44045e-08, 1.35601e-08, 1.56562e-08, 1.32422e-08]
40.0,198.0,[1.34905e-08]
40.0,198.0,[1.34905e-08, 1.60038e-08]
40.0,198.0,[1.34905e-08, 1.60038e-08, 1.36892e-08]
40.0,198.0,[1.34905e-08, 1.60038e-08, 1.36892e-08, 1.26759e-08]
40.0,198.0,[1.34905e-08, 1.60038e-08, 1.36892e-08, 1.26759e-08, 1.38978e-08]
40.0,200.0,[1.52985e-08]
40.0,200.0,[1.52985e-08, 1.3421e-08]
40.0,200.0,[1.52985e-08, 1.3421e-08, 1.70171e-08]
40.0,200.0,[1.52985e-08, 1.3421e-08, 1.70171e-08, 1.45435e-08]
40.0,202.0,[1.71065e-08]
40.0,202.0,[1.71065e-08, 1.28746e-08]
40.0,202.0,[1.71065e-08, 1.28746e-08, 1.43647e-08]
40.0,202.0,[1.71065e-08, 1.28746e-08, 1.43647e-08, 1.3113e-08]
40.0,204.0,[1.45137e-08]
40.0,204.0,[1.45137e-08, 1.48515e-08]
40.0,204.0,[1.45137e-08, 1.48515e-08, 1.51694e-08]
40.0,204.0,[1.45137e-08, 1.48515e-08, 1.51694e-08, 1.51098e-08]
40.0,206.0,[1.27951e-08]
40.0,206.0,[1.27951e-08, 1.4166e-08]
40.0,206.0,[1.27951e-08, 1.4166e-08, 1.22686e-08]
40.0,206.0,[1.27951e-08, 1.4166e-08, 1.22686e-08, 1.51992e-08]
40.0,208.0,[1.57356e-08]
