X,Y,I,Ierr
0.0,180.0,7.276777777777779e-13,2.4171000888474135e-14
0.0,180.5,7.147641509433962e-13,3.063613660023954e-14
0.0,181.0,6.166153846153844e-13,7.025686767584576e-14
0.0,181.5,5.10223076923077e-13,2.8851847130473934e-14
0.0,182.0,4.676749999999999e-13,2.7965816186909338e-14
0.0,182.5,4.624461538461539e-13,3.1032448659789727e-14
0.0,183.0,4.653673076923077e-13,2.915442782807182e-14
0.0,183.5,5.022884615384615e-13,2.9738330961948195e-14
0.0,184.0,5.095673076923077e-13,2.7022915639777955e-14
0.0,184.5,4.992057692307692e-13,3.4920488880298535e-14
0.0,185.0,5.524980392156863e-13,2.4328136620987695e-14
0.0,185.5,5.677211538461537e-13,2.7135148484650368e-14
0.0,186.0,6.131274509803923e-13,3.039258861173406e-14
0.0,186.5,6.522509803921569e-13,3.12910960996457e-14
0.0,187.0,6.682098039215685e-13,2.8616300406956194e-14
0.0,187.5,7.178254901960785e-13,3.388125077637295e-14
0.0,188.0,7.250901960784313e-13,2.8025291482991777e-14
0.0,188.5,7.068411764705882e-13,2.4701727942024605e-14
0.0,189.0,7.44786274509804e-13,2.736556459012693e-14
0.0,189.5,7.239549019607841e-13,2.7631662101302995e-14
0.0,190.0,7.382352941176472e-13,2.84622544925002e-14
0.0,190.5,7.586823529411765e-13,2.7432860686484372e-14
0.0,191.0,7.844980769230769e-13,3.06653995093983e-14
0.0,191.5,8.392627450980393e-13,2.64970435700784e-14
0.0,192.0,8.118196078431373e-13,2.6039351966333675e-14
0.0,192.5,8.219480769230769e-13,2.4108285284911874e-14
0.0,193.0,8.264019999999998e-13,2.5091484531609522e-14
0.0,193.5,8.434099999999999e-13,3.146201042527321e-14
0.0,194.0,8.569450980392157e-13,2.8131730140122255e-14
0.0,194.5,8.759340000000001e-13,2.362177478514263e-14
0.0,195.0,8.347333333333334e-13,3.936554513519214e-14
0.0,195.5,7.81135294117647e-13,2.567980684926302e-14
0.0,196.0,7.897470588235295e-13,2.9536553311880515e-14
0.0,196.5,7.362627450980391e-13,3.9927620597552315e-14
0.0,197.0,6.296372549019608e-13,5.169425940285376e-14
0.0,197.5,5.143411764705883e-13,3.62083847751827e-14
0.0,198.0,5.00808e-13,2.8203863848770793e-14
0.0,198.5,4.274862745098039e-13,2.5778483348866393e-14
0.0,199.0,4.2465294117647056e-13,2.894995243953678e-14
0.0,199.5,3.840058823529412e-13,2.7129973379898517e-14
0.0,200.0,3.823705882352941e-13,2.5666437183473576e-14
0.5,200.0,3.8257843137254907e-13,2.3731961684246524e-14
0.5,199.5,3.7186078431372547e-13,2.926291287573893e-14
0.5,199.0,3.96834e-13,2.831581614575148e-14
0.5,198.5,4.3515199999999996e-13,3.0346928938526874e-14
0.5,198.0,4.788840000000001e-13,2.642048720216945e-14
0.5,197.5,5.100119999999999e-13,4.303688018432562e-14
0.5,197.0,6.01162e-13,6.974349543864287e-14
0.5,196.5,7.83328e-13,1.0948334857867657e-13
0.5,196.0,1.0016734693877551e-12,1.19412905287443e-13
0.5,195.5,1.307174e-12,1.9386648478785602e-13
0.5,195.0,1.990467346938775e-12,5.843017966308357e-13
0.5,194.5,3.1478428571428573e-12,4.3938383294456933e-13
0.5,194.0,3.715336734693877e-12,1.308443017621459e-13
0.5,193.5,3.30893125e-12,3.0829522860688393e-13
0.5,193.0,2.622024489795918e-12,2.8661000347881694e-13
0.5,192.5,2.1404571428571427e-12,6.892159106031809e-14
0.5,192.0,1.976681632653061e-12,1.0104406125894678e-13
0.5,191.5,1.7339354166666668e-12,1.0884709743791851e-13
0.5,191.0,1.5220895833333333e-12,9.058097031473953e-14
0.5,190.5,1.3747624999999997e-12,3.6695569810945836e-14
0.5,190.0,1.3354916666666666e-12,2.8678939959876874e-14
0.5,189.5,1.275275e-12,5.0718937538162215e-14
0.5,189.0,1.1634625e-12,4.314363908793508e-14
0.5,188.5,1.10445625e-12,3.109545053976277e-14
0.5,188.0,1.0420127659574468e-12,3.124705682835721e-14
0.5,187.5,1.0078723404255318e-12,3.769049602044379e-14
0.5,187.0,9.581608695652177e-13,4.303770580529343e-14
0.5,186.5,8.914021276595744e-13,2.3466458538180167e-14
0.5,186.0,8.673382978723404e-13,2.7844924310701925e-14
0.5,185.5,8.051702127659575e-13,3.0257623726455325e-14
0.5,185.0,7.502999999999999e-13,2.5431342699302404e-14
0.5,184.5,7.076478260869565e-13,2.1650522025340502e-14
0.5,184.0,6.770155555555557e-13,3.5008570097147835e-14
0.5,183.5,6.171173913043478e-13,3.5450751536449195e-14
0.5,183.0,5.809586956521738e-13,3.543619235659299e-14
0.5,182.5,5.598739130434782e-13,3.3328101700351314e-14
0.5,182.0,6.274173913043478e-13,4.8700603979594713e-14
0.5,181.5,6.887391304347826e-13,2.5732929996414672e-14
0.5,181.0,7.07004347826087e-13,3.018284825728837e-14
0.5,180.5,7.384586956521738e-13,2.866475320946521e-14
0.5,180.0,7.428191489361703e-13,2.85694870581369e-14
1.0,180.0,7.517934782608694e-13,2.377079320596668e-14
1.0,180.5,7.082304347826085e-13,2.1735283572681476e-14
1.0,181.0,7.293553191489362e-13,2.446680607202806e-14
1.0,181.5,7.039711111111112e-13,3.158826520664647e-14
1.0,182.0,5.957936170212767e-13,5.611490265235354e-14
1.0,182.5,5.227466666666666e-13,2.825583597536386e-14
1.0,183.0,5.345170212765956e-13,2.7048406718711252e-14
1.0,183.5,5.656065217391305e-13,2.8834048428399124e-14
1.0,184.0,5.997695652173913e-13,2.488756341738665e-14
1.0,184.5,6.370978260869565e-13,3.0859319564270284e-14
1.0,185.0,6.978456521739132e-13,5.357805239543253e-14
1.0,185.5,7.711577777777778e-13,3.0798423400405044e-14
1.0,186.0,8.096111111111111e-13,2.545435323801082e-14
1.0,186.5,8.169543478260871e-13,3.58766043817691e-14
1.0,187.0,9.060239130434782e-13,4.550422906663688e-14
1.0,187.5,9.785212765957446e-13,3.7572222288973074e-14
1.0,188.0,1.0465978260869567e-12,2.461312383342105e-14
1.0,188.5,1.0532288888888889e-12,3.617759664164317e-14
1.0,189.0,1.096173913043478e-12,4.782391813264212e-14
1.0,189.5,1.205841304347826e-12,5.697337507874966e-14
1.0,190.0,1.2616173913043478e-12,2.4910843669477382e-14
1.0,190.5,1.2808170212765958e-12,7.191098019063757e-14
1.0,191.0,1.4296936170212767e-12,8.750946065391121e-14
1.0,191.5,1.6435106382978723e-12,1.4050303583309502e-13
1.0,192.0,1.7944978260869568e-12,4.45646110775298e-14
1.0,192.5,1.902991489361702e-12,2.4128636278028493e-13
1.0,193.0,2.4761608695652177e-12,2.3633620992345423e-13
1.0,193.5,3.1187913043478255e-12,4.5227055957117127e-13
1.0,194.0,3.737567391304347e-12,1.0693559633143643e-13
1.0,194.5,3.3461521739130434e-12,2.6452090222261344e-13
1.0,195.0,2.503430434782609e-12,6.470117883710584e-13
1.0,195.5,1.4021021739130436e-12,1.9340160231467267e-13
1.0,196.0,1.057371739130435e-12,1.4596793820538791e-13
1.0,196.5,7.864e-13,1.0368576324645539e-13
1.0,197.0,6.082413043478261e-13,6.465622999030756e-14
1.0,197.5,4.931130434782609e-13,2.760305282971158e-14
1.0,198.0,4.852065217391305e-13,3.058173227224492e-14
1.0,198.5,4.4367872340425536e-13,3.4684357478400154e-14
1.0,199.0,4.2638043478260874e-13,3.205721528743377e-14
1.0,199.5,3.887531914893617e-13,3.110998232806785e-14
1.0,200.0,3.72704347826087e-13,2.2244950150165877e-14
1.5,200.0,4.0008936170212765e-13,2.410169265745205e-14
1.5,199.5,3.889869565217391e-13,2.858383252892424e-14
1.5,199.0,3.9915217391304354e-13,3.3755918895676555e-14
1.5,198.5,4.371608695652175e-13,3.6609837584172754e-14
1.5,198.0,4.863130434782608e-13,3.5591826178734363e-14
1.5,197.5,5.388695652173914e-13,4.377792708444478e-14
1.5,197.0,6.443152173913043e-13,7.898666361671803e-14
1.5,196.5,8.339760869565218e-13,1.2371594776953445e-13
1.5,196.0,1.1817212765957446e-12,2.1024257209655366e-13
1.5,195.5,1.8003391304347823e-12,4.037285848288916e-13
1.5,195.0,3.399300000000001e-12,1.4421755872111503e-12
1.5,194.5,6.465723913043477e-12,1.2363819214678426e-12
1.5,194.0,8.150017777777776e-12,1.7557114833706332e-13
1.5,193.5,7.533482608695653e-12,4.662829344024225e-13
1.5,193.0,6.449167391304348e-12,5.387895838597878e-13
1.5,192.5,5.403008695652174e-12,3.320405487456948e-13
1.5,192.0,4.850426086956522e-12,2.2396704477569393e-13
1.5,191.5,4.263376595744681e-12,3.266288408346801e-13
1.5,191.0,3.4692521739130435e-12,4.403591250525113e-13
1.5,190.5,2.743353191489362e-12,1.4576638384767307e-13
1.5,190.0,2.4863391304347826e-12,1.2528245388488275e-13
1.5,189.5,2.1449043478260873e-12,2.0028445093277768e-13
1.5,189.0,1.7806021739130434e-12,1.0283792543763987e-13
1.5,188.5,1.6228282608695653e-12,7.448812763014648e-14
1.5,188.0,1.4644108695652173e-12,3.18868735993278e-14
1.5,187.5,1.379871739130435e-12,5.4223180760243427e-14
1.5,187.0,1.2316888888888889e-12,9.135348007048036e-14
1.5,186.5,1.096395652173913e-12,3.254213293376783e-14
1.5,186.0,1.0675466666666666e-12,2.6287112178150465e-14
1.5,185.5,9.990933333333334e-13,4.953422341057634e-14
1.5,185.0,8.569244444444445e-13,6.446176870588766e-14
1.5,184.5,7.789888888888887e-13,3.390429813605888e-14
1.5,184.0,7.521866666666666e-13,3.583656481553132e-14
1.5,183.5,6.665369565217392e-13,2.8376753795221742e-14
1.5,183.0,6.560644444444445e-13,2.415388770691014e-14
1.5,182.5,6.773891304347826e-13,6.205882632898251e-14
1.5,182.0,7.396304347826086e-13,2.500343341262674e-14
1.5,181.5,7.256382978723404e-13,2.5826084069780254e-14
1.5,181.0,7.443956521739132e-13,2.9963288817294103e-14
1.5,180.5,7.402065217391305e-13,2.9673281805676514e-14
1.5,180.0,7.296913043478262e-13,2.279480133416157e-14
2.0,180.0,7.392260869565217e-13,2.448093699171742e-14
2.0,180.5,7.226288888888888e-13,2.4630077567633725e-14
2.0,181.0,7.239304347826089e-13,1.943420191720746e-14
2.0,181.5,7.220347826086958e-13,2.4158572314130827e-14
2.0,182.0,6.956422222222222e-13,5.357333287244438e-14
2.0,182.5,6.160195652173913e-13,3.211096670017363e-14
2.0,183.0,5.586630434782608e-13,3.256349221935278e-14
2.0,183.5,6.0662e-13,3.9727340711404266e-14
2.0,184.0,6.599326086956522e-13,2.614161312300693e-14
2.0,184.5,7.050673913043478e-13,3.733273452491461e-14
2.0,185.0,7.923913043478262e-13,4.874712845985172e-14
2.0,185.5,8.703978260869565e-13,4.446066404641313e-14
2.0,186.0,9.187934782608697e-13,2.202069582060114e-14
2.0,186.5,9.403260869565216e-13,4.0154150983551255e-14
2.0,187.0,1.0046829787234041e-12,4.027046496595258e-14
2.0,187.5,1.0981195652173912e-12,4.891503111903519e-14
2.0,188.0,1.1412282608695652e-12,2.2421705933657807e-14
2.0,188.5,1.1613239130434782e-12,3.3193649109578625e-14
2.0,189.0,1.2413130434782605e-12,5.250472694535993e-14
2.0,189.5,1.3759695652173913e-12,8.434193312000657e-14
2.0,190.0,1.511208695652174e-12,3.710936144686847e-14
2.0,190.5,1.518852173913044e-12,1.0641641287910765e-13
2.0,191.0,1.8001956521739131e-12,1.5684571061274884e-13
2.0,191.5,2.209878260869565e-12,2.6771681088747125e-13
2.0,192.0,2.5697347826086954e-12,8.650565756163082e-14
2.0,192.5,2.7292804347826084e-12,4.1995437051286233e-13
2.0,193.0,3.657465957446809e-12,3.973598542061359e-13
2.0,193.5,4.7066869565217394e-12,6.571028367696621e-13
2.0,194.0,5.088595744680851e-12,7.741465414515955e-13
2.0,194.5,3.400791304347826e-12,7.692109378323395e-13
2.0,195.0,2.034036170212766e-12,3.9929352314792925e-13
2.0,195.5,1.336658695652174e-12,1.6519383420445278e-13
2.0,196.0,1.0143413043478261e-12,1.4577588751541652e-13
2.0,196.5,7.576239130434784e-13,8.881453852975484e-14
2.0,197.0,5.838565217391304e-13,4.044778519316152e-14
2.0,197.5,5.403191489361702e-13,3.274808838531971e-14
2.0,198.0,5.024217391304349e-13,2.7967340526154073e-14
2.0,198.5,4.599413043478261e-13,2.8074377735850142e-14
2.0,199.0,4.2714565217391306e-13,2.36911807707805e-14
2.0,199.5,4.275478260869566e-13,2.865081180373835e-14
2.0,200.0,3.8281489361702134e-13,3.033192250519283e-14
2.5,200.0,3.944244444444445e-13,2.4406767327076005e-14
2.5,199.5,3.9192173913043474e-13,2.884192987153522e-14
2.5,199.0,4.032326086956522e-13,3.094873780068545e-14
2.5,198.5,4.2490217391304346e-13,3.470915484503636e-14
2.5,198.0,4.569195652173914e-13,3.324880265621356e-14
2.5,197.5,5.44182608695652e-13,3.646427259391585e-14
2.5,197.0,6.186195652173912e-13,7.715949213089677e-14
2.5,196.5,8.323595744680851e-13,1.5605056008213037e-13
2.5,196.0,1.3174369565217395e-12,2.954473486226074e-13
2.5,195.5,2.0924304347826087e-12,5.113351665512405e-13
2.5,195.0,4.056324444444444e-12,1.805070624553148e-12
2.5,194.5,9.054221739130436e-12,3.2989770527763304e-12
2.5,194.0,1.4441973913043478e-11,8.456318534051232e-13
2.5,193.5,1.5217536956521736e-11,5.630615216053006e-13
2.5,193.0,1.3804817391304347e-11,7.756010674209384e-13
2.5,192.5,1.2482408695652177e-11,2.5926425567789276e-13
2.5,192.0,1.1930414893617022e-11,4.455542863878719e-13
2.5,191.5,1.0882054347826086e-11,5.786310680527611e-13
2.5,191.0,9.402986956521737e-12,8.603154802059774e-13
2.5,190.5,8.03470652173913e-12,2.1771127809472985e-13
2.5,190.0,7.61705e-12,1.9953621306942503e-13
2.5,189.5,6.8274478260869564e-12,6.964575718963761e-13
2.5,189.0,5.3872644444444445e-12,6.678151258330093e-13
2.5,188.5,4.421008510638298e-12,4.581041333716855e-14
2.5,188.0,4.251133333333334e-12,2.683339221525631e-13
2.5,187.5,3.6188391304347837e-12,3.771307116719618e-13
2.5,187.0,2.9005173913043474e-12,2.919347003402644e-13
2.5,186.5,2.3551191489361703e-12,1.1195766418378176e-13
2.5,186.0,2.1147956521739128e-12,1.1241937005563186e-13
2.5,185.5,1.871891489361702e-12,1.061326645324639e-13
2.5,185.0,1.5778043478260872e-12,1.9074713509333188e-13
2.5,184.5,1.2285521739130436e-12,1.129048343770491e-13
2.5,184.0,1.0422847826086959e-12,7.422828468105586e-14
2.5,183.5,9.224456521739131e-13,4.6568349517119255e-14
2.5,183.0,8.166333333333331e-13,4.9624550375796853e-14
2.5,182.5,7.64878260869565e-13,2.971334726467345e-14
2.5,182.0,7.378847826086957e-13,3.42934710948797e-14
2.5,181.5,7.425914893617021e-13,2.3563872724613867e-14
2.5,181.0,7.408586956521738e-13,2.860173737568004e-14
2.5,180.5,7.45071739130435e-13,3.195885713146417e-14
2.5,180.0,7.414872340425531e-13,3.3242843523696474e-14
3.0,180.0,7.40691304347826e-13,2.4827700396821472e-14
3.0,180.5,7.492521739130435e-13,3.1039356077549106e-14
3.0,181.0,7.45763043478261e-13,2.6901796923138097e-14
3.0,181.5,7.333608695652176e-13,2.556977222068608e-14
3.0,182.0,7.557434782608695e-13,2.6684042228283776e-14
3.0,182.5,7.653288888888889e-13,3.2363440431190405e-14
3.0,183.0,8.321914893617021e-13,2.455332737157724e-14
3.0,183.5,8.482638297872342e-13,3.262892872265422e-14
3.0,184.0,8.567347826086956e-13,2.828981394033599e-14
3.0,184.5,9.365847826086956e-13,6.279623004258647e-14
3.0,185.0,1.052744680851064e-12,5.816359104087784e-14
3.0,185.5,1.2097630434782609e-12,7.91098970301981e-14
3.0,186.0,1.294089361702128e-12,2.8026767099697068e-14
3.0,186.5,1.3398739130434783e-12,5.644748014856708e-14
3.0,187.0,1.4887108695652175e-12,1.1542649313149543e-13
3.0,187.5,1.7869893617021274e-12,1.966639852090768e-13
3.0,188.0,1.9586717391304348e-12,1.1585320108362676e-13
3.0,188.5,1.9260130434782612e-12,1.8730378905693568e-13
3.0,189.0,2.4648466666666667e-12,3.4975624883624313e-13
3.0,189.5,3.3538044444444452e-12,5.31630693853274e-13
3.0,190.0,3.9844391304347824e-12,2.176927736196137e-13
3.0,190.5,4.087147826086958e-12,5.255904814914407e-13
3.0,191.0,5.258810869565217e-12,5.222846621911402e-13
3.0,191.5,6.769021739130435e-12,1.087339937828541e-12
3.0,192.0,8.1164e-12,2.833331247228558e-13
3.0,192.5,8.24468043478261e-12,7.51045971677982e-13
3.0,193.0,9.845988888888888e-12,6.909284623597189e-13
3.0,193.5,1.1133513333333334e-11,3.954504248181925e-13
3.0,194.0,9.323514893617022e-12,3.0276497567879578e-12
3.0,194.5,4.103327659574468e-12,1.3539244076296776e-12
3.0,195.0,1.989158695652174e-12,3.344123311228136e-13
3.0,195.5,1.378248888888889e-12,2.0821431866892688e-13
3.0,196.0,9.504521739130436e-13,1.4667116538755553e-13
3.0,196.5,6.934239130434781e-13,7.213277969430557e-14
3.0,197.0,5.800888888888889e-13,4.9005796583316864e-14
3.0,197.5,5.078595744680851e-13,3.008880939623156e-14
3.0,198.0,4.832869565217392e-13,3.833824636333149e-14
3.0,198.5,4.600673913043478e-13,2.2533714396411765e-14
3.0,199.0,4.209152173913043e-13,2.5857182732575186e-14
3.0,199.5,3.961510638297873e-13,2.301544229370032e-14
3.0,200.0,3.9575434782608705e-13,3.013510668654504e-14
3.5,200.0,3.8085434782608703e-13,2.4241589366406072e-14
3.5,199.5,4.047152173913043e-13,2.8751778526397314e-14
3.5,199.0,4.2123043478260856e-13,2.2587750331282556e-14
3.5,198.5,4.2104347826086954e-13,3.377868926958633e-14
3.5,198.0,4.650829787234044e-13,2.985644603516318e-14
3.5,197.5,5.399565217391304e-13,3.6789463591903083e-14
3.5,197.0,6.156326086956522e-13,7.03953217762183e-14
3.5,196.5,8.278577777777779e-13,1.7339283015920032e-13
3.5,196.0,1.38095652173913e-12,3.9751259791476444e-13
3.5,195.5,2.4665500000000002e-12,6.75982887855834e-13
3.5,195.0,4.668419148936169e-12,1.6858529919552245e-12
3.5,194.5,1.068745e-11,5.040592605505221e-12
3.5,194.0,2.087963260869565e-11,3.3976151487703934e-12
3.5,193.5,2.5920789130434785e-11,2.9556627023265656e-13
3.5,193.0,2.5864550000000008e-11,6.678987116485098e-13
3.5,192.5,2.4612217391304348e-11,3.6878123909200974e-13
3.5,192.0,2.3765332608695655e-11,6.409693471116019e-13
3.5,191.5,2.2292156521739133e-11,8.092015886990827e-13
3.5,191.0,2.0764041304347824e-11,5.423744822040623e-13
3.5,190.5,1.9744608695652173e-11,3.4687825067875156e-13
