X,Y,I
50.0,165.0,[3.8743e-09]
50.0,165.0,[3.8743e-09, 5.73198e-09]
50.0,165.0,[3.8743e-09, 5.73198e-09, 6.23862e-09]
50.0,165.0,[3.8743e-09, 5.73198e-09, 6.23862e-09, 5.64257e-09]
50.0,165.0,[3.8743e-09, 5.73198e-09, 6.23862e-09, 5.64257e-09, 5.07633e-09]
50.0,166.0,[3.64582e-09]
50.0,166.0,[3.64582e-09, 5.78165e-09]
50.0,166.0,[3.64582e-09, 5.78165e-09, 8.36452e-09]
50.0,166.0,[3.64582e-09, 5.78165e-09, 8.36452e-09, 5.71211e-09]
50.0,166.0,[3.64582e-09, 5.78165e-09, 8.36452e-09, 5.71211e-09, 2.81135e-09]
50.0,167.0,[5.64257e-09]
50.0,167.0,[5.64257e-09, 5.05646e-09]
50.0,167.0,[5.64257e-09, 5.05646e-09, 1.77821e-09]
50.0,167.0,[5.64257e-09, 5.05646e-09, 1.77821e-09, 4.59949e-09]
50.0,167.0,[5.64257e-09, 5.05646e-09, 1.77821e-09, 4.59949e-09, 3.34779e-09]
50.0,168.0,[4.57962e-09]
50.0,168.0,[4.57962e-09, 5.57303e-09]
50.0,168.0,[4.57962e-09, 5.57303e-09, 4.62929e-09]
50.0,168.0,[4.57962e-09, 5.57303e-09, 4.62929e-09, 4.72864e-09]
50.0,168.0,[4.57962e-09, 5.57303e-09, 4.62929e-09, 4.72864e-09, 3.30806e-09]
50.0,169.0,[4.57962e-09]
50.0,169.0,[4.57962e-09, 5.66244e-09]
50.0,169.0,[4.57962e-09, 5.66244e-09, 2.6226e-09]
50.0,169.0,[4.57962e-09, 5.66244e-09, 2.6226e-09, 5.78165e-09]
50.0,169.0,[4.57962e-09, 5.66244e-09, 2.6226e-09, 5.78165e-09, 5.17567e-09]
50.0,170.0,[5.5035e-09]
50.0,170.0,[5.5035e-09, 4.12265e-09]
50.0,170.0,[5.5035e-09, 4.12265e-09, 6.08961e-09]
50.0,170.0,[5.5035e-09, 4.12265e-09, 6.08961e-09, 5.52336e-09]
50.0,170.0,[5.5035e-09, 4.12265e-09, 6.08961e-09, 5.52336e-09, 4.43061e-09]
50.0,171.0,[4.89751e-09]
50.0,171.0,[4.89751e-09, 5.39422e-09]
50.0,171.0,[4.89751e-09, 5.39422e-09, 7.07308e-09]
50.0,171.0,[4.89751e-09, 5.39422e-09, 7.07308e-09, 4.84784e-09]
50.0,172.0,[3.31799e-09]
50.0,172.0,[3.31799e-09, 5.98033e-09]
50.0,172.0,[3.31799e-09, 5.98033e-09, 4.88758e-09]
50.0,172.0,[3.31799e-09, 5.98033e-09, 4.88758e-09, 6.27836e-09]
50.0,172.0,[3.31799e-09, 5.98033e-09, 4.88758e-09, 6.27836e-09, 6.31809e-09]
50.0,173.0,[2.49346e-09]
50.0,173.0,[2.49346e-09, 5.30481e-09]
50.0,173.0,[2.49346e-09, 5.30481e-09, 2.96036e-09]
50.0,173.0,[2.49346e-09, 5.30481e-09, 2.96036e-09, 4.02331e-09]
50.0,173.0,[2.49346e-09, 5.30481e-09, 2.96036e-09, 4.02331e-09, 6.09954e-09]
50.0,174.0,[3.76503e-09]
50.0,174.0,[3.76503e-09, 3.98358e-09]
50.0,174.0,[3.76503e-09, 3.98358e-09, 3.75509e-09]
50.0,174.0,[3.76503e-09, 3.98358e-09, 3.75509e-09, 4.96705e-09]
50.0,174.0,[3.76503e-09, 3.98358e-09, 3.75509e-09, 4.96705e-09, 4.73857e-09]
50.0,175.0,[3.3776e-09]
50.0,175.0,[3.3776e-09, 1.76827e-09]
50.0,175.0,[3.3776e-09, 1.76827e-09, 5.82139e-09]
50.0,175.0,[3.3776e-09, 1.76827e-09, 5.82139e-09, 3.98358e-09]
50.0,175.0,[3.3776e-09, 1.76827e-09, 5.82139e-09, 3.98358e-09, 6.36776e-09]
50.0,176.0,[5.84126e-09]
50.0,176.0,[5.84126e-09, 3.95377e-09]
50.0,176.0,[5.84126e-09, 3.95377e-09, 6.39757e-09]
50.0,176.0,[5.84126e-09, 3.95377e-09, 6.39757e-09, 4.26173e-09]
50.0,176.0,[5.84126e-09, 3.95377e-09, 6.39757e-09, 4.26173e-09, 5.46376e-09]
50.0,177.0,[7.09295e-09]
50.0,177.0,[7.09295e-09, 4.72864e-09]
50.0,177.0,[7.09295e-09, 4.72864e-09, 5.84126e-09]
50.0,177.0,[7.09295e-09, 4.72864e-09, 5.84126e-09, 4.56969e-09]
50.0,178.0,[5.38429e-09]
50.0,178.0,[5.38429e-09, 5.69224e-09]
50.0,178.0,[5.38429e-09, 5.69224e-09, 4.21206e-09]
50.0,178.0,[5.38429e-09, 5.69224e-09, 4.21206e-09, 6.52671e-09]
50.0,178.0,[5.38429e-09, 5.69224e-09, 4.21206e-09, 6.52671e-09, 2.32458e-09]
50.0,179.0,[5.96046e-09]
50.0,179.0,[5.96046e-09, 2.81135e-09]
50.0,179.0,[5.96046e-09, 2.81135e-09, 4.20213e-09]
50.0,179.0,[5.96046e-09, 2.81135e-09, 4.20213e-09, 4.76837e-09]
50.0,179.0,[5.96046e-09, 2.81135e-09, 4.20213e-09, 4.76837e-09, 3.33786e-09]
50.0,180.0,[5.46376e-09]
50.0,180.0,[5.46376e-09, 5.78165e-09]
50.0,180.0,[5.46376e-09, 5.78165e-09, 4.91738e-09]
50.0,180.0,[5.46376e-09, 5.78165e-09, 4.91738e-09, 5.63264e-09]
50.0,180.0,[5.46376e-09, 5.78165e-09, 4.91738e-09, 5.63264e-09, 2.24511e-09]
50.0,181.0,[5.99027e-09]
50.0,181.0,[5.99027e-09, 4.56969e-09]
50.0,181.0,[5.99027e-09, 4.56969e-09, 4.61936e-09]
50.0,181.0,[5.99027e-09, 4.56969e-09, 4.61936e-09, 5.73198e-09]
50.0,181.0,[5.99027e-09, 4.56969e-09, 4.61936e-09, 5.73198e-09, 4.92732e-09]
50.0,182.0,[4.08292e-09]
50.0,182.0,[4.08292e-09, 4.35114e-09]
50.0,182.0,[4.08292e-09, 4.35114e-09, 3.25839e-09]
50.0,182.0,[4.08292e-09, 4.35114e-09, 3.25839e-09, 3.51667e-09]
50.0,182.0,[4.08292e-09, 4.35114e-09, 3.25839e-09, 3.51667e-09, 5.55317e-09]
50.0,183.0,[6.35783e-09]
50.0,183.0,[6.35783e-09, 4.10279e-09]
50.0,183.0,[6.35783e-09, 4.10279e-09, 5.34455e-09]
50.0,183.0,[6.35783e-09, 4.10279e-09, 5.34455e-09, 4.47035e-09]
50.0,183.0,[6.35783e-09, 4.10279e-09, 5.34455e-09, 4.47035e-09, 4.47035e-09]
50.0,184.0,[5.77172e-09]
50.0,184.0,[5.77172e-09, 4.10279e-09]
50.0,184.0,[5.77172e-09, 4.10279e-09, 4.12265e-09]
50.0,184.0,[5.77172e-09, 4.10279e-09, 4.12265e-09, 5.30481e-09]
50.0,185.0,[6.9042e-09]
50.0,185.0,[6.9042e-09, 6.57638e-09]
50.0,185.0,[6.9042e-09, 6.57638e-09, 3.92397e-09]
50.0,185.0,[6.9042e-09, 6.57638e-09, 3.92397e-09, 6.4075e-09]
50.0,185.0,[6.9042e-09, 6.57638e-09, 3.92397e-09, 6.4075e-09, 4.222e-09]
50.0,186.0,[3.16898e-09]
50.0,186.0,[3.16898e-09, 3.79483e-09]
50.0,186.0,[3.16898e-09, 3.79483e-09, 6.11941e-09]
50.0,186.0,[3.16898e-09, 3.79483e-09, 6.11941e-09, 5.39422e-09]
50.0,186.0,[3.16898e-09, 3.79483e-09, 6.11941e-09, 5.39422e-09, 3.23852e-09]
50.0,187.0,[4.86771e-09]
50.0,187.0,[4.86771e-09, 4.2518e-09]
50.0,187.0,[4.86771e-09, 4.2518e-09, 1.72853e-09]
50.0,187.0,[4.86771e-09, 4.2518e-09, 1.72853e-09, 5.0962e-09]
50.0,187.0,[4.86771e-09, 4.2518e-09, 1.72853e-09, 5.0962e-09, 3.52661e-09]
50.0,188.0,[4.81804e-09]
50.0,188.0,[4.81804e-09, 2.21531e-09]
50.0,188.0,[4.81804e-09, 2.21531e-09, 5.02666e-09]
50.0,188.0,[4.81804e-09, 2.21531e-09, 5.02666e-09, 3.68555e-09]
50.0,188.0,[4.81804e-09, 2.21531e-09, 5.02666e-09, 3.68555e-09, 3.72529e-09]
50.0,189.0,[3.20872e-09]
50.0,189.0,[3.20872e-09, 4.18226e-09]
50.0,189.0,[3.20872e-09, 4.18226e-09, 4.58956e-09]
50.0,189.0,[3.20872e-09, 4.18226e-09, 4.58956e-09, 4.50015e-09]
50.0,189.0,[3.20872e-09, 4.18226e-09, 4.58956e-09, 4.50015e-09, 4.2518e-09]
50.0,190.0,[3.54648e-09]
50.0,190.0,[3.54648e-09, 4.66903e-09]
50.0,190.0,[3.54648e-09, 4.66903e-09, 4.2518e-09]
50.0,190.0,[3.54648e-09, 4.66903e-09, 4.2518e-09, 4.70877e-09]
50.0,191.0,[4.81804e-09]
50.0,191.0,[4.81804e-09, 4.62929e-09]
50.0,191.0,[4.81804e-09, 4.62929e-09, 3.06964e-09]
50.0,191.0,[4.81804e-09, 4.62929e-09, 3.06964e-09, 4.40081e-09]
50.0,191.0,[4.81804e-09, 4.62929e-09, 3.06964e-09, 4.40081e-09, 4.45048e-09]
50.0,192.0,[4.52995e-09]
50.0,192.0,[4.52995e-09, 5.13593e-09]
50.0,192.0,[4.52995e-09, 5.13593e-09, 3.88424e-09]
50.0,192.0,[4.52995e-09, 5.13593e-09, 3.88424e-09, 5.22534e-09]
50.0,192.0,[4.52995e-09, 5.13593e-09, 3.88424e-09, 5.22534e-09, 5.57303e-09]
50.0,193.0,[4.51008e-09]
50.0,193.0,[4.51008e-09, 2.70208e-09]
50.0,193.0,[4.51008e-09, 2.70208e-09, 2.30471e-09]
50.0,193.0,[4.51008e-09, 2.70208e-09, 2.30471e-09, 3.08951e-09]
50.0,193.0,[4.51008e-09, 2.70208e-09, 2.30471e-09, 3.08951e-09, 2.44379e-09]
50.0,194.0,[5.44389e-09]
50.0,194.0,[5.44389e-09, 5.68231e-09]
50.0,194.0,[5.44389e-09, 5.68231e-09, 3.49681e-09]
50.0,194.0,[5.44389e-09, 5.68231e-09, 3.49681e-09, 3.91404e-09]
50.0,194.0,[5.44389e-09, 5.68231e-09, 3.49681e-09, 3.91404e-09, 5.29488e-09]
50.0,195.0,[4.15246e-09]
50.0,195.0,[4.15246e-09, 5.19554e-09]
50.0,195.0,[4.15246e-09, 5.19554e-09, 3.12924e-09]
50.0,195.0,[4.15246e-09, 5.19554e-09, 3.12924e-09, 3.10938e-09]
50.0,195.0,[4.15246e-09, 5.19554e-09, 3.12924e-09, 3.10938e-09, 4.00345e-09]
51.0,195.0,[4.87765e-09]
51.0,195.0,[4.87765e-09, 1.7186e-09]
51.0,195.0,[4.87765e-09, 1.7186e-09, 4.6889e-09]
51.0,195.0,[4.87765e-09, 1.7186e-09, 4.6889e-09, 4.88758e-09]
51.0,195.0,[4.87765e-09, 1.7186e-09, 4.6889e-09, 4.88758e-09, 5.31475e-09]
51.0,194.0,[5.73198e-09]
51.0,194.0,[5.73198e-09, 3.98358e-09]
51.0,194.0,[5.73198e-09, 3.98358e-09, 5.24521e-09]
51.0,194.0,[5.73198e-09, 3.98358e-09, 5.24521e-09, 3.57628e-09]
51.0,193.0,[4.62929e-09]
51.0,193.0,[4.62929e-09, 1.11262e-09]
51.0,193.0,[4.62929e-09, 1.11262e-09, 5.5929e-09]
51.0,193.0,[4.62929e-09, 1.11262e-09, 5.5929e-09, 5.29488e-09]
51.0,193.0,[4.62929e-09, 1.11262e-09, 5.5929e-09, 5.29488e-09, 3.73522e-09]
51.0,192.0,[5.03659e-09]
51.0,192.0,[5.03659e-09, 3.70542e-09]
51.0,192.0,[5.03659e-09, 3.70542e-09, 5.0962e-09]
51.0,192.0,[5.03659e-09, 3.70542e-09, 5.0962e-09, 3.467e-09]
51.0,192.0,[5.03659e-09, 3.70542e-09, 5.0962e-09, 3.467e-09, 5.9406e-09]
51.0,191.0,[3.06964e-09]
51.0,191.0,[3.06964e-09, 3.96371e-09]
51.0,191.0,[3.06964e-09, 3.96371e-09, 3.88424e-09]
51.0,191.0,[3.06964e-09, 3.96371e-09, 3.88424e-09, 4.6591e-09]
51.0,191.0,[3.06964e-09, 3.96371e-09, 3.88424e-09, 4.6591e-09, 5.16574e-09]
51.0,190.0,[3.70542e-09]
51.0,190.0,[3.70542e-09, 3.64582e-09]
51.0,190.0,[3.70542e-09, 3.64582e-09, 3.63588e-09]
51.0,190.0,[3.70542e-09, 3.64582e-09, 3.63588e-09, 5.13593e-09]
51.0,190.0,[3.70542e-09, 3.64582e-09, 3.63588e-09, 5.13593e-09, 4.04318e-09]
51.0,189.0,[5.22534e-09]
51.0,189.0,[5.22534e-09, 2.82129e-09]
51.0,189.0,[5.22534e-09, 2.82129e-09, 3.64582e-09]
51.0,189.0,[5.22534e-09, 2.82129e-09, 3.64582e-09, 3.82463e-09]
51.0,189.0,[5.22534e-09, 2.82129e-09, 3.64582e-09, 3.82463e-09, 3.44714e-09]
51.0,188.0,[4.10279e-09]
51.0,188.0,[4.10279e-09, 5.5631e-09]
51.0,188.0,[4.10279e-09, 5.5631e-09, 4.62929e-09]
51.0,188.0,[4.10279e-09, 5.5631e-09, 4.62929e-09, 6.30816e-09]
51.0,187.0,[6.27836e-09]
51.0,187.0,[6.27836e-09, 6.86447e-09]
51.0,187.0,[6.27836e-09, 6.86447e-09, 4.20213e-09]
51.0,187.0,[6.27836e-09, 6.86447e-09, 4.20213e-09, 5.10613e-09]
51.0,187.0,[6.27836e-09, 6.86447e-09, 4.20213e-09, 5.10613e-09, 4.93725e-09]
51.0,186.0,[4.35114e-09]
51.0,186.0,[4.35114e-09, 5.00679e-09]
51.0,186.0,[4.35114e-09, 5.00679e-09, 5.27501e-09]
51.0,186.0,[4.35114e-09, 5.00679e-09, 5.27501e-09, 5.20547e-09]
51.0,186.0,[4.35114e-09, 5.00679e-09, 5.27501e-09, 5.20547e-09, 4.78824e-09]
51.0,185.0,[4.52995e-09]
51.0,185.0,[4.52995e-09, 4.32134e-09]
51.0,185.0,[4.52995e-09, 4.32134e-09, 5.01672e-09]
51.0,185.0,[4.52995e-09, 4.32134e-09, 5.01672e-09, 5.87106e-09]
51.0,185.0,[4.52995e-09, 4.32134e-09, 5.01672e-09, 5.87106e-09, 4.27167e-09]
51.0,184.0,[3.91404e-09]
51.0,184.0,[3.91404e-09, 4.15246e-09]
51.0,184.0,[3.91404e-09, 4.15246e-09, 5.01672e-09]
51.0,184.0,[3.91404e-09, 4.15246e-09, 5.01672e-09, 4.63923e-09]
51.0,184.0,[3.91404e-09, 4.15246e-09, 5.01672e-09, 4.63923e-09, 3.51667e-09]
51.0,183.0,[7.11282e-09]
51.0,183.0,[7.11282e-09, 3.9041e-09]
51.0,183.0,[7.11282e-09, 3.9041e-09, 6.10948e-09]
51.0,183.0,[7.11282e-09, 3.9041e-09, 6.10948e-09, 2.26498e-09]
51.0,183.0,[7.11282e-09, 3.9041e-09, 6.10948e-09, 2.26498e-09, 4.93725e-09]
51.0,182.0,[5.72205e-09]
51.0,182.0,[5.72205e-09, 4.06305e-09]
51.0,182.0,[5.72205e-09, 4.06305e-09, 6.36776e-09]
51.0,182.0,[5.72205e-09, 4.06305e-09, 6.36776e-09, 4.3412e-09]
51.0,182.0,[5.72205e-09, 4.06305e-09, 6.36776e-09, 4.3412e-09, 2.1855e-09]
51.0,181.0,[8.04663e-09]
51.0,181.0,[8.04663e-09, 4.13259e-09]
51.0,181.0,[8.04663e-09, 4.13259e-09, 5.22534e-09]
51.0,181.0,[8.04663e-09, 4.13259e-09, 5.22534e-09, 6.96381e-09]
51.0,180.0,[6.10948e-09]
51.0,180.0,[6.10948e-09, 5.06639e-09]
51.0,180.0,[6.10948e-09, 5.06639e-09, 4.3412e-09]
51.0,180.0,[6.10948e-09, 5.06639e-09, 4.3412e-09, 4.51008e-09]
51.0,180.0,[6.10948e-09, 5.06639e-09, 4.3412e-09, 4.51008e-09, 6.70552e-09]
51.0,179.0,[5.83132e-09]
51.0,179.0,[5.83132e-09, 7.76847e-09]
51.0,179.0,[5.83132e-09, 7.76847e-09, 3.42727e-09]
51.0,179.0,[5.83132e-09, 7.76847e-09, 3.42727e-09, 4.81804e-09]
51.0,179.0,[5.83132e-09, 7.76847e-09, 3.42727e-09, 4.81804e-09, 5.54323e-09]
51.0,178.0,[4.98692e-09]
51.0,178.0,[4.98692e-09, 7.2221e-09]
51.0,178.0,[4.98692e-09, 7.2221e-09, 4.94719e-09]
