Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,173,4.00000E-006,320.01900E-015,31.72249E+000
1,1,174,18.00000E-006,319.37400E-015,31.89187E+000
1,1,175,34.00000E-006,318.20100E-015,32.06412E+000
1,1,176,4.00000E-006,317.46300E-015,32.25265E+000
1,1,177,1.00000E-006,312.17100E-015,32.42207E+000
1,1,178,17.00000E-006,318.73000E-015,32.59145E+000
1,1,179,5.00000E-006,323.67900E-015,32.80598E+000
1,1,180,22.00000E-006,324.14600E-015,32.97542E+000
1,1,181,36.00000E-006,322.13300E-015,33.14484E+000
1,1,182,1.00000E-006,324.44500E-015,33.36891E+000
1,1,183,4.00000E-006,326.50600E-015,33.53831E+000
1,1,184,20.00000E-006,323.09100E-015,33.70772E+000
1,1,185,-1.00000E-006,316.83300E-015,33.92039E+000
1,1,186,12.00000E-006,316.89300E-015,34.08980E+000
1,1,187,35.00000E-006,307.67100E-015,34.25924E+000
1,1,188,32.00000E-006,314.00000E-015,34.47744E+000
1,1,189,28.00000E-006,308.99000E-015,34.64683E+000
1,1,190,3.00000E-006,307.95700E-015,34.81886E+000
1,1,191,23.00000E-006,310.90700E-015,35.03094E+000
1,1,192,2.00000E-006,312.52300E-015,35.20216E+000
1,1,193,5.00000E-006,312.46100E-015,35.37155E+000
1,1,194,1.00000E-006,308.32900E-015,35.58595E+000
1,1,195,10.00000E-006,306.42500E-015,35.75534E+000
1,1,196,26.00000E-006,307.60100E-015,35.92473E+000
1,1,197,31.00000E-006,306.51700E-015,36.14358E+000
1,1,198,26.00000E-006,301.47700E-015,36.31297E+000
1,1,199,4.00000E-006,305.38500E-015,36.48421E+000
1,1,200,24.00000E-006,305.02700E-015,36.69664E+000
1,1,201,10.00000E-006,308.63900E-015,36.86604E+000
1,1,202,13.00000E-006,307.88000E-015,37.03809E+000
1,1,203,10.00000E-006,310.26500E-015,37.25446E+000
1,1,204,23.00000E-006,307.48500E-015,37.42389E+000
1,1,205,24.00000E-006,300.94800E-015,37.59637E+000
1,1,206,6.00000E-006,297.05200E-015,37.80076E+000
1,1,207,9.00000E-006,297.06700E-015,37.97020E+000
1,1,208,19.00000E-006,292.79300E-015,38.13962E+000
1,1,209,14.00000E-006,292.85100E-015,38.35531E+000
1,1,210,16.00000E-006,292.72100E-015,38.53133E+000
1,1,211,6.00000E-006,292.10600E-015,38.70075E+000
1,1,212,15.00000E-006,293.85300E-015,38.90516E+000
1,1,213,24.00000E-006,298.80000E-015,39.07456E+000
1,1,214,23.00000E-006,296.33600E-015,39.24528E+000
1,1,215,17.00000E-006,293.39100E-015,39.47189E+000
1,1,216,26.00000E-006,289.98300E-015,39.64132E+000
1,1,217,14.00000E-006,285.31400E-015,39.81471E+000
1,1,218,18.00000E-006,289.81400E-015,40.02220E+000
1,1,219,26.00000E-006,292.17000E-015,40.19162E+000
1,1,220,24.00000E-006,292.79000E-015,40.36104E+000
1,1,221,23.00000E-006,295.83600E-015,40.59021E+000
1,1,222,19.00000E-006,299.02300E-015,40.76254E+000
1,1,223,9.00000E-006,300.48300E-015,40.93193E+000
1,1,224,6.00000E-006,302.42800E-015,41.15119E+000
1,1,225,13.00000E-006,305.58900E-015,41.32061E+000
1,1,226,8.00000E-006,305.07200E-015,41.49890E+000
1,1,227,20.00000E-006,305.15100E-015,41.70615E+000
1,1,228,26.00000E-006,306.30100E-015,41.87588E+000
1,1,229,19.00000E-006,309.84100E-015,42.04527E+000
1,1,230,16.00000E-006,314.84400E-015,42.27154E+000
1,1,231,27.00000E-006,313.11600E-015,42.44242E+000
1,1,232,15.00000E-006,317.69200E-015,42.61353E+000
1,1,233,26.00000E-006,321.69500E-015,42.82645E+000
1,1,234,16.00000E-006,322.16500E-015,42.99584E+000
1,1,235,7.00000E-006,318.32100E-015,43.16657E+000
