Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659832277.5053914, 55.0, 55.0, 5.0, 10000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_5 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_5 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A),TsCH_5 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s),TsCH_12 (s),TsCH_14 (s),TsCH_15 (s),TsCH_16 (s)
55.0,54.7481,0.02040,5.65922e+01,5.66328e+01,5.66380e+01,5.65841e+01,5.66223e+01,5.66130e+01,5.66420e+01,5.66581e+01,5.66340e+01,5.66394e+01,2.59916e-06,1.92219e-06,1.83549e-06,2.73383e-06,2.09782e-06,2.25146e-06,1.76851e-06,1.50000e-06,1.90294e-06,1.81134e-06,1659834785.6198854,1659834786.0825562,1659834786.5453596,1659834787.0079918,1659834787.4708843,1659834787.9336524,1659834788.3959873,1659834788.8602633,1659834789.3237054,1659834789.7863865
55.0,54.7487,0.02040,5.65992e+01,5.66337e+01,5.66375e+01,5.65861e+01,5.66236e+01,5.66151e+01,5.66425e+01,5.66601e+01,5.66342e+01,5.66402e+01,2.49212e-06,1.91732e-06,1.85460e-06,2.71002e-06,2.08471e-06,2.22786e-06,1.77057e-06,1.47729e-06,1.90855e-06,1.80850e-06,1659834791.81192,1659834792.2763681,1659834792.7391214,1659834793.2019885,1659834793.664193,1659834794.1269784,1659834794.5897605,1659834795.0521986,1659834795.5149367,1659834795.9774609
55.0,54.7481,0.02040,5.65964e+01,5.66332e+01,5.66380e+01,5.65864e+01,5.66224e+01,5.66110e+01,5.66416e+01,5.66594e+01,5.66344e+01,5.66393e+01,2.52940e-06,1.91495e-06,1.83618e-06,2.69579e-06,2.09526e-06,2.28591e-06,1.77487e-06,1.47824e-06,1.89539e-06,1.81400e-06,1659834798.0007794,1659834798.4639788,1659834798.926592,1659834799.3894248,1659834799.8519788,1659834800.314804,1659834800.7782028,1659834801.240632,1659834801.703971,1659834802.1667643
55.0,54.7484,0.02040,5.65963e+01,5.66336e+01,5.66371e+01,5.65848e+01,5.66227e+01,5.66104e+01,5.66418e+01,5.66598e+01,5.66350e+01,5.66401e+01,2.53492e-06,1.91379e-06,1.85521e-06,2.72680e-06,2.09587e-06,2.30082e-06,1.77654e-06,1.47751e-06,1.89117e-06,1.80595e-06,1659834804.18019,1659834804.6428986,1659834805.1059055,1659834805.5682259,1659834806.0310154,1659834806.4937906,1659834806.9562736,1659834807.418933,1659834807.881659,1659834808.3441985
55.0,54.7479,0.02040,5.65977e+01,5.66321e+01,5.66381e+01,5.65869e+01,5.66223e+01,5.66104e+01,5.66418e+01,5.66590e+01,5.66340e+01,5.66393e+01,2.50353e-06,1.92983e-06,1.83104e-06,2.68473e-06,2.09323e-06,2.29157e-06,1.76837e-06,1.48207e-06,1.89951e-06,1.81015e-06,1659834810.380289,1659834810.8455215,1659834811.3082185,1659834811.770888,1659834812.2335622,1659834812.6960366,1659834813.1604483,1659834813.6236217,1659834814.0863135,1659834814.5487933
55.0,54.7478,0.02040,5.65982e+01,5.66320e+01,5.66375e+01,5.65836e+01,5.66241e+01,5.66123e+01,5.66412e+01,5.66590e+01,5.66341e+01,5.66395e+01,2.49436e-06,1.93049e-06,1.83822e-06,2.73762e-06,2.06152e-06,2.25947e-06,1.77746e-06,1.48088e-06,1.89503e-06,1.80566e-06,1659834816.5612905,1659834817.0320146,1659834817.4976406,1659834817.9600198,1659834818.42274,1659834818.8854914,1659834819.3479943,1659834819.8107288,1659834820.273462,1659834820.735961
55.0,54.7485,0.02040,5.66006e+01,5.66341e+01,5.66376e+01,5.65841e+01,5.66227e+01,5.66129e+01,5.66418e+01,5.66594e+01,5.66342e+01,5.66402e+01,2.46595e-06,1.90791e-06,1.84829e-06,2.74095e-06,2.09777e-06,2.26027e-06,1.77895e-06,1.48479e-06,1.90467e-06,1.80526e-06,1659834822.7607195,1659834823.2240393,1659834823.686735,1659834824.1494582,1659834824.6122518,1659834825.0749526,1659834825.5376532,1659834825.9999516,1659834826.4627788,1659834826.9256458
55.0,54.749,0.02040,5.65995e+01,5.66347e+01,5.66385e+01,5.65825e+01,5.66231e+01,5.66124e+01,5.66424e+01,5.66605e+01,5.66353e+01,5.66440e+01,2.49251e-06,1.90478e-06,1.84220e-06,2.77492e-06,2.09936e-06,2.27646e-06,1.77696e-06,1.47585e-06,1.89623e-06,1.75111e-06,1659834828.9644377,1659834829.4279313,1659834829.8925629,1659834830.356099,1659834830.8189611,1659834831.2816963,1659834831.744107,1659834832.2070174,1659834832.6696231,1659834833.1320474
55.0,54.7485,0.02040,5.65993e+01,5.66342e+01,5.66380e+01,5.65802e+01,5.66225e+01,5.66052e+01,5.66412e+01,5.66600e+01,5.66348e+01,5.66426e+01,2.48808e-06,1.90602e-06,1.84226e-06,2.80510e-06,2.09987e-06,2.38845e-06,1.78919e-06,1.47543e-06,1.89550e-06,1.76543e-06,1659834835.1485126,1659834835.6116817,1659834836.0743933,1659834836.5369415,1659834837.0000856,1659834837.4629126,1659834837.925633,1659834838.3884408,1659834838.8517914,1659834839.3164299
55.0,54.7468,0.02040,5.65976e+01,5.66324e+01,5.66359e+01,5.65800e+01,5.66212e+01,5.66138e+01,5.66408e+01,5.66580e+01,5.66324e+01,5.66417e+01,2.48654e-06,1.90749e-06,1.84949e-06,2.78117e-06,2.09335e-06,2.21675e-06,1.76779e-06,1.47990e-06,1.90754e-06,1.75255e-06,1659834841.3498871,1659834841.8122528,1659834842.274925,1659834842.7363877,1659834843.1998096,1659834843.662722,1659834844.1255865,1659834844.5879598,1659834845.0505137,1659834845.5132716
55.0,54.7473,0.02040,5.66003e+01,5.66330e+01,5.66363e+01,5.65818e+01,5.66216e+01,5.66032e+01,5.66408e+01,5.66582e+01,5.66332e+01,5.66390e+01,2.45054e-06,1.90546e-06,1.85123e-06,2.75822e-06,2.09482e-06,2.40254e-06,1.77569e-06,1.48536e-06,1.90239e-06,1.80539e-06,1659834847.5464492,1659834848.0090873,1659834848.4721737,1659834848.9349563,1659834849.396409,1659834849.8597786,1659834850.3227127,1659834850.7854793,1659834851.247978,1659834851.7108634
55.0,54.7475,0.02040,5.66023e+01,5.66331e+01,5.66368e+01,5.65875e+01,5.66225e+01,5.66146e+01,5.66411e+01,5.66584e+01,5.66328e+01,5.66390e+01,2.42021e-06,1.90725e-06,1.84478e-06,2.66759e-06,2.08376e-06,2.21535e-06,1.77422e-06,1.48566e-06,1.91223e-06,1.80859e-06,1659834853.727007,1659834854.1897037,1659834854.652147,1659834855.1147995,1659834855.5775712,1659834856.0398798,1659834856.502699,1659834856.965442,1659834857.4325535,1659834857.8957865
55.0,54.7478,0.02040,5.65963e+01,5.66327e+01,5.66362e+01,5.65864e+01,5.66217e+01,5.66143e+01,5.66412e+01,5.66589e+01,5.66336e+01,5.66393e+01,2.52627e-06,1.91868e-06,1.85993e-06,2.69129e-06,2.10205e-06,2.22579e-06,1.77698e-06,1.48149e-06,1.90328e-06,1.80828e-06,1659834859.9092555,1659834860.3726332,1659834860.835849,1659834861.2986732,1659834861.7602348,1659834862.2238424,1659834862.6865616,1659834863.1493466,1659834863.6121314,1659834864.0748422
55.0,54.7484,0.02040,5.66028e+01,5.66341e+01,5.66373e+01,5.65864e+01,5.66227e+01,5.66155e+01,5.66414e+01,5.66592e+01,5.66336e+01,5.66401e+01,2.42731e-06,1.90555e-06,1.85179e-06,2.70074e-06,2.09556e-06,2.21618e-06,1.78378e-06,1.48692e-06,1.91323e-06,1.80569e-06,1659834866.0918097,1659834866.5547698,1659834867.0188487,1659834867.4813137,1659834867.9446135,1659834868.408259,1659834868.870958,1659834869.3336036,1659834869.796052,1659834870.2589705
55.0,54.7471,0.02040,5.65974e+01,5.66319e+01,5.66367e+01,5.65857e+01,5.66213e+01,5.66089e+01,5.66397e+01,5.66585e+01,5.66328e+01,5.66414e+01,2.49607e-06,1.92131e-06,1.83981e-06,2.69057e-06,2.09682e-06,2.30409e-06,1.79061e-06,1.47721e-06,1.90538e-06,1.76253e-06,1659834872.273653,1659834872.7366526,1659834873.1995368,1659834873.6651938,1659834874.1284533,1659834874.5916777,1659834875.0543358,1659834875.5189402,1659834875.9819868,1659834876.4442987
55.0,54.7484,0.02040,5.65971e+01,5.66332e+01,5.66379e+01,5.65855e+01,5.66227e+01,5.66152e+01,5.66421e+01,5.66593e+01,5.66335e+01,5.66426e+01,2.52243e-06,1.92018e-06,1.84181e-06,2.71541e-06,2.09510e-06,2.22006e-06,1.77160e-06,1.48576e-06,1.91489e-06,1.76368e-06,1659834878.4547825,1659834878.920416,1659834879.3836133,1659834879.8463495,1659834880.3094013,1659834880.7720852,1659834881.234859,1659834881.697829,1659834882.160326,1659834882.622967
55.0,54.7481,0.02040,5.65985e+01,5.66334e+01,5.66371e+01,5.66459e+01,5.66232e+01,5.66057e+01,5.66412e+01,5.66591e+01,5.66336e+01,5.66423e+01,2.49330e-06,1.91220e-06,1.85048e-06,1.70454e-06,2.08152e-06,2.37440e-06,1.78146e-06,1.48359e-06,1.90828e-06,1.76359e-06,1659834884.6390724,1659834885.1019542,1659834885.5643404,1659834886.0270905,1659834886.4894233,1659834886.9521122,1659834887.4148834,1659834887.8777688,1659834888.3402054,1659834888.802938
55.0,54.7481,0.02040,5.65968e+01,5.66331e+01,5.66368e+01,5.66452e+01,5.66227e+01,5.66142e+01,5.66419e+01,5.66591e+01,5.66338e+01,5.66428e+01,2.52283e-06,1.91652e-06,1.85552e-06,1.71552e-06,2.09116e-06,2.23188e-06,1.77007e-06,1.48346e-06,1.90609e-06,1.75583e-06,1659834890.8116603,1659834891.2758138,1659834891.738399,1659834892.2013476,1659834892.6638374,1659834893.1265094,1659834893.5898824,1659834894.0524898,1659834894.5157068,1659834894.978373
55.0,54.7485,0.02040,5.66029e+01,5.66341e+01,5.66376e+01,5.66474e+01,5.66227e+01,5.66150e+01,5.66416e+01,5.66597e+01,5.66345e+01,5.66402e+01,2.42785e-06,1.90741e-06,1.84905e-06,1.68513e-06,2.09706e-06,2.22557e-06,1.78182e-06,1.47988e-06,1.90085e-06,1.80471e-06,1659834896.9945016,1659834897.46008,1659834897.9268737,1659834898.3897073,1659834898.852042,1659834899.3147566,1659834899.776248,1659834900.2412024,1659834900.704577,1659834901.1680987
55.0,54.7486,0.02040,5.65972e+01,5.66339e+01,5.66375e+01,5.66475e+01,5.66230e+01,5.66157e+01,5.66423e+01,5.66593e+01,5.66347e+01,5.66403e+01,2.52398e-06,1.91211e-06,1.85211e-06,1.68472e-06,2.09387e-06,2.21563e-06,1.77199e-06,1.48792e-06,1.89927e-06,1.80479e-06,1659834903.1845334,1659834903.6497293,1659834904.11047,1659834904.8238165,1659834905.286473,1659834905.749334,1659834906.2118716,1659834906.674612,1659834907.1380622,1659834907.6005392
55.0,54.7478,0.02040,5.65993e+01,5.66331e+01,5.66368e+01,5.66453e+01,5.66229e+01,5.66149e+01,5.66417e+01,5.66585e+01,5.66339e+01,5.66428e+01,2.47566e-06,1.91174e-06,1.85126e-06,1.70884e-06,2.08264e-06,2.21542e-06,1.76930e-06,1.48830e-06,1.89928e-06,1.75121e-06,1659834909.6341567,1659834910.0968184,1659834910.5599804,1659834911.0226345,1659834911.4852886,1659834911.9486363,1659834912.4116628,1659834912.8757658,1659834913.3385243,1659834913.8012624
55.0,54.748,0.02040,5.66012e+01,5.66331e+01,5.66376e+01,5.66531e+01,5.66232e+01,5.66151e+01,5.66416e+01,5.66589e+01,5.66335e+01,5.66417e+01,2.44645e-06,1.91540e-06,1.84117e-06,1.58154e-06,2.08002e-06,2.21547e-06,1.77376e-06,1.48535e-06,1.90824e-06,1.77174e-06,1659834915.8330579,1659834916.299295,1659834916.7620106,1659834917.2243304,1659834917.6872275,1659834918.1500392,1659834918.6122622,1659834919.0751526,1659834919.537434,1659834920.0000305
55.0,54.748,0.02040,5.66002e+01,5.66329e+01,5.66371e+01,5.66530e+01,5.66224e+01,5.66149e+01,5.66418e+01,5.66588e+01,5.66335e+01,5.66425e+01,2.46363e-06,1.91856e-06,1.84951e-06,1.58298e-06,2.09458e-06,2.21939e-06,1.77047e-06,1.48671e-06,1.90937e-06,1.75886e-06,1659834922.0269985,1659834922.491192,1659834922.9525542,1659834923.4160702,1659834923.8789492,1659834924.341645,1659834924.80405,1659834925.2669115,1659834925.732276,1659834926.1953948
55.0,54.7479,0.02040,5.65969e+01,5.66336e+01,5.66369e+01,5.66528e+01,5.66231e+01,5.66153e+01,5.66418e+01,5.66590e+01,5.66334e+01,5.66387e+01,2.51761e-06,1.90499e-06,1.85105e-06,1.58457e-06,2.08049e-06,2.21131e-06,1.76958e-06,1.48272e-06,1.90852e-06,1.82068e-06,1659834928.2213676,1659834928.6839633,1659834929.14662,1659834929.6094701,1659834930.0719523,1659834930.5346959,1659834930.9974406,1659834931.4601557,1659834931.9251711,1659834932.388228
55.0,54.7469,0.02040,5.65985e+01,5.66324e+01,5.66362e+01,5.66520e+01,5.66215e+01,5.66079e+01,5.66404e+01,5.66578e+01,5.66330e+01,5.66382e+01,2.47400e-06,1.90930e-06,1.84584e-06,1.58199e-06,2.09077e-06,2.31668e-06,1.77504e-06,1.48575e-06,1.89881e-06,1.81193e-06,1659834934.4285538,1659834934.8917768,1659834935.354501,1659834935.8178387,1659834936.2804813,1659834936.7436156,1659834937.2064705,1659834937.668783,1659834938.1338584,1659834938.5990767
55.0,54.7484,0.02040,5.65981e+01,5.66336e+01,5.66376e+01,5.66534e+01,5.66224e+01,5.66088e+01,5.66420e+01,5.66591e+01,5.66342e+01,5.66403e+01,2.50489e-06,1.91308e-06,1.84777e-06,1.58381e-06,2.10089e-06,2.32787e-06,1.77357e-06,1.48794e-06,1.90414e-06,1.80253e-06,1659834940.6398435,1659834941.1069896,1659834941.5697865,1659834942.0335956,1659834942.4960968,1659834942.9588566,1659834943.4217167,1659834943.8840888,1659834944.3468251,1659834944.8096793
55.0,54.7472,0.02040,5.66003e+01,5.66320e+01,5.66372e+01,5.66526e+01,5.66217e+01,5.66101e+01,5.66410e+01,5.66581e+01,5.66325e+01,5.66415e+01,2.44912e-06,1.91989e-06,1.83368e-06,1.57657e-06,2.09275e-06,2.28508e-06,1.76987e-06,1.48516e-06,1.91256e-06,1.76141e-06,1659834946.8561347,1659834947.3190496,1659834947.7837887,1659834948.2463474,1659834948.708882,1659834949.1721585,1659834949.6348152,1659834950.097448,1659834950.560202,1659834951.028246
55.0,54.7493,0.02040,5.66020e+01,5.66344e+01,5.66382e+01,5.66541e+01,5.66236e+01,5.66104e+01,5.66432e+01,5.66601e+01,5.66353e+01,5.66404e+01,2.45542e-06,1.91485e-06,1.85193e-06,1.58668e-06,2.09588e-06,2.31613e-06,1.76881e-06,1.48673e-06,1.89974e-06,1.81538e-06,1659834953.068181,1659834953.531053,1659834953.9938612,1659834954.4563482,1659834954.9192557,1659834955.3820744,1659834955.8442376,1659834956.3069792,1659834956.76988,1659834957.2321765
55.0,54.7476,0.02040,5.65977e+01,5.66329e+01,5.66367e+01,5.66521e+01,5.66224e+01,5.66108e+01,5.66415e+01,5.66579e+01,5.66335e+01,5.66426e+01,2.49823e-06,1.91277e-06,1.84944e-06,1.59254e-06,2.08799e-06,2.28103e-06,1.76806e-06,1.49514e-06,1.90268e-06,1.74990e-06,1659834959.2676313,1659834959.7304027,1659834960.192948,1659834960.6561556,1659834961.1191225,1659834961.5819304,1659834962.044154,1659834962.5068681,1659834962.9696522,1659834963.4320621
55.0,54.7485,0.02040,5.65990e+01,5.66341e+01,5.66379e+01,5.66536e+01,5.66227e+01,5.66113e+01,5.66412e+01,5.66597e+01,5.66338e+01,5.66403e+01,2.49236e-06,1.90751e-06,1.84331e-06,1.58238e-06,2.09699e-06,2.28792e-06,1.78811e-06,1.47993e-06,1.91214e-06,1.80315e-06,1659834965.4678059,1659834965.9306607,1659834966.3933983,1659834966.8561003,1659834967.3188992,1659834967.784084,1659834968.2469559,1659834968.7100108,1659834969.17226,1659834969.6389353
55.0,54.7482,0.02040,5.65989e+01,5.66337e+01,5.66377e+01,5.66536e+01,5.66231e+01,5.66085e+01,5.66418e+01,5.66589e+01,5.66343e+01,5.66393e+01,2.48929e-06,1.90853e-06,1.84213e-06,1.57715e-06,2.08525e-06,2.32918e-06,1.77429e-06,1.48846e-06,1.89811e-06,1.81609e-06,1659834971.6573431,1659834972.120052,1659834972.5828667,1659834973.045553,1659834973.5080545,1659834973.9708688,1659834974.433712,1659834974.896083,1659834975.3587284,1659834975.8215036
55.0,54.747,0.02040,5.65982e+01,5.66325e+01,5.66365e+01,5.66525e+01,5.66216e+01,5.66071e+01,5.66402e+01,5.66582e+01,5.66329e+01,5.66385e+01,2.48030e-06,1.90937e-06,1.84186e-06,1.57611e-06,2.09078e-06,2.33203e-06,1.78128e-06,1.48077e-06,1.90263e-06,1.80917e-06,1659834977.8545423,1659834978.317369,1659834978.7830245,1659834979.2446394,1659834979.7077975,1659834980.1704774,1659834980.6334643,1659834981.0960066,1659834981.5585966,1659834982.0213406
55.0,54.7481,0.02040,5.65976e+01,5.66335e+01,5.66377e+01,5.66532e+01,5.66216e+01,5.66112e+01,5.66415e+01,5.66590e+01,5.66337e+01,5.66397e+01,2.50870e-06,1.90985e-06,1.84046e-06,1.58140e-06,2.10839e-06,2.28246e-06,1.77710e-06,1.48608e-06,1.90725e-06,1.80657e-06,1659834984.0491874,1659834984.5123515,1659834984.9750028,1659834985.437895,1659834985.900086,1659834986.363732,1659834986.8280516,1659834987.290734,1659834987.7535958,1659834988.2168922
55.0,54.748,0.02040,5.65995e+01,5.66334e+01,5.66374e+01,5.66528e+01,5.66220e+01,5.66145e+01,5.66415e+01,5.66592e+01,5.66334e+01,5.66400e+01,2.47613e-06,1.91067e-06,1.84372e-06,1.58749e-06,2.10123e-06,2.22635e-06,1.77623e-06,1.47977e-06,1.91040e-06,1.80007e-06,1659834990.2403066,1659834990.706858,1659834991.1685455,1659834991.6317587,1659834992.0945807,1659834992.5574782,1659834993.0190277,1659834993.481838,1659834993.9441435,1659834994.4070323
55.0,54.7483,0.02040,5.65970e+01,5.66338e+01,5.66377e+01,5.66533e+01,5.66233e+01,5.66138e+01,5.66420e+01,5.66594e+01,5.66341e+01,5.66395e+01,2.52236e-06,1.90822e-06,1.84374e-06,1.58386e-06,2.08436e-06,2.24292e-06,1.77156e-06,1.48250e-06,1.90375e-06,1.81460e-06,1659834996.4469857,1659834996.909709,1659834997.37218,1659834997.8349352,1659834998.2977314,1659834998.7603302,1659834999.2279716,1659834999.6905937,1659835000.1535718,1659835000.6162663
55.0,54.748,0.02040,5.65995e+01,5.66337e+01,5.66372e+01,5.66527e+01,5.66227e+01,5.66134e+01,5.66420e+01,5.66589e+01,5.66335e+01,5.66393e+01,2.47528e-06,1.90560e-06,1.84777e-06,1.58823e-06,2.08889e-06,2.24381e-06,1.76662e-06,1.48512e-06,1.90907e-06,1.81130e-06,1659835002.6578405,1659835003.1200864,1659835003.5817976,1659835004.0441859,1659835004.508552,1659835004.9718924,1659835005.4346118,1659835005.897233,1659835006.3607347,1659835006.8241403
55.0,54.7486,0.02040,5.66006e+01,5.66344e+01,5.66385e+01,5.66540e+01,5.66246e+01,5.66113e+01,5.66420e+01,5.66589e+01,5.66343e+01,5.66399e+01,2.46735e-06,1.90439e-06,1.83627e-06,1.57717e-06,2.06727e-06,2.28843e-06,1.77712e-06,1.49562e-06,1.90559e-06,1.81191e-06,1659835008.8648582,1659835009.3280578,1659835009.790829,1659835010.2536674,1659835010.7162082,1659835011.1791124,1659835011.6418405,1659835012.1042867,1659835012.5669272,1659835013.0297265
55.0,54.7477,0.02040,5.66032e+01,5.66329e+01,5.66364e+01,5.66528e+01,5.66213e+01,5.66146e+01,5.66413e+01,5.66586e+01,5.66332e+01,5.66391e+01,2.40942e-06,1.91403e-06,1.85510e-06,1.58259e-06,2.10757e-06,2.21925e-06,1.77296e-06,1.48588e-06,1.90946e-06,1.80972e-06,1659835015.067092,1659835015.52973,1659835015.9920669,1659835016.454887,1659835016.9176793,1659835017.3847723,1659835017.8479276,1659835018.3125696,1659835018.7756803,1659835019.238341
55.0,54.7482,0.02040,5.65998e+01,5.66332e+01,5.66378e+01,5.66534e+01,5.66225e+01,5.66090e+01,5.66417e+01,5.66592e+01,5.66338e+01,5.66429e+01,2.47437e-06,1.91644e-06,1.84045e-06,1.58059e-06,2.09494e-06,2.32040e-06,1.77547e-06,1.48314e-06,1.90787e-06,1.75495e-06,1659835021.259858,1659835021.7227576,1659835022.1880877,1659835022.6535137,1659835023.116002,1659835023.5787358,1659835024.041526,1659835024.5041773,1659835024.967033,1659835025.429647
55.0,54.7476,0.02040,5.66009e+01,5.66335e+01,5.66369e+01,5.66528e+01,5.66221e+01,5.66071e+01,5.66405e+01,5.66588e+01,5.66327e+01,5.66419e+01,2.44614e-06,1.90250e-06,1.84606e-06,1.57971e-06,2.09211e-06,2.34159e-06,1.78628e-06,1.48010e-06,1.91565e-06,1.76273e-06,1659835027.4510834,1659835027.9137614,1659835028.3762329,1659835028.8390377,1659835029.3017704,1659835029.7641387,1659835030.2270553,1659835030.6898816,1659835031.1549282,1659835031.6177251
55.0,54.7483,0.02040,5.66002e+01,5.66331e+01,5.66382e+01,5.66530e+01,5.66218e+01,5.66090e+01,5.66415e+01,5.66598e+01,5.66336e+01,5.66394e+01,2.46865e-06,1.92126e-06,1.83618e-06,1.58875e-06,2.10899e-06,2.32275e-06,1.78058e-06,1.47502e-06,1.91237e-06,1.81537e-06,1659835033.6470432,1659835034.1117,1659835034.5745206,1659835035.0389764,1659835035.5017593,1659835035.9640906,1659835036.4268658,1659835036.8895295,1659835037.3519652,1659835037.8148196
55.0,54.7475,0.02040,5.65988e+01,5.66325e+01,5.66366e+01,5.66533e+01,5.66226e+01,5.66083e+01,5.66415e+01,5.66588e+01,5.66331e+01,5.66384e+01,2.47826e-06,1.91749e-06,1.84947e-06,1.57103e-06,2.08203e-06,2.32076e-06,1.76723e-06,1.47841e-06,1.90665e-06,1.81862e-06,1659835039.8403893,1659835040.3057551,1659835040.7683506,1659835041.2318773,1659835041.6946454,1659835042.1575544,1659835042.620223,1659835043.082714,1659835043.5453742,1659835044.0082643
55.0,54.7474,0.02040,5.65985e+01,5.66329e+01,5.66370e+01,5.66525e+01,5.66223e+01,5.66093e+01,5.66411e+01,5.66584e+01,5.66331e+01,5.66383e+01,2.48255e-06,1.90912e-06,1.83967e-06,1.58245e-06,2.08619e-06,2.30232e-06,1.77268e-06,1.48387e-06,1.90577e-06,1.81949e-06,1659835046.0353723,1659835046.500467,1659835046.968267,1659835047.430876,1659835047.8936653,1659835048.3561475,1659835048.8189602,1659835049.281665,1659835049.7441747,1659835050.2068148
55.0,54.7469,0.02040,5.65987e+01,5.66325e+01,5.66366e+01,5.66521e+01,5.66226e+01,5.66094e+01,5.66409e+01,5.66575e+01,5.66330e+01,5.66385e+01,2.47096e-06,1.90671e-06,1.83936e-06,1.57960e-06,2.07192e-06,2.29205e-06,1.76709e-06,1.48987e-06,1.89961e-06,1.80681e-06,1659835052.2446642,1659835052.7082942,1659835053.1707897,1659835053.6334443,1659835054.096167,1659835054.5587406,1659835055.0213609,1659835055.483968,1659835055.9467695,1659835056.4095764
55.0,54.7474,0.02040,5.65985e+01,5.66326e+01,5.66373e+01,5.66524e+01,5.66224e+01,5.66103e+01,5.66411e+01,5.66577e+01,5.66325e+01,5.66416e+01,2.48146e-06,1.91340e-06,1.83518e-06,1.58416e-06,2.08340e-06,2.28587e-06,1.77163e-06,1.49564e-06,1.91571e-06,1.76299e-06,1659835058.4322164,1659835058.895008,1659835059.3577113,1659835059.8212438,1659835060.2847993,1659835060.7480345,1659835061.2107887,1659835061.673728,1659835062.136241,1659835062.5989473
55.0,54.7479,0.02040,5.65983e+01,5.66335e+01,5.66374e+01,5.66531e+01,5.66231e+01,5.66140e+01,5.66414e+01,5.66590e+01,5.66333e+01,5.66398e+01,2.49418e-06,1.90712e-06,1.84279e-06,1.58023e-06,2.08093e-06,2.23171e-06,1.77466e-06,1.48236e-06,1.91036e-06,1.80196e-06,1659835064.6166103,1659835065.079872,1659835065.5437503,1659835066.0062745,1659835066.4734216,1659835066.935934,1659835067.398605,1659835067.8614805,1659835068.3240838,1659835068.7867558
55.0,54.7476,0.02040,5.66016e+01,5.66335e+01,5.66367e+01,5.66532e+01,5.66225e+01,5.66135e+01,5.66414e+01,5.66585e+01,5.66329e+01,5.66393e+01,2.43424e-06,1.90242e-06,1.84910e-06,1.57367e-06,2.08518e-06,2.23476e-06,1.77072e-06,1.48477e-06,1.91206e-06,1.80607e-06,1659835070.819454,1659835071.2842832,1659835071.7470372,1659835072.2099566,1659835072.6722727,1659835073.135007,1659835073.5978358,1659835074.0602055,1659835074.5229523,1659835074.9856572
55.0,54.7472,0.02040,5.65998e+01,5.66329e+01,5.66364e+01,5.66526e+01,5.66217e+01,5.66101e+01,5.66401e+01,5.66552e+01,5.66328e+01,5.66387e+01,2.45670e-06,1.90628e-06,1.84677e-06,1.57786e-06,2.09207e-06,2.28537e-06,1.78594e-06,1.53395e-06,1.90697e-06,1.80956e-06,1659835077.028632,1659835077.495018,1659835077.9578204,1659835078.4201438,1659835078.8828921,1659835079.3456123,1659835079.8081143,1659835080.271653,1659835080.734453,1659835081.1972528
55.0,54.7474,0.02040,5.66003e+01,5.66330e+01,5.66362e+01,5.66524e+01,5.66212e+01,5.66080e+01,5.66405e+01,5.66555e+01,5.66328e+01,5.66520e+01,2.45212e-06,1.90750e-06,1.85434e-06,1.58394e-06,2.10308e-06,2.32389e-06,1.78252e-06,1.53127e-06,1.90970e-06,1.59042e-06,1659835083.234003,1659835083.6962504,1659835084.159782,1659835084.6225257,1659835085.0853152,1659835085.547927,1659835086.0107696,1659835086.4735262,1659835086.935964,1659835087.3987384
55.0,54.748,0.02040,5.65997e+01,5.66329e+01,5.66371e+01,5.66534e+01,5.66227e+01,5.66076e+01,5.66412e+01,5.66559e+01,5.66330e+01,5.66390e+01,2.47191e-06,1.91870e-06,1.84898e-06,1.57752e-06,2.08804e-06,2.33993e-06,1.78042e-06,1.53603e-06,1.91648e-06,1.81737e-06,1659835089.428701,1659835089.8921936,1659835090.3549652,1659835090.8177876,1659835091.2801547,1659835091.7441132,1659835092.2068174,1659835092.6682253,1659835093.1315513,1659835093.5954065
55.0,54.7478,0.02040,5.65981e+01,5.66337e+01,5.66368e+01,5.66534e+01,5.66224e+01,5.66113e+01,5.66417e+01,5.66554e+01,5.66334e+01,5.66391e+01,2.49589e-06,1.90246e-06,1.85004e-06,1.57344e-06,2.09086e-06,2.27626e-06,1.76872e-06,1.54092e-06,1.90639e-06,1.81198e-06,1659835095.6257756,1659835096.0881395,1659835096.5534723,1659835097.0160942,1659835097.4787447,1659835097.9416673,1659835098.4040504,1659835098.866757,1659835099.3295743,1659835099.7920585
