Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1658993063.4832845, 55.0, 55.0, 1.0, 16000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_2 (V),VsCH_3 (V),VsCH_4 (V),VsCH_5 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),IsCH_1 (A),IsCH_2 (A),IsCH_3 (A),IsCH_4 (A),IsCH_5 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),TsCH_1 (s),TsCH_2 (s),TsCH_3 (s),TsCH_4 (s),TsCH_5 (s),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s)
55.0,54.7462,0.00630,5.54077e+01,5.61919e+01,5.60609e+01,5.60584e+01,5.66122e+01,5.65657e+01,5.65630e+01,5.65858e+01,5.66188e+01,5.65874e+01,5.65981e+01,2.23143e-05,9.24059e-06,1.14245e-05,1.14661e-05,2.23472e-06,3.00846e-06,3.05381e-06,2.67320e-06,2.12470e-06,2.64721e-06,2.46891e-06,1658993338.3335662,1658993338.7968972,1658993339.2595584,1658993339.7221673,1658993340.1851747,1658993340.64747,1658993341.1079066,1658993341.5705469,1658993342.0330124,1658993342.496943,1658993342.9640331
55.0,54.7463,0.00630,5.54079e+01,5.61921e+01,5.60625e+01,5.60598e+01,5.66124e+01,5.65679e+01,5.65618e+01,5.65894e+01,5.66207e+01,5.65872e+01,5.66002e+01,2.23125e-05,9.23919e-06,1.13992e-05,1.14450e-05,2.23164e-06,2.97382e-06,3.07518e-06,2.61526e-06,2.09436e-06,2.65168e-06,2.43644e-06,1658993344.992868,1658993345.4556277,1658993345.9181952,1658993346.38392,1658993346.8466868,1658993347.309132,1658993347.771725,1658993348.2343557,1658993348.697722,1658993349.16085,1658993349.6233625
55.0,54.7465,0.00630,5.54081e+01,5.61922e+01,5.60611e+01,5.60609e+01,5.66123e+01,5.65684e+01,5.65657e+01,5.65895e+01,5.66213e+01,5.65891e+01,5.66043e+01,2.23131e-05,9.24103e-06,1.14254e-05,1.14303e-05,2.23768e-06,2.96882e-06,3.01410e-06,2.61684e-06,2.08653e-06,2.62403e-06,2.37036e-06,1658993351.6556509,1658993352.1184497,1658993352.5810492,1658993353.0437956,1658993353.5070343,1658993353.9694784,1658993354.432741,1658993354.8968296,1658993355.3594072,1658993355.8224206,1658993356.285803
55.0,54.7459,0.00630,5.54076e+01,5.61919e+01,5.60620e+01,5.60603e+01,5.66111e+01,5.65681e+01,5.65679e+01,5.65897e+01,5.66209e+01,5.65891e+01,5.66048e+01,2.23113e-05,9.23614e-06,1.14008e-05,1.14297e-05,2.24755e-06,2.96444e-06,2.96661e-06,2.60435e-06,2.08424e-06,2.61443e-06,2.35225e-06,1658993358.319976,1658993358.78282,1658993359.2452464,1658993359.7079358,1658993360.1707165,1658993360.6341867,1658993361.0973518,1658993361.5599275,1658993362.02263,1658993362.4850347,1658993362.9492013
55.0,54.7457,0.00630,5.54073e+01,5.61916e+01,5.60620e+01,5.60597e+01,5.66113e+01,5.65670e+01,5.65570e+01,5.65914e+01,5.66211e+01,5.65892e+01,5.66062e+01,2.23122e-05,9.23807e-06,1.13984e-05,1.14361e-05,2.24139e-06,2.97837e-06,3.14579e-06,2.57265e-06,2.07640e-06,2.60894e-06,2.32510e-06,1658993364.9824777,1658993365.4450455,1658993365.9099011,1658993366.373213,1658993366.8359108,1658993367.3013794,1658993367.7641194,1658993368.2268727,1658993368.6890883,1658993369.151719,1658993369.6148622
55.0,54.7456,0.00630,5.54071e+01,5.61915e+01,5.60612e+01,5.60616e+01,5.66099e+01,5.65684e+01,5.65679e+01,5.65914e+01,5.66207e+01,5.65902e+01,5.66026e+01,2.23136e-05,9.23741e-06,1.14103e-05,1.14021e-05,2.26197e-06,2.95453e-06,2.96323e-06,2.57086e-06,2.08232e-06,2.59013e-06,2.38316e-06,1658993371.6470323,1658993372.1092408,1658993372.572081,1658993373.034728,1658993373.4970362,1658993373.9640353,1658993374.426551,1658993374.8936536,1658993375.356834,1658993375.819805,1658993376.2824583
55.0,54.7455,0.00630,5.54070e+01,5.61918e+01,5.60622e+01,5.60615e+01,5.66094e+01,5.65682e+01,5.65687e+01,5.65936e+01,5.66206e+01,5.65898e+01,5.66061e+01,2.23135e-05,9.23123e-06,1.13918e-05,1.14034e-05,2.26809e-06,2.95521e-06,2.94800e-06,2.53170e-06,2.08199e-06,2.59619e-06,2.32456e-06,1658993378.3131127,1658993378.7758985,1658993379.2411892,1658993379.7038133,1658993380.1663675,1658993380.6298144,1658993381.0930226,1658993381.555772,1658993382.0183172,1658993382.4826183,1658993382.9453835
55.0,54.7463,0.00630,5.54079e+01,5.61924e+01,5.60646e+01,5.60620e+01,5.66089e+01,5.65704e+01,5.65702e+01,5.65954e+01,5.66219e+01,5.65908e+01,5.66029e+01,2.23131e-05,9.23348e-06,1.13646e-05,1.14076e-05,2.29063e-06,2.93322e-06,2.93545e-06,2.51565e-06,2.07396e-06,2.59257e-06,2.38983e-06,1658993384.9721563,1658993385.4347332,1658993385.8971002,1658993386.3597314,1658993386.8229516,1658993387.2856123,1658993387.7485762,1658993388.2142355,1658993388.6772592,1658993389.139916,1658993389.6025589
55.0,54.7462,0.00630,5.54078e+01,5.61916e+01,5.60647e+01,5.60621e+01,5.66080e+01,5.65706e+01,5.65707e+01,5.65957e+01,5.66222e+01,5.65909e+01,5.66037e+01,2.23125e-05,9.24580e-06,1.13619e-05,1.14038e-05,2.30388e-06,2.92728e-06,2.92646e-06,2.50935e-06,2.06769e-06,2.58939e-06,2.37509e-06,1658993391.6375124,1658993392.1006973,1658993392.5656364,1658993393.0289714,1658993393.4917274,1658993393.9544003,1658993394.4182398,1658993394.8813207,1658993395.3440113,1658993395.806615,1658993396.2692122
55.0,54.7457,0.00630,5.54073e+01,5.61914e+01,5.60632e+01,5.60622e+01,5.66088e+01,5.65688e+01,5.65682e+01,5.65981e+01,5.66220e+01,5.65902e+01,5.66064e+01,2.23129e-05,9.24082e-06,1.13773e-05,1.13952e-05,2.28208e-06,2.94874e-06,2.95861e-06,2.46052e-06,2.06253e-06,2.59172e-06,2.32191e-06,1658993398.2992368,1658993398.7660608,1658993399.2292545,1658993399.6919246,1658993400.1544847,1658993400.6169703,1658993401.0816782,1658993401.5442197,1658993402.0058682,1658993402.4732168,1658993402.9368954
55.0,54.7461,0.00630,5.54076e+01,5.61921e+01,5.60642e+01,5.60641e+01,5.66073e+01,5.65699e+01,5.65657e+01,5.65984e+01,5.66230e+01,5.65910e+01,5.66036e+01,2.23135e-05,9.23617e-06,1.13680e-05,1.13687e-05,2.31329e-06,2.93734e-06,3.00798e-06,2.46306e-06,2.05273e-06,2.58482e-06,2.37508e-06,1658993404.968066,1658993405.4308581,1658993405.8931546,1658993406.3557444,1658993406.8190706,1658993407.281372,1658993407.7439747,1658993408.2067046,1658993408.6690958,1658993409.1317718,1658993409.5945475
55.0,54.7462,0.00630,5.54077e+01,5.61917e+01,5.60655e+01,5.60648e+01,5.66071e+01,5.65705e+01,5.65707e+01,5.65982e+01,5.66225e+01,5.65913e+01,5.66030e+01,2.23135e-05,9.24316e-06,1.13485e-05,1.13590e-05,2.31848e-06,2.92930e-06,2.92571e-06,2.46675e-06,2.06237e-06,2.58293e-06,2.38786e-06,1658993411.6259358,1658993412.092938,1658993412.5555604,1658993413.018324,1658993413.481513,1658993413.9440567,1658993414.408837,1658993414.8724785,1658993415.3367229,1658993415.801182,1658993416.2639232
55.0,54.7455,0.00630,5.54071e+01,5.61910e+01,5.60656e+01,5.60657e+01,5.66067e+01,5.65705e+01,5.65730e+01,5.65983e+01,5.66220e+01,5.65902e+01,5.66030e+01,2.23129e-05,9.24417e-06,1.13353e-05,1.13333e-05,2.31447e-06,2.91814e-06,2.87629e-06,2.45456e-06,2.05825e-06,2.58830e-06,2.37634e-06,1658993418.2975845,1658993418.7653966,1658993419.2279994,1658993419.690544,1658993420.1536798,1658993420.6154904,1658993421.0781226,1658993421.543983,1658993422.0066655,1658993422.4691136,1658993422.9316769
55.0,54.7463,0.00630,5.54078e+01,5.61921e+01,5.60673e+01,5.60678e+01,5.66069e+01,5.65723e+01,5.65701e+01,5.65995e+01,5.66232e+01,5.65909e+01,5.66032e+01,2.23136e-05,9.23894e-06,1.13203e-05,1.13104e-05,2.32391e-06,2.90030e-06,2.93808e-06,2.44709e-06,2.05138e-06,2.59087e-06,2.38569e-06,1658993424.960685,1658993425.4233196,1658993425.885782,1658993426.3490427,1658993426.8125145,1658993427.275029,1658993427.7373042,1658993428.1999562,1658993428.662587,1658993429.127902,1658993429.5905898
55.0,54.7465,0.00630,5.54079e+01,5.61923e+01,5.60679e+01,5.60685e+01,5.66083e+01,5.65710e+01,5.65714e+01,5.65994e+01,5.66227e+01,5.65912e+01,5.66074e+01,2.23148e-05,9.23923e-06,1.13136e-05,1.13029e-05,2.30394e-06,2.92540e-06,2.91832e-06,2.45200e-06,2.06410e-06,2.58822e-06,2.31965e-06,1658993431.6288574,1658993432.0912986,1658993432.554232,1658993433.0170562,1658993433.4795563,1658993433.9422672,1658993434.4053278,1658993434.8680646,1658993435.332153,1658993435.7934272,1658993436.2567682
55.0,54.7462,0.00630,5.54078e+01,5.61919e+01,5.60674e+01,5.60697e+01,5.66091e+01,5.65706e+01,5.65732e+01,5.65994e+01,5.66227e+01,5.65908e+01,5.66032e+01,2.23127e-05,9.24065e-06,1.13158e-05,1.12775e-05,2.28603e-06,2.92783e-06,2.88401e-06,2.44786e-06,2.05960e-06,2.59040e-06,2.38392e-06,1658993438.2845013,1658993438.7486365,1658993439.2111964,1658993439.6734674,1658993440.1360807,1658993440.598811,1658993441.061084,1658993441.5237556,1658993441.9865124,1658993442.4490016,1658993442.9129841
55.0,54.7464,0.00630,5.54079e+01,5.61921e+01,5.60688e+01,5.60697e+01,5.66088e+01,5.65689e+01,5.65714e+01,5.65997e+01,5.66233e+01,5.65919e+01,5.66029e+01,2.23141e-05,9.24062e-06,1.12957e-05,1.12816e-05,2.29318e-06,2.95879e-06,2.91731e-06,2.44485e-06,2.05281e-06,2.57531e-06,2.39168e-06,1658993444.9488754,1658993445.4115524,1658993445.8742611,1658993446.3372219,1658993446.7999187,1658993447.2627008,1658993447.725101,1658993448.1877565,1658993448.6512034,1658993449.1136317,1658993449.5800228
55.0,54.7463,0.00630,5.54079e+01,5.61920e+01,5.60673e+01,5.60701e+01,5.66090e+01,5.65719e+01,5.65744e+01,5.65993e+01,5.66237e+01,5.65915e+01,5.66076e+01,2.23126e-05,9.24096e-06,1.13193e-05,1.12730e-05,2.28906e-06,2.90817e-06,2.86634e-06,2.45024e-06,2.04452e-06,2.58096e-06,2.31161e-06,1658993451.604762,1658993452.068538,1658993452.531981,1658993452.9946165,1658993453.45714,1658993453.9207346,1658993454.3832593,1658993454.8457716,1658993455.3090994,1658993455.7718391,1658993456.2346349
55.0,54.7463,0.00630,5.54079e+01,5.61922e+01,5.60688e+01,5.60702e+01,5.66100e+01,5.65715e+01,5.65736e+01,5.65992e+01,5.66234e+01,5.65922e+01,5.66074e+01,2.23125e-05,9.23763e-06,1.12950e-05,1.12715e-05,2.27186e-06,2.91332e-06,2.87871e-06,2.45245e-06,2.04820e-06,2.56831e-06,2.31476e-06,1658993458.2682135,1658993458.730901,1658993459.1932676,1658993459.6566982,1658993460.1205783,1658993460.5846581,1658993461.048614,1658993461.5111995,1658993461.9732609,1658993462.4360702,1658993462.8986325
55.0,54.746,0.00630,5.54074e+01,5.61913e+01,5.60682e+01,5.60710e+01,5.66120e+01,5.65713e+01,5.65702e+01,5.65992e+01,5.66233e+01,5.65914e+01,5.66031e+01,2.23149e-05,9.24716e-06,1.13002e-05,1.12520e-05,2.23412e-06,2.91204e-06,2.93100e-06,2.44686e-06,2.04487e-06,2.57725e-06,2.38208e-06,1658993464.9289181,1658993465.3915126,1658993465.8538673,1658993466.3171043,1658993466.7798545,1658993467.2424762,1658993467.7051086,1658993468.167881,1658993468.63274,1658993469.0998967,1658993469.562539
55.0,54.7459,0.00630,5.54074e+01,5.61918e+01,5.60688e+01,5.60697e+01,5.66125e+01,5.65717e+01,5.65677e+01,5.65992e+01,5.66235e+01,5.65910e+01,5.66064e+01,2.23143e-05,9.23715e-06,1.12880e-05,1.12726e-05,2.22361e-06,2.90385e-06,2.97031e-06,2.44643e-06,2.04025e-06,2.58169e-06,2.32621e-06,1658993471.5963361,1658993472.0590014,1658993472.5212655,1658993472.9845958,1658993473.4486787,1658993473.911223,1658993474.3737257,1658993474.836677,1658993475.2993305,1658993475.7626595,1658993476.2251096
55.0,54.7461,0.00630,5.54077e+01,5.61916e+01,5.60689e+01,5.60705e+01,5.66131e+01,5.65719e+01,5.65743e+01,5.66002e+01,5.66240e+01,5.65911e+01,5.66037e+01,2.23122e-05,9.24322e-06,1.12897e-05,1.12630e-05,2.21781e-06,2.90421e-06,2.86351e-06,2.43193e-06,2.03565e-06,2.58320e-06,2.37415e-06,1658993478.2449923,1658993478.7076826,1658993479.1718998,1658993479.6346083,1658993480.0971375,1658993480.5599148,1658993481.0224786,1658993481.4879622,1658993481.950706,1658993482.4131832,1658993482.8757577
55.0,54.7463,0.00630,5.54078e+01,5.61921e+01,5.60692e+01,5.60706e+01,5.66135e+01,5.65734e+01,5.65709e+01,5.65995e+01,5.66239e+01,5.65918e+01,5.66179e+01,2.23143e-05,9.23949e-06,1.12884e-05,1.12637e-05,2.21346e-06,2.88290e-06,2.92400e-06,2.44660e-06,2.04017e-06,2.57512e-06,2.14038e-06,1658993484.9048533,1658993485.3675404,1658993485.8302228,1658993486.2935634,1658993486.7568018,1658993487.2193747,1658993487.6815891,1658993488.1446538,1658993488.607225,1658993489.069661,1658993489.5361629
55.0,54.7459,0.00630,5.54074e+01,5.61916e+01,5.60688e+01,5.60700e+01,5.66145e+01,5.65780e+01,5.65743e+01,5.65997e+01,5.66235e+01,5.65914e+01,5.66175e+01,2.23135e-05,9.24114e-06,1.12883e-05,1.12677e-05,2.19011e-06,2.79975e-06,2.86125e-06,2.43697e-06,2.04119e-06,2.57602e-06,2.13972e-06,1658993491.5679278,1658993492.0327027,1658993492.4953694,1658993492.95691,1658993493.419554,1658993493.8822176,1658993494.3452785,1658993494.8079536,1658993495.2707493,1658993495.7331681,1658993496.1958969
55.0,54.7459,0.00630,5.54074e+01,5.61917e+01,5.60687e+01,5.60700e+01,5.66137e+01,5.65723e+01,5.65703e+01,5.65998e+01,5.66228e+01,5.65911e+01,5.66169e+01,2.23138e-05,9.23926e-06,1.12901e-05,1.12671e-05,2.20433e-06,2.89476e-06,2.92789e-06,2.43620e-06,2.05203e-06,2.58141e-06,2.15128e-06,1658993498.2288065,1658993498.692644,1658993499.1551342,1658993499.617485,1658993500.0801697,1658993500.5428116,1658993501.0051742,1658993501.4678633,1658993501.9304764,1658993502.3931575,1658993502.8560014
55.0,54.7459,0.00630,5.54074e+01,5.61916e+01,5.60691e+01,5.60705e+01,5.66150e+01,5.65719e+01,5.65702e+01,5.65983e+01,5.66231e+01,5.65917e+01,5.66169e+01,2.23146e-05,9.24042e-06,1.12822e-05,1.12600e-05,2.18250e-06,2.90132e-06,2.92939e-06,2.46145e-06,2.04771e-06,2.57012e-06,2.15023e-06,1658993504.8809102,1658993505.343467,1658993505.806226,1658993506.2694333,1658993506.7319553,1658993507.1968768,1658993507.659568,1658993508.1221945,1658993508.5850337,1658993509.0489159,1658993509.5115006
55.0,54.7462,0.00630,5.54078e+01,5.61918e+01,5.60689e+01,5.60706e+01,5.66156e+01,5.65733e+01,5.65705e+01,5.65991e+01,5.66231e+01,5.65912e+01,5.66172e+01,2.23122e-05,9.24256e-06,1.12909e-05,1.12633e-05,2.17798e-06,2.88249e-06,2.92967e-06,2.45173e-06,2.05223e-06,2.58420e-06,2.15105e-06,1658993511.5478997,1658993512.010662,1658993512.4731228,1658993512.93678,1658993513.399471,1658993513.8622,1658993514.3251946,1658993514.7880387,1658993515.2507858,1658993515.7130556,1658993516.1776526
55.0,54.7462,0.00630,5.54077e+01,5.61920e+01,5.60694e+01,5.60707e+01,5.66155e+01,5.65728e+01,5.65732e+01,5.66003e+01,5.66238e+01,5.65911e+01,5.66178e+01,2.23138e-05,9.23955e-06,1.12828e-05,1.12609e-05,2.17906e-06,2.89089e-06,2.88445e-06,2.43255e-06,2.03993e-06,2.58593e-06,2.14076e-06,1658993518.206583,1658993518.6691625,1658993519.1318414,1658993519.5950723,1658993520.057595,1658993520.5207005,1658993520.9845557,1658993521.4479795,1658993521.9106467,1658993522.3730862,1658993522.8357997
55.0,54.7466,0.00630,5.54081e+01,5.61922e+01,5.60702e+01,5.60710e+01,5.66162e+01,5.65734e+01,5.65677e+01,5.66002e+01,5.66243e+01,5.65922e+01,5.66177e+01,2.23143e-05,9.24277e-06,1.12768e-05,1.12629e-05,2.17397e-06,2.88790e-06,2.98271e-06,2.43999e-06,2.03940e-06,2.57383e-06,2.14914e-06,1658993524.8635082,1658993525.3263178,1658993525.7895162,1658993526.2520847,1658993526.7136097,1658993527.1770995,1658993527.6397772,1658993528.1023886,1658993528.5638878,1658993529.0252535,1658993529.487904
55.0,54.7463,0.00630,5.54077e+01,5.61920e+01,5.60696e+01,5.60712e+01,5.66156e+01,5.65732e+01,5.65688e+01,5.65999e+01,5.66240e+01,5.65917e+01,5.66173e+01,2.23159e-05,9.24003e-06,1.12804e-05,1.12551e-05,2.17882e-06,2.88494e-06,2.95987e-06,2.44136e-06,2.03898e-06,2.57794e-06,2.14980e-06,1658993531.5137718,1658993531.9799833,1658993532.4431243,1658993532.9058793,1658993533.3690665,1658993533.8318288,1658993534.2946513,1658993534.756975,1658993535.2195213,1658993535.6822078,1658993536.1448636
55.0,54.7462,0.00630,5.54076e+01,5.61921e+01,5.60689e+01,5.60704e+01,5.66150e+01,5.65738e+01,5.65698e+01,5.65992e+01,5.66242e+01,5.65910e+01,5.66178e+01,2.23148e-05,9.23704e-06,1.12909e-05,1.12668e-05,2.18789e-06,2.87473e-06,2.94119e-06,2.44989e-06,2.03353e-06,2.58649e-06,2.14081e-06,1658993538.173108,1658993538.6377132,1658993539.1011362,1658993539.5638738,1658993540.02652,1658993540.4890473,1658993540.9517517,1658993541.4143348,1658993541.877668,1658993542.3409715,1658993542.8034647
55.0,54.7462,0.00630,5.54077e+01,5.61920e+01,5.60702e+01,5.60705e+01,5.66149e+01,5.65729e+01,5.65735e+01,5.65994e+01,5.66242e+01,5.65916e+01,5.66178e+01,2.23143e-05,9.23863e-06,1.12693e-05,1.12639e-05,2.18828e-06,2.88967e-06,2.87826e-06,2.44672e-06,2.03324e-06,2.57736e-06,2.14070e-06,1658993544.832202,1658993545.29473,1658993545.7619371,1658993546.2251387,1658993546.68786,1658993547.151406,1658993547.6138124,1658993548.0769343,1658993548.5398176,1658993549.0024602,1658993549.4651282
55.0,54.7458,0.00630,5.54072e+01,5.61917e+01,5.60696e+01,5.60701e+01,5.66153e+01,5.65731e+01,5.65699e+01,5.65989e+01,5.66239e+01,5.65912e+01,5.66172e+01,2.23162e-05,9.23812e-06,1.12736e-05,1.12639e-05,2.17483e-06,2.87832e-06,2.93259e-06,2.44842e-06,2.03164e-06,2.57802e-06,2.14354e-06,1658993551.494269,1658993551.9576008,1658993552.4202616,1658993552.882844,1658993553.3452024,1658993553.8079922,1658993554.2711732,1658993554.733778,1658993555.196872,1658993555.6595466,1658993556.1219196
55.0,54.7462,0.00630,5.54076e+01,5.61919e+01,5.60693e+01,5.60704e+01,5.66165e+01,5.65784e+01,5.65689e+01,5.65994e+01,5.66241e+01,5.65911e+01,5.66172e+01,2.23148e-05,9.24137e-06,1.12846e-05,1.12664e-05,2.16183e-06,2.79804e-06,2.95532e-06,2.44684e-06,2.03531e-06,2.58521e-06,2.15058e-06,1658993558.1536615,1658993558.6150186,1658993559.077193,1658993559.5409396,1658993560.0036902,1658993560.4664383,1658993560.9290996,1658993561.3917942,1658993561.8545206,1658993562.3170414,1658993562.7800124
55.0,54.7464,0.00630,5.54078e+01,5.61923e+01,5.60701e+01,5.60710e+01,5.66162e+01,5.65740e+01,5.65693e+01,5.66000e+01,5.66244e+01,5.65925e+01,5.66177e+01,2.23151e-05,9.23696e-06,1.12750e-05,1.12588e-05,2.17080e-06,2.87405e-06,2.95213e-06,2.44092e-06,2.03414e-06,2.56606e-06,2.14502e-06,1658993564.8160477,1658993565.2787447,1658993565.7413385,1658993566.2039359,1658993566.666539,1658993567.1335406,1658993567.5968885,1658993568.0592992,1658993568.5213785,1658993568.9840515,1658993569.4465265
55.0,54.7467,0.00630,5.54082e+01,5.61924e+01,5.60702e+01,5.60717e+01,5.66167e+01,5.65736e+01,5.65704e+01,5.65995e+01,5.66247e+01,5.65922e+01,5.66040e+01,2.23145e-05,9.24141e-06,1.12780e-05,1.12522e-05,2.16773e-06,2.88567e-06,2.93934e-06,2.45333e-06,2.03395e-06,2.57491e-06,2.37900e-06,1658993571.4769177,1658993571.9418721,1658993572.4050968,1658993572.8696814,1658993573.3330057,1658993573.7954803,1658993574.2581112,1658993574.7213116,1658993575.1839147,1658993575.6464996,1658993576.1089723
55.0,54.7467,0.00630,5.54081e+01,5.61927e+01,5.60700e+01,5.60716e+01,5.66162e+01,5.65736e+01,5.65701e+01,5.66005e+01,5.66251e+01,5.65924e+01,5.66071e+01,2.23150e-05,9.23601e-06,1.12810e-05,1.12542e-05,2.17629e-06,2.88528e-06,2.94331e-06,2.43786e-06,2.02688e-06,2.57264e-06,2.32726e-06,1658993578.1378896,1658993578.6040509,1658993579.0666564,1658993579.5291233,1658993579.9917555,1658993580.4546015,1658993580.9170947,1658993581.37965,1658993581.8423462,1658993582.3055491,1658993582.7680578
55.0,54.7462,0.00630,5.54077e+01,5.61923e+01,5.60691e+01,5.60704e+01,5.66158e+01,5.65728e+01,5.65674e+01,5.65993e+01,5.66241e+01,5.65921e+01,5.66040e+01,2.23147e-05,9.23357e-06,1.12871e-05,1.12656e-05,2.17408e-06,2.88995e-06,2.98120e-06,2.44923e-06,2.03592e-06,2.56969e-06,2.37058e-06,1658993584.7999287,1658993585.2628326,1658993585.7252278,1658993586.1878624,1658993586.6500084,1658993587.112141,1658993587.574462,1658993588.037134,1658993588.4998848,1658993588.9624379,1658993589.4257526
55.0,54.7463,0.00630,5.54079e+01,5.61920e+01,5.60698e+01,5.60707e+01,5.66160e+01,5.65731e+01,5.65699e+01,5.65993e+01,5.66247e+01,5.65913e+01,5.66079e+01,2.23130e-05,9.24023e-06,1.12786e-05,1.12636e-05,2.17204e-06,2.88713e-06,2.94057e-06,2.45072e-06,2.02639e-06,2.58431e-06,2.30801e-06,1658993591.4517922,1658993591.9143572,1658993592.3782256,1658993592.8426867,1658993593.3049734,1658993593.7674723,1658993594.230242,1658993594.6933749,1658993595.1560335,1658993595.6186407,1658993596.0812135
55.0,54.7463,0.00630,5.54079e+01,5.61922e+01,5.60694e+01,5.60707e+01,5.66153e+01,5.65732e+01,5.65698e+01,5.65991e+01,5.66244e+01,5.65914e+01,5.66074e+01,2.23125e-05,9.23786e-06,1.12849e-05,1.12625e-05,2.18387e-06,2.88544e-06,2.94295e-06,2.45432e-06,2.03252e-06,2.58274e-06,2.31594e-06,1658993598.1120586,1658993598.574715,1658993599.037229,1658993599.499799,1658993599.9624918,1658993600.4250534,1658993600.8876886,1658993601.3502703,1658993601.813365,1658993602.276091,1658993602.7388191
55.0,54.7467,0.00630,5.54083e+01,5.61923e+01,5.60700e+01,5.60714e+01,5.66162e+01,5.65738e+01,5.65744e+01,5.65995e+01,5.66245e+01,5.65916e+01,5.66077e+01,2.23131e-05,9.24274e-06,1.12812e-05,1.12579e-05,2.17508e-06,2.88176e-06,2.87215e-06,2.45350e-06,2.03639e-06,2.58557e-06,2.31708e-06,1658993604.7654355,1658993605.2281518,1658993605.6927097,1658993606.1553535,1658993606.617478,1658993607.080098,1658993607.5428278,1658993608.0063372,1658993608.4696455,1658993608.932983,1658993609.3957016
55.0,54.7467,0.00630,5.54083e+01,5.61927e+01,5.60704e+01,5.60715e+01,5.66161e+01,5.65743e+01,5.65741e+01,5.65997e+01,5.66244e+01,5.65919e+01,5.66039e+01,2.23121e-05,9.23591e-06,1.12753e-05,1.12557e-05,2.17798e-06,2.87417e-06,2.87723e-06,2.45114e-06,2.03949e-06,2.58073e-06,2.38061e-06,1658993611.4299412,1658993611.893247,1658993612.3559077,1658993612.8186262,1658993613.2857404,1658993613.7488544,1658993614.2131052,1658993614.6782653,1658993615.140894,1658993615.6036768,1658993616.066416
55.0,54.7468,0.00630,5.54083e+01,5.61929e+01,5.60697e+01,5.60716e+01,5.66162e+01,5.65733e+01,5.65710e+01,5.66002e+01,5.66251e+01,5.65914e+01,5.66072e+01,2.23137e-05,9.23396e-06,1.12874e-05,1.12564e-05,2.17796e-06,2.89318e-06,2.93124e-06,2.44467e-06,2.02848e-06,2.58996e-06,2.32700e-06,1658993618.085759,1658993618.5491726,1658993619.0118182,1658993619.4743373,1658993619.9375799,1658993620.4008827,1658993620.865246,1658993621.3273656,1658993621.789445,1658993622.252145,1658993622.714786
55.0,54.7469,0.00630,5.54084e+01,5.61928e+01,5.60696e+01,5.60706e+01,5.66156e+01,5.65786e+01,5.65715e+01,5.65998e+01,5.66241e+01,5.65921e+01,5.66039e+01,2.23134e-05,9.23744e-06,1.12914e-05,1.12745e-05,2.18813e-06,2.80536e-06,2.92368e-06,2.45283e-06,2.04797e-06,2.58141e-06,2.38386e-06,1658993624.7366724,1658993625.1993077,1658993625.6614995,1658993626.127893,1658993626.5905702,1658993627.053032,1658993627.5156596,1658993627.9805624,1658993628.4430628,1658993628.9052367,1658993629.3678682
55.0,54.7467,0.00630,5.54082e+01,5.61928e+01,5.60697e+01,5.60718e+01,5.66155e+01,5.65729e+01,5.65719e+01,5.65999e+01,5.66239e+01,5.65918e+01,5.66071e+01,2.23132e-05,9.23339e-06,1.12856e-05,1.12504e-05,2.18649e-06,2.89815e-06,2.91401e-06,2.44656e-06,2.04792e-06,2.58203e-06,2.32668e-06,1658993631.396318,1658993631.8608675,1658993632.3233902,1658993632.7858427,1658993633.2491024,1658993633.7118073,1658993634.1745129,1658993634.637035,1658993635.1005957,1658993635.5632286,1658993636.0256276
55.0,54.7469,0.00630,5.54084e+01,5.61926e+01,5.60695e+01,5.60714e+01,5.66151e+01,5.65731e+01,5.65715e+01,5.66007e+01,5.66249e+01,5.65917e+01,5.66073e+01,2.23134e-05,9.24100e-06,1.12931e-05,1.12620e-05,2.19723e-06,2.89690e-06,2.92327e-06,2.43752e-06,2.03371e-06,2.58655e-06,2.32678e-06,1658993638.0451176,1658993638.5077624,1658993638.9703107,1658993639.4318807,1658993639.894618,1658993640.357177,1658993640.8200243,1658993641.2827258,1658993641.7457008,1658993642.208794,1658993642.6727753
55.0,54.747,0.00630,5.54085e+01,5.61931e+01,5.60706e+01,5.60715e+01,5.66147e+01,5.65732e+01,5.65723e+01,5.65998e+01,5.66248e+01,5.65923e+01,5.66184e+01,2.23145e-05,9.23449e-06,1.12770e-05,1.12608e-05,2.20557e-06,2.89818e-06,2.91209e-06,2.45440e-06,2.03773e-06,2.57833e-06,2.14357e-06,1658993644.6848469,1658993645.149226,1658993645.6129847,1658993646.0756147,1658993646.5382388,1658993647.0014858,1658993647.4640753,1658993647.9272234,1658993648.389892,1658993648.8529513,1658993649.3169231
