Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659607998.5577476, 51.0, 51.0, 0.1, 800000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s),TsCH_12 (s),TsCH_14 (s),TsCH_15 (s),TsCH_16 (s)
51.0,50.7308,0.00290,5.27303e+01,5.27305e+01,5.27305e+01,5.27298e+01,5.27301e+01,5.27295e+01,5.27304e+01,5.27303e+01,5.27302e+01,5.27305e+01,7.86781e-09,5.43396e-09,4.71870e-09,1.58648e-08,1.13149e-08,2.13186e-08,7.50025e-09,7.94729e-09,9.65595e-09,5.64257e-09,1659620871.352261,1659620871.8165185,1659620872.27972,1659620872.7423327,1659620873.2052357,1659620873.668524,1659620874.1318889,1659620874.594503,1659620875.0570602,1659620875.5184424
51.0,50.7304,0.00290,5.27299e+01,5.27301e+01,5.27301e+01,5.27293e+01,5.27298e+01,5.27293e+01,5.27299e+01,5.27300e+01,5.27299e+01,5.27300e+01,8.14597e-09,5.67238e-09,5.18560e-09,1.86761e-08,9.83477e-09,1.85072e-08,9.13938e-09,6.40750e-09,7.91748e-09,5.98033e-09,1659620877.5317268,1659620877.994262,1659620878.45677,1659620878.9202714,1659620879.3829734,1659620879.8456464,1659620880.3079064,1659620880.7704592,1659620881.23327,1659620881.696233
51.0,50.7304,0.00290,5.27298e+01,5.27301e+01,5.27301e+01,5.27295e+01,5.27298e+01,5.27291e+01,5.27299e+01,5.27300e+01,5.27299e+01,5.27299e+01,1.02123e-08,4.76837e-09,4.32134e-09,1.57654e-08,9.60628e-09,2.17458e-08,7.57972e-09,6.24855e-09,9.04004e-09,8.64267e-09,1659620883.719977,1659620884.1826587,1659620884.645286,1659620885.1086204,1659620885.5729105,1659620886.0359857,1659620886.498635,1659620886.9612153,1659620887.4241557,1659620887.8867867
51.0,50.7305,0.00290,5.27299e+01,5.27302e+01,5.27302e+01,5.27296e+01,5.27299e+01,5.27293e+01,5.27302e+01,5.27302e+01,5.27300e+01,5.27301e+01,1.04606e-08,5.16574e-09,5.21541e-09,1.50502e-08,9.63608e-09,1.98086e-08,4.71870e-09,4.49022e-09,8.27511e-09,7.13269e-09,1659620889.9040933,1659620890.3669689,1659620890.8297532,1659620891.2919657,1659620891.7546766,1659620892.2174227,1659620892.6801314,1659620893.1428514,1659620893.6053946,1659620894.0679626
51.0,50.7303,0.00290,5.27297e+01,5.27300e+01,5.27300e+01,5.27294e+01,5.27298e+01,5.27292e+01,5.27300e+01,5.27298e+01,5.27298e+01,5.27297e+01,9.22879e-09,5.37435e-09,4.39088e-09,1.56760e-08,7.58966e-09,1.88351e-08,4.85778e-09,9.02017e-09,8.01682e-09,9.43740e-09,1659620896.0904086,1659620896.552745,1659620897.0159345,1659620897.4785247,1659620897.9412236,1659620898.4042375,1659620898.8668616,1659620899.3300147,1659620899.7926307,1659620900.2556803
51.0,50.7307,0.00290,5.27301e+01,5.27304e+01,5.27304e+01,5.27298e+01,5.27303e+01,5.27295e+01,5.27303e+01,5.27303e+01,5.27301e+01,5.27303e+01,9.65595e-09,5.14587e-09,4.31140e-09,1.55667e-08,7.25190e-09,1.92026e-08,7.01348e-09,7.12276e-09,1.07189e-08,6.59625e-09,1659620902.2653766,1659620902.728527,1659620903.191832,1659620903.6545506,1659620904.1171033,1659620904.579931,1659620905.0425477,1659620905.5055003,1659620905.9679196,1659620906.4305801
51.0,50.7316,0.00290,5.27310e+01,5.27314e+01,5.27312e+01,5.27307e+01,5.27311e+01,5.27304e+01,5.27311e+01,5.27313e+01,5.27309e+01,5.27312e+01,9.83477e-09,3.65575e-09,6.36776e-09,1.46627e-08,8.77182e-09,1.92920e-08,8.51353e-09,5.44389e-09,1.10269e-08,6.62605e-09,1659620908.4636166,1659620908.926209,1659620909.3885634,1659620909.8519092,1659620910.3144996,1659620910.7759817,1659620911.2387674,1659620911.7014263,1659620912.1640034,1659620912.6276414
51.0,50.7315,0.00290,5.27308e+01,5.27312e+01,5.27312e+01,5.27306e+01,5.27311e+01,5.27303e+01,5.27310e+01,5.27310e+01,5.27309e+01,5.27308e+01,1.09375e-08,5.64257e-09,4.90745e-09,1.50800e-08,6.49691e-09,2.01066e-08,9.11951e-09,8.16584e-09,9.62615e-09,1.14540e-08,1659620914.6493244,1659620915.1131067,1659620915.5761971,1659620916.0397904,1659620916.5068617,1659620916.9695473,1659620917.4321644,1659620917.8957057,1659620918.3582525,1659620918.8206449
51.0,50.7299,0.00290,5.27292e+01,5.27297e+01,5.27296e+01,5.27291e+01,5.27296e+01,5.27290e+01,5.27295e+01,5.27295e+01,5.27294e+01,5.27295e+01,1.16825e-08,3.32793e-09,4.68890e-09,1.33912e-08,5.54323e-09,1.56860e-08,6.43730e-09,7.33137e-09,8.79169e-09,6.75519e-09,1659620920.8365993,1659620921.2997215,1659620921.7624335,1659620922.2248878,1659620922.6878994,1659620923.1515846,1659620923.6141517,1659620924.0762348,1659620924.5389414,1659620925.0016415
51.0,50.7302,0.00290,5.27296e+01,5.27299e+01,5.27297e+01,5.27295e+01,5.27297e+01,5.27291e+01,5.27299e+01,5.27296e+01,5.27295e+01,5.27298e+01,1.00533e-08,5.52336e-09,7.92742e-09,1.12752e-08,8.51353e-09,1.89443e-08,4.59949e-09,9.61622e-09,1.09474e-08,6.91414e-09,1659620927.0268383,1659620927.4899678,1659620927.9525836,1659620928.4157948,1659620928.8783767,1659620929.3410614,1659620929.8039682,1659620930.2664747,1659620930.7291756,1659620931.1949844
51.0,50.73,0.00290,5.27286e+01,5.27297e+01,5.27297e+01,5.27291e+01,5.27296e+01,5.27288e+01,5.27295e+01,5.27294e+01,5.27295e+01,5.27297e+01,2.30869e-08,4.52002e-09,4.88758e-09,1.42356e-08,7.24196e-09,2.03252e-08,9.09964e-09,1.02520e-08,9.06984e-09,5.63264e-09,1659620933.2206242,1659620933.6841922,1659620934.1467683,1659620934.6098678,1659620935.0725677,1659620935.540316,1659620936.0029376,1659620936.4656677,1659620936.928215,1659620937.3908486
51.0,50.7305,0.00290,5.27293e+01,5.27301e+01,5.27302e+01,5.27298e+01,5.27301e+01,5.27294e+01,5.27302e+01,5.27299e+01,5.27298e+01,5.27301e+01,1.97887e-08,6.37770e-09,5.07633e-09,1.15534e-08,6.58631e-09,1.78913e-08,4.91738e-09,1.02917e-08,1.08480e-08,7.16249e-09,1659620939.406871,1659620939.8695865,1659620940.331918,1659620940.79452,1659620941.2578008,1659620941.7201707,1659620942.1827607,1659620942.6454854,1659620943.1080391,1659620943.5706334
51.0,50.7299,0.00290,5.27286e+01,5.27296e+01,5.27296e+01,5.27292e+01,5.27295e+01,5.27289e+01,5.27294e+01,5.27293e+01,5.27292e+01,5.27294e+01,2.23021e-08,5.32468e-09,4.61936e-09,1.19507e-08,6.33796e-09,1.60436e-08,7.79827e-09,1.08282e-08,1.10765e-08,8.26518e-09,1659620945.5888174,1659620946.0518935,1659620946.5146022,1659620946.9772787,1659620947.440592,1659620947.9037688,1659620948.3663275,1659620948.8288317,1659620949.291961,1659620949.759999
51.0,50.7303,0.00290,5.27289e+01,5.27301e+01,5.27299e+01,5.27294e+01,5.27299e+01,5.27292e+01,5.27301e+01,5.27296e+01,5.27298e+01,5.27298e+01,2.36432e-08,3.53654e-09,7.40091e-09,1.42554e-08,6.70552e-09,1.81894e-08,3.94384e-09,1.10567e-08,8.78175e-09,8.22544e-09,1659620951.7700083,1659620952.2322052,1659620952.6949174,1659620953.1602197,1659620953.6229155,1659620954.0860155,1659620954.5485654,1659620955.0120249,1659620955.4746163,1659620955.9373262
51.0,50.7313,0.00290,5.27301e+01,5.27311e+01,5.27310e+01,5.27305e+01,5.27310e+01,5.27304e+01,5.27309e+01,5.27307e+01,5.27305e+01,5.27310e+01,1.95305e-08,2.96036e-09,5.71211e-09,1.35005e-08,4.27167e-09,1.53283e-08,6.51677e-09,9.70562e-09,1.36991e-08,4.75844e-09,1659620957.955058,1659620958.417696,1659620958.880167,1659620959.3479462,1659620959.8105247,1659620960.2732003,1659620960.7363749,1659620961.1990266,1659620961.661794,1659620962.1241965
51.0,50.7308,0.00290,5.27265e+01,5.27305e+01,5.27305e+01,5.27301e+01,5.27305e+01,5.27298e+01,5.27303e+01,5.27302e+01,5.27300e+01,5.27304e+01,7.11580e-08,5.73198e-09,4.35114e-09,1.12454e-08,5.68231e-09,1.66297e-08,8.95063e-09,9.78510e-09,1.33316e-08,7.14262e-09,1659620964.1463113,1659620964.608844,1659620965.072032,1659620965.5389128,1659620966.0016024,1659620966.464055,1659620966.9276228,1659620967.3901844,1659620967.8525314,1659620968.3157334
51.0,50.7307,0.00290,5.27263e+01,5.27305e+01,5.27303e+01,5.27302e+01,5.27303e+01,5.27296e+01,5.27305e+01,5.27301e+01,5.27299e+01,5.27303e+01,7.26183e-08,2.60274e-09,6.93401e-09,7.60953e-09,6.19888e-09,1.77821e-08,3.40740e-09,1.02520e-08,1.28945e-08,6.51677e-09,1659620970.3309307,1659620970.7962382,1659620971.2590349,1659620971.7216635,1659620972.1869354,1659620972.6496384,1659620973.1122205,1659620973.5747428,1659620974.0375063,1659620974.5001893
51.0,50.7299,0.00290,5.27255e+01,5.27296e+01,5.27295e+01,5.27293e+01,5.27296e+01,5.27288e+01,5.27293e+01,5.27293e+01,5.27292e+01,5.27294e+01,7.30952e-08,4.33127e-09,6.62605e-09,1.06792e-08,5.50350e-09,1.76827e-08,9.24865e-09,9.65595e-09,1.08878e-08,8.50360e-09,1659620976.518892,1659620976.9814851,1659620977.4441104,1659620977.9114263,1659620978.374019,1659620978.8364246,1659620979.3017142,1659620979.7641554,1659620980.226941,1659620980.6895773
51.0,50.7306,0.00290,5.27257e+01,5.27302e+01,5.27302e+01,5.27301e+01,5.27302e+01,5.27296e+01,5.27302e+01,5.27298e+01,5.27298e+01,5.27304e+01,8.08736e-08,7.28170e-09,6.50684e-09,8.49366e-09,7.39098e-09,1.69079e-08,6.52671e-09,1.29839e-08,1.27455e-08,3.36766e-09,1659620982.7104335,1659620983.1733453,1659620983.6368237,1659620984.1001039,1659620984.56282,1659620985.0278623,1659620985.4904897,1659620985.9520693,1659620986.4148266,1659620986.877439
51.0,50.7299,0.00290,5.27257e+01,5.27294e+01,5.27296e+01,5.27292e+01,5.27295e+01,5.27289e+01,5.27294e+01,5.27291e+01,5.27293e+01,5.27294e+01,7.08302e-08,8.68241e-09,5.81145e-09,1.18216e-08,6.25849e-09,1.62323e-08,7.59959e-09,1.29938e-08,9.83477e-09,8.42412e-09,1659620988.891107,1659620989.3538299,1659620989.8161044,1659620990.2788174,1659620990.741661,1659620991.2041214,1659620991.6668847,1659620992.1297612,1659620992.5922348,1659620993.0547922
51.0,50.7303,0.00290,5.27158e+01,5.27301e+01,5.27299e+01,5.27298e+01,5.27299e+01,5.27294e+01,5.27298e+01,5.27296e+01,5.27297e+01,5.27300e+01,2.41270e-07,3.88424e-09,5.90086e-09,8.82149e-09,6.22869e-09,1.52687e-08,8.87116e-09,1.14938e-08,1.03613e-08,5.78165e-09,1659620995.0751314,1659620995.5397713,1659620996.0022912,1659620996.4645057,1659620996.9276915,1659620997.3915882,1659620997.8542502,1659620998.3190577,1659620998.7837589,1659620999.2464218
51.0,50.7304,0.00290,5.27161e+01,5.27301e+01,5.27300e+01,5.27298e+01,5.27299e+01,5.27296e+01,5.27300e+01,5.27298e+01,5.27297e+01,5.27300e+01,2.37733e-07,5.47369e-09,7.17243e-09,9.90431e-09,8.34465e-09,1.36296e-08,6.40750e-09,1.07686e-08,1.20302e-08,6.59625e-09,1659621001.2589974,1659621001.721828,1659621002.1884468,1659621002.651145,1659621003.1162996,1659621003.5789492,1659621004.0415752,1659621004.5042958,1659621004.9695446,1659621005.4320297
51.0,50.7305,0.00290,5.27164e+01,5.27303e+01,5.27301e+01,5.27300e+01,5.27302e+01,5.27296e+01,5.27301e+01,5.27299e+01,5.27297e+01,5.27300e+01,2.35498e-07,3.68555e-09,7.11282e-09,7.95722e-09,4.99686e-09,1.49111e-08,6.91414e-09,1.05898e-08,1.32918e-08,7.73867e-09,1659621007.4412448,1659621007.908238,1659621008.370976,1659621008.8337066,1659621009.296116,1659621009.7603822,1659621010.2237296,1659621010.6863737,1659621011.1486053,1659621011.6117744
51.0,50.7303,0.00290,5.27159e+01,5.27300e+01,5.27298e+01,5.27298e+01,5.27301e+01,5.27294e+01,5.27299e+01,5.27298e+01,5.27296e+01,5.27299e+01,2.39660e-07,4.81804e-09,7.96715e-09,8.29498e-09,4.12265e-09,1.55965e-08,5.93066e-09,8.83142e-09,1.08778e-08,6.00020e-09,1659621013.6230736,1659621014.0878634,1659621014.5503645,1659621015.0132098,1659621015.476451,1659621015.9391398,1659621016.4017758,1659621016.863987,1659621017.326795,1659621017.7894938
51.0,50.7308,0.00290,5.27155e+01,5.27304e+01,5.27304e+01,5.27304e+01,5.27303e+01,5.27301e+01,5.27303e+01,5.27302e+01,5.27300e+01,5.27304e+01,2.55485e-07,6.42737e-09,5.91079e-09,7.33137e-09,7.96715e-09,1.13448e-08,8.07643e-09,1.07785e-08,1.33415e-08,7.02341e-09,1659621019.8042107,1659621020.2668707,1659621020.7297945,1659621021.192046,1659621021.6546593,1659621022.1175265,1659621022.5800724,1659621023.0426934,1659621023.5054862,1659621023.9681687
51.0,50.7294,0.00290,5.27135e+01,5.27291e+01,5.27290e+01,5.27289e+01,5.27290e+01,5.27286e+01,5.27288e+01,5.27288e+01,5.27286e+01,5.27290e+01,2.64297e-07,4.20213e-09,6.82473e-09,7.62939e-09,6.03000e-09,1.36097e-08,9.40760e-09,9.54668e-09,1.29938e-08,7.39098e-09,1659621025.9893017,1659621026.4526544,1659621026.9190476,1659621027.3816233,1659621027.843939,1659621028.3068826,1659621028.769613,1659621029.2319465,1659621029.694714,1659621030.1573622
51.0,50.7307,0.00290,5.27153e+01,5.27305e+01,5.27303e+01,5.27303e+01,5.27304e+01,5.27298e+01,5.27304e+01,5.27301e+01,5.27300e+01,5.27302e+01,2.57383e-07,3.54648e-09,6.65585e-09,6.88434e-09,4.29153e-09,1.45733e-08,5.22534e-09,9.81490e-09,1.20699e-08,7.90755e-09,1659621032.1810465,1659621032.6440864,1659621033.1076515,1659621033.5717962,1659621034.0344899,1659621034.4971702,1659621034.960156,1659621035.4227762,1659621035.8854861,1659621036.3480327
51.0,50.7291,0.00290,5.27136e+01,5.27288e+01,5.27287e+01,5.27287e+01,5.27286e+01,5.27284e+01,5.27286e+01,5.27284e+01,5.27284e+01,5.27286e+01,2.59211e-07,4.84784e-09,6.34789e-09,7.38104e-09,7.78834e-09,1.19607e-08,8.99037e-09,1.11063e-08,1.17719e-08,7.60953e-09,1659621038.3634777,1659621038.8261325,1659621039.2881775,1659621039.7508733,1659621040.213707,1659621040.676089,1659621041.1406085,1659621041.6039054,1659621042.066625,1659621042.52936
51.0,50.7307,0.00290,5.27156e+01,5.27303e+01,5.27303e+01,5.27303e+01,5.27304e+01,5.27299e+01,5.27303e+01,5.27300e+01,5.27298e+01,5.27301e+01,2.51363e-07,7.12276e-09,7.20223e-09,7.49032e-09,5.58297e-09,1.38978e-08,5.88099e-09,1.10765e-08,1.43647e-08,9.22879e-09,1659621044.54445,1659621045.0077841,1659621045.4703183,1659621045.9331036,1659621046.3961358,1659621046.8587437,1659621047.3219135,1659621047.7844768,1659621048.247535,1659621048.7131467
51.0,50.732,0.00290,5.27171e+01,5.27316e+01,5.27316e+01,5.27315e+01,5.27316e+01,5.27313e+01,5.27317e+01,5.27313e+01,5.27313e+01,5.27317e+01,2.48690e-07,6.93401e-09,6.61612e-09,8.46386e-09,6.43730e-09,1.21891e-08,5.10613e-09,1.17819e-08,1.16726e-08,5.47369e-09,1659621050.7245152,1659621051.187663,1659621051.6526215,1659621052.115958,1659621052.5786247,1659621053.0412126,1659621053.5080554,1659621053.9706962,1659621054.4333265,1659621054.8966665
51.0,50.7298,0.00290,5.27147e+01,5.27293e+01,5.27294e+01,5.27294e+01,5.27294e+01,5.27291e+01,5.27293e+01,5.27291e+01,5.27293e+01,5.27294e+01,2.51780e-07,8.67248e-09,5.97040e-09,7.10289e-09,6.42737e-09,1.22786e-08,7.64926e-09,1.11063e-08,8.77182e-09,6.31809e-09,1659621056.9095817,1659621057.371976,1659621057.8345137,1659621058.2960799,1659621058.7586958,1659621059.2214222,1659621059.6870995,1659621060.1497571,1659621060.6121764,1659621061.0749106
51.0,50.7308,0.00290,5.27166e+01,5.27306e+01,5.27303e+01,5.27303e+01,5.27303e+01,5.27300e+01,5.27304e+01,5.27303e+01,5.27300e+01,5.27303e+01,2.35895e-07,3.15905e-09,7.61946e-09,8.71221e-09,8.75195e-09,1.38978e-08,6.83467e-09,7.83801e-09,1.27256e-08,7.68900e-09,1659621063.087438,1659621063.5499377,1659621064.0168517,1659621064.4807103,1659621064.9427083,1659621065.4052045,1659621065.8683462,1659621066.3309846,1659621066.7936285,1659621067.2560978
51.0,50.7303,0.00290,5.27153e+01,5.27299e+01,5.27300e+01,5.27298e+01,5.27297e+01,5.27294e+01,5.27299e+01,5.27298e+01,5.27297e+01,5.27298e+01,2.49346e-07,6.91414e-09,4.43061e-09,8.42412e-09,9.16918e-09,1.50104e-08,7.37111e-09,8.81155e-09,9.39767e-09,7.53005e-09,1659621069.267686,1659621069.7317855,1659621070.1944535,1659621070.6559772,1659621071.118674,1659621071.5816772,1659621072.044078,1659621072.506768,1659621072.9694529,1659621073.4321957
51.0,50.731,0.00290,5.27154e+01,5.27306e+01,5.27306e+01,5.27306e+01,5.27305e+01,5.27300e+01,5.27306e+01,5.27304e+01,5.27304e+01,5.27306e+01,2.59598e-07,7.44065e-09,6.71546e-09,7.05322e-09,8.71221e-09,1.63913e-08,6.61612e-09,9.56655e-09,1.07586e-08,7.30157e-09,1659621075.4482505,1659621075.910909,1659621076.3736894,1659621076.8359735,1659621077.2986367,1659621077.7615674,1659621078.2239573,1659621078.6865456,1659621079.148002,1659621079.6106677
51.0,50.7301,0.00290,5.27154e+01,5.27298e+01,5.27297e+01,5.27296e+01,5.27295e+01,5.27293e+01,5.27297e+01,5.27295e+01,5.27294e+01,5.27295e+01,2.44478e-07,5.63264e-09,7.03335e-09,8.17577e-09,1.01527e-08,1.26263e-08,6.64592e-09,9.91424e-09,1.11361e-08,9.33806e-09,1659621081.6237855,1659621082.0866303,1659621082.5492752,1659621083.0126674,1659621083.476197,1659621083.9389386,1659621084.401655,1659621084.8651874,1659621085.3283787,1659621085.7910554
51.0,50.7306,0.00290,5.27187e+01,5.27302e+01,5.27302e+01,5.27302e+01,5.27299e+01,5.27299e+01,5.27303e+01,5.27302e+01,5.27299e+01,5.27301e+01,1.97967e-07,6.63598e-09,6.11941e-09,7.35124e-09,1.24375e-08,1.20203e-08,5.77172e-09,7.11282e-09,1.20600e-08,8.26518e-09,1659621087.8108425,1659621088.2745287,1659621088.737497,1659621089.1999607,1659621089.662681,1659621090.1253936,1659621090.5888307,1659621091.0522392,1659621091.514888,1659621091.9776053
51.0,50.7314,0.00290,5.27197e+01,5.27310e+01,5.27309e+01,5.27308e+01,5.27307e+01,5.27305e+01,5.27310e+01,5.27309e+01,5.27308e+01,5.27310e+01,1.94828e-07,5.86112e-09,7.67907e-09,9.20892e-09,1.20203e-08,1.51793e-08,5.99027e-09,8.24531e-09,9.73543e-09,7.11282e-09,1659621093.9989815,1659621094.460329,1659621094.9255874,1659621095.3880837,1659621095.8506975,1659621096.314232,1659621096.7766583,1659621097.2399726,1659621097.704426,1659621098.1677861
51.0,50.7307,0.00290,5.27192e+01,5.27304e+01,5.27303e+01,5.27303e+01,5.27301e+01,5.27300e+01,5.27302e+01,5.27302e+01,5.27301e+01,5.27302e+01,1.91778e-07,5.76178e-09,6.76513e-09,7.02341e-09,1.02421e-08,1.19706e-08,8.05656e-09,7.67907e-09,9.18905e-09,8.50360e-09,1659621100.1842108,1659621100.6483657,1659621101.11104,1659621101.5724514,1659621102.0357647,1659621102.4983659,1659621102.9607465,1659621103.4237564,1659621103.8878007,1659621104.3503366
51.0,50.7301,0.00290,5.27174e+01,5.27298e+01,5.27298e+01,5.27295e+01,5.27294e+01,5.27294e+01,5.27297e+01,5.27296e+01,5.27295e+01,5.27298e+01,2.12342e-07,4.45048e-09,5.33462e-09,9.23872e-09,1.08679e-08,1.16626e-08,6.96381e-09,7.71880e-09,9.74536e-09,5.65251e-09,1659621106.3638775,1659621106.8263466,1659621107.2914956,1659621107.7538729,1659621108.2162755,1659621108.6787903,1659621109.1402674,1659621109.6037695,1659621110.067842,1659621110.5304668
51.0,50.7304,0.00290,5.27180e+01,5.27300e+01,5.27300e+01,5.27300e+01,5.27299e+01,5.27296e+01,5.27299e+01,5.27299e+01,5.27297e+01,5.27298e+01,2.07414e-07,5.95053e-09,6.00020e-09,7.20223e-09,8.59300e-09,1.29640e-08,8.30491e-09,7.93735e-09,1.10964e-08,9.66589e-09,1659621112.551541,1659621113.0155008,1659621113.4781282,1659621113.9403212,1659621114.4099991,1659621114.8723626,1659621115.3351557,1659621115.7979054,1659621116.261178,1659621116.727056
51.0,50.7303,0.00290,5.27180e+01,5.27299e+01,5.27299e+01,5.27296e+01,5.27290e+01,5.27295e+01,5.27299e+01,5.27300e+01,5.27297e+01,5.27299e+01,2.04603e-07,7.02341e-09,6.92407e-09,1.18713e-08,2.09014e-08,1.26561e-08,6.59625e-09,5.83132e-09,9.46720e-09,6.24855e-09,1659621118.740763,1659621119.204231,1659621119.6669602,1659621120.1295004,1659621120.5920343,1659621121.0549238,1659621121.5180657,1659621121.9805775,1659621122.4437273,1659621122.9064322
51.0,50.7304,0.00290,5.27198e+01,5.27301e+01,5.27301e+01,5.27298e+01,5.27293e+01,5.27297e+01,5.27299e+01,5.27302e+01,5.27300e+01,5.27301e+01,1.77304e-07,4.76837e-09,5.12600e-09,9.21885e-09,1.75635e-08,1.16030e-08,7.74860e-09,3.85443e-09,7.38104e-09,5.75185e-09,1659621124.92406,1659621125.3867164,1659621125.8496249,1659621126.312102,1659621126.7748246,1659621127.239968,1659621127.7026994,1659621128.1653793,1659621128.6288803,1659621129.092159
51.0,50.7291,0.00290,5.27179e+01,5.27287e+01,5.27287e+01,5.27284e+01,5.27280e+01,5.27285e+01,5.27287e+01,5.27287e+01,5.27285e+01,5.27287e+01,1.86205e-07,6.36776e-09,7.17243e-09,1.09176e-08,1.86165e-08,1.07785e-08,6.48697e-09,6.21875e-09,9.77516e-09,7.28170e-09,1659621131.1019797,1659621131.5650923,1659621132.0268362,1659621132.4895403,1659621132.9519804,1659621133.4163253,1659621133.8790383,1659621134.3415153,1659621134.8040383,1659621135.2666256
51.0,50.7297,0.00290,5.27184e+01,5.27294e+01,5.27293e+01,5.27290e+01,5.27287e+01,5.27289e+01,5.27292e+01,5.27294e+01,5.27293e+01,5.27291e+01,1.88500e-07,4.28160e-09,7.31150e-09,1.11361e-08,1.74046e-08,1.33912e-08,8.36452e-09,4.94719e-09,6.94394e-09,9.29832e-09,1659621137.2843044,1659621137.7478473,1659621138.2103992,1659621138.6728933,1659621139.1361742,1659621139.5988097,1659621140.0614657,1659621140.523996,1659621140.9876468,1659621141.4502172
51.0,50.7296,0.00290,5.27183e+01,5.27293e+01,5.27292e+01,5.27291e+01,5.27287e+01,5.27288e+01,5.27292e+01,5.27292e+01,5.27291e+01,5.27291e+01,1.88728e-07,5.72205e-09,6.68565e-09,8.84136e-09,1.55866e-08,1.26163e-08,6.29822e-09,7.48038e-09,9.08971e-09,7.54992e-09,1659621143.466903,1659621143.9295802,1659621144.3920982,1659621144.8547044,1659621145.317479,1659621145.7830606,1659621146.2457411,1659621146.7081215,1659621147.1707618,1659621147.633569
51.0,50.7295,0.00290,5.27172e+01,5.27290e+01,5.27291e+01,5.27287e+01,5.27254e+01,5.27287e+01,5.27290e+01,5.27292e+01,5.27292e+01,5.27291e+01,2.05328e-07,8.15590e-09,7.39098e-09,1.31528e-08,6.90222e-08,1.28249e-08,8.05656e-09,4.82798e-09,4.92732e-09,7.44065e-09,1659621149.6535606,1659621150.1160848,1659621150.5786674,1659621151.0413394,1659621151.5048714,1659621151.9709957,1659621152.4335911,1659621152.8960025,1659621153.3629558,1659621153.8255868
51.0,50.7299,0.00290,5.27225e+01,5.27297e+01,5.27295e+01,5.27289e+01,5.27259e+01,5.27290e+01,5.27294e+01,5.27296e+01,5.27295e+01,5.27295e+01,1.24196e-07,4.14252e-09,6.98368e-09,1.67886e-08,6.60022e-08,1.45435e-08,8.78175e-09,5.13593e-09,7.06315e-09,7.04328e-09,1659621155.8563223,1659621156.322111,1659621156.7847943,1659621157.2481506,1659621157.7121081,1659621158.174854,1659621158.637756,1659621159.1029046,1659621159.5656881,1659621160.027909
51.0,50.7301,0.00290,5.27228e+01,5.27297e+01,5.27296e+01,5.27291e+01,5.27260e+01,5.27293e+01,5.27297e+01,5.27298e+01,5.27297e+01,5.27296e+01,1.22279e-07,6.24855e-09,8.99037e-09,1.68085e-08,6.89030e-08,1.39475e-08,7.03335e-09,5.10613e-09,7.48038e-09,8.13603e-09,1659621162.0522172,1659621162.514874,1659621162.9775248,1659621163.4460723,1659621163.9082272,1659621164.3709176,1659621164.835784,1659621165.2983084,1659621165.7604659,1659621166.2238486
51.0,50.7312,0.00290,5.27237e+01,5.27308e+01,5.27308e+01,5.27302e+01,5.27269e+01,5.27305e+01,5.27308e+01,5.27309e+01,5.27307e+01,5.27306e+01,1.25627e-07,6.80486e-09,6.84460e-09,1.59144e-08,7.21812e-08,1.23779e-08,7.01348e-09,5.35448e-09,8.49366e-09,1.01030e-08,1659621168.2391808,1659621168.7018404,1659621169.1642263,1659621169.626963,1659621170.0900826,1659621170.5527868,1659621171.015996,1659621171.478532,1659621171.9411957,1659621172.4044533
51.0,50.7296,0.00290,5.27223e+01,5.27292e+01,5.27291e+01,5.27284e+01,5.27254e+01,5.27289e+01,5.27292e+01,5.27292e+01,5.27292e+01,5.27292e+01,1.21613e-07,5.92073e-09,8.21551e-09,2.02954e-08,6.92209e-08,1.18216e-08,6.35783e-09,6.20882e-09,7.27177e-09,6.92407e-09,1659621174.4198842,1659621174.882469,1659621175.3452532,1659621175.812393,1659621176.2750363,1659621176.7377884,1659621177.2001019,1659621177.6628284,1659621178.1256025,1659621178.5879848
51.0,50.7312,0.00290,5.27236e+01,5.27308e+01,5.27308e+01,5.27300e+01,5.27272e+01,5.27305e+01,5.27307e+01,5.27310e+01,5.27310e+01,5.27306e+01,1.27286e-07,5.84126e-09,7.23203e-09,2.05239e-08,6.67473e-08,1.22786e-08,7.75854e-09,3.18885e-09,3.39746e-09,9.60628e-09,1659621180.6095831,1659621181.0721579,1659621181.5359538,1659621181.99861,1659621182.461154,1659621182.9243,1659621183.38699,1659621183.849706,1659621184.3121057,1659621184.7747862
