Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659335203.02864, 51.0, 51.0, 0.1, 40000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_3 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_1 (A),IsCH_3 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A),TsCH_1 (s),TsCH_3 (s),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s),TsCH_12 (s),TsCH_14 (s),TsCH_15 (s),TsCH_16 (s)
51.0,50.7282,0.00420,5.12682e+01,5.13079e+01,5.27218e+01,5.27179e+01,5.27176e+01,5.27208e+01,5.27194e+01,5.27173e+01,5.27184e+01,5.27241e+01,5.27212e+01,5.27203e+01,2.43388e-05,2.36782e-05,1.06861e-07,1.71373e-07,1.76648e-07,1.22547e-07,1.47412e-07,1.81824e-07,1.63823e-07,6.76910e-08,1.17014e-07,1.31369e-07,1659335304.1189277,1659335304.5812712,1659335305.044025,1659335305.5067549,1659335305.9691415,1659335306.431987,1659335306.8947973,1659335307.3573265,1659335307.8200934,1659335308.2827442,1659335308.7452033,1659335309.2080216
51.0,50.7282,0.00420,5.12682e+01,5.13083e+01,5.27214e+01,5.27192e+01,5.27164e+01,5.27210e+01,5.27202e+01,5.27177e+01,5.27171e+01,5.27239e+01,5.27207e+01,5.27202e+01,2.43400e-05,2.36717e-05,1.13159e-07,1.49667e-07,1.96864e-07,1.20103e-07,1.33395e-07,1.74632e-07,1.85629e-07,7.16348e-08,1.24325e-07,1.33624e-07,1659335311.2414365,1659335311.7045178,1659335312.1679137,1659335312.631765,1659335313.0971856,1659335313.559997,1659335314.0224993,1659335314.4848342,1659335314.9476435,1659335315.4118376,1659335315.8743834,1659335316.3370583
51.0,50.7275,0.00420,5.12676e+01,5.13077e+01,5.27207e+01,5.27188e+01,5.27164e+01,5.27192e+01,5.27191e+01,5.27175e+01,5.27164e+01,5.27234e+01,5.27210e+01,5.27199e+01,2.43375e-05,2.36701e-05,1.12534e-07,1.44889e-07,1.84496e-07,1.37866e-07,1.40150e-07,1.66506e-07,1.84357e-07,6.80089e-08,1.09067e-07,1.26044e-07,1659335318.3523738,1659335318.815103,1659335319.2775068,1659335319.7409012,1659335320.2042384,1659335320.666949,1659335321.1294315,1659335321.5927882,1659335322.0556574,1659335322.5181787,1659335322.9801855,1659335323.4429429
51.0,50.7281,0.00420,5.12680e+01,5.13080e+01,5.27216e+01,5.27181e+01,5.27183e+01,5.27207e+01,5.27197e+01,5.27174e+01,5.27189e+01,5.27239e+01,5.27206e+01,5.27204e+01,2.43410e-05,2.36737e-05,1.09057e-07,1.66595e-07,1.62552e-07,1.23590e-07,1.40846e-07,1.79211e-07,1.53005e-07,7.02838e-08,1.25041e-07,1.28160e-07,1659335325.4593427,1659335325.9218228,1659335326.3840327,1659335326.8476913,1659335327.3102636,1659335327.7723184,1659335328.2348895,1659335328.6975956,1659335329.1600556,1659335329.6226149,1659335330.0856013,1659335330.548246
51.0,50.7279,0.00420,5.12679e+01,5.13078e+01,5.27198e+01,5.27188e+01,5.27170e+01,5.27218e+01,5.27234e+01,5.27197e+01,5.27200e+01,5.27222e+01,5.27214e+01,5.27226e+01,2.43402e-05,2.36747e-05,1.34418e-07,1.51287e-07,1.81635e-07,1.01368e-07,7.58270e-08,1.37130e-07,1.32481e-07,9.48111e-08,1.09166e-07,8.84036e-08,1659335332.5631857,1659335333.0257168,1659335333.4881961,1659335333.9507935,1659335334.4132721,1659335334.8759525,1659335335.3385286,1659335335.800907,1659335336.2639608,1659335336.7265513,1659335337.188493,1659335337.6511042
51.0,50.7273,0.00420,5.12674e+01,5.13073e+01,5.27194e+01,5.27178e+01,5.27168e+01,5.27211e+01,5.27227e+01,5.27192e+01,5.27194e+01,5.27218e+01,5.27207e+01,5.27219e+01,2.43374e-05,2.36733e-05,1.31379e-07,1.58091e-07,1.74671e-07,1.03106e-07,7.72079e-08,1.34557e-07,1.31349e-07,9.20296e-08,1.09633e-07,8.98639e-08,1659335339.6791556,1659335340.141701,1659335340.6039963,1659335341.0688095,1659335341.5316014,1659335341.9955194,1659335342.45944,1659335342.9207635,1659335343.3835492,1659335343.8460379,1659335344.3083649,1659335344.7709005
51.0,50.7276,0.00420,5.12676e+01,5.13074e+01,5.27194e+01,5.27191e+01,5.27165e+01,5.27216e+01,5.27231e+01,5.27197e+01,5.27200e+01,5.27220e+01,5.27209e+01,5.27220e+01,2.43398e-05,2.36752e-05,1.37498e-07,1.42058e-07,1.84367e-07,1.00245e-07,7.48038e-08,1.31259e-07,1.26600e-07,9.31521e-08,1.11043e-07,9.30230e-08,1659335346.788696,1659335347.2520201,1659335347.7168453,1659335348.1798275,1659335348.6426694,1659335349.1052177,1659335349.568007,1659335350.0304139,1659335350.4935021,1659335350.9562647,1659335351.4188359,1659335351.881421
51.0,50.7286,0.00420,5.12685e+01,5.13084e+01,5.27207e+01,5.27183e+01,5.27182e+01,5.27232e+01,5.27238e+01,5.27198e+01,5.27213e+01,5.27235e+01,5.27217e+01,5.27226e+01,2.43417e-05,2.36754e-05,1.31160e-07,1.71234e-07,1.73608e-07,9.04898e-08,8.00987e-08,1.46041e-07,1.21444e-07,8.50856e-08,1.15812e-07,9.92318e-08,1659335353.8996859,1659335354.3620846,1659335354.8242998,1659335355.2868752,1659335355.7494411,1659335356.2128623,1659335356.675672,1659335357.1381094,1659335357.6003304,1659335358.0627434,1659335358.5252838,1659335358.9880862
51.0,50.7274,0.00420,5.12674e+01,5.13072e+01,5.27193e+01,5.27182e+01,5.27155e+01,5.27219e+01,5.27227e+01,5.27184e+01,5.27204e+01,5.27203e+01,5.27207e+01,5.27234e+01,2.43402e-05,2.36759e-05,1.35352e-07,1.53184e-07,1.98404e-07,9.16322e-08,7.85490e-08,1.49429e-07,1.16855e-07,1.19021e-07,1.10865e-07,6.71546e-08,1659335361.004798,1659335361.4697778,1659335361.9319093,1659335362.394565,1659335362.857564,1659335363.320262,1659335363.7845936,1659335364.2477422,1659335364.7120564,1659335365.1744018,1659335365.636408,1659335366.0988998
51.0,50.7281,0.00420,5.12681e+01,5.13083e+01,5.27209e+01,5.27216e+01,5.27195e+01,5.27229e+01,5.27232e+01,5.27197e+01,5.27220e+01,5.27184e+01,5.27221e+01,5.27248e+01,2.43388e-05,2.36692e-05,1.20441e-07,1.09176e-07,1.42674e-07,8.63473e-08,8.16186e-08,1.39366e-07,1.01546e-07,1.61578e-07,9.99471e-08,5.57999e-08,1659335368.1208394,1659335368.5838532,1659335369.0469182,1659335369.509469,1659335369.9725971,1659335370.4350975,1659335370.8981507,1659335371.3606334,1659335371.8288126,1659335372.291999,1659335372.7547739,1659335373.2178466
51.0,50.7275,0.00420,5.12677e+01,5.13074e+01,5.27209e+01,5.27203e+01,5.27195e+01,5.27224e+01,5.27225e+01,5.27193e+01,5.27213e+01,5.27166e+01,5.27214e+01,5.27245e+01,2.43358e-05,2.36737e-05,1.10706e-07,1.20580e-07,1.32541e-07,8.50658e-08,8.30293e-08,1.35869e-07,1.02609e-07,1.82052e-07,1.01477e-07,4.97401e-08,1659335375.2467182,1659335375.7094386,1659335376.172811,1659335376.6357918,1659335377.1006675,1659335377.5638244,1659335378.0274649,1659335378.4898808,1659335378.9521737,1659335379.414802,1659335379.8772533,1659335380.3399796
51.0,50.7279,0.00420,5.12680e+01,5.13081e+01,5.27206e+01,5.27210e+01,5.27200e+01,5.27232e+01,5.27228e+01,5.27198e+01,5.27215e+01,5.27174e+01,5.27218e+01,5.27251e+01,2.43376e-05,2.36685e-05,1.22458e-07,1.14640e-07,1.31597e-07,7.87576e-08,8.49664e-08,1.35471e-07,1.07060e-07,1.75029e-07,1.02113e-07,4.71175e-08,1659335382.352183,1659335382.8146431,1659335383.2772827,1659335383.7437217,1659335384.2091932,1659335384.6720626,1659335385.1362486,1659335385.6004214,1659335386.062421,1659335386.524722,1659335386.9877307,1659335387.45014
51.0,50.7267,0.00420,5.12669e+01,5.13071e+01,5.27201e+01,5.27203e+01,5.27179e+01,5.27215e+01,5.27216e+01,5.27181e+01,5.27207e+01,5.27162e+01,5.27211e+01,5.27234e+01,2.43362e-05,2.36667e-05,1.10249e-07,1.07418e-07,1.46737e-07,8.64963e-08,8.44995e-08,1.43905e-07,1.00642e-07,1.74552e-07,9.31621e-08,5.52833e-08,1659335389.4638603,1659335389.9283426,1659335390.3907738,1659335390.853425,1659335391.3167439,1659335391.782949,1659335392.2456753,1659335392.7082314,1659335393.1728413,1659335393.6379626,1659335394.1000412,1659335394.562546
51.0,50.7261,0.00420,5.12662e+01,5.13062e+01,5.27192e+01,5.27198e+01,5.27180e+01,5.27208e+01,5.27202e+01,5.27185e+01,5.27214e+01,5.27044e+01,5.27213e+01,5.27242e+01,2.43384e-05,2.36710e-05,1.14739e-07,1.04994e-07,1.34776e-07,8.87215e-08,9.85463e-08,1.26054e-07,7.89762e-08,3.62436e-07,8.03570e-08,3.17196e-08,1659335396.5876448,1659335397.0521164,1659335397.5145493,1659335397.9799256,1659335398.4426382,1659335398.9050593,1659335399.3679786,1659335399.8305192,1659335400.2935095,1659335400.756093,1659335401.2187333,1659335401.681525
51.0,50.7292,0.00420,5.12692e+01,5.13093e+01,5.27243e+01,5.27215e+01,5.27226e+01,5.27181e+01,5.27210e+01,5.27218e+01,5.27252e+01,5.27049e+01,5.27244e+01,5.27274e+01,2.43397e-05,2.36717e-05,8.11617e-08,1.29183e-07,1.09196e-07,1.85053e-07,1.36505e-07,1.22915e-07,6.71248e-08,4.05709e-07,8.03570e-08,2.97228e-08,1659335403.7082434,1659335404.1708207,1659335404.6341102,1659335405.0965142,1659335405.5595305,1659335406.0220017,1659335406.4840918,1659335406.9455483,1659335407.4079483,1659335407.8749816,1659335408.3374496,1659335408.8007288
51.0,50.7279,0.00420,5.12680e+01,5.13080e+01,5.27227e+01,5.27212e+01,5.27213e+01,5.27163e+01,5.27189e+01,5.27209e+01,5.27243e+01,5.27030e+01,5.27229e+01,5.27260e+01,2.43383e-05,2.36715e-05,8.67446e-08,1.10964e-07,1.10139e-07,1.93000e-07,1.50134e-07,1.16517e-07,5.99821e-08,4.14660e-07,8.40823e-08,3.17395e-08,1659335410.8214335,1659335411.284564,1659335411.7472167,1659335412.2097318,1659335412.6719682,1659335413.1346695,1659335413.5971928,1659335414.0599406,1659335414.5237377,1659335414.9862523,1659335415.4482636,1659335415.9124758
51.0,50.7284,0.00420,5.12684e+01,5.13084e+01,5.27234e+01,5.27214e+01,5.27217e+01,5.27165e+01,5.27203e+01,5.27214e+01,5.27244e+01,5.27042e+01,5.27242e+01,5.27265e+01,2.43392e-05,2.36726e-05,8.25524e-08,1.16378e-07,1.12325e-07,1.98791e-07,1.34210e-07,1.17381e-07,6.67969e-08,4.03215e-07,6.98964e-08,3.21070e-08,1659335417.9311073,1659335418.3961365,1659335418.8585126,1659335419.3214233,1659335419.7839756,1659335420.2465463,1659335420.7091951,1659335421.1719387,1659335421.6357222,1659335422.0982814,1659335422.559698,1659335423.0237703
51.0,50.729,0.00420,5.12692e+01,5.13091e+01,5.27242e+01,5.27212e+01,5.27222e+01,5.27186e+01,5.27209e+01,5.27210e+01,5.27252e+01,5.27068e+01,5.27244e+01,5.27272e+01,2.43361e-05,2.36708e-05,8.00987e-08,1.29590e-07,1.13338e-07,1.74065e-07,1.35372e-07,1.33514e-07,6.28531e-08,3.70393e-07,7.73470e-08,3.01600e-08,1659335425.0374658,1659335425.5006425,1659335425.9639008,1659335426.4263272,1659335426.8883345,1659335427.3508966,1659335427.813771,1659335428.2762346,1659335428.7388325,1659335429.2014937,1659335429.663983,1659335430.1282077
51.0,50.7289,0.00420,5.12690e+01,5.13089e+01,5.27244e+01,5.27221e+01,5.27223e+01,5.27083e+01,5.27163e+01,5.27223e+01,5.27268e+01,5.27092e+01,5.27253e+01,5.27274e+01,2.43372e-05,2.36725e-05,7.53899e-08,1.13457e-07,1.10179e-07,3.43929e-07,2.09610e-07,1.09603e-07,3.47992e-08,3.28680e-07,5.95450e-08,2.54313e-08,1659335432.1450794,1659335432.6081362,1659335433.0705924,1659335433.5328038,1659335433.995534,1659335434.4589436,1659335434.9219713,1659335435.3842235,1659335435.8477397,1659335436.311,1659335436.773491,1659335437.2368436
51.0,50.7284,0.00420,5.12685e+01,5.13083e+01,5.27200e+01,5.27217e+01,5.27244e+01,5.26103e+01,5.27094e+01,5.27223e+01,5.27267e+01,5.27057e+01,5.27253e+01,5.27268e+01,2.43383e-05,2.36745e-05,1.39564e-07,1.11192e-07,6.72241e-08,1.96924e-06,3.17405e-07,1.01944e-07,2.88486e-08,3.78430e-07,5.13693e-08,2.63055e-08,1659335439.2465897,1659335439.7120426,1659335440.1745903,1659335440.637205,1659335441.10005,1659335441.5648317,1659335442.026513,1659335442.488727,1659335442.9517415,1659335443.4159622,1659335443.8797219,1659335444.342317
51.0,50.7287,0.00420,5.12688e+01,5.13088e+01,5.27204e+01,5.27229e+01,5.27240e+01,5.26079e+01,5.27122e+01,5.27223e+01,5.27268e+01,5.27072e+01,5.27256e+01,5.27272e+01,2.43376e-05,2.36707e-05,1.37657e-07,9.59734e-08,7.80324e-08,2.01307e-06,2.75741e-07,1.06166e-07,3.15011e-08,3.59098e-07,5.14090e-08,2.56499e-08,1659335446.3527343,1659335446.81572,1659335447.278147,1659335447.7403703,1659335448.2028022,1659335448.6677184,1659335449.1305535,1659335449.5929244,1659335450.0560954,1659335450.5185943,1659335450.98118,1659335451.4440897
51.0,50.7287,0.00420,5.12689e+01,5.13087e+01,5.27208e+01,5.27222e+01,5.27239e+01,5.26135e+01,5.27106e+01,5.27226e+01,5.27267e+01,5.27076e+01,5.27252e+01,5.27274e+01,2.43361e-05,2.36730e-05,1.32223e-07,1.07755e-07,7.96020e-08,1.92035e-06,3.01202e-07,1.01805e-07,3.26633e-08,3.51350e-07,5.87503e-08,2.13881e-08,1659335453.4634159,1659335453.927803,1659335454.3922234,1659335454.8547971,1659335455.3174052,1659335455.7830596,1659335456.245452,1659335456.7086473,1659335457.171748,1659335457.634211,1659335458.096356,1659335458.5603962
51.0,50.7285,0.00420,5.12686e+01,5.13085e+01,5.27211e+01,5.27222e+01,5.27240e+01,5.26037e+01,5.27118e+01,5.27224e+01,5.27267e+01,5.27055e+01,5.27251e+01,5.27269e+01,2.43378e-05,2.36732e-05,1.22915e-07,1.05401e-07,7.48138e-08,2.08106e-06,2.77629e-07,1.01745e-07,3.07957e-08,3.84023e-07,5.72701e-08,2.60572e-08,1659335460.5734825,1659335461.0367243,1659335461.4998174,1659335461.9621885,1659335462.4242637,1659335462.8868337,1659335463.3493357,1659335463.812345,1659335464.2749522,1659335464.7373643,1659335465.2037098,1659335465.6662443
51.0,50.7288,0.00420,5.12690e+01,5.13092e+01,5.27153e+01,5.27234e+01,5.27260e+01,5.24443e+01,5.27029e+01,5.27242e+01,5.27278e+01,5.27225e+01,5.27268e+01,5.27277e+01,2.43359e-05,2.36667e-05,2.25157e-07,8.96355e-08,4.66506e-08,4.74303e-06,4.32352e-07,7.65920e-08,1.72059e-08,1.04855e-07,3.37462e-08,1.90636e-08,1659335467.6816144,1659335468.1440353,1659335468.60667,1659335469.0691564,1659335469.531902,1659335469.9943144,1659335470.4566987,1659335470.9197154,1659335471.3822677,1659335471.8443642,1659335472.306913,1659335472.7693853
51.0,50.729,0.00420,5.12692e+01,5.13094e+01,5.27007e+01,5.27240e+01,5.27268e+01,5.24369e+01,5.27047e+01,5.27241e+01,5.27276e+01,5.27229e+01,5.27272e+01,5.27278e+01,2.43354e-05,2.36654e-05,4.71264e-07,8.34664e-08,3.72628e-08,4.86932e-06,4.05202e-07,8.21153e-08,2.36332e-08,1.02292e-07,2.95142e-08,2.02954e-08,1659335474.7833447,1659335475.2457795,1659335475.7080073,1659335476.1706834,1659335476.6332822,1659335477.0961528,1659335477.558845,1659335478.0198867,1659335478.4823222,1659335478.9442863,1659335479.406844,1659335479.8696046
51.0,50.7282,0.00420,5.12686e+01,5.13084e+01,5.27000e+01,5.27226e+01,5.27261e+01,5.24700e+01,5.27028e+01,5.27231e+01,5.27270e+01,5.27217e+01,5.27263e+01,5.27267e+01,2.43323e-05,2.36701e-05,4.70767e-07,9.26157e-08,3.43422e-08,4.30473e-06,4.23342e-07,8.44399e-08,2.04841e-08,1.08123e-07,3.12527e-08,2.43783e-08,1659335481.8946302,1659335482.360172,1659335482.8235333,1659335483.285923,1659335483.749137,1659335484.2120438,1659335484.6745605,1659335485.1372728,1659335485.6029615,1659335486.0654564,1659335486.5294366,1659335486.99283
51.0,50.728,0.00420,5.12683e+01,5.13080e+01,5.27005e+01,5.27224e+01,5.27257e+01,5.24536e+01,5.27047e+01,5.27228e+01,5.27267e+01,5.27223e+01,5.27263e+01,5.27266e+01,2.43344e-05,2.36732e-05,4.58866e-07,9.36389e-08,3.84947e-08,4.57434e-06,3.88185e-07,8.64565e-08,2.23915e-08,9.44932e-08,2.90076e-08,2.25802e-08,1659335489.0134466,1659335489.4790218,1659335489.9416025,1659335490.4039166,1659335490.8663409,1659335491.328406,1659335491.7908838,1659335492.2534428,1659335492.7167394,1659335493.1798332,1659335493.64222,1659335494.1044393
51.0,50.7284,0.00420,5.12688e+01,5.13088e+01,5.27003e+01,5.27230e+01,5.27260e+01,5.24748e+01,5.27038e+01,5.27234e+01,5.27273e+01,5.27221e+01,5.27265e+01,5.27270e+01,2.43335e-05,2.36664e-05,4.69029e-07,9.04202e-08,3.92298e-08,4.22704e-06,4.09871e-07,8.38737e-08,1.83284e-08,1.05858e-07,3.12328e-08,2.28882e-08,1659335496.1228316,1659335496.5853343,1659335497.0484045,1659335497.5149746,1659335497.977515,1659335498.440051,1659335498.9026563,1659335499.3650496,1659335499.8294296,1659335500.2927003,1659335500.7557433,1659335501.2184618
