Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659346483.9620824, 51.0, 51.0, 0.1, 250000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_3 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_1 (A),IsCH_3 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A),TsCH_1 (s),TsCH_3 (s),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s),TsCH_12 (s),TsCH_14 (s),TsCH_15 (s),TsCH_16 (s)
51.0,50.7305,0.00240,5.12718e+01,5.13125e+01,5.27193e+01,5.27182e+01,5.27177e+01,5.27258e+01,5.27228e+01,5.27203e+01,5.27193e+01,5.27235e+01,5.27238e+01,5.27224e+01,2.43177e-05,2.36397e-05,1.87367e-07,2.04335e-07,2.13146e-07,7.89265e-08,1.27832e-07,1.70469e-07,1.87079e-07,1.16279e-07,1.12265e-07,1.34448e-07,1659346563.623409,1659346564.08592,1659346564.5527463,1659346565.0157313,1659346565.4781864,1659346565.9405296,1659346566.4029968,1659346566.8656156,1659346567.328174,1659346567.7907505,1659346568.2533317,1659346568.7166395
51.0,50.7312,0.00240,5.12725e+01,5.13132e+01,5.27201e+01,5.27204e+01,5.27175e+01,5.27268e+01,5.27234e+01,5.27224e+01,5.27201e+01,5.27234e+01,5.27252e+01,5.27249e+01,2.43172e-05,2.36397e-05,1.84675e-07,1.80195e-07,2.28127e-07,7.30356e-08,1.30037e-07,1.46677e-07,1.85480e-07,1.29978e-07,1.00146e-07,1.05649e-07,1659346570.7372813,1659346571.2006245,1659346571.6640198,1659346572.1279416,1659346572.5904222,1659346573.0528018,1659346573.5159085,1659346573.9785247,1659346574.4408948,1659346574.9040418,1659346575.3666062,1659346575.8290489
51.0,50.73,0.00240,5.12713e+01,5.13124e+01,5.27194e+01,5.27192e+01,5.27157e+01,5.27256e+01,5.27228e+01,5.27202e+01,5.27180e+01,5.27221e+01,5.27249e+01,5.27231e+01,2.43172e-05,2.36331e-05,1.76013e-07,1.80324e-07,2.38766e-07,7.32640e-08,1.19666e-07,1.62999e-07,1.99715e-07,1.31090e-07,8.56221e-08,1.14977e-07,1659346577.840291,1659346578.3027425,1659346578.764144,1659346579.2267587,1659346579.6921296,1659346580.1546998,1659346580.617329,1659346581.0804825,1659346581.5429826,1659346582.0057294,1659346582.4679513,1659346582.9318743
51.0,50.7296,0.00240,5.12711e+01,5.13116e+01,5.27191e+01,5.27185e+01,5.27160e+01,5.27251e+01,5.27215e+01,5.27209e+01,5.27184e+01,5.27223e+01,5.27237e+01,5.27227e+01,2.43151e-05,2.36390e-05,1.75824e-07,1.84695e-07,2.27342e-07,7.46250e-08,1.34667e-07,1.44909e-07,1.86354e-07,1.21315e-07,9.76821e-08,1.14461e-07,1659346584.9440322,1659346585.4110177,1659346585.8734512,1659346586.3374152,1659346586.8000932,1659346587.2626069,1659346587.725159,1659346588.1881526,1659346588.6507068,1659346589.1132712,1659346589.5762684,1659346590.0396762
51.0,50.7306,0.00240,5.12720e+01,5.13130e+01,5.27209e+01,5.27181e+01,5.27169e+01,5.27266e+01,5.27232e+01,5.27207e+01,5.27202e+01,5.27235e+01,5.27240e+01,5.27237e+01,2.43155e-05,2.36322e-05,1.61717e-07,2.07951e-07,2.27839e-07,6.72142e-08,1.22805e-07,1.65641e-07,1.72605e-07,1.18544e-07,1.09464e-07,1.15176e-07,1659346592.0528455,1659346592.515886,1659346592.9807305,1659346593.443992,1659346593.9064982,1659346594.369105,1659346594.831934,1659346595.2944388,1659346595.759093,1659346596.221604,1659346596.683941,1659346597.1465862
51.0,50.7303,0.00240,5.12717e+01,5.13126e+01,5.27213e+01,5.27195e+01,5.27158e+01,5.27259e+01,5.27231e+01,5.27212e+01,5.27181e+01,5.27225e+01,5.27252e+01,5.27250e+01,2.43162e-05,2.36339e-05,1.50094e-07,1.79499e-07,2.41905e-07,7.36217e-08,1.19348e-07,1.51316e-07,2.03133e-07,1.29670e-07,8.41916e-08,8.83838e-08,1659346599.1611655,1659346599.6241643,1659346600.0867236,1659346600.5496275,1659346601.0119767,1659346601.4744844,1659346601.936845,1659346602.3999538,1659346602.8624947,1659346603.3251448,1659346603.7880769,1659346604.2507203
51.0,50.7301,0.00240,5.12717e+01,5.13124e+01,5.27228e+01,5.27197e+01,5.27168e+01,5.27259e+01,5.27220e+01,5.27204e+01,5.27205e+01,5.27240e+01,5.27258e+01,5.27247e+01,2.43135e-05,2.36344e-05,1.21057e-07,1.74055e-07,2.22027e-07,6.97474e-08,1.34498e-07,1.61727e-07,1.60386e-07,1.02411e-07,7.15653e-08,8.95560e-08,1659346606.2629359,1659346606.7241333,1659346607.1883118,1659346607.6509082,1659346608.116088,1659346608.5786004,1659346609.041148,1659346609.504102,1659346609.966594,1659346610.4291751,1659346610.8921325,1659346611.3547661
51.0,50.7295,0.00240,5.12708e+01,5.13119e+01,5.27213e+01,5.27190e+01,5.27168e+01,5.27251e+01,5.27208e+01,5.27206e+01,5.27201e+01,5.27228e+01,5.27248e+01,5.27245e+01,2.43170e-05,2.36330e-05,1.37031e-07,1.75744e-07,2.11428e-07,7.38204e-08,1.44710e-07,1.49190e-07,1.56164e-07,1.11639e-07,7.77741e-08,8.31783e-08,1659346613.3783634,1659346613.8405077,1659346614.3030581,1659346614.765657,1659346615.2292032,1659346615.6918912,1659346616.154266,1659346616.6163886,1659346617.0789971,1659346617.5416908,1659346618.0039763,1659346618.470962
51.0,50.731,0.00240,5.12723e+01,5.13131e+01,5.27231e+01,5.27209e+01,5.27189e+01,5.27265e+01,5.27228e+01,5.27225e+01,5.27215e+01,5.27243e+01,5.27264e+01,5.27264e+01,2.43179e-05,2.36373e-05,1.31170e-07,1.68721e-07,2.01901e-07,7.56582e-08,1.36515e-07,1.41799e-07,1.59154e-07,1.12027e-07,7.72576e-08,7.71681e-08,1659346620.4855413,1659346620.9486961,1659346621.4117546,1659346621.875972,1659346622.3384442,1659346622.8014138,1659346623.2647555,1659346623.7278187,1659346624.1904235,1659346624.6525457,1659346625.1157863,1659346625.5778656
51.0,50.73,0.00240,5.12714e+01,5.13123e+01,5.27220e+01,5.27204e+01,5.27163e+01,5.27254e+01,5.27221e+01,5.27214e+01,5.27197e+01,5.27231e+01,5.27260e+01,5.27253e+01,2.43165e-05,2.36349e-05,1.34101e-07,1.59363e-07,2.28902e-07,7.73966e-08,1.32293e-07,1.44054e-07,1.72426e-07,1.14709e-07,6.62208e-08,7.86881e-08,1659346627.5895324,1659346628.0518675,1659346628.5157814,1659346628.9785159,1659346629.4409485,1659346629.9041095,1659346630.3666518,1659346630.8293972,1659346631.293208,1659346631.7561667,1659346632.2186825,1659346632.6800816
51.0,50.7312,0.00240,5.12725e+01,5.13135e+01,5.27239e+01,5.27208e+01,5.27168e+01,5.27263e+01,5.27242e+01,5.27231e+01,5.27222e+01,5.27256e+01,5.27281e+01,5.27278e+01,2.43170e-05,2.36346e-05,1.22368e-07,1.72744e-07,2.40584e-07,8.10723e-08,1.16299e-07,1.35591e-07,1.50641e-07,9.40561e-08,5.24223e-08,5.63761e-08,1659346634.6920214,1659346635.1545603,1659346635.6170928,1659346636.0802383,1659346636.5427873,1659346637.0053182,1659346637.4685209,1659346637.931216,1659346638.393323,1659346638.8565788,1659346639.3198767,1659346639.7844672
51.0,50.7303,0.00240,5.12718e+01,5.13124e+01,5.27248e+01,5.27209e+01,5.27171e+01,5.27259e+01,5.27224e+01,5.27224e+01,5.27222e+01,5.27245e+01,5.27268e+01,5.27275e+01,2.43142e-05,2.36381e-05,9.19104e-08,1.56194e-07,2.19832e-07,7.38998e-08,1.30951e-07,1.31448e-07,1.34945e-07,9.68476e-08,5.84722e-08,4.60744e-08,1659346641.795726,1659346642.2583625,1659346642.7204022,1659346643.1830304,1659346643.6457343,1659346644.110919,1659346644.5734468,1659346645.036572,1659346645.4998438,1659346645.9623475,1659346646.424938,1659346646.888141
51.0,50.7301,0.00240,5.12718e+01,5.13123e+01,5.27248e+01,5.27210e+01,5.27184e+01,5.27254e+01,5.27220e+01,5.27222e+01,5.27218e+01,5.27241e+01,5.27267e+01,5.27273e+01,2.43114e-05,2.36363e-05,8.77480e-08,1.52379e-07,1.94689e-07,7.83702e-08,1.34389e-07,1.32342e-07,1.38263e-07,9.94205e-08,5.68330e-08,4.68294e-08,1659346648.9037838,1659346649.3662758,1659346649.8288836,1659346650.2919848,1659346650.758994,1659346651.2217615,1659346651.684258,1659346652.1469219,1659346652.609582,1659346653.0720294,1659346653.5346391,1659346653.9973736
51.0,50.73,0.00240,5.12715e+01,5.13124e+01,5.27245e+01,5.27218e+01,5.27173e+01,5.27249e+01,5.27231e+01,5.27217e+01,5.27208e+01,5.27246e+01,5.27269e+01,5.27268e+01,2.43143e-05,2.36333e-05,9.20296e-08,1.37269e-07,2.12222e-07,8.48671e-08,1.14918e-07,1.37985e-07,1.52618e-07,8.92580e-08,5.20845e-08,5.27203e-08,1659346656.030455,1659346656.4933062,1659346656.9560313,1659346657.4187593,1659346657.8813517,1659346658.3451161,1659346658.8081045,1659346659.2724128,1659346659.7349606,1659346660.1977358,1659346660.6598964,1659346661.1223085
51.0,50.7296,0.00240,5.12711e+01,5.13117e+01,5.27238e+01,5.27203e+01,5.27179e+01,5.27254e+01,5.27218e+01,5.27213e+01,5.27216e+01,5.27238e+01,5.27263e+01,5.27267e+01,2.43147e-05,2.36369e-05,9.61920e-08,1.54754e-07,1.95722e-07,7.04030e-08,1.29451e-07,1.38919e-07,1.32581e-07,9.62218e-08,5.54025e-08,4.79917e-08,1659346663.1533933,1659346663.6165664,1659346664.0817368,1659346664.5450802,1659346665.0082192,1659346665.4707198,1659346665.933167,1659346666.3962777,1659346666.858829,1659346667.321431,1659346667.784727,1659346668.2477987
51.0,50.7299,0.00240,5.12714e+01,5.13122e+01,5.27254e+01,5.27218e+01,5.27181e+01,5.27241e+01,5.27228e+01,5.27231e+01,5.27228e+01,5.27243e+01,5.27276e+01,5.27279e+01,2.43152e-05,2.36345e-05,7.56383e-08,1.35372e-07,1.96755e-07,9.73642e-08,1.17977e-07,1.13736e-07,1.19021e-07,9.29236e-08,3.80476e-08,3.33488e-08,1659346670.2716603,1659346670.7342744,1659346671.1965733,1659346671.6597955,1659346672.1216078,1659346672.5841117,1659346673.046697,1659346673.5091834,1659346673.972053,1659346674.4346044,1659346674.897172,1659346675.3601584
51.0,50.7302,0.00240,5.12718e+01,5.13126e+01,5.27259e+01,5.27220e+01,5.27183e+01,5.27244e+01,5.27238e+01,5.27231e+01,5.27222e+01,5.27248e+01,5.27280e+01,5.27284e+01,2.43131e-05,2.36334e-05,7.25091e-08,1.36991e-07,1.97699e-07,9.62416e-08,1.07159e-07,1.18067e-07,1.32561e-07,9.04600e-08,3.68059e-08,2.94348e-08,1659346677.381974,1659346677.844138,1659346678.3067534,1659346678.769297,1659346679.2325308,1659346679.6959176,1659346680.1584272,1659346680.6207733,1659346681.0840256,1659346681.546568,1659346682.0091052,1659346682.4719312
51.0,50.7299,0.00240,5.12713e+01,5.13121e+01,5.27255e+01,5.27212e+01,5.27176e+01,5.27249e+01,5.27225e+01,5.27228e+01,5.27231e+01,5.27245e+01,5.27276e+01,5.27280e+01,2.43156e-05,2.36352e-05,7.40786e-08,1.45326e-07,2.04295e-07,8.38439e-08,1.24087e-07,1.18067e-07,1.13169e-07,9.04401e-08,3.83357e-08,3.13222e-08,1659346684.4949949,1659346684.9575398,1659346685.4199586,1659346685.8825977,1659346686.345182,1659346686.8083239,1659346687.273536,1659346687.7360504,1659346688.1986554,1659346688.6615236,1659346689.1268644,1659346689.5899997
51.0,50.7304,0.00240,5.12719e+01,5.13125e+01,5.27257e+01,5.27225e+01,5.27178e+01,5.27252e+01,5.27231e+01,5.27232e+01,5.27228e+01,5.27253e+01,5.27279e+01,5.27285e+01,2.43144e-05,2.36371e-05,7.79827e-08,1.32014e-07,2.10543e-07,8.59698e-08,1.22120e-07,1.20540e-07,1.26263e-07,8.47479e-08,4.14054e-08,3.24547e-08,1659346691.6293402,1659346692.092159,1659346692.5546238,1659346693.0171165,1659346693.484631,1659346693.9476879,1659346694.410134,1659346694.8725471,1659346695.3357859,1659346695.798355,1659346696.2614017,1659346696.724484
51.0,50.7307,0.00240,5.12723e+01,5.13129e+01,5.27264e+01,5.27225e+01,5.27179e+01,5.27254e+01,5.27241e+01,5.27241e+01,5.27257e+01,5.27259e+01,5.27288e+01,5.27294e+01,2.43128e-05,2.36352e-05,7.19428e-08,1.36306e-07,2.14010e-07,8.75394e-08,1.10318e-07,1.10000e-07,8.41121e-08,8.07544e-08,3.13421e-08,2.10404e-08,1659346698.7540736,1659346699.216279,1659346699.6789114,1659346700.1420445,1659346700.6047456,1659346701.0675702,1659346701.5314617,1659346701.9938946,1659346702.4578772,1659346702.9204166,1659346703.3829424,1659346703.8461125
51.0,50.7306,0.00240,5.12721e+01,5.13129e+01,5.27260e+01,5.27235e+01,5.27203e+01,5.27239e+01,5.27235e+01,5.27251e+01,5.27254e+01,5.27260e+01,5.27288e+01,5.27293e+01,2.43151e-05,2.36335e-05,7.74960e-08,1.18623e-07,1.71105e-07,1.11938e-07,1.17928e-07,9.22680e-08,8.67148e-08,7.61946e-08,3.03785e-08,2.23617e-08,1659346705.8686843,1659346706.3319287,1659346706.7944028,1659346707.2570693,1659346707.719998,1659346708.1826103,1659346708.6451483,1659346709.108289,1659346709.5708344,1659346710.0320852,1659346710.4946704,1659346710.9572024
51.0,50.7303,0.00240,5.12717e+01,5.13123e+01,5.27260e+01,5.27219e+01,5.27202e+01,5.27241e+01,5.27239e+01,5.27240e+01,5.27249e+01,5.27259e+01,5.27286e+01,5.27288e+01,2.43156e-05,2.36391e-05,7.19527e-08,1.40488e-07,1.68910e-07,1.03513e-07,1.05997e-07,1.04547e-07,9.00428e-08,7.26382e-08,2.75870e-08,2.43684e-08,1659346712.991481,1659346713.456523,1659346713.919099,1659346714.3838584,1659346714.8463383,1659346715.307758,1659346715.7703285,1659346716.2337546,1659346716.6959724,1659346717.1585298,1659346717.621107,1659346718.0838816
51.0,50.7297,0.00240,5.12712e+01,5.13122e+01,5.27255e+01,5.27224e+01,5.27194e+01,5.27233e+01,5.27233e+01,5.27235e+01,5.27241e+01,5.27253e+01,5.27278e+01,5.27282e+01,2.43148e-05,2.36312e-05,6.92209e-08,1.22279e-07,1.70976e-07,1.05977e-07,1.07477e-07,1.02758e-07,9.32912e-08,7.29760e-08,3.09547e-08,2.58386e-08,1659346720.110858,1659346720.5732038,1659346721.0362372,1659346721.4988034,1659346721.9613752,1659346722.4268749,1659346722.889339,1659346723.3527148,1659346723.8156435,1659346724.2782192,1659346724.740468,1659346725.2030454
51.0,50.7318,0.00240,5.12733e+01,5.13141e+01,5.27279e+01,5.27236e+01,5.27205e+01,5.27257e+01,5.27255e+01,5.27259e+01,5.27262e+01,5.27271e+01,5.27300e+01,5.27305e+01,2.43138e-05,2.36335e-05,6.55353e-08,1.36058e-07,1.87556e-07,1.02192e-07,1.04209e-07,9.78212e-08,9.41555e-08,7.85291e-08,2.94050e-08,2.08418e-08,1659346727.23239,1659346727.6951492,1659346728.157645,1659346728.6210814,1659346729.0841506,1659346729.547611,1659346730.010155,1659346730.4721212,1659346730.9346447,1659346731.3967707,1659346731.8595467,1659346732.3237133
51.0,50.7299,0.00240,5.12712e+01,5.13125e+01,5.27253e+01,5.27228e+01,5.27217e+01,5.27215e+01,5.27236e+01,5.27253e+01,5.27267e+01,5.27256e+01,5.27283e+01,5.27287e+01,2.43176e-05,2.36300e-05,7.74662e-08,1.18295e-07,1.36326e-07,1.40627e-07,1.04378e-07,7.64628e-08,5.34654e-08,7.15454e-08,2.58783e-08,1.94112e-08,1659346734.3469257,1659346734.8096504,1659346735.2721133,1659346735.7348251,1659346736.1974254,1659346736.6599724,1659346737.122577,1659346737.586952,1659346738.0495713,1659346738.5119925,1659346738.9756935,1659346739.4382834
51.0,50.7299,0.00240,5.12714e+01,5.13123e+01,5.27256e+01,5.27229e+01,5.27200e+01,5.27211e+01,5.27236e+01,5.27248e+01,5.27264e+01,5.27253e+01,5.27284e+01,5.27288e+01,2.43152e-05,2.36330e-05,7.17044e-08,1.17391e-07,1.65681e-07,1.46270e-07,1.04249e-07,8.45492e-08,5.78264e-08,7.69695e-08,2.52128e-08,1.76330e-08,1659346741.4516623,1659346741.915503,1659346742.3780334,1659346742.8402982,1659346743.3028986,1659346743.7656095,1659346744.231089,1659346744.6935806,1659346745.1604743,1659346745.6231587,1659346746.0871315,1659346746.5484486
51.0,50.7302,0.00240,5.12716e+01,5.13124e+01,5.27255e+01,5.27228e+01,5.27217e+01,5.27212e+01,5.27239e+01,5.27256e+01,5.27269e+01,5.27259e+01,5.27289e+01,5.27290e+01,2.43159e-05,2.36353e-05,7.84198e-08,1.23580e-07,1.42306e-07,1.50452e-07,1.05391e-07,7.61350e-08,5.49654e-08,7.11977e-08,2.19643e-08,1.92126e-08,1659346748.5591037,1659346749.0200682,1659346749.482594,1659346749.9456785,1659346750.4085329,1659346750.8717816,1659346751.3354456,1659346751.7987711,1659346752.2611063,1659346752.7239919,1659346753.1891818,1659346753.6518753
51.0,50.7306,0.00240,5.12719e+01,5.13128e+01,5.27259e+01,5.27230e+01,5.27220e+01,5.27222e+01,5.27241e+01,5.27257e+01,5.27272e+01,5.27263e+01,5.27291e+01,5.27295e+01,2.43170e-05,2.36366e-05,7.75754e-08,1.27455e-07,1.43011e-07,1.40001e-07,1.08908e-07,8.09630e-08,5.71609e-08,7.19031e-08,2.53518e-08,1.76926e-08,1659346755.6677196,1659346756.1304216,1659346756.5924642,1659346757.0549102,1659346757.5175667,1659346757.9801443,1659346758.4427772,1659346758.9053714,1659346759.368912,1659346759.8318956,1659346760.294383,1659346760.7569416
51.0,50.7297,0.00240,5.12711e+01,5.13118e+01,5.27254e+01,5.27225e+01,5.27202e+01,5.27216e+01,5.27234e+01,5.27248e+01,5.27270e+01,5.27261e+01,5.27284e+01,5.27286e+01,2.43156e-05,2.36375e-05,7.24892e-08,1.20689e-07,1.58399e-07,1.34677e-07,1.05669e-07,8.13703e-08,4.44651e-08,5.95748e-08,2.19544e-08,1.81397e-08,1659346762.7717652,1659346763.2372556,1659346763.7004457,1659346764.1628742,1659346764.6254241,1659346765.0880082,1659346765.551825,1659346766.0144055,1659346766.4768589,1659346766.940356,1659346767.4046016,1659346767.867588
51.0,50.7303,0.00240,5.12718e+01,5.13125e+01,5.27247e+01,5.27245e+01,5.27227e+01,5.27179e+01,5.27239e+01,5.27267e+01,5.27285e+01,5.27262e+01,5.27288e+01,5.27292e+01,2.43139e-05,2.36366e-05,9.33111e-08,9.70364e-08,1.27395e-07,2.06182e-07,1.05917e-07,5.94358e-08,3.05474e-08,6.78301e-08,2.48353e-08,1.76430e-08,1659346769.8880467,1659346770.3506951,1659346770.8132696,1659346771.276558,1659346771.7396052,1659346772.2021773,1659346772.6643915,1659346773.1269755,1659346773.589496,1659346774.0518928,1659346774.5146503,1659346774.9773078
51.0,50.731,0.00240,5.12723e+01,5.13133e+01,5.27257e+01,5.27254e+01,5.27232e+01,5.27183e+01,5.27251e+01,5.27272e+01,5.27290e+01,5.27272e+01,5.27296e+01,5.27298e+01,2.43171e-05,2.36348e-05,8.76387e-08,9.33806e-08,1.30445e-07,2.12510e-07,9.80596e-08,6.33299e-08,3.40939e-08,6.32902e-08,2.36233e-08,1.97291e-08,1659346776.9910324,1659346777.4537516,1659346777.9163988,1659346778.3789728,1659346778.8415785,1659346779.3040867,1659346779.7666545,1659346780.2303703,1659346780.6928468,1659346781.1559079,1659346781.6194909,1659346782.0821073
