#Scanning from (x0, y0) = (0 mm, 179 mm), to (x1, y1) = (20 mm, 179 mm), linear step (ds) = 0.1 mm, time step (dt) = 10 s, start time (t0) = 1659812840.409698 s
x-pos,y-pos,time
0.0,179.0,1659812840.4256852
0.0,179.0,1659812850.438273
0.1,179.0,1659812851.610258
0.1,179.0,1659812861.6178846
0.2,179.0,1659812862.7906866
0.2,179.0,1659812872.7958243
0.3,179.0,1659812873.9636052
0.3,179.0,1659812883.9677734
0.4,179.0,1659812885.139157
0.4,179.0,1659812895.1431315
0.5,179.0,1659812896.3119204
0.5,179.0,1659812906.3187141
0.6,179.0,1659812907.4790068
0.6,179.0,1659812917.4858825
0.7,179.0,1659812918.6979113
0.7,179.0,1659812928.6981654
0.8,179.0,1659812929.8681707
0.8,179.0,1659812939.872887
0.9,179.0,1659812941.0413928
0.9,179.0,1659812951.0457714
1.0,179.0,1659812952.2224314
1.0,179.0,1659812962.2283611
1.1,179.0,1659812963.3944373
1.1,179.0,1659812973.4001653
1.2,179.0,1659812974.5777428
1.2,179.0,1659812984.5825477
1.3,179.0,1659812985.7491753
1.3,179.0,1659812995.7509246
1.4,179.0,1659812996.9144497
1.4,179.0,1659813006.922838
1.5,179.0,1659813008.0919075
1.5,179.0,1659813018.0959933
1.6,179.0,1659813019.273121
1.6,179.0,1659813029.2856712
1.7,179.0,1659813030.4535825
1.7,179.0,1659813040.4602778
1.8,179.0,1659813041.6338441
1.8,179.0,1659813051.6357696
1.9,179.0,1659813052.8112988
1.9,179.0,1659813062.818255
2.0,179.0,1659813063.9867642
2.0,179.0,1659813073.9908175
2.1,179.0,1659813075.154807
2.1,179.0,1659813085.155772
2.2,179.0,1659813086.3248303
2.2,179.0,1659813096.3310366
2.3,179.0,1659813097.5034447
2.3,179.0,1659813107.504158
2.4,179.0,1659813109.051415
2.4,179.0,1659813119.0544536
2.5,179.0,1659813120.2307653
2.5,179.0,1659813130.2376044
2.6,179.0,1659813131.3996048
2.6,179.0,1659813141.4046857
2.7,179.0,1659813142.5720558
2.7,179.0,1659813152.5766807
2.8,179.0,1659813153.7432034
2.8,179.0,1659813163.7460537
2.9,179.0,1659813164.924229
2.9,179.0,1659813174.9245238
3.0,179.0,1659813176.0929031
3.0,179.0,1659813186.095151
3.1,179.0,1659813187.2647626
3.1,179.0,1659813197.267702
3.2,179.0,1659813198.4384344
3.2,179.0,1659813208.4405549
3.3,179.0,1659813209.6106644
3.3,179.0,1659813219.6129186
3.4,179.0,1659813220.7895055
3.4,179.0,1659813230.7897449
3.5,179.0,1659813231.9529529
3.5,179.0,1659813241.9571323
