#Scanning from (x0, y0) = (18.8 mm, 175 mm), to (x1, y1) = (18.8 mm, 195 mm), linear step (ds) = 0.1 mm, time step (dt) = 15 s, start time (t0) = 1659568610.6043196 s
x-pos,y-pos,time
18.8,175.0,1659568620.9481096
18.8,175.0,1659568635.9529057
18.8,175.1,1659568637.1969697
18.8,175.1,1659568652.1977713
18.8,175.2,1659568653.4338768
18.8,175.2,1659568668.4404306
18.8,175.3,1659568669.68084
18.8,175.3,1659568684.6864316
18.8,175.4,1659568685.9255729
18.8,175.4,1659568700.926563
18.8,175.5,1659568702.1700275
18.8,175.5,1659568717.1861384
18.8,175.6,1659568718.4274733
18.8,175.6,1659568733.4334133
18.8,175.7,1659568734.6760187
18.8,175.7,1659568749.6841538
18.8,175.8,1659568750.9276686
18.8,175.8,1659568765.9281766
18.8,175.9,1659568767.168434
18.8,175.9,1659568782.1725132
18.8,176.0,1659568783.414725
18.8,176.0,1659568798.4217536
18.8,176.1,1659568799.6714942
18.8,176.1,1659568814.6740441
18.8,176.2,1659568815.9138403
18.8,176.2,1659568830.918886
18.8,176.3,1659568832.1680262
18.8,176.3,1659568847.171111
18.8,176.4,1659568848.4145124
18.8,176.4,1659568863.4197047
18.8,176.5,1659568864.666246
18.8,176.5,1659568879.668537
18.8,176.6,1659568880.9186554
18.8,176.6,1659568895.9236228
18.8,176.7,1659568897.1628218
18.8,176.7,1659568912.168921
18.8,176.8,1659568913.4074223
18.8,176.8,1659568928.4110086
18.8,176.9,1659568929.6563132
18.8,176.9,1659568944.6594002
18.8,177.0,1659568945.8958113
18.8,177.0,1659568960.90151
18.8,177.1,1659568962.1389105
18.8,177.1,1659568977.139064
18.8,177.2,1659568978.379343
18.8,177.2,1659568993.385055
18.8,177.3,1659568994.6155112
18.8,177.3,1659569009.6276562
18.8,177.4,1659569010.8691816
18.8,177.4,1659569025.8754308
18.8,177.5,1659569027.1231928
18.8,177.5,1659569042.131225
18.8,177.6,1659569043.3691254
18.8,177.6,1659569058.3761857
18.8,177.7,1659569059.616062
18.8,177.7,1659569074.616214
18.8,177.8,1659569075.8617175
18.8,177.8,1659569090.8626707
18.8,177.9,1659569092.1098511
18.8,177.9,1659569107.1154408
18.8,178.0,1659569108.3600614
18.8,178.0,1659569123.364713
18.8,178.1,1659569124.6168814
18.8,178.1,1659569139.6207871
18.8,178.2,1659569140.8595648
18.8,178.2,1659569155.8630981
18.8,178.3,1659569157.1036763
18.8,178.3,1659569172.1099997
18.8,178.4,1659569173.3527699
18.8,178.4,1659569188.356833
18.8,178.5,1659569189.595914
18.8,178.5,1659569204.6020706
18.8,178.6,1659569205.8438096
18.8,178.6,1659569220.8513684
18.8,178.7,1659569222.0915172
18.8,178.7,1659569237.0981498
18.8,178.8,1659569238.3484194
18.8,178.8,1659569253.3484666
18.8,178.9,1659569254.5861628
18.8,178.9,1659569269.593697
18.8,179.0,1659569270.83663
18.8,179.0,1659569285.8368561
18.8,179.1,1659569287.0790503
18.8,179.1,1659569302.0912776
18.8,179.2,1659569303.3401678
18.8,179.2,1659569318.3402784
18.8,179.3,1659569319.590706
18.8,179.3,1659569334.5921462
18.8,179.4,1659569335.8394842
18.8,179.4,1659569350.8404808
18.8,179.5,1659569352.0838902
18.8,179.5,1659569367.0892422
18.8,179.6,1659569368.3278468
18.8,179.6,1659569383.3356252
18.8,179.7,1659569384.5727818
18.8,179.7,1659569399.5797822
18.8,179.8,1659569400.8188674
18.8,179.8,1659569415.822912
18.8,179.9,1659569417.0570853
18.8,179.9,1659569432.0657268
18.8,180.0,1659569433.300357
18.8,180.0,1659569448.3010845
18.8,180.1,1659569449.5463626
18.8,180.1,1659569464.554239
18.8,180.2,1659569465.7889469
18.8,180.2,1659569480.8008034
18.8,180.3,1659569482.0470073
18.8,180.3,1659569497.057526
18.8,180.4,1659569498.3023536
18.8,180.4,1659569513.3091908
18.8,180.5,1659569514.5523095
18.8,180.5,1659569529.5570936
18.8,180.6,1659569530.7964106
18.8,180.6,1659569545.799782
18.8,180.7,1659569547.0391774
18.8,180.7,1659569562.0404341
18.8,180.8,1659569563.2826157
18.8,180.8,1659569578.2903183
18.8,180.9,1659569579.5412812
18.8,180.9,1659569594.5416412
18.8,181.0,1659569595.7869885
18.8,181.0,1659569610.79002
18.8,181.1,1659569612.0328724
18.8,181.1,1659569627.0378652
18.8,181.2,1659569628.2826664
18.8,181.2,1659569643.2977612
18.8,181.3,1659569644.5500054
18.8,181.3,1659569659.5525937
18.8,181.4,1659569660.7875192
18.8,181.4,1659569675.7981215
18.8,181.5,1659569677.0330086
18.8,181.5,1659569692.0333545
18.8,181.6,1659569693.272761
18.8,181.6,1659569708.2752268
18.8,181.7,1659569709.5183969
18.8,181.7,1659569724.5233552
18.8,181.8,1659569725.7630277
18.8,181.8,1659569740.766481
18.8,181.9,1659569742.0131433
18.8,181.9,1659569757.0150166
18.8,182.0,1659569758.257167
18.8,182.0,1659569773.2722871
18.8,182.1,1659569774.5164385
18.8,182.1,1659569789.520256
18.8,182.2,1659569790.9511342
18.8,182.2,1659569805.9576428
18.8,182.3,1659569807.2001235
18.8,182.3,1659569822.2003405
18.8,182.4,1659569823.446094
18.8,182.4,1659569838.4502928
18.8,182.5,1659569839.6875935
18.8,182.5,1659569854.7005785
18.8,182.6,1659569855.9396667
18.8,182.6,1659569870.9490964
18.8,182.7,1659569872.1907945
18.8,182.7,1659569887.2061932
18.8,182.8,1659569888.439632
18.8,182.8,1659569903.4463255
18.8,182.9,1659569904.6868927
18.8,182.9,1659569919.6889207
18.8,183.0,1659569920.9299972
18.8,183.0,1659569935.9323268
18.8,183.1,1659569937.1690345
18.8,183.1,1659569952.182973
18.8,183.2,1659569953.4224808
18.8,183.2,1659569968.4242904
18.8,183.3,1659569969.6594107
18.8,183.3,1659569984.6636965
18.8,183.4,1659569985.902887
18.8,183.4,1659570000.906713
18.8,183.5,1659570002.1454718
18.8,183.5,1659570017.1510382
18.8,183.6,1659570018.3974397
