Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659343754.9162424, 51.0, 51.0, 0.1, 9000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_1 (V),VsCH_3 (V),VsCH_6 (V),VsCH_7 (V),VsCH_8 (V),VsCH_9 (V),VsCH_10 (V),VsCH_11 (V),VsCH_12 (V),VsCH_14 (V),VsCH_15 (V),VsCH_16 (V),IsCH_1 (A),IsCH_3 (A),IsCH_6 (A),IsCH_7 (A),IsCH_8 (A),IsCH_9 (A),IsCH_10 (A),IsCH_11 (A),IsCH_12 (A),IsCH_14 (A),IsCH_15 (A),IsCH_16 (A),TsCH_1 (s),TsCH_3 (s),TsCH_6 (s),TsCH_7 (s),TsCH_8 (s),TsCH_9 (s),TsCH_10 (s),TsCH_11 (s),TsCH_12 (s),TsCH_14 (s),TsCH_15 (s),TsCH_16 (s)
51.0,50.731,0.00330,5.12722e+01,5.13133e+01,5.27208e+01,5.27185e+01,5.27179e+01,5.27265e+01,5.27239e+01,5.27208e+01,5.27196e+01,5.27240e+01,5.27244e+01,5.27220e+01,2.43188e-05,2.36349e-05,1.69953e-07,2.08914e-07,2.18093e-07,7.42674e-08,1.19011e-07,1.69853e-07,1.89940e-07,1.16239e-07,1.10080e-07,1.49578e-07,1659343834.8189027,1659343835.2817404,1659343835.7441323,1659343836.2074687,1659343836.669971,1659343837.132178,1659343837.5948954,1659343838.0574172,1659343838.5207498,1659343838.983675,1659343839.4461098,1659343839.908329
51.0,50.7305,0.00330,5.12719e+01,5.13129e+01,5.27204e+01,5.27176e+01,5.27170e+01,5.27259e+01,5.27232e+01,5.27205e+01,5.27199e+01,5.27227e+01,5.27254e+01,5.27249e+01,2.43169e-05,2.36323e-05,1.68234e-07,2.15560e-07,2.25266e-07,7.62939e-08,1.20908e-07,1.66754e-07,1.76777e-07,1.29541e-07,8.58506e-08,9.38872e-08,1659343841.919172,1659343842.3816242,1659343842.843971,1659343843.306504,1659343843.7689407,1659343844.2319753,1659343844.6960588,1659343845.1585867,1659343845.621126,1659343846.0893145,1659343846.5518258,1659343847.0141885
51.0,50.7312,0.00330,5.12728e+01,5.13138e+01,5.27251e+01,5.27212e+01,5.27172e+01,5.27269e+01,5.27239e+01,5.27227e+01,5.27215e+01,5.27251e+01,5.27272e+01,5.27271e+01,2.43123e-05,2.36298e-05,1.01397e-07,1.67201e-07,2.33680e-07,7.22607e-08,1.22378e-07,1.41124e-07,1.61052e-07,1.01368e-07,6.66777e-08,6.82473e-08,1659343849.0266151,1659343849.4892097,1659343849.9518416,1659343850.4154856,1659343850.8781214,1659343851.3403666,1659343851.8028731,1659343852.265506,1659343852.7286675,1659343853.1932232,1659343853.6561337,1659343854.1186242
51.0,50.7311,0.00330,5.12727e+01,5.13139e+01,5.27247e+01,5.27221e+01,5.27173e+01,5.27265e+01,5.27238e+01,5.27229e+01,5.27213e+01,5.27250e+01,5.27275e+01,5.27270e+01,2.43134e-05,2.36259e-05,1.06086e-07,1.50263e-07,2.29746e-07,7.65224e-08,1.22060e-07,1.36892e-07,1.63068e-07,1.01129e-07,6.04490e-08,6.75718e-08,1659343856.1324103,1659343856.5968356,1659343857.0598378,1659343857.5240724,1659343857.986615,1659343858.4492316,1659343858.9119828,1659343859.3743331,1659343859.8371208,1659343860.2999609,1659343860.7625043,1659343861.2251337
51.0,50.7303,0.00330,5.12718e+01,5.13125e+01,5.27234e+01,5.27202e+01,5.27183e+01,5.27258e+01,5.27223e+01,5.27214e+01,5.27216e+01,5.27241e+01,5.27262e+01,5.27267e+01,2.43146e-05,2.36363e-05,1.14222e-07,1.68721e-07,2.00093e-07,7.45157e-08,1.33316e-07,1.47820e-07,1.45266e-07,1.02838e-07,6.76115e-08,6.06676e-08,1659343863.2477539,1659343863.7119553,1659343864.1745987,1659343864.637079,1659343865.1002162,1659343865.5627575,1659343866.0258267,1659343866.488252,1659343866.95085,1659343867.4134836,1659343867.8765829,1659343868.3398714
51.0,50.7303,0.00330,5.12717e+01,5.13123e+01,5.27260e+01,5.27222e+01,5.27191e+01,5.27241e+01,5.27234e+01,5.27238e+01,5.27250e+01,5.27256e+01,5.27288e+01,5.27288e+01,2.43163e-05,2.36391e-05,7.16547e-08,1.35034e-07,1.87218e-07,1.04040e-07,1.14222e-07,1.08292e-07,8.75592e-08,7.87576e-08,2.58187e-08,2.44776e-08,1659343870.3567529,1659343870.8198147,1659343871.282209,1659343871.7442513,1659343872.2084343,1659343872.672352,1659343873.134826,1659343873.5972278,1659343874.0600007,1659343874.5223477,1659343874.9847507,1659343875.447881
51.0,50.7298,0.00330,5.12712e+01,5.13119e+01,5.27254e+01,5.27218e+01,5.27188e+01,5.27234e+01,5.27232e+01,5.27236e+01,5.27245e+01,5.27251e+01,5.27282e+01,5.27285e+01,2.43165e-05,2.36375e-05,7.35819e-08,1.32948e-07,1.82827e-07,1.07020e-07,1.10368e-07,1.03682e-07,8.76089e-08,7.79231e-08,2.68022e-08,2.15669e-08,1659343877.4568172,1659343877.9205136,1659343878.3829355,1659343878.845366,1659343879.308501,1659343879.7709594,1659343880.233481,1659343880.6966696,1659343881.1596963,1659343881.6220584,1659343882.0903883,1659343882.551679
51.0,50.7315,0.00330,5.12730e+01,5.13136e+01,5.27271e+01,5.27232e+01,5.27206e+01,5.27254e+01,5.27247e+01,5.27254e+01,5.27258e+01,5.27270e+01,5.27298e+01,5.27301e+01,2.43145e-05,2.36379e-05,7.35521e-08,1.38740e-07,1.81228e-07,1.01835e-07,1.13308e-07,1.01616e-07,9.42747e-08,7.51317e-08,2.80142e-08,2.34246e-08,1659343884.5774047,1659343885.0406222,1659343885.503855,1659343885.9662683,1659343886.4283533,1659343886.8909864,1659343887.3536067,1659343887.8159976,1659343888.2784014,1659343888.7408338,1659343889.2057617,1659343889.668144
51.0,50.7313,0.00330,5.12726e+01,5.13136e+01,5.27265e+01,5.27239e+01,5.27214e+01,5.27243e+01,5.27245e+01,5.27268e+01,5.27282e+01,5.27271e+01,5.27299e+01,5.27303e+01,2.43175e-05,2.36351e-05,8.00590e-08,1.22686e-07,1.65204e-07,1.17073e-07,1.13845e-07,7.56880e-08,5.16077e-08,7.00255e-08,2.34842e-08,1.60833e-08,1659343891.681403,1659343892.144763,1659343892.607729,1659343893.0702786,1659343893.5321667,1659343893.994632,1659343894.4572358,1659343894.9200532,1659343895.382473,1659343895.845385,1659343896.3088458,1659343896.7719703
51.0,50.7309,0.00330,5.12721e+01,5.13130e+01,5.27256e+01,5.27253e+01,5.27238e+01,5.27171e+01,5.27250e+01,5.27277e+01,5.27293e+01,5.27272e+01,5.27296e+01,5.27300e+01,2.43196e-05,2.36381e-05,8.80957e-08,9.36786e-08,1.18176e-07,2.30273e-07,9.88841e-08,5.41011e-08,2.69711e-08,6.19988e-08,2.17954e-08,1.56363e-08,1659343898.7940478,1659343899.2561324,1659343899.7201633,1659343900.1828792,1659343900.645365,1659343901.108615,1659343901.5761228,1659343902.040218,1659343902.5027716,1659343902.965274,1659343903.4283407,1659343903.890869
51.0,50.7306,0.00330,5.12718e+01,5.13126e+01,5.27246e+01,5.27251e+01,5.27239e+01,5.27172e+01,5.27245e+01,5.27273e+01,5.27291e+01,5.27267e+01,5.27294e+01,5.27297e+01,2.43189e-05,2.36391e-05,9.99868e-08,9.13342e-08,1.11351e-07,2.24044e-07,1.01328e-07,5.45084e-08,2.58088e-08,6.55254e-08,2.00868e-08,1.46230e-08,1659343905.9017355,1659343906.3640392,1659343906.826497,1659343907.2891984,1659343907.7520514,1659343908.2145417,1659343908.676897,1659343909.1401205,1659343909.6024647,1659343910.066782,1659343910.5292995,1659343910.992521
51.0,50.7303,0.00330,5.12715e+01,5.13124e+01,5.27247e+01,5.27243e+01,5.27229e+01,5.27177e+01,5.27245e+01,5.27267e+01,5.27288e+01,5.27266e+01,5.27292e+01,5.27294e+01,2.43196e-05,2.36378e-05,9.25759e-08,9.97881e-08,1.22974e-07,2.10772e-07,9.60032e-08,6.02702e-08,2.54214e-08,6.14226e-08,1.85172e-08,1.46329e-08,1659343913.00782,1659343913.47144,1659343913.9340158,1659343914.3961396,1659343914.8586335,1659343915.3217154,1659343915.784341,1659343916.2468648,1659343916.7095284,1659343917.1729343,1659343917.6360588,1659343918.1004274
51.0,50.7304,0.00330,5.12717e+01,5.13127e+01,5.27208e+01,5.27275e+01,5.27279e+01,5.27035e+01,5.27261e+01,5.27281e+01,5.27296e+01,5.27281e+01,5.27293e+01,5.27295e+01,2.43179e-05,2.36340e-05,1.60187e-07,4.77930e-08,4.13855e-08,4.47989e-07,7.11977e-08,3.89914e-08,1.37587e-08,3.91006e-08,1.76529e-08,1.49409e-08,1659343920.1118317,1659343920.576663,1659343921.039543,1659343921.5020928,1659343921.964187,1659343922.4267056,1659343922.8899097,1659343923.3523495,1659343923.8147676,1659343924.2772062,1659343924.739987,1659343925.2024474
51.0,50.7313,0.00330,5.12726e+01,5.13134e+01,5.27210e+01,5.27281e+01,5.27288e+01,5.27088e+01,5.27269e+01,5.27287e+01,5.27303e+01,5.27292e+01,5.27304e+01,5.27304e+01,2.43179e-05,2.36383e-05,1.71840e-07,5.37932e-08,4.23888e-08,3.75539e-07,7.36217e-08,4.34617e-08,1.65304e-08,3.42528e-08,1.52091e-08,1.52290e-08,1659343927.2178051,1659343927.680002,1659343928.143693,1659343928.6062675,1659343929.0681205,1659343929.5305898,1659343929.9931452,1659343930.4562511,1659343930.9187615,1659343931.3812218,1659343931.8440628,1659343932.3064523
51.0,50.7314,0.00330,5.12727e+01,5.13136e+01,5.27202e+01,5.27283e+01,5.27290e+01,5.27067e+01,5.27267e+01,5.27291e+01,5.27304e+01,5.27291e+01,5.27303e+01,5.27304e+01,2.43174e-05,2.36359e-05,1.86890e-07,5.17766e-08,3.94881e-08,4.11848e-07,7.87179e-08,3.77496e-08,1.60833e-08,3.88324e-08,1.76231e-08,1.67489e-08,1659343934.3179555,1659343934.7831979,1659343935.2456005,1659343935.708069,1659343936.170752,1659343936.633298,1659343937.0963473,1659343937.558926,1659343938.0198793,1659343938.483898,1659343938.9463618,1659343939.4088056
51.0,50.7306,0.00330,5.12718e+01,5.13126e+01,5.27197e+01,5.27277e+01,5.27289e+01,5.27092e+01,5.27267e+01,5.27282e+01,5.27299e+01,5.27293e+01,5.27298e+01,5.27297e+01,2.43188e-05,2.36396e-05,1.81228e-07,4.83394e-08,2.82427e-08,3.56575e-07,6.44525e-08,4.00543e-08,1.13348e-08,2.17557e-08,1.31925e-08,1.47323e-08,1659343941.4270008,1659343941.889492,1659343942.3528514,1659343942.8159235,1659343943.2784336,1659343943.7413654,1659343944.2045813,1659343944.6670783,1659343945.1296775,1659343945.5927718,1659343946.055803,1659343946.5183363
51.0,50.7311,0.00330,5.12724e+01,5.13129e+01,5.27107e+01,5.27296e+01,5.27302e+01,5.27179e+01,5.27279e+01,5.27289e+01,5.27305e+01,5.27299e+01,5.27303e+01,5.27299e+01,2.43173e-05,2.36421e-05,3.40223e-07,2.45770e-08,1.54078e-08,2.20329e-07,5.34753e-08,3.64780e-08,1.05997e-08,1.99775e-08,1.30634e-08,1.99676e-08,1659343948.5275085,1659343948.9899926,1659343949.4531379,1659343949.916735,1659343950.3798046,1659343950.8422863,1659343951.3048258,1659343951.76813,1659343952.2306497,1659343952.6932628,1659343953.156135,1659343953.6186783
51.0,50.7306,0.00330,5.12719e+01,5.13127e+01,5.27080e+01,5.27289e+01,5.27298e+01,5.27167e+01,5.27274e+01,5.27283e+01,5.27298e+01,5.27294e+01,5.27298e+01,5.27295e+01,2.43182e-05,2.36378e-05,3.76989e-07,2.90175e-08,1.35799e-08,2.32120e-07,5.28395e-08,3.80874e-08,1.26263e-08,1.98185e-08,1.38879e-08,1.76032e-08,1659343955.6310859,1659343956.0936463,1659343956.5560498,1659343957.0185826,1659343957.481267,1659343957.9444032,1659343958.406976,1659343958.86958,1659343959.3320527,1659343959.7946265,1659343960.2578127,1659343960.7201908
51.0,50.7319,0.00330,5.12733e+01,5.13138e+01,5.27110e+01,5.27303e+01,5.27308e+01,5.27189e+01,5.27292e+01,5.27297e+01,5.27313e+01,5.27306e+01,5.27310e+01,5.27310e+01,2.43158e-05,2.36416e-05,3.47883e-07,2.73983e-08,1.81993e-08,2.16474e-07,4.47631e-08,3.59416e-08,1.04705e-08,2.14775e-08,1.44641e-08,1.45634e-08,1659343962.737097,1659343963.200166,1659343963.662936,1659343964.125534,1659343964.5880406,1659343965.0504937,1659343965.5133243,1659343965.9759161,1659343966.4404185,1659343966.9028862,1659343967.3642168,1659343967.826882
51.0,50.7319,0.00330,5.12733e+01,5.13144e+01,5.27111e+01,5.27311e+01,5.27313e+01,5.27279e+01,5.27303e+01,5.27302e+01,5.27312e+01,5.27308e+01,5.27311e+01,5.27311e+01,2.43159e-05,2.36309e-05,3.46939e-07,1.36395e-08,1.02023e-08,6.59128e-08,2.65837e-08,2.89579e-08,1.08480e-08,1.80602e-08,1.33812e-08,1.30137e-08,1659343969.8413243,1659343970.3046613,1659343970.7686946,1659343971.230585,1659343971.6928997,1659343972.1561248,1659343972.6186604,1659343973.0812094,1659343973.5439186,1659343974.006743,1659343974.469293,1659343974.9327567
51.0,50.7312,0.00330,5.12728e+01,5.13138e+01,5.27106e+01,5.27303e+01,5.27305e+01,5.27271e+01,5.27298e+01,5.27294e+01,5.27305e+01,5.27302e+01,5.27304e+01,5.27304e+01,2.43121e-05,2.36285e-05,3.43094e-07,1.52091e-08,1.21097e-08,6.90818e-08,2.39611e-08,3.05374e-08,1.13448e-08,1.71165e-08,1.36594e-08,1.32322e-08,1659343976.9637687,1659343977.4262617,1659343977.8882554,1659343978.3509526,1659343978.8134,1659343979.2767632,1659343979.739663,1659343980.2021291,1659343980.665403,1659343981.1281874,1659343981.5906558,1659343982.0531344
51.0,50.7314,0.00330,5.12730e+01,5.13137e+01,5.27122e+01,5.27306e+01,5.27307e+01,5.27277e+01,5.27298e+01,5.27296e+01,5.27308e+01,5.27306e+01,5.27306e+01,5.27305e+01,2.43130e-05,2.36345e-05,3.20663e-07,1.37985e-08,1.15931e-08,6.17206e-08,2.74678e-08,3.07659e-08,1.04606e-08,1.34309e-08,1.35998e-08,1.56164e-08,1659343984.0848649,1659343984.5509224,1659343985.0121307,1659343985.474695,1659343985.937288,1659343986.4001873,1659343986.862811,1659343987.3254783,1659343987.788613,1659343988.251884,1659343988.7144604,1659343989.1764915
51.0,50.7304,0.00330,5.12720e+01,5.13127e+01,5.27134e+01,5.27293e+01,5.27298e+01,5.27279e+01,5.27292e+01,5.27285e+01,5.27297e+01,5.27295e+01,5.27296e+01,5.27296e+01,2.43122e-05,2.36347e-05,2.83678e-07,1.89543e-08,1.00633e-08,4.10477e-08,1.93020e-08,3.12527e-08,1.20600e-08,1.43548e-08,1.27256e-08,1.37885e-08,1659343991.2055101,1659343991.6681082,1659343992.1306634,1659343992.5931633,1659343993.0559714,1659343993.5184572,1659343993.9809432,1659343994.444171,1659343994.906658,1659343995.3691127,1659343995.8366423,1659343996.2998214
51.0,50.7313,0.00330,5.12731e+01,5.13140e+01,5.27246e+01,5.27305e+01,5.27305e+01,5.27293e+01,5.27301e+01,5.27295e+01,5.27308e+01,5.27304e+01,5.27305e+01,5.27304e+01,2.43100e-05,2.36283e-05,1.11570e-07,1.35104e-08,1.26958e-08,3.32594e-08,2.05636e-08,3.05971e-08,9.13938e-09,1.52489e-08,1.35998e-08,1.55667e-08,1659343998.3172204,1659343998.7841249,1659343999.2467787,1659343999.7099886,1659344000.172057,1659344000.6346464,1659344001.0971978,1659344001.5599532,1659344002.0243342,1659344002.4869072,1659344002.9494758,1659344003.4127877
51.0,50.7307,0.00330,5.12722e+01,5.13131e+01,5.27240e+01,5.27300e+01,5.27300e+01,5.27285e+01,5.27294e+01,5.27290e+01,5.27301e+01,5.27298e+01,5.27299e+01,5.27298e+01,2.43137e-05,2.36321e-05,1.12434e-07,1.12851e-08,1.14540e-08,3.62694e-08,2.09014e-08,2.84215e-08,1.02321e-08,1.42455e-08,1.28547e-08,1.43548e-08,1659344005.431088,1659344005.8942602,1659344006.3568308,1659344006.8199174,1659344007.2822697,1659344007.7446487,1659344008.207204,1659344008.6698642,1659344009.1320372,1659344009.594637,1659344010.0571454,1659344010.520114
51.0,50.7307,0.00330,5.12724e+01,5.13133e+01,5.27251e+01,5.27298e+01,5.27303e+01,5.27286e+01,5.27295e+01,5.27288e+01,5.27300e+01,5.27298e+01,5.27300e+01,5.27300e+01,2.43106e-05,2.36290e-05,9.33111e-08,1.51396e-08,6.22869e-09,3.54946e-08,1.92225e-08,3.16600e-08,1.18315e-08,1.48217e-08,1.13149e-08,1.22587e-08,1659344012.5347488,1659344012.9973886,1659344013.4606154,1659344013.923024,1659344014.3857136,1659344014.8479028,1659344015.310385,1659344015.7728384,1659344016.2363303,1659344016.6988246,1659344017.1640053,1659344017.6265323
51.0,50.7313,0.00330,5.12726e+01,5.13136e+01,5.27287e+01,5.27305e+01,5.27307e+01,5.27298e+01,5.27302e+01,5.27297e+01,5.27307e+01,5.27303e+01,5.27305e+01,5.27304e+01,2.43172e-05,2.36348e-05,4.30544e-08,1.40568e-08,1.05302e-08,2.52227e-08,1.85768e-08,2.61267e-08,9.52681e-09,1.73251e-08,1.34309e-08,1.44045e-08,1659344019.6418273,1659344020.1043046,1659344020.5669029,1659344021.029385,1659344021.4927118,1659344021.9556644,1659344022.4194095,1659344022.881879,1659344023.3443005,1659344023.8068624,1659344024.268176,1659344024.730966
51.0,50.7314,0.00330,5.12727e+01,5.13137e+01,5.27287e+01,5.27310e+01,5.27310e+01,5.27299e+01,5.27302e+01,5.27297e+01,5.27309e+01,5.27306e+01,5.27308e+01,5.27306e+01,2.43170e-05,2.36343e-05,4.42863e-08,6.73532e-09,7.17243e-09,2.52823e-08,2.05139e-08,2.87592e-08,7.93735e-09,1.27653e-08,1.03116e-08,1.39177e-08,1659344026.744708,1659344027.2061682,1659344027.6683235,1659344028.1308863,1659344028.5934052,1659344029.0572484,1659344029.518428,1659344029.980784,1659344030.4436061,1659344030.9061842,1659344031.3692434,1659344031.8321939
51.0,50.7305,0.00330,5.12717e+01,5.13126e+01,5.27278e+01,5.27298e+01,5.27301e+01,5.27291e+01,5.27294e+01,5.27286e+01,5.27299e+01,5.27299e+01,5.27301e+01,5.27297e+01,2.43195e-05,2.36376e-05,4.51803e-08,1.17918e-08,5.90086e-09,2.31167e-08,1.78417e-08,3.14713e-08,1.04209e-08,1.07090e-08,7.21216e-09,1.38879e-08,1659344033.8488197,1659344034.3137763,1659344034.7771804,1659344035.2401392,1659344035.7028368,1659344036.165388,1659344036.6287851,1659344037.0925148,1659344037.5557868,1659344038.022944,1659344038.4856129,1659344038.9480891
51.0,50.7302,0.00330,5.12714e+01,5.13122e+01,5.27278e+01,5.27293e+01,5.27297e+01,5.27292e+01,5.27290e+01,5.27282e+01,5.27295e+01,5.27295e+01,5.27297e+01,5.27295e+01,2.43201e-05,2.36390e-05,3.97662e-08,1.45237e-08,7.87775e-09,1.65900e-08,2.02358e-08,3.39945e-08,1.14938e-08,1.22090e-08,7.85788e-09,1.12951e-08,1659344040.9594223,1659344041.4220297,1659344041.88438,1659344042.347714,1659344042.81212,1659344043.2747753,1659344043.7373936,1659344044.2018344,1659344044.6640048,1659344045.126581,1659344045.5898666,1659344046.0523844
51.0,50.7298,0.00330,5.12709e+01,5.13115e+01,5.27276e+01,5.27291e+01,5.27293e+01,5.27288e+01,5.27287e+01,5.27282e+01,5.27293e+01,5.27290e+01,5.27291e+01,5.27290e+01,2.43213e-05,2.36444e-05,3.63688e-08,1.08580e-08,8.20557e-09,1.74443e-08,1.89245e-08,2.71400e-08,8.30491e-09,1.40270e-08,1.08778e-08,1.39972e-08,1659344048.0680556,1659344048.5304995,1659344048.9929354,1659344049.4559155,1659344049.9183674,1659344050.3809142,1659344050.8440897,1659344051.306762,1659344051.7694561,1659344052.233132,1659344052.6959953,1659344053.158536
