Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,27.00000E-006,-5.30000E-015,8.74300E-003
1,1,2,25.00000E-006,1.16630E-012,179.44500E-003
1,1,3,16.00000E-006,1.61390E-012,348.85400E-003
1,1,4,12.00000E-006,1.81090E-012,520.17100E-003
1,1,5,30.00000E-006,1.85410E-012,743.70300E-003
1,1,6,24.00000E-006,1.87130E-012,913.09100E-003
1,1,7,16.00000E-006,1.85240E-012,1.08248E+000
1,1,8,15.00000E-006,1.83600E-012,1.28653E+000
1,1,9,25.00000E-006,1.83780E-012,1.45726E+000
1,1,10,26.00000E-006,1.83720E-012,1.62664E+000
1,1,11,18.00000E-006,1.80570E-012,1.83786E+000
1,1,12,24.00000E-006,1.79680E-012,2.00732E+000
1,1,13,24.00000E-006,1.75490E-012,2.17673E+000
1,1,14,24.00000E-006,1.69590E-012,2.39379E+000
1,1,15,19.00000E-006,1.66710E-012,2.56342E+000
1,1,16,13.00000E-006,1.65660E-012,2.73546E+000
1,1,17,21.00000E-006,1.58030E-012,2.94772E+000
1,1,18,17.00000E-006,1.59910E-012,3.11749E+000
1,1,19,17.00000E-006,1.54010E-012,3.28698E+000
1,1,20,17.00000E-006,1.46160E-012,3.49850E+000
1,1,21,17.00000E-006,1.46070E-012,3.66792E+000
1,1,22,19.00000E-006,1.47440E-012,3.83735E+000
1,1,23,20.00000E-006,1.40320E-012,4.04791E+000
1,1,24,17.00000E-006,1.40450E-012,4.21906E+000
1,1,25,20.00000E-006,1.36430E-012,4.38846E+000
1,1,26,19.00000E-006,1.34530E-012,4.59735E+000
1,1,27,15.00000E-006,1.29500E-012,4.76864E+000
1,1,28,24.00000E-006,1.29680E-012,4.94109E+000
1,1,29,18.00000E-006,1.24380E-012,5.15396E+000
1,1,30,25.00000E-006,1.26620E-012,5.32513E+000
1,1,31,25.00000E-006,1.28310E-012,5.49455E+000
1,1,32,27.00000E-006,1.23060E-012,5.70877E+000
1,1,33,22.00000E-006,1.22140E-012,5.87984E+000
1,1,34,17.00000E-006,1.25790E-012,6.05051E+000
1,1,35,20.00000E-006,1.23880E-012,6.26363E+000
1,1,36,14.00000E-006,1.23750E-012,6.43300E+000
1,1,37,15.00000E-006,1.24480E-012,6.60238E+000
1,1,38,15.00000E-006,1.26160E-012,6.81675E+000
1,1,39,19.00000E-006,1.25830E-012,6.98792E+000
1,1,40,24.00000E-006,1.27490E-012,7.16145E+000
1,1,41,16.00000E-006,1.24810E-012,7.36957E+000
1,1,42,27.00000E-006,1.27150E-012,7.54126E+000
1,1,43,16.00000E-006,1.26750E-012,7.71441E+000
1,1,44,25.00000E-006,1.22420E-012,7.92497E+000
1,1,45,15.00000E-006,1.22080E-012,8.10052E+000
1,1,46,17.00000E-006,1.22900E-012,8.26996E+000
1,1,47,24.00000E-006,1.27760E-012,8.47811E+000
1,1,48,15.00000E-006,1.28060E-012,8.64850E+000
1,1,49,15.00000E-006,1.25850E-012,8.81798E+000
1,1,50,25.00000E-006,1.24270E-012,9.00824E+000
1,1,51,24.00000E-006,1.23460E-012,9.17762E+000
1,1,52,18.00000E-006,1.22350E-012,9.34701E+000
1,1,53,24.00000E-006,1.22600E-012,9.55819E+000
1,1,54,21.00000E-006,1.23600E-012,9.72759E+000
1,1,55,16.00000E-006,1.22580E-012,9.89831E+000
1,1,56,17.00000E-006,1.26880E-012,10.11476E+000
1,1,57,19.00000E-006,1.24660E-012,10.28479E+000
1,1,58,22.00000E-006,1.26670E-012,10.45645E+000
1,1,59,19.00000E-006,1.21350E-012,10.66785E+000
1,1,60,21.00000E-006,1.20830E-012,10.84072E+000
1,1,61,21.00000E-006,1.23480E-012,11.01294E+000
1,1,62,22.00000E-006,1.25800E-012,11.22277E+000
1,1,63,20.00000E-006,1.23810E-012,11.39215E+000
1,1,64,20.00000E-006,1.24390E-012,11.56156E+000
1,1,65,18.00000E-006,1.25290E-012,11.77829E+000
1,1,66,22.00000E-006,1.24430E-012,11.94768E+000
1,1,67,23.00000E-006,1.28450E-012,12.11706E+000
1,1,68,25.00000E-006,1.26950E-012,12.33412E+000
1,1,69,21.00000E-006,1.24790E-012,12.50354E+000
1,1,70,18.00000E-006,1.26630E-012,12.67294E+000
1,1,71,15.00000E-006,1.23990E-012,12.88953E+000
1,1,72,13.00000E-006,1.22210E-012,13.05892E+000
1,1,73,23.00000E-006,1.20930E-012,13.23418E+000
1,1,74,12.00000E-006,1.20040E-012,13.44170E+000
1,1,75,19.00000E-006,1.20540E-012,13.61228E+000
1,1,76,26.00000E-006,1.22510E-012,13.78166E+000
1,1,77,24.00000E-006,1.20700E-012,13.99821E+000
1,1,78,24.00000E-006,1.25020E-012,14.16804E+000
1,1,79,19.00000E-006,1.20890E-012,14.33746E+000
1,1,80,16.00000E-006,1.18790E-012,14.55542E+000
1,1,81,16.00000E-006,1.22250E-012,14.72811E+000
1,1,82,22.00000E-006,1.24850E-012,14.89888E+000
1,1,83,16.00000E-006,1.25380E-012,15.11030E+000
1,1,84,21.00000E-006,1.25100E-012,15.28139E+000
1,1,85,22.00000E-006,1.21570E-012,15.45079E+000
1,1,86,20.00000E-006,1.24320E-012,15.66412E+000
1,1,87,20.00000E-006,1.26390E-012,15.83351E+000
1,1,88,19.00000E-006,1.20480E-012,16.00474E+000
1,1,89,18.00000E-006,1.19430E-012,16.22319E+000
1,1,90,18.00000E-006,1.20630E-012,16.39300E+000
1,1,91,18.00000E-006,1.23850E-012,16.56252E+000
1,1,92,19.00000E-006,1.17360E-012,16.78017E+000
1,1,93,17.00000E-006,1.17470E-012,16.94959E+000
1,1,94,18.00000E-006,1.19300E-012,17.11899E+000
1,1,95,19.00000E-006,1.22730E-012,17.32850E+000
1,1,96,16.00000E-006,1.23280E-012,17.49983E+000
1,1,97,19.00000E-006,1.19980E-012,17.66925E+000
1,1,98,18.00000E-006,1.18070E-012,17.88561E+000
1,1,99,21.00000E-006,1.23410E-012,18.05684E+000
1,1,100,21.00000E-006,1.24240E-012,18.22625E+000
1,1,101,20.00000E-006,1.20120E-012,18.43868E+000
1,1,102,21.00000E-006,1.15720E-012,18.60889E+000
1,1,103,19.00000E-006,1.13730E-012,18.77902E+000
1,1,104,19.00000E-006,1.10820E-012,18.99077E+000
1,1,105,20.00000E-006,1.07920E-012,19.16136E+000
1,1,106,22.00000E-006,1.08030E-012,19.33076E+000
1,1,107,24.00000E-006,1.08970E-012,19.55003E+000
1,1,108,21.00000E-006,1.07530E-012,19.71940E+000
1,1,109,15.00000E-006,1.03340E-012,19.88962E+000
1,1,110,20.00000E-006,980.40000E-015,20.10397E+000
1,1,111,13.00000E-006,974.90000E-015,20.27338E+000
1,1,112,12.00000E-006,956.10000E-015,20.44281E+000
1,1,113,19.00000E-006,933.60000E-015,20.66301E+000
1,1,114,28.00000E-006,902.70000E-015,20.83282E+000
1,1,115,27.00000E-006,897.10000E-015,21.00234E+000
1,1,116,29.00000E-006,898.20000E-015,21.21475E+000
1,1,117,32.00000E-006,907.70000E-015,21.38418E+000
1,1,118,16.00000E-006,888.80000E-015,21.55536E+000
1,1,119,21.00000E-006,909.70000E-015,21.77068E+000
1,1,120,9.00000E-006,895.90000E-015,21.94007E+000
1,1,121,6.00000E-006,892.20000E-015,22.10947E+000
1,1,122,24.00000E-006,918.30000E-015,22.33055E+000
1,1,123,31.00000E-006,982.20000E-015,22.50001E+000
1,1,124,27.00000E-006,964.20000E-015,22.66947E+000
1,1,125,34.00000E-006,1.00240E-012,22.88359E+000
1,1,126,29.00000E-006,914.70000E-015,23.05300E+000
1,1,127,2.00000E-006,890.70000E-015,23.22567E+000
1,1,128,13.00000E-006,960.80000E-015,23.43932E+000
1,1,129,1.00000E-006,948.40000E-015,23.61003E+000
1,1,130,14.00000E-006,907.40000E-015,23.77942E+000
1,1,131,16.00000E-006,908.90000E-015,23.99659E+000
1,1,132,37.00000E-006,926.70000E-015,24.16651E+000
1,1,133,28.00000E-006,925.80000E-015,24.33744E+000
1,1,134,17.00000E-006,882.30000E-015,24.55582E+000
1,1,135,-1.00000E-006,893.50000E-015,24.72525E+000
1,1,136,-1.00000E-006,894.20000E-015,24.89465E+000
1,1,137,40.00000E-006,924.40000E-015,25.10052E+000
1,1,138,39.00000E-006,876.80000E-015,25.26992E+000
1,1,139,-8.00000E-006,899.40000E-015,25.44340E+000
1,1,140,-2.00000E-006,907.90000E-015,25.65961E+000
1,1,141,-1.00000E-006,934.90000E-015,25.82899E+000
1,1,142,39.00000E-006,918.10000E-015,26.00016E+000
1,1,143,32.00000E-006,884.60000E-015,26.21608E+000
1,1,144,43.00000E-006,881.50000E-015,26.38546E+000
1,1,145,-8.00000E-006,885.80000E-015,26.55981E+000
1,1,146,33.00000E-006,918.80000E-015,26.77172E+000
1,1,147,9.00000E-006,931.60000E-015,26.94115E+000
1,1,148,-8.00000E-006,905.50000E-015,27.11069E+000
1,1,149,-6.00000E-006,882.70000E-015,27.32701E+000
1,1,150,12.00000E-006,900.40000E-015,27.49787E+000
1,1,151,37.00000E-006,871.10000E-015,27.66727E+000
1,1,152,15.00000E-006,865.20000E-015,27.87441E+000
1,1,153,-8.00000E-006,920.20000E-015,28.04380E+000
1,1,154,-3.00000E-006,910.00000E-015,28.21317E+000
1,1,155,42.00000E-006,885.10000E-015,28.43869E+000
1,1,156,18.00000E-006,862.70000E-015,28.60807E+000
1,1,157,-8.00000E-006,882.40000E-015,28.77851E+000
1,1,158,6.00000E-006,853.80000E-015,28.99820E+000
1,1,159,30.00000E-006,867.40000E-015,29.16759E+000
1,1,160,33.00000E-006,847.10000E-015,29.34005E+000
1,1,161,21.00000E-006,859.10000E-015,29.55020E+000
1,1,162,42.00000E-006,880.00000E-015,29.71958E+000
1,1,163,1.00000E-006,891.30000E-015,29.89359E+000
1,1,164,40.00000E-006,906.30000E-015,30.10287E+000
1,1,165,38.00000E-006,891.10000E-015,30.27304E+000
1,1,166,14.00000E-006,866.50000E-015,30.44243E+000
1,1,167,-4.00000E-006,907.40000E-015,30.66153E+000
1,1,168,1.00000E-006,896.10000E-015,30.83210E+000
1,1,169,37.00000E-006,916.30000E-015,31.00271E+000
1,1,170,35.00000E-006,864.30000E-015,31.20716E+000
1,1,171,14.00000E-006,868.60000E-015,31.37656E+000
1,1,172,-4.00000E-006,877.90000E-015,31.54714E+000
1,1,173,29.00000E-006,874.80000E-015,31.75256E+000
1,1,174,41.00000E-006,859.10000E-015,31.92194E+000
1,1,175,32.00000E-006,855.20000E-015,32.09134E+000
1,1,176,5.00000E-006,900.70000E-015,32.31606E+000
1,1,177,22.00000E-006,889.00000E-015,32.48544E+000
