#Scanning from (x0, y0) = (5 mm, 184.8 mm), to (x1, y1) = (30 mm, 184.8 mm), linear step (ds) = 0.1 mm, time step (dt) = 15 s, start time (t0) = 1659561207.1162112 s
x-pos,y-pos,time
5.0,184.8,1659561215.38563
5.0,184.8,1659561230.3967268
5.1,184.8,1659561231.5669389
5.1,184.8,1659561246.5744486
5.2,184.8,1659561247.741663
5.2,184.8,1659561262.742166
5.3,184.8,1659561263.9051297
5.3,184.8,1659561278.9115794
5.4,184.8,1659561280.0877707
5.4,184.8,1659561295.1014233
5.5,184.8,1659561296.271715
5.5,184.8,1659561311.2811253
5.6,184.8,1659561312.4506574
5.6,184.8,1659561327.454273
5.7,184.8,1659561328.6164029
5.7,184.8,1659561343.625987
5.8,184.8,1659561344.7943454
5.8,184.8,1659561359.8014958
5.9,184.8,1659561360.9692528
5.9,184.8,1659561375.9726586
6.0,184.8,1659561377.1412992
6.0,184.8,1659561392.1461203
6.1,184.8,1659561393.3074965
6.1,184.8,1659561408.3118963
6.2,184.8,1659561409.4764788
6.2,184.8,1659561424.4796605
6.3,184.8,1659561425.6492887
6.3,184.8,1659561440.6519313
6.4,184.8,1659561441.8236399
6.4,184.8,1659561456.830108
6.5,184.8,1659561457.993554
6.5,184.8,1659561473.0004716
6.6,184.8,1659561474.1649032
6.6,184.8,1659561489.1766062
6.7,184.8,1659561490.3426845
6.7,184.8,1659561505.3429925
6.8,184.8,1659561506.5071511
6.8,184.8,1659561521.5204647
6.9,184.8,1659561522.6876242
6.9,184.8,1659561537.6897624
7.0,184.8,1659561538.8557303
7.0,184.8,1659561553.8646815
7.1,184.8,1659561555.032704
7.1,184.8,1659561570.0405731
7.2,184.8,1659561571.2095637
7.2,184.8,1659561586.2189906
7.3,184.8,1659561587.3992405
7.3,184.8,1659561602.4046109
7.4,184.8,1659561603.5755587
7.4,184.8,1659561618.577591
7.5,184.8,1659561619.7415078
7.5,184.8,1659561634.7528117
7.6,184.8,1659561635.9303727
7.6,184.8,1659561650.9349892
7.7,184.8,1659561652.1039922
7.7,184.8,1659561667.1099904
7.8,184.8,1659561668.273915
7.8,184.8,1659561683.2763968
7.9,184.8,1659561684.4339218
7.9,184.8,1659561699.4403648
8.0,184.8,1659561700.6065984
8.0,184.8,1659561715.611888
8.1,184.8,1659561716.7750742
8.1,184.8,1659561731.785195
8.2,184.8,1659561732.9496365
8.2,184.8,1659561747.9628053
8.3,184.8,1659561749.132014
8.3,184.8,1659561764.135946
8.4,184.8,1659561765.2976372
8.4,184.8,1659561780.3103168
8.5,184.8,1659561781.4871907
8.5,184.8,1659561796.487293
8.6,184.8,1659561797.6499085
8.6,184.8,1659561812.6540787
8.7,184.8,1659561813.8212583
8.7,184.8,1659561828.8272245
8.8,184.8,1659561829.9947646
8.8,184.8,1659561845.000227
8.9,184.8,1659561846.16298
8.9,184.8,1659561861.1722412
9.0,184.8,1659561862.341879
9.0,184.8,1659561877.345265
9.1,184.8,1659561878.5275068
9.1,184.8,1659561893.5357006
9.2,184.8,1659561894.6957147
9.2,184.8,1659561909.7017443
9.3,184.8,1659561910.870429
9.3,184.8,1659561925.8782177
9.4,184.8,1659561927.0403805
9.4,184.8,1659561942.04507
9.5,184.8,1659561943.2135384
9.5,184.8,1659561958.2155788
9.6,184.8,1659561959.398409
9.6,184.8,1659561974.4004934
9.7,184.8,1659561975.5651317
9.7,184.8,1659561990.568075
9.8,184.8,1659561991.730187
9.8,184.8,1659562006.7370422
9.9,184.8,1659562007.9074385
9.9,184.8,1659562022.9098535
10.0,184.8,1659562024.0771327
10.0,184.8,1659562039.0834541
10.1,184.8,1659562040.2405071
10.1,184.8,1659562055.2478564
10.2,184.8,1659562056.4183402
10.2,184.8,1659562071.4243846
10.3,184.8,1659562072.6001678
10.3,184.8,1659562087.6055684
10.4,184.8,1659562088.7743776
10.4,184.8,1659562103.7775798
10.5,184.8,1659562104.9551542
10.5,184.8,1659562119.9561088
10.6,184.8,1659562121.1191368
10.6,184.8,1659562136.1216424
10.7,184.8,1659562137.292091
10.7,184.8,1659562152.2987747
10.8,184.8,1659562153.4710934
10.8,184.8,1659562168.478106
10.9,184.8,1659562169.6531594
10.9,184.8,1659562184.6638606
11.0,184.8,1659562185.8311963
11.0,184.8,1659562200.8348954
11.1,184.8,1659562202.0122898
11.1,184.8,1659562217.0166001
11.2,184.8,1659562218.1844852
11.2,184.8,1659562233.1887968
11.3,184.8,1659562234.3526914
11.3,184.8,1659562249.3666234
11.4,184.8,1659562250.5403283
11.4,184.8,1659562265.5421598
11.5,184.8,1659562266.7071714
11.5,184.8,1659562281.7138412
