Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659849617.2475626, 55.0, 55.0, 5.0, 5000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_16 (V),IsCH_16 (A),TsCH_16 (s)
55.0,54.7477,0.02230,5.66297e+01,1.96683e-06,1659850312.7310472
55.0,54.7464,0.02230,5.66285e+01,1.96511e-06,1659850314.7469149
55.0,54.746,0.02230,5.66289e+01,1.95193e-06,1659850316.7670763
55.0,54.7475,0.02230,5.66305e+01,1.95021e-06,1659850318.7841372
55.0,54.7478,0.02230,5.66304e+01,1.95731e-06,1659850320.7980995
55.0,54.7471,0.02230,5.66282e+01,1.98287e-06,1659850322.816108
55.0,54.7473,0.02230,5.66288e+01,1.97543e-06,1659850324.8397133
55.0,54.7466,0.02230,5.66281e+01,1.97499e-06,1659850326.858988
55.0,54.7464,0.02230,5.66273e+01,1.98537e-06,1659850328.8816612
55.0,54.7465,0.02230,5.66280e+01,1.97532e-06,1659850330.8961253
55.0,54.7458,0.02230,5.66270e+01,1.98020e-06,1659850332.9077094
55.0,54.7473,0.02230,5.66287e+01,1.97794e-06,1659850334.9207404
55.0,54.7472,0.02230,5.66294e+01,1.96394e-06,1659850336.9437149
55.0,54.7478,0.02230,5.66287e+01,1.98565e-06,1659850338.9637692
55.0,54.747,0.02230,5.66293e+01,1.96216e-06,1659850340.9794831
55.0,54.7479,0.02230,5.66293e+01,1.97704e-06,1659850342.9914765
55.0,54.748,0.02230,5.66301e+01,1.96500e-06,1659850345.0166066
55.0,54.7475,0.02230,5.66294e+01,1.96852e-06,1659850347.029228
55.0,54.7474,0.02230,5.66326e+01,1.91347e-06,1659850349.0457168
55.0,54.7466,0.02230,5.66317e+01,1.91528e-06,1659850351.0598762
55.0,54.7467,0.02230,5.66309e+01,1.93030e-06,1659850353.0789254
55.0,54.7469,0.02230,5.66279e+01,1.98323e-06,1659850355.0998497
55.0,54.7463,0.02230,5.66273e+01,1.98388e-06,1659850357.1121867
55.0,54.7474,0.02230,5.66280e+01,1.99027e-06,1659850359.12381
55.0,54.7465,0.02230,5.66311e+01,1.92335e-06,1659850361.1469288
55.0,54.747,0.02230,5.66302e+01,1.94671e-06,1659850363.1598792
55.0,54.747,0.02230,5.66268e+01,2.00420e-06,1659850365.1920757
55.0,54.746,0.02230,5.66273e+01,1.97835e-06,1659850367.2037926
55.0,54.7468,0.02230,5.66269e+01,1.99909e-06,1659850369.2267845
55.0,54.7473,0.02230,5.66273e+01,2.00113e-06,1659850371.2430031
55.0,54.7468,0.02230,5.66264e+01,2.00743e-06,1659850373.287043
55.0,54.7471,0.02230,5.66280e+01,1.98532e-06,1659850375.322175
55.0,54.7475,0.02230,5.66279e+01,1.99443e-06,1659850377.3669293
55.0,54.7462,0.02230,5.66267e+01,1.99155e-06,1659850379.386888
55.0,54.747,0.02230,5.66268e+01,2.00461e-06,1659850381.4173205
55.0,54.747,0.02230,5.66267e+01,2.00500e-06,1659850383.457862
55.0,54.746,0.02230,5.66249e+01,2.01840e-06,1659850385.4897416
55.0,54.7473,0.02230,5.66267e+01,2.01096e-06,1659850387.524766
55.0,54.7473,0.02230,5.66294e+01,1.96468e-06,1659850389.5400739
55.0,54.7476,0.02230,5.66267e+01,2.01491e-06,1659850391.5587757
55.0,54.7467,0.02230,5.66261e+01,2.01114e-06,1659850393.575791
55.0,54.7469,0.02230,5.66262e+01,2.01177e-06,1659850395.5948825
55.0,54.7478,0.02230,5.66269e+01,2.01485e-06,1659850397.6044734
55.0,54.7463,0.02230,5.66284e+01,1.96619e-06,1659850399.6122017
55.0,54.747,0.02230,5.66287e+01,1.97188e-06,1659850401.6244557
55.0,54.7466,0.02230,5.66285e+01,1.96963e-06,1659850403.636938
55.0,54.7457,0.02230,5.66283e+01,1.95720e-06,1659850405.6501956
55.0,54.748,0.02230,5.66297e+01,1.97157e-06,1659850407.670989
55.0,54.7472,0.02230,5.66297e+01,1.95952e-06,1659850409.6959655
55.0,54.7478,0.02230,5.66301e+01,1.96257e-06,1659850411.7037942
55.0,54.7471,0.02230,5.66290e+01,1.96950e-06,1659850413.723458
55.0,54.7467,0.02230,5.66272e+01,1.99259e-06,1659850415.744009
55.0,54.7468,0.02230,5.66279e+01,1.98165e-06,1659850417.7603643
55.0,54.7466,0.02230,5.66263e+01,2.00476e-06,1659850419.776795
55.0,54.7477,0.02230,5.66281e+01,1.99430e-06,1659850421.7882116
55.0,54.7461,0.02230,5.66272e+01,1.98213e-06,1659850423.7997575
55.0,54.747,0.02230,5.66238e+01,2.05467e-06,1659850425.821697
55.0,54.7462,0.02230,5.66265e+01,1.99629e-06,1659850427.8378372
55.0,54.7466,0.02230,5.66283e+01,1.97184e-06,1659850429.8546126
55.0,54.747,0.02230,5.66269e+01,2.00294e-06,1659850431.8674376
55.0,54.746,0.02230,5.66263e+01,1.99574e-06,1659850433.8868823
55.0,54.7459,0.02230,5.66230e+01,2.04920e-06,1659850435.9018605
55.0,54.7473,0.02230,5.66256e+01,2.02933e-06,1659850437.9252357
55.0,54.7474,0.02230,5.66248e+01,2.04384e-06,1659850439.9407444
55.0,54.7467,0.02230,5.66247e+01,2.03323e-06,1659850441.959723
55.0,54.7476,0.02230,5.66247e+01,2.04908e-06,1659850443.977486
55.0,54.7468,0.02230,5.66243e+01,2.04190e-06,1659850445.9884994
55.0,54.7467,0.02230,5.66220e+01,2.07947e-06,1659850447.9999986
55.0,54.7465,0.02230,5.66224e+01,2.06874e-06,1659850450.0186188
55.0,54.7461,0.02230,5.66242e+01,2.03267e-06,1659850452.0366018
55.0,54.747,0.02230,5.66267e+01,2.00555e-06,1659850454.0527103
55.0,54.7467,0.02230,5.66258e+01,2.01605e-06,1659850456.0645518
55.0,54.746,0.02230,5.66248e+01,2.02091e-06,1659850458.081895
55.0,54.7476,0.02230,5.66234e+01,2.07050e-06,1659850460.0933425
55.0,54.7472,0.02230,5.66221e+01,2.08504e-06,1659850462.1070437
55.0,54.7466,0.02230,5.66222e+01,2.07420e-06,1659850464.1198437
55.0,54.7467,0.02230,5.66228e+01,2.06576e-06,1659850466.1319005
55.0,54.7481,0.02230,5.66232e+01,2.08216e-06,1659850468.1448169
55.0,54.7464,0.02230,5.66229e+01,2.05930e-06,1659850470.1600647
55.0,54.7478,0.02230,5.66239e+01,2.06599e-06,1659850472.1765823
55.0,54.747,0.02230,5.66225e+01,2.07503e-06,1659850474.1910145
55.0,54.7468,0.02230,5.66228e+01,2.06724e-06,1659850476.2092514
55.0,54.7466,0.02230,5.66205e+01,2.10227e-06,1659850478.224085
55.0,54.7467,0.02230,5.66200e+01,2.11187e-06,1659850480.2327442
55.0,54.7468,0.02230,5.66209e+01,2.09895e-06,1659850482.2418666
55.0,54.7465,0.02230,5.66199e+01,2.11079e-06,1659850484.2632375
55.0,54.7475,0.02230,5.66222e+01,2.08937e-06,1659850486.2838292
55.0,54.747,0.02230,5.66243e+01,2.04475e-06,1659850488.312155
55.0,54.7473,0.02230,5.66241e+01,2.05410e-06,1659850490.3335016
55.0,54.7473,0.02230,5.66240e+01,2.05511e-06,1659850492.3556657
55.0,54.7475,0.02230,5.66207e+01,2.11370e-06,1659850494.3909383
55.0,54.747,0.02230,5.66206e+01,2.10702e-06,1659850496.411983
55.0,54.7466,0.02230,5.66204e+01,2.10306e-06,1659850498.4381905
55.0,54.7469,0.02230,5.66215e+01,2.09071e-06,1659850500.4652095
55.0,54.7466,0.02230,5.66209e+01,2.09476e-06,1659850502.4856038
55.0,54.7471,0.02230,5.66202e+01,2.11521e-06,1659850504.4941142
55.0,54.7462,0.02230,5.66209e+01,2.08865e-06,1659850506.521621
55.0,54.7463,0.02230,5.66335e+01,1.88084e-06,1659850508.5355906
55.0,54.7476,0.02230,5.66323e+01,1.92141e-06,1659850510.5522194
55.0,54.7455,0.02230,5.66315e+01,1.89981e-06,1659850512.580755
55.0,54.7461,0.02230,5.66318e+01,1.90624e-06,1659850514.5951095
55.0,54.7463,0.02230,5.66312e+01,1.91882e-06,1659850516.6236985
55.0,54.7466,0.02230,5.66318e+01,1.91328e-06,1659850518.6557655
55.0,54.7459,0.02230,5.66216e+01,2.07240e-06,1659850520.6729174
55.0,54.7463,0.02230,5.66187e+01,2.12649e-06,1659850522.6910362
55.0,54.7472,0.02230,5.66227e+01,2.07478e-06,1659850524.7190888
55.0,54.7471,0.02230,5.66189e+01,2.13712e-06,1659850526.740478
55.0,54.7475,0.02230,5.66195e+01,2.13431e-06,1659850528.7512772
55.0,54.7473,0.02230,5.66197e+01,2.12735e-06,1659850530.776017
55.0,54.7464,0.02230,5.66196e+01,2.11316e-06,1659850532.788918
55.0,54.7479,0.02230,5.66200e+01,2.13158e-06,1659850534.795097
55.0,54.7476,0.02230,5.66198e+01,2.13093e-06,1659850536.8080127
55.0,54.7459,0.02230,5.66175e+01,2.13989e-06,1659850538.8275003
55.0,54.7465,0.02230,5.66163e+01,2.17098e-06,1659850540.8565123
55.0,54.7476,0.02230,5.66178e+01,2.16312e-06,1659850542.8757727
55.0,54.7469,0.02230,5.66162e+01,2.17808e-06,1659850544.9054036
55.0,54.7465,0.02230,5.66160e+01,2.17475e-06,1659850546.9236143
55.0,54.7473,0.02230,5.66165e+01,2.18026e-06,1659850548.935786
55.0,54.7477,0.02230,5.66172e+01,2.17481e-06,1659850550.952204
55.0,54.7475,0.02230,5.66173e+01,2.16974e-06,1659850552.9586878
55.0,54.7464,0.02230,5.66187e+01,2.12959e-06,1659850554.967469
55.0,54.7477,0.02230,5.66200e+01,2.12882e-06,1659850557.2415214
55.0,54.7474,0.02230,5.66171e+01,2.17270e-06,1659850559.2568448
55.0,54.7472,0.02230,5.66170e+01,2.16990e-06,1659850561.2721798
55.0,54.7475,0.02230,5.66178e+01,2.16143e-06,1659850563.2837644
55.0,54.747,0.02230,5.66172e+01,2.16460e-06,1659850565.2985992
55.0,54.7463,0.02230,5.66190e+01,2.12182e-06,1659850567.3076162
55.0,54.7464,0.02230,5.66168e+01,2.16036e-06,1659850569.3306754
55.0,54.747,0.02230,5.66147e+01,2.20522e-06,1659850571.3481193
55.0,54.746,0.02230,5.66170e+01,2.14972e-06,1659850573.3587017
55.0,54.7466,0.02230,5.66177e+01,2.14813e-06,1659850575.3684835
55.0,54.7471,0.02230,5.66184e+01,2.14564e-06,1659850577.3839905
55.0,54.7462,0.02230,5.66158e+01,2.17408e-06,1659850579.3958793
55.0,54.7469,0.02230,5.66174e+01,2.15838e-06,1659850581.411708
55.0,54.7458,0.02230,5.66171e+01,2.14635e-06,1659850583.4293337
55.0,54.7466,0.02230,5.66172e+01,2.15653e-06,1659850585.4408572
55.0,54.7473,0.02230,5.66188e+01,2.14166e-06,1659850587.4494498
55.0,54.747,0.02230,5.66147e+01,2.20548e-06,1659850589.4669502
55.0,54.7462,0.02230,5.66136e+01,2.21076e-06,1659850591.4829333
55.0,54.7469,0.02230,5.66148e+01,2.20218e-06,1659850593.4948385
55.0,54.7464,0.02230,5.66138e+01,2.21076e-06,1659850595.5075412
55.0,54.746,0.02230,5.66153e+01,2.17933e-06,1659850597.5197816
55.0,54.7473,0.02230,5.66153e+01,2.20116e-06,1659850599.530484
55.0,54.7464,0.02230,5.66150e+01,2.18994e-06,1659850601.5436852
55.0,54.7462,0.02230,5.66127e+01,2.22600e-06,1659850603.5600824
55.0,54.7462,0.02230,5.66121e+01,2.23622e-06,1659850605.575057
55.0,54.7466,0.02230,5.66116e+01,2.25015e-06,1659850607.5911078
55.0,54.746,0.02230,5.66111e+01,2.24866e-06,1659850609.6069288
55.0,54.7464,0.02230,5.66112e+01,2.25362e-06,1659850611.6269271
55.0,54.7468,0.02230,5.66128e+01,2.23317e-06,1659850613.6401367
55.0,54.7464,0.02230,5.66124e+01,2.23452e-06,1659850615.6520934
55.0,54.7466,0.02230,5.66123e+01,2.23852e-06,1659850617.663631
55.0,54.7476,0.02230,5.66135e+01,2.23612e-06,1659850619.6744003
55.0,54.7469,0.02230,5.66127e+01,2.23760e-06,1659850621.688396
55.0,54.7472,0.02230,5.66128e+01,2.24013e-06,1659850623.6951184
55.0,54.7469,0.02230,5.66122e+01,2.24596e-06,1659850625.7055824
55.0,54.7468,0.02230,5.66130e+01,2.22976e-06,1659850627.7200816
55.0,54.7457,0.02230,5.66123e+01,2.22421e-06,1659850629.738926
55.0,54.7467,0.02230,5.66125e+01,2.23785e-06,1659850631.747418
55.0,54.746,0.02230,5.66104e+01,2.25991e-06,1659850633.7597353
55.0,54.7471,0.02230,5.66104e+01,2.27864e-06,1659850635.7758465
55.0,54.7474,0.02230,5.66114e+01,2.26655e-06,1659850637.793202
55.0,54.7466,0.02230,5.66122e+01,2.24097e-06,1659850639.8087797
55.0,54.7458,0.02230,5.66133e+01,2.20837e-06,1659850641.8198962
55.0,54.7469,0.02230,5.66095e+01,2.29024e-06,1659850643.831643
55.0,54.7468,0.02230,5.66108e+01,2.26669e-06,1659850645.8498414
55.0,54.7479,0.02230,5.66121e+01,2.26447e-06,1659850647.8635511
55.0,54.7477,0.02230,5.66111e+01,2.27740e-06,1659850649.8817763
55.0,54.7457,0.02230,5.66090e+01,2.27965e-06,1659850651.8908954
55.0,54.7466,0.02230,5.66102e+01,2.27385e-06,1659850653.899673
55.0,54.7483,0.02230,5.66118e+01,2.27541e-06,1659850655.9160376
55.0,54.747,0.02230,5.66107e+01,2.27151e-06,1659850657.937944
55.0,54.7466,0.02230,5.66102e+01,2.27441e-06,1659850659.9520168
55.0,54.7466,0.02230,5.66105e+01,2.26956e-06,1659850661.9710507
55.0,54.7475,0.02230,5.66112e+01,2.27143e-06,1659850663.9879408
55.0,54.7469,0.02230,5.66088e+01,2.30191e-06,1659850666.0037918
55.0,54.7462,0.02230,5.66084e+01,2.29681e-06,1659850668.0202591
55.0,54.7474,0.02230,5.66128e+01,2.24310e-06,1659850670.0345948
55.0,54.7471,0.02230,5.66125e+01,2.24332e-06,1659850672.0551856
55.0,54.7469,0.02230,5.66111e+01,2.26311e-06,1659850674.066957
55.0,54.7474,0.02230,5.66114e+01,2.26648e-06,1659850676.085642
55.0,54.7474,0.02230,5.66112e+01,2.27134e-06,1659850678.0975692
55.0,54.7471,0.02230,5.66094e+01,2.29625e-06,1659850680.1107178
55.0,54.7475,0.02230,5.66087e+01,2.31444e-06,1659850682.1226976
55.0,54.747,0.02230,5.66087e+01,2.30594e-06,1659850684.1401486
55.0,54.7475,0.02230,5.66098e+01,2.29513e-06,1659850686.1499891
55.0,54.748,0.02230,5.66111e+01,2.28179e-06,1659850688.1637292
55.0,54.7464,0.02230,5.66094e+01,2.28348e-06,1659850690.1798487
55.0,54.7484,0.02230,5.66098e+01,2.31046e-06,1659850692.1892014
55.0,54.7462,0.02230,5.66111e+01,2.25202e-06,1659850694.2036884
55.0,54.7475,0.02230,5.66108e+01,2.27922e-06,1659850696.2230947
55.0,54.7469,0.02230,5.66099e+01,2.28443e-06,1659850698.243615
55.0,54.747,0.02230,5.66098e+01,2.28766e-06,1659850700.2588704
55.0,54.7469,0.02230,5.66095e+01,2.29033e-06,1659850702.275058
55.0,54.7462,0.02230,5.66085e+01,2.29566e-06,1659850704.2861273
55.0,54.7472,0.02230,5.66094e+01,2.29688e-06,1659850706.3015354
55.0,54.7465,0.02230,5.66095e+01,2.28473e-06,1659850708.3176985
55.0,54.7477,0.02230,5.66110e+01,2.27865e-06,1659850710.3318598
55.0,54.7464,0.02230,5.66074e+01,2.31774e-06,1659850712.3516476
55.0,54.7465,0.02230,5.66096e+01,2.28158e-06,1659850714.3637552
55.0,54.7472,0.02230,5.66073e+01,2.33278e-06,1659850716.379949
55.0,54.7476,0.02230,5.66071e+01,2.34215e-06,1659850718.3905218
55.0,54.7476,0.02230,5.66073e+01,2.33940e-06,1659850720.4033265
55.0,54.746,0.02230,5.66053e+01,2.34503e-06,1659850722.4267101
55.0,54.7476,0.02230,5.66069e+01,2.34516e-06,1659850724.4427838
55.0,54.7473,0.02230,5.66072e+01,2.33497e-06,1659850726.4572644
55.0,54.7467,0.02230,5.66050e+01,2.36202e-06,1659850728.470758
55.0,54.7467,0.02230,5.66041e+01,2.37685e-06,1659850730.482564
55.0,54.7465,0.02230,5.66046e+01,2.36562e-06,1659850732.4998524
55.0,54.7465,0.02230,5.66033e+01,2.38649e-06,1659850734.5172005
55.0,54.7468,0.02230,5.66039e+01,2.38259e-06,1659850736.5311546
55.0,54.7478,0.02230,5.66062e+01,2.36135e-06,1659850738.5425162
55.0,54.7474,0.02230,5.66092e+01,2.30325e-06,1659850740.560049
55.0,54.7463,0.02230,5.66069e+01,2.32379e-06,1659850742.5723166
55.0,54.7469,0.02230,5.66087e+01,2.30424e-06,1659850744.5887475
55.0,54.7468,0.02230,5.66070e+01,2.33141e-06,1659850746.6020732
55.0,54.7478,0.02230,5.66086e+01,2.32051e-06,1659850748.6252286
55.0,54.7474,0.02230,5.66077e+01,2.32963e-06,1659850750.6356893
55.0,54.7464,0.02230,5.66067e+01,2.32867e-06,1659850752.652305
55.0,54.7478,0.02230,5.66083e+01,2.32580e-06,1659850754.6615722
55.0,54.7462,0.02230,5.66063e+01,2.33154e-06,1659850756.6708395
55.0,54.7466,0.02230,5.66053e+01,2.35565e-06,1659850758.6846383
55.0,54.7472,0.02230,5.66026e+01,2.41128e-06,1659850760.702819
55.0,54.7473,0.02230,5.66022e+01,2.41879e-06,1659850762.7230513
55.0,54.7477,0.02230,5.66031e+01,2.41041e-06,1659850764.7404869
55.0,54.7481,0.02230,5.66044e+01,2.39552e-06,1659850766.7486026
55.0,54.7462,0.02230,5.66022e+01,2.40112e-06,1659850768.7659752
55.0,54.7475,0.02230,5.66041e+01,2.39127e-06,1659850770.779782
55.0,54.7482,0.02230,5.66049e+01,2.38856e-06,1659850772.7893538
55.0,54.7473,0.02230,5.66042e+01,2.38491e-06,1659850774.804023
55.0,54.7471,0.02230,5.66037e+01,2.39034e-06,1659850776.8144305
55.0,54.747,0.02230,5.66027e+01,2.40511e-06,1659850778.8482482
55.0,54.746,0.02230,5.66027e+01,2.38957e-06,1659850780.8797097
55.0,54.7473,0.02230,5.66028e+01,2.40889e-06,1659850782.9119542
55.0,54.7468,0.02230,5.66023e+01,2.40848e-06,1659850784.940531
55.0,54.7466,0.02230,5.66062e+01,2.33998e-06,1659850786.9699764
55.0,54.7467,0.02230,5.66060e+01,2.34640e-06,1659850789.007977
55.0,54.7474,0.02230,5.66031e+01,2.40532e-06,1659850791.0366378
55.0,54.7463,0.02230,5.66038e+01,2.37518e-06,1659850793.0794034
55.0,54.7475,0.02230,5.66051e+01,2.37338e-06,1659850795.1199732
55.0,54.7466,0.02230,5.66041e+01,2.37562e-06,1659850797.150188
55.0,54.746,0.02230,5.66032e+01,2.38142e-06,1659850799.1851313
55.0,54.7463,0.02230,5.66028e+01,2.39237e-06,1659850801.221898
55.0,54.746,0.02230,5.66036e+01,2.37333e-06,1659850803.2386518
55.0,54.7468,0.02230,5.66019e+01,2.41503e-06,1659850805.2336295
55.0,54.7469,0.02230,5.66032e+01,2.39536e-06,1659850807.2616327
55.0,54.7459,0.02230,5.66048e+01,2.35225e-06,1659850809.2837365
55.0,54.7456,0.02230,5.66022e+01,2.39134e-06,1659850811.3110723
55.0,54.7453,0.02230,5.66022e+01,2.38496e-06,1659850813.3280857
55.0,54.7465,0.02230,5.65993e+01,2.45472e-06,1659850815.342075
55.0,54.7461,0.02230,5.65987e+01,2.45696e-06,1659850817.3572505
55.0,54.7467,0.02230,5.66000e+01,2.44482e-06,1659850819.3732436
55.0,54.7461,0.02230,5.65980e+01,2.46857e-06,1659850821.3852973
55.0,54.7479,0.02230,5.66027e+01,2.41979e-06,1659850823.3954077
55.0,54.7464,0.02230,5.66012e+01,2.41996e-06,1659850825.4161773
55.0,54.7465,0.02230,5.66010e+01,2.42594e-06,1659850827.4275334
55.0,54.7465,0.02230,5.66020e+01,2.40889e-06,1659850829.4445682
55.0,54.7456,0.02230,5.66017e+01,2.39888e-06,1659850831.4642904
55.0,54.7479,0.02230,5.66018e+01,2.43516e-06,1659850833.477417
55.0,54.746,0.02230,5.66022e+01,2.39710e-06,1659850835.4884722
55.0,54.748,0.02230,5.66018e+01,2.43722e-06,1659850837.512227
55.0,54.7471,0.02230,5.66010e+01,2.43529e-06,1659850839.5316887
55.0,54.7462,0.02230,5.66017e+01,2.40959e-06,1659850841.5480778
55.0,54.746,0.02230,5.66012e+01,2.41409e-06,1659850843.5621736
55.0,54.746,0.02230,5.65999e+01,2.43532e-06,1659850845.5820463
55.0,54.7467,0.02230,5.66032e+01,2.39154e-06,1659850847.5940778
55.0,54.7461,0.02230,5.66007e+01,2.42447e-06,1659850849.6109476
55.0,54.7466,0.02230,5.66008e+01,2.43121e-06,1659850851.6277437
55.0,54.7464,0.02230,5.65986e+01,2.46338e-06,1659850853.6423013
55.0,54.7461,0.02230,5.65984e+01,2.46270e-06,1659850855.6708179
55.0,54.747,0.02230,5.65993e+01,2.46240e-06,1659850857.6869075
55.0,54.7472,0.02230,5.66012e+01,2.43358e-06,1659850859.6999528
55.0,54.7459,0.02230,5.65989e+01,2.45125e-06,1659850861.7122045
55.0,54.7468,0.02230,5.66006e+01,2.43649e-06,1659850863.7201004
55.0,54.7456,0.02230,5.66005e+01,2.41912e-06,1659850865.7331662
55.0,54.7467,0.02230,5.66006e+01,2.43526e-06,1659850867.743742
55.0,54.7464,0.02230,5.65995e+01,2.44895e-06,1659850869.7557847
55.0,54.7459,0.02230,5.65994e+01,2.44227e-06,1659850871.7727928
55.0,54.746,0.02230,5.65993e+01,2.44542e-06,1659850873.7855728
55.0,54.7468,0.02230,5.66011e+01,2.42863e-06,1659850875.7948608
55.0,54.7461,0.02230,5.65985e+01,2.45987e-06,1659850877.806773
55.0,54.7459,0.02230,5.66004e+01,2.42515e-06,1659850879.8189113
55.0,54.7457,0.02230,5.65966e+01,2.48532e-06,1659850881.8297756
55.0,54.7471,0.02230,5.65963e+01,2.51356e-06,1659850883.8438253
55.0,54.7453,0.02230,5.65967e+01,2.47734e-06,1659850885.8629313
55.0,54.7458,0.02230,5.65958e+01,2.50116e-06,1659850887.8760998
55.0,54.7463,0.02230,5.65989e+01,2.45667e-06,1659850889.8887665
55.0,54.7463,0.02230,5.65946e+01,2.52865e-06,1659850891.9110532
55.0,54.7464,0.02230,5.65949e+01,2.52506e-06,1659850893.9246032
55.0,54.7468,0.02230,5.65941e+01,2.54519e-06,1659850895.9413795
55.0,54.7463,0.02230,5.65970e+01,2.48931e-06,1659850897.9557173
55.0,54.7458,0.02230,5.65985e+01,2.45602e-06,1659850899.9946418
55.0,54.7473,0.02230,5.65986e+01,2.47887e-06,1659850902.025702
55.0,54.7469,0.02230,5.65972e+01,2.49592e-06,1659850904.0516405
55.0,54.7458,0.02230,5.65963e+01,2.49197e-06,1659850906.0856338
55.0,54.7471,0.02230,5.65999e+01,2.45421e-06,1659850908.1135058
55.0,54.7468,0.02230,5.65967e+01,2.50231e-06,1659850910.1366038
55.0,54.7476,0.02230,5.65978e+01,2.49655e-06,1659850912.1755013
55.0,54.7465,0.02230,5.65961e+01,2.50798e-06,1659850914.2063184
55.0,54.747,0.02230,5.65966e+01,2.50708e-06,1659850916.2479815
55.0,54.7469,0.02230,5.65941e+01,2.54751e-06,1659850918.274718
55.0,54.7463,0.02230,5.65949e+01,2.52340e-06,1659850920.3002932
55.0,54.7473,0.02230,5.65954e+01,2.53192e-06,1659850922.3315744
55.0,54.7472,0.02230,5.65979e+01,2.48815e-06,1659850924.3640354
55.0,54.7461,0.02230,5.65959e+01,2.50437e-06,1659850926.388758
55.0,54.748,0.02230,5.65986e+01,2.49061e-06,1659850928.4282134
55.0,54.7457,0.02230,5.65954e+01,2.50626e-06,1659850930.440733
55.0,54.747,0.02230,5.65974e+01,2.49431e-06,1659850932.4629836
55.0,54.7476,0.02230,5.65982e+01,2.49082e-06,1659850934.513689
55.0,54.7472,0.02230,5.65981e+01,2.48560e-06,1659850936.549121
55.0,54.7477,0.02230,5.65957e+01,2.53370e-06,1659850938.5747766
55.0,54.7465,0.02230,5.65932e+01,2.55641e-06,1659850940.6092374
55.0,54.7477,0.02230,5.65970e+01,2.51312e-06,1659850942.632094
55.0,54.7469,0.02230,5.65936e+01,2.55643e-06,1659850944.6653295
55.0,54.7465,0.02230,5.65901e+01,2.60672e-06,1659850946.700892
55.0,54.7472,0.02230,5.65929e+01,2.57269e-06,1659850948.7347717
55.0,54.747,0.02230,5.65909e+01,2.60244e-06,1659850950.7760653
55.0,54.7453,0.02230,5.65913e+01,2.56809e-06,1659850952.8143473
55.0,54.7469,0.02230,5.65949e+01,2.53468e-06,1659850954.8439429
55.0,54.7465,0.02230,5.65951e+01,2.52373e-06,1659850956.8798282
55.0,54.7461,0.02230,5.65929e+01,2.55367e-06,1659850958.9066248
55.0,54.7456,0.02230,5.65933e+01,2.53967e-06,1659850960.9401429
55.0,54.7465,0.02230,5.65951e+01,2.52469e-06,1659850962.9640577
55.0,54.7459,0.02230,5.65904e+01,2.59174e-06,1659850964.9951358
55.0,54.7467,0.02230,5.65904e+01,2.60541e-06,1659850967.0270329
55.0,54.7465,0.02230,5.65944e+01,2.53488e-06,1659850969.0596483
55.0,54.746,0.02230,5.65947e+01,2.52267e-06,1659850971.095019
55.0,54.7465,0.02230,5.65937e+01,2.54702e-06,1659850973.135428
55.0,54.7466,0.02230,5.65941e+01,2.54287e-06,1659850975.1710725
55.0,54.7458,0.02230,5.65924e+01,2.55784e-06,1659850977.1997874
55.0,54.7463,0.02230,5.65918e+01,2.57557e-06,1659850979.2368956
55.0,54.7457,0.02230,5.65919e+01,2.56409e-06,1659850981.2678692
55.0,54.7456,0.02230,5.65913e+01,2.57239e-06,1659850983.2906897
55.0,54.7468,0.02230,5.65907e+01,2.60228e-06,1659850985.329827
55.0,54.7456,0.02230,5.65887e+01,2.61554e-06,1659850987.3625193
55.0,54.7465,0.02230,5.65893e+01,2.62105e-06,1659850989.4017372
55.0,54.7463,0.02230,5.65884e+01,2.63314e-06,1659850991.4366126
55.0,54.7456,0.02230,5.65874e+01,2.63765e-06,1659850993.4612029
55.0,54.7461,0.02230,5.65903e+01,2.59724e-06,1659850995.5029523
55.0,54.7455,0.02230,5.65885e+01,2.61752e-06,1659850997.540059
55.0,54.7459,0.02230,5.65906e+01,2.58977e-06,1659850999.56693
55.0,54.7447,0.02230,5.65919e+01,2.54651e-06,1659851001.605363
55.0,54.7473,0.02230,5.65961e+01,2.52118e-06,1659851003.6191905
55.0,54.7466,0.02230,5.65927e+01,2.56576e-06,1659851005.6478698
55.0,54.7464,0.02230,5.65914e+01,2.58457e-06,1659851007.6677456
55.0,54.7467,0.02230,5.65909e+01,2.59682e-06,1659851009.6958787
55.0,54.7467,0.02230,5.65920e+01,2.57913e-06,1659851011.7196403
55.0,54.7463,0.02230,5.65919e+01,2.57355e-06,1659851013.7538548
55.0,54.7461,0.02230,5.65914e+01,2.57816e-06,1659851015.7878067
55.0,54.7469,0.02230,5.65882e+01,2.64560e-06,1659851017.8325753
55.0,54.7471,0.02230,5.65890e+01,2.63538e-06,1659851019.8552926
55.0,54.7467,0.02230,5.65923e+01,2.57355e-06,1659851021.8830867
55.0,54.7468,0.02230,5.65923e+01,2.57624e-06,1659851023.9198022
55.0,54.7466,0.02230,5.65897e+01,2.61567e-06,1659851025.9504805
55.0,54.7472,0.02230,5.65907e+01,2.60836e-06,1659851027.981241
55.0,54.7468,0.02230,5.65907e+01,2.60185e-06,1659851030.0106232
55.0,54.7475,0.02230,5.65928e+01,2.57892e-06,1659851032.0427608
55.0,54.7475,0.02230,5.65907e+01,2.61478e-06,1659851034.0841196
