Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH1 Source
1,1,65,-22.81600E-003,-2.70000E-012,7.22358E+000,0.00000E+000
1,1,66,-26.59100E-003,11.40000E-012,7.36198E+000,0.00000E+000
1,1,67,30.99600E-003,-5.30000E-012,7.46595E+000,0.00000E+000
1,1,68,32.31200E-003,8.40000E-012,7.56989E+000,0.00000E+000
1,1,69,-24.61000E-003,6.10000E-012,7.67383E+000,0.00000E+000
1,1,70,-37.55400E-003,4.40000E-012,7.77772E+000,0.00000E+000
1,1,71,41.35600E-003,13.70000E-012,7.91784E+000,0.00000E+000
1,1,72,8.30400E-003,16.80000E-012,8.02181E+000,0.00000E+000
1,1,73,-38.92000E-003,9.70000E-012,8.12571E+000,0.00000E+000
1,1,74,-17.12200E-003,17.70000E-012,8.22960E+000,0.00000E+000
1,1,75,35.94500E-003,5.80000E-012,8.33351E+000,0.00000E+000
1,1,76,-34.67700E-003,14.20000E-012,8.47506E+000,0.00000E+000
1,1,77,-6.81600E-003,-1.90000E-012,8.58048E+000,0.00000E+000
1,1,78,39.14500E-003,10.70000E-012,8.68437E+000,0.00000E+000
1,1,79,16.46200E-003,2.30000E-012,8.78827E+000,0.00000E+000
1,1,80,-36.21500E-003,-4.30000E-012,8.89219E+000,0.00000E+000
1,1,81,30.22700E-003,13.60000E-012,9.03324E+000,0.00000E+000
1,1,82,28.13800E-003,12.70000E-012,9.13765E+000,0.00000E+000
1,1,83,-28.69200E-003,13.40000E-012,9.24156E+000,0.00000E+000
1,1,84,-34.87800E-003,2.50000E-012,9.34549E+000,0.00000E+000
1,1,85,21.39400E-003,-1.60000E-012,9.44951E+000,0.00000E+000
1,1,86,28.69900E-003,13.80000E-012,9.58791E+000,0.00000E+000
1,1,87,-41.43300E-003,2.80000E-012,9.69462E+000,0.00000E+000
1,1,88,1.39900E-003,9.60000E-012,9.79851E+000,0.00000E+000
1,1,89,41.54800E-003,3.80000E-012,9.90242E+000,0.00000E+000
1,1,90,8.40300E-003,2.70000E-012,10.00631E+000,0.00000E+000
1,1,91,29.63500E-003,-5.00000E-012,10.15064E+000,0.00000E+000
1,1,92,18.08700E-003,16.20000E-012,10.25584E+000,0.00000E+000
1,1,93,-36.41000E-003,-12.20000E-012,10.35998E+000,0.00000E+000
1,1,94,-23.93300E-003,12.70000E-012,10.46395E+000,0.00000E+000
1,1,95,31.67400E-003,1.80000E-012,10.56786E+000,0.00000E+000
1,1,96,1.30900E-003,8.80000E-012,10.70742E+000,0.00000E+000
1,1,97,-41.15300E-003,12.90000E-012,10.81139E+000,0.00000E+000
1,1,98,-10.26300E-003,19.60000E-012,10.91530E+000,0.00000E+000
1,1,99,41.93900E-003,-5.70000E-012,11.02059E+000,0.00000E+000
1,1,100,1.05100E-003,12.70000E-012,11.12450E+000,0.00000E+000
1,1,101,-39.21000E-003,20.80000E-012,11.26323E+000,0.00000E+000
1,1,102,11.29400E-003,5.20000E-012,11.36722E+000,0.00000E+000
1,1,103,40.41600E-003,10.20000E-012,11.47155E+000,0.00000E+000
1,1,104,-25.94800E-003,3.70000E-012,11.58155E+000,0.00000E+000
1,1,105,30.04400E-003,5.70000E-012,11.68546E+000,0.00000E+000
1,1,106,41.49300E-003,6.30000E-012,11.82089E+000,0.00000E+000
1,1,107,-41.80900E-003,-200.00000E-015,11.92977E+000,0.00000E+000
1,1,108,-2.31600E-003,-300.00000E-015,12.03367E+000,0.00000E+000
1,1,109,41.75000E-003,-5.90000E-012,12.13820E+000,0.00000E+000
1,1,110,4.26000E-003,4.20000E-012,12.24211E+000,0.00000E+000
1,1,111,-41.47000E-003,-8.60000E-012,12.38050E+000,0.00000E+000
1,1,112,41.58800E-003,3.30000E-012,12.48834E+000,0.00000E+000
1,1,113,8.23700E-003,7.90000E-012,12.59223E+000,0.00000E+000
1,1,114,20.03900E-003,20.80000E-012,12.70253E+000,0.00000E+000
1,1,115,39.91200E-003,-8.00000E-012,12.80647E+000,0.00000E+000
1,1,116,2.80800E-003,16.30000E-012,12.93508E+000,0.00000E+000
1,1,117,-41.41400E-003,4.30000E-012,13.04797E+000,0.00000E+000
1,1,118,1.05500E-003,1.50000E-012,13.15188E+000,0.00000E+000
1,1,119,41.36200E-003,3.50000E-012,13.25577E+000,0.00000E+000
1,1,120,9.66500E-003,100.00000E-015,13.35970E+000,0.00000E+000
1,1,121,-30.01800E-003,-15.60000E-012,13.50008E+000,0.00000E+000
1,1,122,39.13100E-003,21.40000E-012,13.60569E+000,0.00000E+000
1,1,123,16.85100E-003,-6.40000E-012,13.70963E+000,0.00000E+000
1,1,124,-37.22100E-003,13.60000E-012,13.81386E+000,0.00000E+000
1,1,125,-23.34000E-003,4.80000E-012,13.91777E+000,0.00000E+000
1,1,126,41.92600E-003,19.80000E-012,14.05728E+000,0.00000E+000
1,1,127,-25.81800E-003,16.30000E-012,14.16790E+000,0.00000E+000
1,1,128,30.16900E-003,10.30000E-012,14.27184E+000,0.00000E+000
1,1,129,34.48200E-003,10.00000E-012,14.37574E+000,0.00000E+000
1,1,130,-19.21300E-003,6.20000E-012,14.47963E+000,0.00000E+000
1,1,131,41.83600E-003,8.10000E-012,14.62448E+000,0.00000E+000
1,1,132,-35.29700E-003,12.90000E-012,14.73129E+000,0.00000E+000
1,1,133,-28.36500E-003,4.10000E-012,14.83519E+000,0.00000E+000
1,1,134,27.53500E-003,12.60000E-012,14.93910E+000,0.00000E+000
1,1,135,36.17600E-003,15.60000E-012,15.04305E+000,0.00000E+000
1,1,136,-37.33200E-003,8.80000E-012,15.18222E+000,0.00000E+000
1,1,137,31.36900E-003,3.80000E-012,15.28987E+000,0.00000E+000
1,1,138,33.21600E-003,9.00000E-012,15.39378E+000,0.00000E+000
1,1,139,-22.12300E-003,-9.20000E-012,15.49772E+000,0.00000E+000
1,1,140,-36.47000E-003,21.30000E-012,15.60200E+000,0.00000E+000
1,1,141,26.27900E-003,8.50000E-012,15.73996E+000,0.00000E+000
1,1,142,-15.95500E-003,20.20000E-012,15.84776E+000,0.00000E+000
1,1,143,-31.08200E-003,3.80000E-012,15.95296E+000,0.00000E+000
1,1,144,38.12400E-003,6.70000E-012,16.05844E+000,0.00000E+000
1,1,145,20.14500E-003,11.50000E-012,16.16236E+000,0.00000E+000
1,1,146,-37.52600E-003,-1.70000E-012,16.30024E+000,0.00000E+000
1,1,147,28.81400E-003,16.50000E-012,16.41202E+000,0.00000E+000
1,1,148,-27.45700E-003,14.10000E-012,16.51593E+000,0.00000E+000
1,1,149,-36.18300E-003,2.30000E-012,16.61985E+000,0.00000E+000
1,1,150,16.45600E-003,9.10000E-012,16.72376E+000,0.00000E+000
1,1,151,3.08300E-003,11.30000E-012,16.86430E+000,0.00000E+000
1,1,152,16.26400E-003,2.20000E-012,16.97400E+000,0.00000E+000
1,1,153,40.72900E-003,5.80000E-012,17.07797E+000,0.00000E+000
1,1,154,-5.49500E-003,2.00000E-012,17.18189E+000,0.00000E+000
1,1,155,-41.88900E-003,15.50000E-012,17.28580E+000,0.00000E+000
1,1,156,40.80200E-003,12.90000E-012,17.42705E+000,0.00000E+000
1,1,157,-36.60400E-003,12.30000E-012,17.53463E+000,0.00000E+000
1,1,158,-24.67100E-003,19.50000E-012,17.63855E+000,0.00000E+000
1,1,159,32.02600E-003,-3.60000E-012,17.74253E+000,0.00000E+000
1,1,160,32.10400E-003,7.10000E-012,17.84646E+000,0.00000E+000
1,1,161,-41.84100E-003,17.50000E-012,17.98629E+000,0.00000E+000
1,1,162,-41.59100E-003,6.10000E-012,18.10357E+000,0.00000E+000
1,1,163,714.00000E-006,4.10000E-012,18.20745E+000,0.00000E+000
1,1,164,41.52800E-003,12.40000E-012,18.31135E+000,0.00000E+000
1,1,165,8.93000E-003,-1.40000E-012,18.41526E+000,0.00000E+000
1,1,166,-30.54600E-003,-5.00000E-012,18.55547E+000,0.00000E+000
1,1,167,22.53200E-003,11.20000E-012,18.66450E+000,0.00000E+000
1,1,168,-33.09900E-003,13.20000E-012,18.76841E+000,0.00000E+000
1,1,169,-11.41100E-003,14.10000E-012,18.87374E+000,0.00000E+000
1,1,170,37.65600E-003,3.30000E-012,18.97764E+000,0.00000E+000
1,1,171,16.44900E-003,1.20000E-012,19.11523E+000,0.00000E+000
1,1,172,10.97300E-003,16.40000E-012,19.22549E+000,0.00000E+000
1,1,173,41.58200E-003,2.00000E-012,19.32943E+000,0.00000E+000
1,1,174,-1.43700E-003,9.90000E-012,19.43336E+000,0.00000E+000
1,1,175,-41.72400E-003,10.40000E-012,19.53726E+000,0.00000E+000
1,1,176,-38.56700E-003,10.20000E-012,19.67199E+000,0.00000E+000
1,1,177,-41.06200E-003,6.80000E-012,19.78823E+000,0.00000E+000
1,1,178,41.09400E-003,3.30000E-012,19.89664E+000,0.00000E+000
1,1,179,-10.43400E-003,1.00000E-012,20.00094E+000,0.00000E+000
1,1,180,-41.68800E-003,2.30000E-012,20.10485E+000,0.00000E+000
1,1,181,-24.46500E-003,-7.60000E-012,20.24035E+000,0.00000E+000
1,1,182,-27.57100E-003,12.00000E-012,20.35687E+000,0.00000E+000
1,1,183,29.29300E-003,-500.00000E-015,20.46078E+000,0.00000E+000
1,1,184,34.71800E-003,2.50000E-012,20.56466E+000,0.00000E+000
1,1,185,-20.47300E-003,23.60000E-012,20.66859E+000,0.00000E+000
1,1,186,23.45500E-003,-1.20000E-012,20.81053E+000,0.00000E+000
1,1,187,-41.92000E-003,6.00000E-012,20.92192E+000,0.00000E+000
1,1,188,-41.00000E-006,2.70000E-012,21.02584E+000,0.00000E+000
1,1,189,41.50300E-003,1.20000E-012,21.12977E+000,0.00000E+000
1,1,190,-4.83400E-003,3.90000E-012,21.23463E+000,0.00000E+000
1,1,191,-10.02900E-003,17.50000E-012,21.37531E+000,0.00000E+000
1,1,192,-22.67400E-003,12.90000E-012,21.48585E+000,0.00000E+000
1,1,193,-38.51600E-003,11.40000E-012,21.58976E+000,0.00000E+000
1,1,194,12.27600E-003,7.10000E-012,21.69368E+000,0.00000E+000
1,1,195,41.39600E-003,16.30000E-012,21.79760E+000,0.00000E+000
1,1,196,-22.52300E-003,6.30000E-012,21.93609E+000,0.00000E+000
1,1,197,41.42200E-003,3.50000E-012,22.04774E+000,0.00000E+000
1,1,198,-19.96400E-003,8.10000E-012,22.15272E+000,0.00000E+000
1,1,199,-39.72600E-003,13.30000E-012,22.25662E+000,0.00000E+000
1,1,200,9.41800E-003,-12.40000E-012,22.36053E+000,0.00000E+000
1,1,201,-1.26400E-003,1.80000E-012,22.50176E+000,0.00000E+000
1,1,202,8.76400E-003,17.20000E-012,22.61777E+000,0.00000E+000
1,1,203,-38.77700E-003,10.60000E-012,22.72169E+000,0.00000E+000
1,1,204,-17.74500E-003,4.10000E-012,22.82559E+000,0.00000E+000
1,1,205,36.01700E-003,15.00000E-012,22.92960E+000,0.00000E+000
1,1,206,-41.35500E-003,3.90000E-012,23.07245E+000,0.00000E+000
1,1,207,-22.07400E-003,11.80000E-012,23.18675E+000,0.00000E+000
1,1,208,-38.31500E-003,-6.70000E-012,23.29075E+000,0.00000E+000
1,1,209,29.11100E-003,3.40000E-012,23.39574E+000,0.00000E+000
1,1,210,15.46100E-003,8.40000E-012,23.50113E+000,0.00000E+000
1,1,211,-25.28900E-003,9.20000E-012,23.64221E+000,0.00000E+000
1,1,212,-38.38200E-003,9.90000E-012,23.75551E+000,0.00000E+000
1,1,213,-17.96700E-003,24.30000E-012,23.85949E+000,0.00000E+000
1,1,214,35.59700E-003,-200.00000E-015,23.96341E+000,0.00000E+000
1,1,215,27.24900E-003,8.30000E-012,24.06731E+000,0.00000E+000
1,1,216,-39.34000E-003,-200.00000E-015,24.20597E+000,0.00000E+000
1,1,217,-6.10600E-003,2.10000E-012,24.31978E+000,0.00000E+000
1,1,218,32.56800E-003,-7.60000E-012,24.42998E+000,0.00000E+000
1,1,219,31.49700E-003,900.00000E-015,24.53389E+000,0.00000E+000
1,1,220,-24.75800E-003,10.90000E-012,24.63778E+000,0.00000E+000
1,1,221,-38.01500E-003,10.50000E-012,24.77270E+000,0.00000E+000
1,1,222,16.94400E-003,17.30000E-012,24.88518E+000,0.00000E+000
1,1,223,-40.75000E-003,-7.30000E-012,24.99010E+000,0.00000E+000
1,1,224,-11.24700E-003,6.80000E-012,25.09402E+000,0.00000E+000
1,1,225,37.70500E-003,2.20000E-012,25.19795E+000,0.00000E+000
1,1,226,17.79100E-003,9.90000E-012,25.33540E+000,0.00000E+000
1,1,227,41.91000E-003,4.90000E-012,25.44955E+000,0.00000E+000
1,1,228,168.00000E-006,15.40000E-012,25.55346E+000,0.00000E+000
1,1,229,-41.33500E-003,4.10000E-012,25.65735E+000,0.00000E+000
1,1,230,-8.48100E-003,7.60000E-012,25.76131E+000,0.00000E+000
1,1,231,7.08000E-003,7.10000E-012,25.90318E+000,0.00000E+000
1,1,232,40.38800E-003,-7.30000E-012,26.01567E+000,0.00000E+000
1,1,233,-1.90300E-003,-9.30000E-012,26.12064E+000,0.00000E+000
1,1,234,-41.93400E-003,8.30000E-012,26.22490E+000,0.00000E+000
1,1,235,-2.02300E-003,11.40000E-012,26.32882E+000,0.00000E+000
1,1,236,31.65300E-003,12.90000E-012,26.46453E+000,0.00000E+000
1,1,237,2.27600E-003,21.00000E-012,26.58731E+000,0.00000E+000
1,1,238,-40.97600E-003,9.10000E-012,26.69125E+000,0.00000E+000
1,1,239,-10.88600E-003,2.10000E-012,26.79516E+000,0.00000E+000
1,1,240,37.72300E-003,12.80000E-012,26.89907E+000,0.00000E+000
1,1,241,1.66400E-003,4.70000E-012,27.03766E+000,0.00000E+000
1,1,242,-4.94500E-003,-3.90000E-012,27.15488E+000,0.00000E+000
1,1,243,-42.06700E-003,8.60000E-012,27.25879E+000,0.00000E+000
1,1,244,-3.99600E-003,11.60000E-012,27.36270E+000,0.00000E+000
1,1,245,40.20800E-003,12.50000E-012,27.46660E+000,0.00000E+000
1,1,246,-36.30100E-003,-6.20000E-012,27.61041E+000,0.00000E+000
1,1,247,-41.99300E-003,10.90000E-012,27.72594E+000,0.00000E+000
1,1,248,-1.78100E-003,4.90000E-012,27.82985E+000,0.00000E+000
1,1,249,39.60400E-003,5.40000E-012,27.93520E+000,0.00000E+000
1,1,250,-9.63600E-003,1.40000E-012,28.03910E+000,0.00000E+000
1,1,251,-38.61800E-003,11.60000E-012,28.17716E+000,0.00000E+000
1,1,252,-39.83000E-003,10.90000E-012,28.29208E+000,0.00000E+000
1,1,253,-15.19700E-003,1.70000E-012,28.39597E+000,0.00000E+000
1,1,254,36.24000E-003,-4.60000E-012,28.49986E+000,0.00000E+000
1,1,255,25.34000E-003,5.70000E-012,28.60377E+000,0.00000E+000
1,1,256,-40.57100E-003,11.20000E-012,28.74390E+000,0.00000E+000
1,1,257,-39.66700E-003,9.90000E-012,28.85911E+000,0.00000E+000
1,1,258,-14.93000E-003,-1.10000E-012,28.96306E+000,0.00000E+000
1,1,259,36.56700E-003,11.10000E-012,29.06700E+000,0.00000E+000
1,1,260,24.60400E-003,13.50000E-012,29.17091E+000,0.00000E+000
1,1,261,-4.91000E-003,12.90000E-012,29.31402E+000,0.00000E+000
1,1,262,-20.48000E-003,1.90000E-012,29.42970E+000,0.00000E+000
1,1,263,33.96400E-003,1.50000E-012,29.53360E+000,0.00000E+000
1,1,264,30.09200E-003,-8.90000E-012,29.63749E+000,0.00000E+000
1,1,265,-41.95000E-003,-2.60000E-012,29.74385E+000,0.00000E+000
1,1,266,-16.44000E-003,5.40000E-012,29.88031E+000,0.00000E+000
1,1,267,19.56600E-003,-8.40000E-012,29.99947E+000,0.00000E+000
1,1,268,40.06500E-003,10.00000E-012,30.10338E+000,0.00000E+000
1,1,269,-7.71600E-003,7.70000E-012,30.20725E+000,0.00000E+000
1,1,270,-41.24700E-003,4.50000E-012,30.31154E+000,0.00000E+000
1,1,271,39.78600E-003,9.80000E-012,30.45204E+000,0.00000E+000
1,1,272,42.09700E-003,200.00000E-015,30.56978E+000,0.00000E+000
1,1,273,430.00000E-006,11.70000E-012,30.67374E+000,0.00000E+000
1,1,274,-41.56900E-003,7.30000E-012,30.77767E+000,0.00000E+000
1,1,275,-9.29400E-003,-1.60000E-012,30.88158E+000,0.00000E+000
1,1,276,31.18100E-003,4.40000E-012,31.02180E+000,0.00000E+000
1,1,277,28.77600E-003,17.70000E-012,31.13876E+000,0.00000E+000
1,1,278,-28.35700E-003,7.70000E-012,31.24270E+000,0.00000E+000
1,1,279,-29.01800E-003,14.90000E-012,31.34723E+000,0.00000E+000
1,1,280,36.16300E-003,7.90000E-012,31.45206E+000,0.00000E+000
1,1,281,8.30200E-003,15.40000E-012,31.59055E+000,0.00000E+000
1,1,282,15.08000E-003,10.90000E-012,31.70682E+000,0.00000E+000
1,1,283,-41.83600E-003,6.10000E-012,31.81203E+000,0.00000E+000
1,1,284,-6.14700E-003,7.30000E-012,31.91594E+000,0.00000E+000
1,1,285,39.58800E-003,-13.00000E-012,32.01986E+000,0.00000E+000
1,1,286,13.25300E-003,7.80000E-012,32.15729E+000,0.00000E+000
1,1,287,-1.56800E-003,-3.80000E-012,32.27510E+000,0.00000E+000
1,1,288,-40.48500E-003,-14.40000E-012,32.38000E+000,0.00000E+000
1,1,289,6.26400E-003,-6.30000E-012,32.48390E+000,0.00000E+000
1,1,290,41.85400E-003,4.20000E-012,32.58781E+000,0.00000E+000
1,1,291,-29.29200E-003,12.50000E-012,32.72723E+000,0.00000E+000
1,1,292,-39.58200E-003,17.50000E-012,32.84547E+000,0.00000E+000
1,1,293,-15.22600E-003,2.30000E-012,32.94940E+000,0.00000E+000
1,1,294,36.21400E-003,-2.20000E-012,33.05331E+000,0.00000E+000
1,1,295,25.33300E-003,17.70000E-012,33.15721E+000,0.00000E+000
1,1,296,-11.81000E-003,5.80000E-012,33.29317E+000,0.00000E+000
1,1,297,-675.00000E-006,23.00000E-012,33.41744E+000,0.00000E+000
1,1,298,37.20200E-003,29.20000E-012,33.52304E+000,0.00000E+000
1,1,299,-16.54300E-003,3.60000E-012,33.62701E+000,0.00000E+000
1,1,300,-40.81600E-003,9.60000E-012,33.73090E+000,0.00000E+000
1,1,301,28.16100E-003,2.30000E-012,33.86963E+000,0.00000E+000
1,1,302,37.99000E-003,6.40000E-012,33.98765E+000,0.00000E+000
1,1,303,2.18300E-003,12.80000E-012,34.09279E+000,0.00000E+000
1,1,304,-41.12100E-003,4.20000E-012,34.19674E+000,0.00000E+000
1,1,305,-11.06600E-003,-900.00000E-015,34.30062E+000,0.00000E+000
1,1,306,40.15900E-003,14.20000E-012,34.43838E+000,0.00000E+000
1,1,307,15.12100E-003,11.10000E-012,34.55885E+000,0.00000E+000
1,1,308,-36.48500E-003,12.70000E-012,34.66276E+000,0.00000E+000
1,1,309,-24.49800E-003,21.40000E-012,34.76666E+000,0.00000E+000
1,1,310,31.63400E-003,9.40000E-012,34.87057E+000,0.00000E+000
1,1,311,-23.30300E-003,6.20000E-012,35.01164E+000,0.00000E+000
1,1,312,-15.02900E-003,15.50000E-012,35.13418E+000,0.00000E+000
1,1,313,36.83800E-003,20.70000E-012,35.23818E+000,0.00000E+000
1,1,314,23.45300E-003,6.90000E-012,35.34207E+000,0.00000E+000
1,1,315,-32.56500E-003,-5.10000E-012,35.44597E+000,0.00000E+000
1,1,316,5.41700E-003,200.00000E-015,35.58586E+000,0.00000E+000
1,1,317,36.04200E-003,15.90000E-012,35.70491E+000,0.00000E+000
1,1,318,25.82800E-003,16.80000E-012,35.80882E+000,0.00000E+000
1,1,319,-31.00700E-003,6.90000E-012,35.91272E+000,0.00000E+000
1,1,320,-28.38000E-003,3.20000E-012,36.01704E+000,0.00000E+000
1,1,321,39.29800E-003,15.40000E-012,36.15761E+000,0.00000E+000
1,1,322,-23.14300E-003,8.00000E-012,36.27894E+000,0.00000E+000
1,1,323,-37.86500E-003,3.80000E-012,36.38291E+000,0.00000E+000
1,1,324,14.70000E-003,7.50000E-012,36.48683E+000,0.00000E+000
1,1,325,41.07800E-003,600.00000E-015,36.59073E+000,0.00000E+000
1,1,326,-22.42200E-003,8.90000E-012,36.73443E+000,0.00000E+000
1,1,327,38.11500E-003,3.50000E-012,36.85581E+000,0.00000E+000
1,1,328,19.39400E-003,4.90000E-012,36.95972E+000,0.00000E+000
1,1,329,-35.25300E-003,13.20000E-012,37.06363E+000,0.00000E+000
1,1,330,-27.73100E-003,12.30000E-012,37.16753E+000,0.00000E+000
1,1,331,41.89600E-003,17.60000E-012,37.30713E+000,0.00000E+000
1,1,332,7.93300E-003,14.40000E-012,37.42731E+000,0.00000E+000
1,1,333,-39.18000E-003,7.40000E-012,37.53121E+000,0.00000E+000
1,1,334,-16.40700E-003,18.10000E-012,37.63509E+000,0.00000E+000
1,1,335,36.22300E-003,2.70000E-012,37.73899E+000,0.00000E+000
1,1,336,-14.34100E-003,4.30000E-012,37.87888E+000,0.00000E+000
1,1,337,-11.38700E-003,16.80000E-012,38.00217E+000,0.00000E+000
1,1,338,37.99800E-003,4.70000E-012,38.10610E+000,0.00000E+000
1,1,339,19.22600E-003,1.10000E-012,38.21001E+000,0.00000E+000
1,1,340,-35.46700E-003,2.00000E-012,38.31393E+000,0.00000E+000
1,1,341,25.02100E-003,11.60000E-012,38.45463E+000,0.00000E+000
1,1,342,28.86100E-003,100.00000E-015,38.57605E+000,0.00000E+000
1,1,343,-29.05000E-003,-400.00000E-015,38.67997E+000,0.00000E+000
1,1,344,-13.80300E-003,24.80000E-012,38.78543E+000,0.00000E+000
1,1,345,38.08300E-003,1.40000E-012,38.88953E+000,0.00000E+000
1,1,346,10.10000E-003,500.00000E-015,39.02738E+000,0.00000E+000
1,1,347,-42.02000E-003,7.70000E-012,39.14919E+000,0.00000E+000
1,1,348,17.86900E-003,-3.90000E-012,39.26019E+000,0.00000E+000
1,1,349,-36.26000E-003,14.80000E-012,39.36413E+000,0.00000E+000
1,1,350,-24.91400E-003,19.60000E-012,39.46803E+000,0.00000E+000
1,1,351,-9.92900E-003,200.00000E-015,39.60238E+000,0.00000E+000
1,1,352,-32.03900E-003,-1.60000E-012,39.73026E+000,0.00000E+000
1,1,353,-31.42400E-003,14.80000E-012,39.83416E+000,0.00000E+000
1,1,354,35.49800E-003,9.30000E-012,39.93900E+000,0.00000E+000
1,1,355,25.89500E-003,9.70000E-012,40.04294E+000,0.00000E+000
1,1,356,-40.77900E-003,3.10000E-012,40.18294E+000,0.00000E+000
1,1,357,36.19100E-003,12.00000E-012,40.30576E+000,0.00000E+000
1,1,358,24.90700E-003,-6.90000E-012,40.40966E+000,0.00000E+000
1,1,359,-40.58300E-003,4.80000E-012,40.51631E+000,0.00000E+000
