Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,1,40.89500E-003,22.80000E-012,106.52500E-003
1,1,2,-6.49100E-003,13.80000E-012,210.62900E-003
1,1,3,-36.72500E-003,-7.60000E-012,315.74200E-003
1,1,4,15.74000E-003,-1.30000E-012,419.66000E-003
1,1,5,40.47500E-003,8.90000E-012,523.62900E-003
1,1,6,32.27700E-003,16.30000E-012,658.13100E-003
1,1,7,-34.24900E-003,400.00000E-015,763.01000E-003
1,1,8,-29.09200E-003,9.00000E-012,866.91500E-003
1,1,9,26.87200E-003,-2.90000E-012,970.79600E-003
1,1,10,35.73800E-003,13.50000E-012,1.07476E+000
1,1,11,3.21500E-003,4.40000E-012,1.21068E+000
1,1,12,-40.63200E-003,4.00000E-012,1.31471E+000
1,1,13,-10.72200E-003,-1.90000E-012,1.41862E+000
1,1,14,37.38100E-003,-7.50000E-012,1.52251E+000
1,1,15,21.08600E-003,10.30000E-012,1.62642E+000
1,1,16,-37.81600E-003,9.70000E-012,1.76669E+000
1,1,17,13.55000E-003,10.20000E-012,1.87064E+000
1,1,18,39.66000E-003,13.60000E-012,1.97492E+000
1,1,19,-9.30800E-003,4.10000E-012,2.07889E+000
1,1,20,-41.55000E-003,12.20000E-012,2.18278E+000
1,1,21,23.18500E-003,10.70000E-012,2.32161E+000
1,1,22,37.89300E-003,0.00000E+000,2.42556E+000
1,1,23,-37.77300E-003,-3.50000E-012,2.53174E+000
1,1,24,-19.74100E-003,1.80000E-012,2.63566E+000
1,1,25,34.23400E-003,13.40000E-012,2.73960E+000
1,1,26,41.47300E-003,6.60000E-012,2.87472E+000
1,1,27,4.66600E-003,11.90000E-012,2.97866E+000
1,1,28,-39.58400E-003,-2.70000E-012,3.08257E+000
1,1,29,-14.46700E-003,-2.80000E-012,3.18647E+000
1,1,30,36.81000E-003,15.50000E-012,3.29049E+000
1,1,31,30.23700E-003,12.10000E-012,3.42721E+000
1,1,32,-25.88500E-003,13.00000E-012,3.53112E+000
1,1,33,-36.97000E-003,13.00000E-012,3.63502E+000
1,1,34,22.18800E-003,1.40000E-012,3.73938E+000
1,1,35,27.14700E-003,11.40000E-012,3.84448E+000
1,1,36,-753.00000E-006,5.50000E-012,3.97989E+000
1,1,37,-41.06300E-003,6.80000E-012,4.08379E+000
1,1,38,-8.60000E-003,19.10000E-012,4.18770E+000
1,1,39,2.84500E-003,2.10000E-012,4.29655E+000
1,1,40,-40.15000E-003,700.00000E-015,4.40046E+000
1,1,41,-40.09500E-003,6.30000E-012,4.53523E+000
1,1,42,7.34500E-003,15.90000E-012,4.63918E+000
1,1,43,41.50700E-003,13.60000E-012,4.74310E+000
1,1,44,2.22700E-003,16.90000E-012,4.84701E+000
1,1,45,-40.27000E-003,12.40000E-012,4.95089E+000
1,1,46,-38.27200E-003,21.10000E-012,5.08391E+000
1,1,47,37.59100E-003,-5.40000E-012,5.19217E+000
1,1,48,20.42400E-003,9.40000E-012,5.29607E+000
1,1,49,-33.97700E-003,7.40000E-012,5.39999E+000
1,1,50,-29.22700E-003,14.60000E-012,5.50390E+000
1,1,51,40.28100E-003,12.50000E-012,5.64308E+000
1,1,52,11.54700E-003,7.90000E-012,5.74700E+000
1,1,53,-37.38600E-003,-1.40000E-012,5.85091E+000
1,1,54,24.73600E-003,13.00000E-012,5.95789E+000
1,1,55,37.13200E-003,13.10000E-012,6.06181E+000
1,1,56,24.36600E-003,-1.50000E-012,6.19642E+000
1,1,57,-31.69500E-003,1.50000E-012,6.30035E+000
1,1,58,-15.98800E-003,13.80000E-012,6.40546E+000
1,1,59,36.77100E-003,13.60000E-012,6.50958E+000
1,1,60,22.27500E-003,22.20000E-012,6.61351E+000
1,1,61,-37.38300E-003,4.50000E-012,6.75390E+000
1,1,62,30.30400E-003,-12.40000E-012,6.85893E+000
1,1,63,33.15000E-003,-1.60000E-012,6.96284E+000
1,1,64,-21.91500E-003,9.70000E-012,7.06675E+000
1,1,65,-24.32200E-003,11.70000E-012,7.17204E+000
1,1,66,21.63600E-003,3.90000E-012,7.30853E+000
1,1,67,37.01700E-003,14.30000E-012,7.41270E+000
1,1,68,-15.67400E-003,17.00000E-012,7.51663E+000
1,1,69,-37.79600E-003,20.00000E-012,7.62103E+000
1,1,70,13.50300E-003,11.20000E-012,7.72495E+000
1,1,71,28.50500E-003,8.30000E-012,7.86380E+000
1,1,72,-28.56100E-003,26.10000E-012,7.96774E+000
1,1,73,-34.78400E-003,-500.00000E-015,8.07165E+000
1,1,74,19.84000E-003,15.00000E-012,8.17557E+000
1,1,75,37.28000E-003,8.20000E-012,8.27981E+000
1,1,76,-38.26100E-003,17.30000E-012,8.42139E+000
1,1,77,38.69500E-003,11.90000E-012,8.52783E+000
1,1,78,16.32300E-003,16.50000E-012,8.63173E+000
1,1,79,-35.89000E-003,14.70000E-012,8.73562E+000
1,1,80,-25.05800E-003,8.00000E-012,8.83954E+000
1,1,81,39.97100E-003,7.80000E-012,8.97972E+000
1,1,82,-8.61900E-003,8.00000E-012,9.08368E+000
1,1,83,-41.55600E-003,2.90000E-012,9.18758E+000
1,1,84,-824.00000E-006,300.00000E-015,9.29145E+000
1,1,85,40.83700E-003,13.60000E-012,9.39540E+000
1,1,86,-37.79600E-003,9.60000E-012,9.53641E+000
1,1,87,-1.19700E-003,24.90000E-012,9.64158E+000
1,1,88,40.65200E-003,12.10000E-012,9.74550E+000
1,1,89,9.62300E-003,-3.10000E-012,9.84941E+000
1,1,90,-38.28200E-003,9.40000E-012,9.95331E+000
1,1,91,22.61100E-003,2.00000E-012,10.09331E+000
1,1,92,23.10300E-003,-17.90000E-012,10.19864E+000
1,1,93,-32.63000E-003,-400.00000E-015,10.30255E+000
1,1,94,-30.57100E-003,5.50000E-012,10.40646E+000
1,1,95,25.99100E-003,14.60000E-012,10.51038E+000
1,1,96,22.63300E-003,3.40000E-012,10.64885E+000
1,1,97,-39.76900E-003,-1.10000E-012,10.75551E+000
1,1,98,8.32900E-003,1.00000E-012,10.85941E+000
1,1,99,40.91300E-003,12.20000E-012,10.96363E+000
1,1,100,-4.31800E-003,7.70000E-012,11.06756E+000
1,1,101,-22.99800E-003,20.10000E-012,11.20737E+000
1,1,102,37.26900E-003,10.10000E-012,11.31205E+000
1,1,103,20.43700E-003,9.90000E-012,11.41596E+000
1,1,104,-34.27500E-003,7.50000E-012,11.51987E+000
1,1,105,-28.56600E-003,15.20000E-012,11.62378E+000
1,1,106,35.66700E-003,-4.50000E-012,11.76184E+000
1,1,107,20.58700E-003,18.00000E-012,11.86610E+000
1,1,108,-34.12400E-003,14.20000E-012,11.97000E+000
1,1,109,-28.20500E-003,6.40000E-012,12.07395E+000
1,1,110,28.50700E-003,5.60000E-012,12.17786E+000
1,1,111,37.90700E-003,3.80000E-012,12.31250E+000
1,1,112,-21.67300E-003,-2.20000E-012,12.42453E+000
1,1,113,34.00100E-003,1.80000E-012,12.52850E+000
1,1,114,28.66600E-003,16.60000E-012,12.63243E+000
1,1,115,-27.92800E-003,2.50000E-012,12.73631E+000
1,1,116,-1.54900E-003,2.20000E-012,12.87606E+000
1,1,117,33.70000E-003,8.30000E-012,12.98207E+000
1,1,118,-22.77100E-003,3.50000E-012,13.08602E+000
1,1,119,-34.53100E-003,5.80000E-012,13.19036E+000
1,1,120,20.57500E-003,6.20000E-012,13.29427E+000
1,1,121,27.41100E-003,6.60000E-012,13.43274E+000
1,1,122,-39.46800E-003,6.50000E-012,13.53982E+000
1,1,123,10.44800E-003,-4.60000E-012,13.64375E+000
1,1,124,41.31900E-003,3.70000E-012,13.74763E+000
1,1,125,-1.30000E-003,16.90000E-012,13.85153E+000
1,1,126,-35.48500E-003,100.00000E-015,13.99044E+000
1,1,127,41.35900E-003,12.80000E-012,14.09718E+000
1,1,128,6.20800E-003,14.00000E-012,14.20107E+000
1,1,129,-39.41300E-003,-4.00000E-012,14.30498E+000
1,1,130,-14.24700E-003,-14.60000E-012,14.40886E+000
1,1,131,13.16800E-003,21.90000E-012,14.55065E+000
1,1,132,38.89300E-003,600.00000E-015,14.66328E+000
1,1,133,15.15600E-003,15.20000E-012,14.76721E+000
1,1,134,-36.45700E-003,12.80000E-012,14.87113E+000
1,1,135,-10.37900E-003,10.20000E-012,14.97590E+000
1,1,136,40.71200E-003,7.50000E-012,15.11482E+000
1,1,137,-38.47800E-003,14.20000E-012,15.22158E+000
1,1,138,-17.36000E-003,13.10000E-012,15.32547E+000
1,1,139,41.73000E-003,-2.30000E-012,15.43113E+000
1,1,140,-1.04900E-003,7.90000E-012,15.53515E+000
1,1,141,-41.59800E-003,18.60000E-012,15.67254E+000
1,1,142,40.36700E-003,-6.90000E-012,15.78040E+000
1,1,143,11.05900E-003,12.90000E-012,15.88430E+000
1,1,144,-37.77600E-003,2.20000E-012,15.98820E+000
1,1,145,-13.59600E-003,17.30000E-012,16.09246E+000
1,1,146,41.68500E-003,11.70000E-012,16.23126E+000
1,1,147,-41.13400E-003,8.10000E-012,16.33976E+000
1,1,148,3.00200E-003,6.70000E-012,16.44365E+000
1,1,149,9.20600E-003,3.10000E-012,16.55113E+000
1,1,150,-38.47300E-003,3.20000E-012,16.65503E+000
1,1,151,-33.22200E-003,7.80000E-012,16.79102E+000
