#Scanning from (x0, y0) = (50 mm, 160 mm), to (x1, y1) = (100 mm, 210 mm), linear step (ds) = 5 mm, time step (dt) = 30 s, start time (t0) = 1659335143.7867324 s
x-pos,y-pos,time
50.0,160.0,1659335179.4663272
50.0,160.0,1659335209.47071
50.0,165.0,1659335213.9142668
50.0,165.0,1659335243.9205813
50.0,170.0,1659335248.3635674
50.0,170.0,1659335278.3691094
50.0,175.0,1659335282.8072896
50.0,175.0,1659335312.8165805
50.0,180.0,1659335317.2520208
50.0,180.0,1659335347.2549586
50.0,185.0,1659335351.6923456
50.0,185.0,1659335381.7020571
50.0,190.0,1659335386.135235
50.0,190.0,1659335416.1407444
50.0,195.0,1659335420.5782936
50.0,195.0,1659335450.5864139
50.0,200.0,1659335455.0230997
50.0,200.0,1659335485.0278559
50.0,205.0,1659335489.4619975
50.0,205.0,1659335519.4742537
50.0,210.0,1659335523.911366
50.0,210.0,1659335553.9157624
55.0,210.0,1659335556.759356
55.0,210.0,1659335586.7673597
55.0,205.0,1659335591.204096
55.0,205.0,1659335621.2122097
55.0,200.0,1659335625.6531425
55.0,200.0,1659335655.6581912
55.0,195.0,1659335660.093427
55.0,195.0,1659335690.1012352
55.0,190.0,1659335694.546757
55.0,190.0,1659335724.5557575
55.0,185.0,1659335728.9876466
55.0,185.0,1659335759.0005941
55.0,180.0,1659335763.4314759
55.0,180.0,1659335793.4366589
55.0,175.0,1659335797.8685212
55.0,175.0,1659335827.8831828
55.0,170.0,1659335832.3201122
55.0,170.0,1659335862.3280442
55.0,165.0,1659335866.7696471
55.0,165.0,1659335896.7701926
55.0,160.0,1659335901.2124116
55.0,160.0,1659335931.2179787
60.0,160.0,1659335934.0652165
60.0,160.0,1659335964.0675566
60.0,165.0,1659335968.5075
60.0,165.0,1659335998.5123115
60.0,170.0,1659336002.9540322
60.0,170.0,1659336032.9599946
60.0,175.0,1659336037.4068778
60.0,175.0,1659336067.410923
60.0,180.0,1659336071.8500986
60.0,180.0,1659336101.8517878
60.0,185.0,1659336106.2990565
60.0,185.0,1659336136.302516
60.0,190.0,1659336140.7455056
60.0,190.0,1659336170.7508488
60.0,195.0,1659336175.1897676
60.0,195.0,1659336205.1974838
60.0,200.0,1659336209.6388
60.0,200.0,1659336239.639956
60.0,205.0,1659336244.0763078
60.0,205.0,1659336274.0842063
60.0,210.0,1659336278.5191817
60.0,210.0,1659336308.5239878
65.0,210.0,1659336311.3706493
65.0,210.0,1659336341.3803182
65.0,205.0,1659336345.8122284
65.0,205.0,1659336375.826804
65.0,200.0,1659336380.2626586
65.0,200.0,1659336410.26979
65.0,195.0,1659336414.7076902
65.0,195.0,1659336444.7078514
65.0,190.0,1659336449.1559975
65.0,190.0,1659336479.1691804
65.0,185.0,1659336483.6083488
65.0,185.0,1659336513.6108468
65.0,180.0,1659336518.0504549
65.0,180.0,1659336548.0648947
65.0,175.0,1659336552.506425
65.0,175.0,1659336582.5067937
65.0,170.0,1659336586.9484892
65.0,170.0,1659336616.9556527
65.0,165.0,1659336621.4356892
65.0,165.0,1659336651.4368517
65.0,160.0,1659336655.8749447
65.0,160.0,1659336685.8861632
70.0,160.0,1659336688.860038
70.0,160.0,1659336718.8676865
70.0,165.0,1659336723.310144
70.0,165.0,1659336753.3141563
70.0,170.0,1659336757.7504244
70.0,170.0,1659336787.759119
70.0,175.0,1659336792.2000687
70.0,175.0,1659336822.2073004
70.0,180.0,1659336826.6475234
70.0,180.0,1659336856.654409
70.0,185.0,1659336861.089503
70.0,185.0,1659336891.0991318
70.0,190.0,1659336895.5319252
70.0,190.0,1659336925.5340006
70.0,195.0,1659336929.9779913
70.0,195.0,1659336959.9844568
70.0,200.0,1659336964.42298
70.0,200.0,1659336994.4258666
70.0,205.0,1659336999.1695232
70.0,205.0,1659337029.1756828
70.0,210.0,1659337033.613263
70.0,210.0,1659337063.6144514
75.0,210.0,1659337066.4547455
75.0,210.0,1659337096.4605615
75.0,205.0,1659337100.9119396
75.0,205.0,1659337130.920572
75.0,200.0,1659337135.3596401
75.0,200.0,1659337165.3705723
75.0,195.0,1659337169.8033564
75.0,195.0,1659337199.8124428
75.0,190.0,1659337204.2515218
75.0,190.0,1659337234.2532618
75.0,185.0,1659337238.6976082
75.0,185.0,1659337268.7022426
75.0,180.0,1659337273.1431706
75.0,180.0,1659337303.149508
75.0,175.0,1659337307.5879219
75.0,175.0,1659337337.6031675
75.0,170.0,1659337342.0381665
75.0,170.0,1659337372.0474637
75.0,165.0,1659337376.4924061
75.0,165.0,1659337406.5013998
75.0,160.0,1659337410.939014
75.0,160.0,1659337440.947512
80.0,160.0,1659337443.7855947
80.0,160.0,1659337473.794324
80.0,165.0,1659337478.2398756
80.0,165.0,1659337508.245415
80.0,170.0,1659337512.6978507
80.0,170.0,1659337542.7061815
80.0,175.0,1659337547.1462777
80.0,175.0,1659337577.159366
80.0,180.0,1659337581.6024373
80.0,180.0,1659337611.607025
80.0,185.0,1659337616.0487838
80.0,185.0,1659337646.0567255
80.0,190.0,1659337650.497659
80.0,190.0,1659337680.5060136
80.0,195.0,1659337684.9389513
80.0,195.0,1659337714.950501
80.0,200.0,1659337719.3948662
80.0,200.0,1659337749.3980932
80.0,205.0,1659337753.8365152
80.0,205.0,1659337783.8431854
80.0,210.0,1659337788.2904344
80.0,210.0,1659337818.294642
85.0,210.0,1659337821.1378634
85.0,210.0,1659337851.1446545
85.0,205.0,1659337855.5855336
85.0,205.0,1659337885.5880418
85.0,200.0,1659337890.0324652
85.0,200.0,1659337920.0376928
85.0,195.0,1659337924.4808605
85.0,195.0,1659337954.4825907
85.0,190.0,1659337958.9264421
85.0,190.0,1659337988.9345176
85.0,185.0,1659337993.377112
85.0,185.0,1659338023.3847432
85.0,180.0,1659338027.8217888
85.0,180.0,1659338057.826306
85.0,175.0,1659338062.2742229
85.0,175.0,1659338092.2838922
85.0,170.0,1659338096.7222722
85.0,170.0,1659338126.723583
85.0,165.0,1659338131.1697826
85.0,165.0,1659338161.1782467
85.0,160.0,1659338165.614687
85.0,160.0,1659338195.6156187
90.0,160.0,1659338198.4599314
90.0,160.0,1659338228.4695086
90.0,165.0,1659338232.9100366
90.0,165.0,1659338262.9167314
90.0,170.0,1659338267.3488662
90.0,170.0,1659338297.3631227
90.0,175.0,1659338301.801549
90.0,175.0,1659338331.8062997
90.0,180.0,1659338336.2453008
90.0,180.0,1659338366.2547932
90.0,185.0,1659338370.697686
90.0,185.0,1659338400.7040346
90.0,190.0,1659338405.14049
90.0,190.0,1659338435.1425357
90.0,195.0,1659338439.5927727
90.0,195.0,1659338469.608302
90.0,200.0,1659338474.0523775
90.0,200.0,1659338504.0597193
90.0,205.0,1659338508.494976
90.0,205.0,1659338538.5052397
90.0,210.0,1659338542.946243
90.0,210.0,1659338572.9492497
95.0,210.0,1659338575.7941685
95.0,210.0,1659338605.7945051
95.0,205.0,1659338610.2407904
95.0,205.0,1659338640.2413473
95.0,200.0,1659338644.6819775
95.0,200.0,1659338674.6893196
95.0,195.0,1659338679.1330786
95.0,195.0,1659338709.139626
95.0,190.0,1659338713.5936942
95.0,190.0,1659338743.6000972
95.0,185.0,1659338748.034202
95.0,185.0,1659338778.042596
95.0,180.0,1659338782.4819438
95.0,180.0,1659338812.486187
95.0,175.0,1659338816.9252298
95.0,175.0,1659338846.9286926
95.0,170.0,1659338851.372939
95.0,170.0,1659338881.3835814
95.0,165.0,1659338885.81774
95.0,165.0,1659338915.8253167
95.0,160.0,1659338920.2717962
95.0,160.0,1659338950.2728581
100.0,160.0,1659338953.1130025
100.0,160.0,1659338983.122657
