Start T, Start V, Stop V, Step V, Num Readings, ADC Rate, Sleep HV, Sleep DAC, Sleep Readings
1659650910.4424322, 51.0, 51.0, 0.1, 3000, 4, 5, 1, 0.05
HV_set (V),HV_rdb (V), HV_err (V),VsCH_8 (V),IsCH_8 (A),TsCH_8 (s)
51.0,50.7305,0.00290,5.27090e+01,3.58969e-07,1659651634.869419
51.0,50.7311,0.00290,5.27096e+01,3.58284e-07,1659651636.88371
51.0,50.7299,0.00290,5.27075e+01,3.73185e-07,1659651638.9161978
51.0,50.7307,0.00290,5.27086e+01,3.68456e-07,1659651640.9400861
51.0,50.7317,0.00290,5.27079e+01,3.97036e-07,1659651642.9780226
51.0,50.7316,0.00290,5.27075e+01,4.02262e-07,1659651645.0052345
51.0,50.7305,0.00290,5.27070e+01,3.90937e-07,1659651647.0368397
51.0,50.7303,0.00290,5.27062e+01,4.02083e-07,1659651649.074096
51.0,50.7307,0.00290,5.27053e+01,4.22815e-07,1659651651.1065502
51.0,50.7307,0.00290,5.27070e+01,3.95536e-07,1659651653.1438751
51.0,50.7304,0.00290,5.27064e+01,3.99470e-07,1659651655.171101
51.0,50.7299,0.00290,5.27056e+01,4.05908e-07,1659651657.214835
51.0,50.7302,0.00290,5.27067e+01,3.91235e-07,1659651659.2438524
51.0,50.73,0.00290,5.27052e+01,4.13408e-07,1659651661.267061
51.0,50.7307,0.00290,5.27070e+01,3.95437e-07,1659651663.313235
51.0,50.7304,0.00290,5.27034e+01,4.49608e-07,1659651665.3474252
51.0,50.7306,0.00290,5.27042e+01,4.39872e-07,1659651667.3932874
51.0,50.7316,0.00290,5.27047e+01,4.47641e-07,1659651669.4321682
51.0,50.7303,0.00290,5.27040e+01,4.37746e-07,1659651671.4597032
51.0,50.7304,0.00290,5.27041e+01,4.38213e-07,1659651673.5026233
51.0,50.7311,0.00290,5.27039e+01,4.53740e-07,1659651675.531652
51.0,50.7309,0.00290,5.27039e+01,4.50909e-07,1659651677.566508
51.0,50.7311,0.00290,5.27041e+01,4.50422e-07,1659651679.607493
51.0,50.7307,0.00290,5.27038e+01,4.48237e-07,1659651681.6349988
51.0,50.7313,0.00290,5.27044e+01,4.49002e-07,1659651683.6671445
51.0,50.7303,0.00290,5.27019e+01,4.73609e-07,1659651685.707066
51.0,50.7317,0.00290,5.27034e+01,4.72049e-07,1659651687.7347956
51.0,50.7309,0.00290,5.27019e+01,4.83354e-07,1659651689.7600036
51.0,50.7307,0.00290,5.27015e+01,4.87437e-07,1659651691.7974498
51.0,50.7308,0.00290,5.27018e+01,4.84208e-07,1659651693.8249424
51.0,50.7306,0.00290,5.27021e+01,4.75705e-07,1659651695.8630486
51.0,50.7309,0.00290,5.27013e+01,4.93973e-07,1659651697.8915663
51.0,50.7307,0.00290,5.27017e+01,4.83712e-07,1659651699.9073396
51.0,50.7308,0.00290,5.27020e+01,4.80622e-07,1659651701.9247642
51.0,50.7314,0.00290,5.27029e+01,4.74493e-07,1659651703.9397292
51.0,50.7298,0.00290,5.27007e+01,4.84506e-07,1659651705.9546306
51.0,50.7301,0.00290,5.26986e+01,5.25663e-07,1659651707.9710627
51.0,50.73,0.00290,5.26981e+01,5.31157e-07,1659651709.9866822
51.0,50.73,0.00290,5.26996e+01,5.07365e-07,1659651711.9997022
51.0,50.7306,0.00290,5.26992e+01,5.23945e-07,1659651714.0157487
51.0,50.7308,0.00290,5.26999e+01,5.14974e-07,1659651716.0448117
51.0,50.7311,0.00290,5.26993e+01,5.30303e-07,1659651718.0723257
51.0,50.7307,0.00290,5.27009e+01,4.96576e-07,1659651720.0837877
51.0,50.731,0.00290,5.27002e+01,5.12848e-07,1659651722.0992918
51.0,50.7313,0.00290,5.27004e+01,5.15680e-07,1659651724.110195
51.0,50.73,0.00290,5.26983e+01,5.28276e-07,1659651726.1330788
51.0,50.7313,0.00290,5.26979e+01,5.57601e-07,1659651728.1549768
51.0,50.7307,0.00290,5.26971e+01,5.60830e-07,1659651730.1665218
51.0,50.7301,0.00290,5.26970e+01,5.51105e-07,1659651732.1837492
51.0,50.7317,0.00290,5.26990e+01,5.44369e-07,1659651734.2028868
51.0,50.7308,0.00290,5.26977e+01,5.52098e-07,1659651736.2279096
51.0,50.7307,0.00290,5.26964e+01,5.72334e-07,1659651738.2407951
51.0,50.7313,0.00290,5.26978e+01,5.58088e-07,1659651740.2715752
51.0,50.7304,0.00290,5.26979e+01,5.42055e-07,1659651742.2787373
51.0,50.7309,0.00290,5.26971e+01,5.63969e-07,1659651744.2959437
51.0,50.73,0.00290,5.26970e+01,5.50429e-07,1659651746.303811
51.0,50.7303,0.00290,5.26968e+01,5.58654e-07,1659651748.3242428
51.0,50.7309,0.00290,5.26959e+01,5.82814e-07,1659651750.3533082
51.0,50.7292,0.00290,5.26932e+01,6.00735e-07,1659651752.3656104
51.0,50.7304,0.00290,5.26939e+01,6.09219e-07,1659651754.3963327
51.0,50.7307,0.00290,5.26963e+01,5.72821e-07,1659651756.4024446
51.0,50.7306,0.00290,5.26953e+01,5.87980e-07,1659651758.4189785
51.0,50.7315,0.00290,5.26949e+01,6.10779e-07,1659651760.431881
51.0,50.7294,0.00290,5.26945e+01,5.82417e-07,1659651762.4546423
51.0,50.7316,0.00290,5.26966e+01,5.83500e-07,1659651764.4648411
51.0,50.7298,0.00290,5.26951e+01,5.78543e-07,1659651766.479011
51.0,50.7303,0.00290,5.26945e+01,5.96901e-07,1659651768.499755
51.0,50.7317,0.00290,5.26930e+01,6.44455e-07,1659651770.5157745
51.0,50.7299,0.00290,5.26925e+01,6.23524e-07,1659651772.530442
51.0,50.7307,0.00290,5.26925e+01,6.37084e-07,1659651774.5403664
51.0,50.7308,0.00290,5.26921e+01,6.45389e-07,1659651776.556339
51.0,50.7308,0.00290,5.26941e+01,6.12160e-07,1659651778.5683234
51.0,50.7309,0.00290,5.26918e+01,6.51399e-07,1659651780.581936
51.0,50.7304,0.00290,5.26935e+01,6.14842e-07,1659651782.6005032
51.0,50.7316,0.00290,5.26942e+01,6.23216e-07,1659651784.623722
51.0,50.7309,0.00290,5.26929e+01,6.33220e-07,1659651786.6452227
51.0,50.7308,0.00290,5.26940e+01,6.12944e-07,1659651788.6549895
51.0,50.7308,0.00290,5.26921e+01,6.45310e-07,1659651790.6750128
51.0,50.7306,0.00290,5.26895e+01,6.85960e-07,1659651792.6911097
51.0,50.7313,0.00290,5.26904e+01,6.82006e-07,1659651794.7061656
51.0,50.7305,0.00290,5.26891e+01,6.90500e-07,1659651796.726029
51.0,50.7309,0.00290,5.26902e+01,6.79334e-07,1659651798.7409174
51.0,50.731,0.00290,5.26912e+01,6.63151e-07,1659651800.752922
51.0,50.7302,0.00290,5.26905e+01,6.62029e-07,1659651802.7677884
51.0,50.7312,0.00290,5.26908e+01,6.73463e-07,1659651804.7860386
51.0,50.7307,0.00290,5.26904e+01,6.72370e-07,1659651806.7959476
51.0,50.7309,0.00290,5.26918e+01,6.51638e-07,1659651808.8085673
51.0,50.7299,0.00290,5.26897e+01,6.70652e-07,1659651810.8247125
51.0,50.7297,0.00290,5.26870e+01,7.11123e-07,1659651812.8400474
51.0,50.7309,0.00290,5.26880e+01,7.15047e-07,1659651814.8557673
51.0,50.7306,0.00290,5.26879e+01,7.11232e-07,1659651816.8719842
51.0,50.731,0.00290,5.26882e+01,7.12782e-07,1659651818.88665
51.0,50.7309,0.00290,5.26877e+01,7.20590e-07,1659651820.90211
51.0,50.7312,0.00290,5.26890e+01,7.03424e-07,1659651822.9157498
51.0,50.7309,0.00290,5.26876e+01,7.22378e-07,1659651824.931045
51.0,50.7305,0.00290,5.26884e+01,7.01527e-07,1659651826.9407072
51.0,50.7301,0.00290,5.26884e+01,6.94871e-07,1659651828.9495738
51.0,50.7306,0.00290,5.26875e+01,7.19200e-07,1659651830.9615893
51.0,50.73,0.00290,5.26884e+01,6.92825e-07,1659651832.9736967
51.0,50.7295,0.00290,5.26852e+01,7.38035e-07,1659651834.9868586
51.0,50.7298,0.00290,5.26853e+01,7.41829e-07,1659651837.0015419
51.0,50.731,0.00290,5.26872e+01,7.29422e-07,1659651839.0124323
51.0,50.7298,0.00290,5.26848e+01,7.50174e-07,1659651841.0258954
51.0,50.7301,0.00290,5.26866e+01,7.25716e-07,1659651843.0389826
51.0,50.7316,0.00290,5.26873e+01,7.37886e-07,1659651845.0599828
51.0,50.7305,0.00290,5.26865e+01,7.33842e-07,1659651847.0749643
51.0,50.7301,0.00290,5.26846e+01,7.58519e-07,1659651849.0914385
51.0,50.7309,0.00290,5.26870e+01,7.32660e-07,1659651851.1043422
51.0,50.7304,0.00290,5.26848e+01,7.59621e-07,1659651853.1156812
51.0,50.7298,0.00290,5.26831e+01,7.79251e-07,1659651855.132228
51.0,50.7298,0.00290,5.26822e+01,7.93387e-07,1659651857.1411746
51.0,50.7299,0.00290,5.26820e+01,7.99288e-07,1659651859.1563754
51.0,50.7303,0.00290,5.26848e+01,7.58251e-07,1659651861.1734645
51.0,50.7304,0.00290,5.26831e+01,7.88093e-07,1659651863.1921532
51.0,50.7299,0.00290,5.26834e+01,7.75854e-07,1659651865.2026122
51.0,50.7313,0.00290,5.26845e+01,7.80423e-07,1659651867.2146087
51.0,50.7315,0.00290,5.26850e+01,7.74413e-07,1659651869.224874
51.0,50.7305,0.00290,5.26839e+01,7.76927e-07,1659651871.2346797
51.0,50.7309,0.00290,5.26844e+01,7.75586e-07,1659651873.248384
51.0,50.7307,0.00290,5.26860e+01,7.44363e-07,1659651875.2738986
51.0,50.7306,0.00290,5.26809e+01,8.28763e-07,1659651877.2909808
51.0,50.7306,0.00290,5.26812e+01,8.23299e-07,1659651879.3047464
51.0,50.7299,0.00290,5.26823e+01,7.92901e-07,1659651881.3229709
51.0,50.7309,0.00290,5.26832e+01,7.94897e-07,1659651883.3399007
51.0,50.7315,0.00290,5.26841e+01,7.90129e-07,1659651885.3541012
51.0,50.7311,0.00290,5.26827e+01,8.06302e-07,1659651887.3677726
51.0,50.7303,0.00290,5.26825e+01,7.97411e-07,1659651889.3878891
51.0,50.7303,0.00290,5.26824e+01,7.98990e-07,1659651891.4078155
51.0,50.7301,0.00290,5.26809e+01,8.20895e-07,1659651893.425104
51.0,50.731,0.00290,5.26818e+01,8.19554e-07,1659651895.440604
51.0,50.7306,0.00290,5.26803e+01,8.37833e-07,1659651897.453263
51.0,50.7309,0.00290,5.26790e+01,8.65936e-07,1659651899.4713118
51.0,50.7296,0.00290,5.26803e+01,8.22306e-07,1659651901.4838269
51.0,50.73,0.00290,5.26793e+01,8.45750e-07,1659651903.5200393
51.0,50.7299,0.00290,5.26783e+01,8.60314e-07,1659651905.5156913
51.0,50.7312,0.00290,5.26813e+01,8.31703e-07,1659651907.5278056
51.0,50.7306,0.00290,5.26794e+01,8.53489e-07,1659651909.5452132
51.0,50.73,0.00290,5.26786e+01,8.56509e-07,1659651911.5764115
51.0,50.7299,0.00290,5.26795e+01,8.40783e-07,1659651913.602118
51.0,50.7304,0.00290,5.26792e+01,8.53499e-07,1659651915.6219826
51.0,50.7305,0.00290,5.26797e+01,8.47002e-07,1659651917.6351798
51.0,50.7303,0.00290,5.26768e+01,8.91844e-07,1659651919.6521173
51.0,50.7301,0.00290,5.26775e+01,8.76427e-07,1659651921.66263
51.0,50.7303,0.00290,5.26787e+01,8.59608e-07,1659651923.6740975
51.0,50.7299,0.00290,5.26780e+01,8.64883e-07,1659651925.6897068
51.0,50.7301,0.00290,5.26783e+01,8.62787e-07,1659651927.70854
51.0,50.7317,0.00290,5.26797e+01,8.67228e-07,1659651929.718105
51.0,50.7297,0.00290,5.26771e+01,8.77480e-07,1659651931.7322056
51.0,50.7294,0.00290,5.26779e+01,8.59211e-07,1659651933.7429137
51.0,50.7312,0.00290,5.26774e+01,8.96960e-07,1659651935.7559414
51.0,50.7303,0.00290,5.26769e+01,8.90404e-07,1659651937.7709699
51.0,50.73,0.00290,5.26750e+01,9.17653e-07,1659651939.782016
51.0,50.7305,0.00290,5.26757e+01,9.14246e-07,1659651941.7968411
51.0,50.7307,0.00290,5.26771e+01,8.94169e-07,1659651943.8085585
51.0,50.7309,0.00290,5.26747e+01,9.37581e-07,1659651945.831022
51.0,50.7311,0.00290,5.26750e+01,9.34442e-07,1659651947.8512785
51.0,50.731,0.00290,5.26757e+01,9.21100e-07,1659651949.8651183
51.0,50.7313,0.00290,5.26752e+01,9.35038e-07,1659651951.8759134
51.0,50.7305,0.00290,5.26750e+01,9.25491e-07,1659651953.8958027
51.0,50.7309,0.00290,5.26751e+01,9.30419e-07,1659651955.9109194
51.0,50.7302,0.00290,5.26768e+01,8.89798e-07,1659651957.9281404
51.0,50.7308,0.00290,5.26753e+01,9.25153e-07,1659651959.939887
51.0,50.7314,0.00290,5.26766e+01,9.12766e-07,1659651961.9482577
51.0,50.7319,0.00290,5.26747e+01,9.54280e-07,1659651963.9572058
51.0,50.7308,0.00290,5.26735e+01,9.55323e-07,1659651965.9718606
51.0,50.731,0.00290,5.26739e+01,9.52572e-07,1659651967.9870386
51.0,50.7313,0.00290,5.26761e+01,9.20117e-07,1659651970.0029998
51.0,50.7301,0.00290,5.26720e+01,9.69251e-07,1659651972.0163045
51.0,50.7319,0.00290,5.26767e+01,9.20266e-07,1659651974.0284019
51.0,50.731,0.00290,5.26732e+01,9.63698e-07,1659651976.0406444
51.0,50.731,0.00290,5.26741e+01,9.48230e-07,1659651978.07438
51.0,50.7313,0.00290,5.26760e+01,9.21150e-07,1659651980.0878358
51.0,50.7305,0.00290,5.26729e+01,9.60926e-07,1659651982.1042917
51.0,50.7306,0.00290,5.26725e+01,9.69052e-07,1659651984.11233
51.0,50.731,0.00290,5.26722e+01,9.79523e-07,1659651986.1199987
51.0,50.7309,0.00290,5.26718e+01,9.85712e-07,1659651988.1268592
51.0,50.73,0.00290,5.26702e+01,9.97583e-07,1659651990.1407938
51.0,50.7293,0.00290,5.26691e+01,1.00397e-06,1659651992.1711986
51.0,50.7294,0.00290,5.26723e+01,9.51588e-07,1659651994.1886702
51.0,50.7315,0.00290,5.26735e+01,9.66161e-07,1659651996.2093198
51.0,50.7303,0.00290,5.26713e+01,9.83357e-07,1659651998.2268636
51.0,50.7317,0.00290,5.26723e+01,9.90043e-07,1659652000.240366
51.0,50.7315,0.00290,5.26712e+01,1.00600e-06,1659652002.2508986
51.0,50.7304,0.00290,5.26699e+01,1.00808e-06,1659652004.2892375
51.0,50.7302,0.00290,5.26686e+01,1.02683e-06,1659652006.325697
51.0,50.7311,0.00290,5.26702e+01,1.01506e-06,1659652008.3550546
51.0,50.7314,0.00290,5.26702e+01,1.01981e-06,1659652010.3723447
51.0,50.7311,0.00290,5.26692e+01,1.03191e-06,1659652012.390764
51.0,50.7306,0.00290,5.26684e+01,1.03718e-06,1659652014.4060657
51.0,50.7307,0.00290,5.26708e+01,9.98944e-07,1659652016.4195063
51.0,50.7303,0.00290,5.26709e+01,9.89695e-07,1659652018.4340014
51.0,50.7303,0.00290,5.26703e+01,9.99858e-07,1659652020.4496534
51.0,50.731,0.00290,5.26697e+01,1.02229e-06,1659652022.4717243
51.0,50.7304,0.00290,5.26674e+01,1.04949e-06,1659652024.4853895
51.0,50.7305,0.00290,5.26692e+01,1.02260e-06,1659652026.4989388
51.0,50.7303,0.00290,5.26681e+01,1.03620e-06,1659652028.512094
51.0,50.7304,0.00290,5.26674e+01,1.05039e-06,1659652030.5200891
51.0,50.7307,0.00290,5.26673e+01,1.05674e-06,1659652032.535803
51.0,50.7308,0.00290,5.26675e+01,1.05530e-06,1659652034.550931
51.0,50.731,0.00290,5.26694e+01,1.02641e-06,1659652036.5669267
51.0,50.731,0.00290,5.26694e+01,1.02730e-06,1659652038.578906
51.0,50.7307,0.00290,5.26672e+01,1.05800e-06,1659652040.5919557
51.0,50.7306,0.00290,5.26675e+01,1.05246e-06,1659652042.6069963
51.0,50.7306,0.00290,5.26663e+01,1.07124e-06,1659652044.616797
51.0,50.73,0.00290,5.26644e+01,1.09412e-06,1659652046.631221
51.0,50.7312,0.00290,5.26680e+01,1.05369e-06,1659652048.6478045
51.0,50.731,0.00290,5.26683e+01,1.04550e-06,1659652050.6637456
51.0,50.7304,0.00290,5.26653e+01,1.08512e-06,1659652052.6800478
51.0,50.7311,0.00290,5.26691e+01,1.03286e-06,1659652054.6936674
51.0,50.7319,0.00290,5.26686e+01,1.05464e-06,1659652056.7079694
51.0,50.7311,0.00290,5.26671e+01,1.06635e-06,1659652058.7198904
51.0,50.7304,0.00290,5.26644e+01,1.09970e-06,1659652060.730895
51.0,50.7314,0.00290,5.26668e+01,1.07726e-06,1659652062.7470322
51.0,50.7313,0.00290,5.26663e+01,1.08371e-06,1659652064.7604072
51.0,50.7301,0.00290,5.26637e+01,1.10661e-06,1659652066.7695503
51.0,50.7324,0.00290,5.26672e+01,1.08709e-06,1659652068.7842815
51.0,50.7307,0.00290,5.26652e+01,1.09257e-06,1659652070.7992392
51.0,50.7312,0.00290,5.26659e+01,1.08885e-06,1659652072.8081224
51.0,50.7302,0.00290,5.26640e+01,1.10388e-06,1659652074.8198276
51.0,50.7305,0.00290,5.26665e+01,1.06630e-06,1659652076.8432677
51.0,50.7318,0.00290,5.26658e+01,1.09971e-06,1659652078.8597584
51.0,50.7302,0.00290,5.26646e+01,1.09307e-06,1659652080.8748512
51.0,50.7313,0.00290,5.26648e+01,1.10912e-06,1659652082.9019825
51.0,50.7306,0.00290,5.26662e+01,1.07369e-06,1659652084.9137626
51.0,50.7306,0.00290,5.26632e+01,1.12399e-06,1659652086.9358363
51.0,50.7304,0.00290,5.26609e+01,1.15825e-06,1659652088.9556787
51.0,50.7298,0.00290,5.26620e+01,1.13089e-06,1659652090.972586
51.0,50.7312,0.00290,5.26652e+01,1.09999e-06,1659652092.9842215
51.0,50.7315,0.00290,5.26644e+01,1.11790e-06,1659652094.9978573
51.0,50.7315,0.00290,5.26628e+01,1.14599e-06,1659652097.0099688
51.0,50.7302,0.00290,5.26642e+01,1.09989e-06,1659652099.026829
51.0,50.7306,0.00290,5.26616e+01,1.15095e-06,1659652101.041053
51.0,50.7317,0.00290,5.26626e+01,1.15274e-06,1659652103.064811
51.0,50.7311,0.00290,5.26644e+01,1.11220e-06,1659652105.0828438
51.0,50.7308,0.00290,5.26618e+01,1.15025e-06,1659652107.095849
51.0,50.7316,0.00290,5.26608e+01,1.17951e-06,1659652109.110252
51.0,50.7313,0.00290,5.26630e+01,1.13927e-06,1659652111.1239586
51.0,50.7307,0.00290,5.26627e+01,1.13329e-06,1659652113.1487858
51.0,50.7313,0.00290,5.26622e+01,1.15274e-06,1659652115.1677432
51.0,50.7308,0.00290,5.26628e+01,1.13297e-06,1659652117.1841912
51.0,50.7323,0.00290,5.26645e+01,1.12963e-06,1659652119.1990464
51.0,50.732,0.00290,5.26628e+01,1.15311e-06,1659652121.2073076
51.0,50.7311,0.00290,5.26617e+01,1.15645e-06,1659652123.2278922
51.0,50.7312,0.00290,5.26621e+01,1.15168e-06,1659652125.2429066
51.0,50.7304,0.00290,5.26623e+01,1.13564e-06,1659652127.2827883
51.0,50.7311,0.00290,5.26612e+01,1.16539e-06,1659652129.3001103
51.0,50.7312,0.00290,5.26589e+01,1.20519e-06,1659652131.3200388
51.0,50.7314,0.00290,5.26604e+01,1.18308e-06,1659652133.3344617
51.0,50.7308,0.00290,5.26612e+01,1.16053e-06,1659652135.3482537
51.0,50.7306,0.00290,5.26587e+01,1.19874e-06,1659652137.3600292
51.0,50.7312,0.00290,5.26603e+01,1.18203e-06,1659652139.3749688
51.0,50.7295,0.00290,5.26594e+01,1.16817e-06,1659652141.393191
51.0,50.7309,0.00290,5.26585e+01,1.20746e-06,1659652143.4156606
51.0,50.7317,0.00290,5.26607e+01,1.18360e-06,1659652145.4324322
51.0,50.7304,0.00290,5.26583e+01,1.20262e-06,1659652147.4404283
51.0,50.7321,0.00290,5.26621e+01,1.16723e-06,1659652149.4525168
51.0,50.7303,0.00290,5.26571e+01,1.22022e-06,1659652151.4801235
51.0,50.7314,0.00290,5.26574e+01,1.23359e-06,1659652153.4954445
51.0,50.7306,0.00290,5.26590e+01,1.19396e-06,1659652155.507699
51.0,50.7312,0.00290,5.26592e+01,1.20113e-06,1659652157.5177197
51.0,50.7306,0.00290,5.26588e+01,1.19779e-06,1659652159.5280771
51.0,50.7303,0.00290,5.26575e+01,1.21358e-06,1659652161.5445242
51.0,50.7313,0.00290,5.26582e+01,1.21850e-06,1659652163.5598152
51.0,50.731,0.00290,5.26570e+01,1.23411e-06,1659652165.5703518
51.0,50.7306,0.00290,5.26582e+01,1.20645e-06,1659652167.5824819
51.0,50.7301,0.00290,5.26559e+01,1.23741e-06,1659652169.6014893
51.0,50.7306,0.00290,5.26591e+01,1.19212e-06,1659652171.6152308
51.0,50.7303,0.00290,5.26572e+01,1.21944e-06,1659652173.6326594
51.0,50.7303,0.00290,5.26545e+01,1.26297e-06,1659652175.6515725
51.0,50.7303,0.00290,5.26560e+01,1.23830e-06,1659652177.6704042
51.0,50.7309,0.00290,5.26547e+01,1.27069e-06,1659652179.680652
51.0,50.7302,0.00290,5.26576e+01,1.20980e-06,1659652181.6938016
51.0,50.7301,0.00290,5.26568e+01,1.22195e-06,1659652183.7030296
51.0,50.7307,0.00290,5.26554e+01,1.25466e-06,1659652185.7166934
51.0,50.7307,0.00290,5.26545e+01,1.26985e-06,1659652187.735951
51.0,50.731,0.00290,5.26563e+01,1.24449e-06,1659652189.7497962
51.0,50.7313,0.00290,5.26580e+01,1.22186e-06,1659652191.7638924
51.0,50.7306,0.00290,5.26534e+01,1.28708e-06,1659652193.7813036
51.0,50.7322,0.00290,5.26557e+01,1.27487e-06,1659652195.7919743
51.0,50.7304,0.00290,5.26561e+01,1.23835e-06,1659652197.8031309
51.0,50.7309,0.00290,5.26564e+01,1.24243e-06,1659652199.81438
51.0,50.731,0.00290,5.26544e+01,1.27771e-06,1659652201.8350513
51.0,50.7307,0.00290,5.26565e+01,1.23695e-06,1659652203.841766
51.0,50.7306,0.00290,5.26523e+01,1.30466e-06,1659652205.8411765
51.0,50.7307,0.00290,5.26539e+01,1.27967e-06,1659652207.8603873
51.0,50.7309,0.00290,5.26540e+01,1.28206e-06,1659652209.8748984
51.0,50.7309,0.00290,5.26527e+01,1.30284e-06,1659652211.885888
51.0,50.7304,0.00290,5.26552e+01,1.25349e-06,1659652213.8996372
51.0,50.7302,0.00290,5.26515e+01,1.31176e-06,1659652215.9159722
51.0,50.7312,0.00290,5.26553e+01,1.26549e-06,1659652217.9297078
51.0,50.7317,0.00290,5.26530e+01,1.31247e-06,1659652219.9456491
51.0,50.7311,0.00290,5.26550e+01,1.26945e-06,1659652221.9594696
51.0,50.7301,0.00290,5.26544e+01,1.26257e-06,1659652223.9728377
51.0,50.7305,0.00290,5.26542e+01,1.27205e-06,1659652225.9841583
51.0,50.7302,0.00290,5.26526e+01,1.29384e-06,1659652227.9947882
51.0,50.7321,0.00290,5.26561e+01,1.26677e-06,1659652230.0077097
51.0,50.73,0.00290,5.26525e+01,1.29237e-06,1659652232.0269852
51.0,50.732,0.00290,5.26531e+01,1.31510e-06,1659652234.0407062
51.0,50.7315,0.00290,5.26514e+01,1.33515e-06,1659652236.0562165
51.0,50.7307,0.00290,5.26517e+01,1.31713e-06,1659652238.069516
51.0,50.7316,0.00290,5.26528e+01,1.31404e-06,1659652240.0850642
51.0,50.7312,0.00290,5.26524e+01,1.31307e-06,1659652242.0973406
51.0,50.7306,0.00290,5.26529e+01,1.29509e-06,1659652244.1176226
51.0,50.7316,0.00290,5.26526e+01,1.31619e-06,1659652246.131899
51.0,50.73,0.00290,5.26513e+01,1.31216e-06,1659652248.1496294
51.0,50.7306,0.00290,5.26508e+01,1.33061e-06,1659652250.161088
51.0,50.7307,0.00290,5.26539e+01,1.28070e-06,1659652252.1742508
51.0,50.7299,0.00290,5.26507e+01,1.31988e-06,1659652254.192299
51.0,50.7299,0.00290,5.26504e+01,1.32491e-06,1659652256.2054234
51.0,50.7312,0.00290,5.26498e+01,1.35717e-06,1659652258.215948
51.0,50.7303,0.00290,5.26509e+01,1.32360e-06,1659652260.2322955
51.0,50.7307,0.00290,5.26520e+01,1.31173e-06,1659652262.248744
51.0,50.7305,0.00290,5.26511e+01,1.32387e-06,1659652264.279704
51.0,50.7302,0.00290,5.26496e+01,1.34426e-06,1659652266.2949386
51.0,50.7308,0.00290,5.26497e+01,1.35220e-06,1659652268.311046
51.0,50.7311,0.00290,5.26512e+01,1.33272e-06,1659652270.3270667
51.0,50.7316,0.00290,5.26535e+01,1.30190e-06,1659652272.3388295
51.0,50.7311,0.00290,5.26503e+01,1.34695e-06,1659652274.3602529
51.0,50.7302,0.00290,5.26521e+01,1.30163e-06,1659652276.3726342
51.0,50.7312,0.00290,5.26498e+01,1.35724e-06,1659652278.3849368
51.0,50.7309,0.00290,5.26515e+01,1.32362e-06,1659652280.3989117
51.0,50.7313,0.00290,5.26516e+01,1.32785e-06,1659652282.4190645
51.0,50.7297,0.00290,5.26507e+01,1.31751e-06,1659652284.4430494
51.0,50.7308,0.00290,5.26517e+01,1.31791e-06,1659652286.458359
51.0,50.73,0.00290,5.26506e+01,1.32359e-06,1659652288.467446
51.0,50.7299,0.00290,5.26517e+01,1.30389e-06,1659652290.4829416
51.0,50.7294,0.00290,5.26491e+01,1.33867e-06,1659652292.4965653
51.0,50.7299,0.00290,5.26488e+01,1.35146e-06,1659652294.514729
51.0,50.7295,0.00290,5.26496e+01,1.33174e-06,1659652296.5276484
51.0,50.7306,0.00290,5.26478e+01,1.38063e-06,1659652298.5463278
51.0,50.7311,0.00290,5.26486e+01,1.37496e-06,1659652300.5612297
51.0,50.7291,0.00290,5.26465e+01,1.37627e-06,1659652302.5749872
51.0,50.7302,0.00290,5.26498e+01,1.33956e-06,1659652304.5889494
51.0,50.731,0.00290,5.26483e+01,1.37908e-06,1659652306.616234
51.0,50.7298,0.00290,5.26498e+01,1.33379e-06,1659652308.6278193
51.0,50.7307,0.00290,5.26517e+01,1.31702e-06,1659652310.6439102
51.0,50.7297,0.00290,5.26506e+01,1.31851e-06,1659652312.6577857
51.0,50.7299,0.00290,5.26456e+01,1.40610e-06,1659652314.6711059
51.0,50.7311,0.00290,5.26510e+01,1.33484e-06,1659652316.6878753
51.0,50.7305,0.00290,5.26496e+01,1.34787e-06,1659652318.7041318
51.0,50.7304,0.00290,5.26466e+01,1.39785e-06,1659652320.7160275
51.0,50.7311,0.00290,5.26488e+01,1.37189e-06,1659652322.7399404
51.0,50.729,0.00290,5.26478e+01,1.35404e-06,1659652324.7535872
51.0,50.7293,0.00290,5.26467e+01,1.37691e-06,1659652326.7672212
51.0,50.7305,0.00290,5.26501e+01,1.34040e-06,1659652328.773809
51.0,50.7306,0.00290,5.26476e+01,1.38439e-06,1659652330.7891803
51.0,50.7307,0.00290,5.26464e+01,1.40544e-06,1659652332.8011007
51.0,50.7312,0.00290,5.26497e+01,1.35915e-06,1659652334.8221078
51.0,50.7304,0.00290,5.26470e+01,1.38969e-06,1659652336.8413846
51.0,50.7299,0.00290,5.26468e+01,1.38486e-06,1659652338.8575966
51.0,50.7299,0.00290,5.26486e+01,1.35527e-06,1659652340.8739254
51.0,50.7302,0.00290,5.26484e+01,1.36329e-06,1659652342.8877754
51.0,50.7305,0.00290,5.26468e+01,1.39589e-06,1659652344.8994374
51.0,50.7292,0.00290,5.26449e+01,1.40587e-06,1659652346.919704
51.0,50.7306,0.00290,5.26491e+01,1.35938e-06,1659652348.9335227
51.0,50.7303,0.00290,5.26479e+01,1.37410e-06,1659652350.9477491
51.0,50.7304,0.00290,5.26488e+01,1.36032e-06,1659652352.962719
51.0,50.7304,0.00290,5.26455e+01,1.41527e-06,1659652354.969792
