Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH1 Source
1,1,362,18.00000E-006,704.35200E-015,67.15624E+000,0.00000E+000
1,1,363,16.00000E-006,715.52200E-015,67.33024E+000,0.00000E+000
1,1,364,19.00000E-006,729.80500E-015,67.50441E+000,0.00000E+000
1,1,365,16.00000E-006,745.49200E-015,67.72654E+000,0.00000E+000
1,1,366,17.00000E-006,751.25200E-015,67.90055E+000,0.00000E+000
1,1,367,18.00000E-006,768.64600E-015,68.07458E+000,0.00000E+000
1,1,368,19.00000E-006,780.05400E-015,68.28927E+000,0.00000E+000
1,1,369,20.00000E-006,785.69700E-015,68.46488E+000,0.00000E+000
1,1,370,19.00000E-006,784.28500E-015,68.63899E+000,0.00000E+000
1,1,371,19.00000E-006,794.82700E-015,68.84263E+000,0.00000E+000
1,1,372,19.00000E-006,800.50800E-015,69.01946E+000,0.00000E+000
1,1,373,20.00000E-006,804.74100E-015,69.19607E+000,0.00000E+000
1,1,374,16.00000E-006,812.47500E-015,69.42032E+000,0.00000E+000
1,1,375,20.00000E-006,824.18800E-015,69.59732E+000,0.00000E+000
1,1,376,18.00000E-006,833.52600E-015,69.77274E+000,0.00000E+000
1,1,377,18.00000E-006,839.92200E-015,69.97590E+000,0.00000E+000
1,1,378,19.00000E-006,848.31400E-015,70.14992E+000,0.00000E+000
1,1,379,18.00000E-006,847.71200E-015,70.32398E+000,0.00000E+000
1,1,380,16.00000E-006,851.89000E-015,70.55274E+000,0.00000E+000
1,1,381,21.00000E-006,858.98600E-015,70.72980E+000,0.00000E+000
1,1,382,16.00000E-006,860.08300E-015,70.90455E+000,0.00000E+000
1,1,383,16.00000E-006,859.10600E-015,71.10674E+000,0.00000E+000
1,1,384,21.00000E-006,869.03800E-015,71.28088E+000,0.00000E+000
1,1,385,15.00000E-006,870.02700E-015,71.45491E+000,0.00000E+000
1,1,386,21.00000E-006,872.48800E-015,71.68042E+000,0.00000E+000
1,1,387,19.00000E-006,873.80700E-015,71.86192E+000,0.00000E+000
1,1,388,15.00000E-006,870.69300E-015,72.03599E+000,0.00000E+000
1,1,389,13.00000E-006,862.96200E-015,72.23776E+000,0.00000E+000
1,1,390,16.00000E-006,867.78900E-015,72.42004E+000,0.00000E+000
1,1,391,18.00000E-006,872.29600E-015,72.59440E+000,0.00000E+000
1,1,392,18.00000E-006,878.24400E-015,72.81527E+000,0.00000E+000
1,1,393,15.00000E-006,885.84000E-015,72.99011E+000,0.00000E+000
1,1,394,17.00000E-006,890.82700E-015,73.16418E+000,0.00000E+000
1,1,395,16.00000E-006,894.50900E-015,73.37142E+000,0.00000E+000
1,1,396,18.00000E-006,898.22200E-015,73.54553E+000,0.00000E+000
1,1,397,18.00000E-006,906.01400E-015,73.71955E+000,0.00000E+000
1,1,398,18.00000E-006,919.36600E-015,73.94630E+000,0.00000E+000
1,1,399,16.00000E-006,931.95500E-015,74.12100E+000,0.00000E+000
1,1,400,17.00000E-006,938.12100E-015,74.30456E+000,0.00000E+000
1,1,401,16.00000E-006,954.23000E-015,74.52853E+000,0.00000E+000
1,1,402,16.00000E-006,962.60800E-015,74.70259E+000,0.00000E+000
1,1,403,16.00000E-006,976.71000E-015,74.87661E+000,0.00000E+000
1,1,404,16.00000E-006,985.68500E-015,75.07036E+000,0.00000E+000
1,1,405,16.00000E-006,986.65200E-015,75.24438E+000,0.00000E+000
1,1,406,16.00000E-006,985.61000E-015,75.41841E+000,0.00000E+000
1,1,407,17.00000E-006,989.91700E-015,75.64858E+000,0.00000E+000
1,1,408,17.00000E-006,994.56100E-015,75.82261E+000,0.00000E+000
1,1,409,17.00000E-006,1.00017E-012,75.99704E+000,0.00000E+000
1,1,410,16.00000E-006,1.00634E-012,76.20097E+000,0.00000E+000
1,1,411,16.00000E-006,1.02176E-012,76.37745E+000,0.00000E+000
1,1,412,17.00000E-006,1.02666E-012,76.55349E+000,0.00000E+000
1,1,413,17.00000E-006,1.02399E-012,76.78470E+000,0.00000E+000
1,1,414,16.00000E-006,1.02951E-012,76.95872E+000,0.00000E+000
1,1,415,16.00000E-006,1.02497E-012,77.13275E+000,0.00000E+000
1,1,416,18.00000E-006,1.03366E-012,77.33449E+000,0.00000E+000
1,1,417,11.00000E-006,1.03347E-012,77.51143E+000,0.00000E+000
1,1,418,22.00000E-006,1.03613E-012,77.68738E+000,0.00000E+000
1,1,419,9.00000E-006,1.03532E-012,77.91275E+000,0.00000E+000
1,1,420,26.00000E-006,1.03396E-012,78.08722E+000,0.00000E+000
1,1,421,10.00000E-006,1.03372E-012,78.26223E+000,0.00000E+000
1,1,422,30.00000E-006,1.03671E-012,78.47210E+000,0.00000E+000
1,1,423,6.00000E-006,1.03935E-012,78.64654E+000,0.00000E+000
1,1,424,31.00000E-006,1.03844E-012,78.82061E+000,0.00000E+000
1,1,425,21.00000E-006,1.03801E-012,79.05087E+000,0.00000E+000
1,1,426,21.00000E-006,1.04051E-012,79.22492E+000,0.00000E+000
1,1,427,10.00000E-006,1.03918E-012,79.39893E+000,0.00000E+000
1,1,428,16.00000E-006,1.03989E-012,79.60930E+000,0.00000E+000
1,1,429,24.00000E-006,1.04650E-012,79.78519E+000,0.00000E+000
1,1,430,6.00000E-006,1.04884E-012,79.96089E+000,0.00000E+000
1,1,431,31.00000E-006,1.04734E-012,80.18609E+000,0.00000E+000
1,1,432,2.00000E-006,1.04655E-012,80.36209E+000,0.00000E+000
1,1,433,33.00000E-006,1.04797E-012,80.53719E+000,0.00000E+000
1,1,434,30.00000E-006,1.04290E-012,80.75744E+000,0.00000E+000
1,1,435,1.00000E-006,1.04221E-012,80.93187E+000,0.00000E+000
1,1,436,36.00000E-006,1.04876E-012,81.10597E+000,0.00000E+000
1,1,437,38.00000E-006,1.05073E-012,81.32266E+000,0.00000E+000
1,1,438,-1.00000E-006,1.05162E-012,81.49841E+000,0.00000E+000
1,1,439,37.00000E-006,1.06174E-012,81.67243E+000,0.00000E+000
1,1,440,28.00000E-006,1.05807E-012,81.90303E+000,0.00000E+000
1,1,441,5.00000E-006,1.06275E-012,82.07833E+000,0.00000E+000
1,1,442,30.00000E-006,1.05859E-012,82.25342E+000,0.00000E+000
1,1,443,35.00000E-006,1.05678E-012,82.48756E+000,0.00000E+000
1,1,444,8.00000E-006,1.06195E-012,82.66162E+000,0.00000E+000
1,1,445,18.00000E-006,1.06322E-012,82.83563E+000,0.00000E+000
1,1,446,19.00000E-006,1.06933E-012,83.04385E+000,0.00000E+000
1,1,447,37.00000E-006,1.07335E-012,83.22128E+000,0.00000E+000
1,1,448,8.00000E-006,1.07050E-012,83.39531E+000,0.00000E+000
1,1,449,43.00000E-006,1.06885E-012,83.62349E+000,0.00000E+000
1,1,450,-5.00000E-006,1.06638E-012,83.79845E+000,0.00000E+000
1,1,451,40.00000E-006,1.07160E-012,83.97252E+000,0.00000E+000
1,1,452,39.00000E-006,1.07011E-012,84.18894E+000,0.00000E+000
1,1,453,-2.00000E-006,1.07651E-012,84.36413E+000,0.00000E+000
1,1,454,34.00000E-006,1.07599E-012,84.53816E+000,0.00000E+000
1,1,455,-6.00000E-006,1.07826E-012,84.76589E+000,0.00000E+000
1,1,456,36.00000E-006,1.07097E-012,84.94274E+000,0.00000E+000
1,1,457,-3.00000E-006,1.05721E-012,85.11677E+000,0.00000E+000
1,1,458,37.00000E-006,1.04854E-012,85.32558E+000,0.00000E+000
1,1,459,1.00000E-006,1.04673E-012,85.50084E+000,0.00000E+000
1,1,460,38.00000E-006,1.05536E-012,85.67533E+000,0.00000E+000
1,1,461,31.00000E-006,1.04669E-012,85.90569E+000,0.00000E+000
1,1,462,1.00000E-006,1.05192E-012,86.08138E+000,0.00000E+000
1,1,463,36.00000E-006,1.05294E-012,86.25790E+000,0.00000E+000
1,1,464,0.00000E+000,1.05063E-012,86.48321E+000,0.00000E+000
1,1,465,35.00000E-006,1.05762E-012,86.65727E+000,0.00000E+000
1,1,466,5.00000E-006,1.05787E-012,86.83129E+000,0.00000E+000
1,1,467,31.00000E-006,1.05408E-012,87.02335E+000,0.00000E+000
1,1,468,2.00000E-006,1.05770E-012,87.19896E+000,0.00000E+000
1,1,469,33.00000E-006,1.06638E-012,87.37399E+000,0.00000E+000
1,1,470,4.00000E-006,1.05505E-012,87.60187E+000,0.00000E+000
1,1,471,21.00000E-006,1.06260E-012,87.77920E+000,0.00000E+000
1,1,472,15.00000E-006,1.06242E-012,87.95406E+000,0.00000E+000
1,1,473,23.00000E-006,1.05977E-012,88.16207E+000,0.00000E+000
1,1,474,6.00000E-006,1.05568E-012,88.33609E+000,0.00000E+000
1,1,475,9.00000E-006,1.05451E-012,88.51450E+000,0.00000E+000
1,1,476,19.00000E-006,1.06091E-012,88.73876E+000,0.00000E+000
1,1,477,21.00000E-006,1.06145E-012,88.91277E+000,0.00000E+000
1,1,478,10.00000E-006,1.06502E-012,89.08680E+000,0.00000E+000
1,1,479,19.00000E-006,1.06729E-012,89.29685E+000,0.00000E+000
1,1,480,28.00000E-006,1.07272E-012,89.47874E+000,0.00000E+000
1,1,481,4.00000E-006,1.07480E-012,89.65275E+000,0.00000E+000
1,1,482,3.00000E-006,1.07644E-012,89.88306E+000,0.00000E+000
1,1,483,28.00000E-006,1.08155E-012,90.05717E+000,0.00000E+000
1,1,484,9.00000E-006,1.08312E-012,90.23732E+000,0.00000E+000
1,1,485,4.00000E-006,1.08544E-012,90.44953E+000,0.00000E+000
1,1,486,23.00000E-006,1.08013E-012,90.62354E+000,0.00000E+000
1,1,487,4.00000E-006,1.07898E-012,90.80371E+000,0.00000E+000
1,1,488,10.00000E-006,1.08336E-012,91.03773E+000,0.00000E+000
1,1,489,16.00000E-006,1.08225E-012,91.21466E+000,0.00000E+000
1,1,490,15.00000E-006,1.07622E-012,91.38867E+000,0.00000E+000
1,1,491,16.00000E-006,1.07836E-012,91.59816E+000,0.00000E+000
1,1,492,16.00000E-006,1.07860E-012,91.77218E+000,0.00000E+000
1,1,493,4.00000E-006,1.07742E-012,91.95070E+000,0.00000E+000
1,1,494,3.00000E-006,1.07674E-012,92.15139E+000,0.00000E+000
1,1,495,29.00000E-006,1.07962E-012,92.32542E+000,0.00000E+000
1,1,496,10.00000E-006,1.07570E-012,92.49944E+000,0.00000E+000
1,1,497,30.00000E-006,1.08584E-012,92.72767E+000,0.00000E+000
1,1,498,9.00000E-006,1.08352E-012,92.90484E+000,0.00000E+000
1,1,499,24.00000E-006,1.08528E-012,93.07991E+000,0.00000E+000
1,1,500,9.00000E-006,1.08126E-012,93.28786E+000,0.00000E+000
1,1,501,16.00000E-006,1.08065E-012,93.46531E+000,0.00000E+000
1,1,502,27.00000E-006,1.08372E-012,93.64276E+000,0.00000E+000
1,1,503,7.00000E-006,1.08912E-012,93.87114E+000,0.00000E+000
1,1,504,26.00000E-006,1.08900E-012,94.04516E+000,0.00000E+000
1,1,505,6.00000E-006,1.08366E-012,94.21931E+000,0.00000E+000
1,1,506,20.00000E-006,1.08282E-012,94.44131E+000,0.00000E+000
1,1,507,17.00000E-006,1.07893E-012,94.61533E+000,0.00000E+000
1,1,508,15.00000E-006,1.07654E-012,94.78982E+000,0.00000E+000
1,1,509,14.00000E-006,1.07548E-012,95.00590E+000,0.00000E+000
1,1,510,23.00000E-006,1.07772E-012,95.17998E+000,0.00000E+000
1,1,511,17.00000E-006,1.08124E-012,95.35683E+000,0.00000E+000
1,1,512,19.00000E-006,1.07735E-012,95.59129E+000,0.00000E+000
1,1,513,18.00000E-006,1.08125E-012,95.76536E+000,0.00000E+000
1,1,514,20.00000E-006,1.07188E-012,95.94167E+000,0.00000E+000
1,1,515,18.00000E-006,1.07743E-012,96.16495E+000,0.00000E+000
1,1,516,15.00000E-006,1.07626E-012,96.33910E+000,0.00000E+000
1,1,517,21.00000E-006,1.07834E-012,96.51434E+000,0.00000E+000
1,1,518,15.00000E-006,1.07271E-012,96.73895E+000,0.00000E+000
1,1,519,20.00000E-006,1.07253E-012,96.91428E+000,0.00000E+000
1,1,520,17.00000E-006,1.07493E-012,97.08995E+000,0.00000E+000
1,1,521,13.00000E-006,1.07403E-012,97.30175E+000,0.00000E+000
1,1,522,20.00000E-006,1.08007E-012,97.47582E+000,0.00000E+000
1,1,523,12.00000E-006,1.07736E-012,97.65105E+000,0.00000E+000
1,1,524,18.00000E-006,1.08398E-012,97.87449E+000,0.00000E+000
1,1,525,17.00000E-006,1.08117E-012,98.04853E+000,0.00000E+000
1,1,526,16.00000E-006,1.07131E-012,98.22397E+000,0.00000E+000
1,1,527,18.00000E-006,1.07170E-012,98.44202E+000,0.00000E+000
1,1,528,18.00000E-006,1.07185E-012,98.61605E+000,0.00000E+000
1,1,529,17.00000E-006,1.07177E-012,98.79008E+000,0.00000E+000
1,1,530,17.00000E-006,1.07182E-012,99.02407E+000,0.00000E+000
1,1,531,16.00000E-006,1.06914E-012,99.19809E+000,0.00000E+000
1,1,532,17.00000E-006,1.06960E-012,99.37211E+000,0.00000E+000
1,1,533,14.00000E-006,1.06084E-012,99.60804E+000,0.00000E+000
1,1,534,15.00000E-006,1.06112E-012,99.78214E+000,0.00000E+000
1,1,535,11.00000E-006,1.05459E-012,99.96317E+000,0.00000E+000
1,1,536,9.00000E-006,1.04975E-012,100.19447E+000,0.00000E+000
1,1,537,22.00000E-006,1.04748E-012,100.36858E+000,0.00000E+000
1,1,538,10.00000E-006,1.04760E-012,100.54458E+000,0.00000E+000
1,1,539,23.00000E-006,1.04589E-012,100.76856E+000,0.00000E+000
1,1,540,10.00000E-006,1.04144E-012,100.94259E+000,0.00000E+000
1,1,541,26.00000E-006,1.02938E-012,101.11827E+000,0.00000E+000
1,1,542,24.00000E-006,1.02786E-012,101.33476E+000,0.00000E+000
1,1,543,7.00000E-006,1.01872E-012,101.51012E+000,0.00000E+000
1,1,544,23.00000E-006,1.01259E-012,101.68416E+000,0.00000E+000
1,1,545,6.00000E-006,1.00421E-012,101.91201E+000,0.00000E+000
1,1,546,27.00000E-006,1.00088E-012,102.08683E+000,0.00000E+000
1,1,547,14.00000E-006,1.00495E-012,102.26466E+000,0.00000E+000
1,1,548,10.00000E-006,992.29700E-015,102.47447E+000,0.00000E+000
1,1,549,25.00000E-006,990.83900E-015,102.65027E+000,0.00000E+000
1,1,550,5.00000E-006,993.24400E-015,102.82595E+000,0.00000E+000
1,1,551,19.00000E-006,997.98400E-015,103.05585E+000,0.00000E+000
1,1,552,19.00000E-006,998.17900E-015,103.23197E+000,0.00000E+000
1,1,553,16.00000E-006,996.79200E-015,103.40627E+000,0.00000E+000
1,1,554,9.00000E-006,1.00210E-012,103.64603E+000,0.00000E+000
1,1,555,28.00000E-006,998.27600E-015,103.82003E+000,0.00000E+000
1,1,556,13.00000E-006,996.60600E-015,103.99714E+000,0.00000E+000
1,1,557,4.00000E-006,996.94700E-015,104.20879E+000,0.00000E+000
1,1,558,27.00000E-006,1.00095E-012,104.38294E+000,0.00000E+000
1,1,559,10.00000E-006,995.58000E-015,104.55695E+000,0.00000E+000
1,1,560,27.00000E-006,988.25600E-015,104.78290E+000,0.00000E+000
1,1,561,8.00000E-006,995.31100E-015,104.95690E+000,0.00000E+000
1,1,562,28.00000E-006,993.56600E-015,105.13281E+000,0.00000E+000
1,1,563,18.00000E-006,1.00138E-012,105.34744E+000,0.00000E+000
1,1,564,18.00000E-006,1.00308E-012,105.52150E+000,0.00000E+000
1,1,565,10.00000E-006,1.00284E-012,105.69551E+000,0.00000E+000
1,1,566,11.00000E-006,1.00085E-012,105.92900E+000,0.00000E+000
1,1,567,14.00000E-006,993.77500E-015,106.10581E+000,0.00000E+000
1,1,568,24.00000E-006,993.07300E-015,106.28111E+000,0.00000E+000
1,1,569,27.00000E-006,983.75500E-015,106.50311E+000,0.00000E+000
1,1,570,18.00000E-006,981.53600E-015,106.68007E+000,0.00000E+000
1,1,571,21.00000E-006,976.48000E-015,106.85410E+000,0.00000E+000
1,1,572,8.00000E-006,973.52100E-015,107.07829E+000,0.00000E+000
1,1,573,29.00000E-006,972.21000E-015,107.25232E+000,0.00000E+000
1,1,574,-1.00000E-006,971.09800E-015,107.42688E+000,0.00000E+000
1,1,575,20.00000E-006,967.74900E-015,107.65381E+000,0.00000E+000
1,1,576,36.00000E-006,956.71800E-015,107.83474E+000,0.00000E+000
1,1,577,-5.00000E-006,951.70700E-015,108.00877E+000,0.00000E+000
1,1,578,13.00000E-006,947.87100E-015,108.22868E+000,0.00000E+000
1,1,579,15.00000E-006,941.76200E-015,108.41205E+000,0.00000E+000
1,1,580,25.00000E-006,944.47200E-015,108.58608E+000,0.00000E+000
1,1,581,8.00000E-006,934.38100E-015,108.81088E+000,0.00000E+000
1,1,582,34.00000E-006,939.99000E-015,108.98494E+000,0.00000E+000
1,1,583,-4.00000E-006,937.09500E-015,109.15901E+000,0.00000E+000
1,1,584,-7.00000E-006,925.16600E-015,109.40827E+000,0.00000E+000
1,1,585,43.00000E-006,931.56700E-015,109.58231E+000,0.00000E+000
1,1,586,-6.00000E-006,930.96500E-015,109.75631E+000,0.00000E+000
1,1,587,11.00000E-006,924.84700E-015,109.97704E+000,0.00000E+000
1,1,588,23.00000E-006,922.74800E-015,110.15195E+000,0.00000E+000
1,1,589,16.00000E-006,912.87900E-015,110.32768E+000,0.00000E+000
1,1,590,9.00000E-006,909.60600E-015,110.55969E+000,0.00000E+000
1,1,591,-3.00000E-006,913.34800E-015,110.73786E+000,0.00000E+000
1,1,592,27.00000E-006,903.05600E-015,110.91192E+000,0.00000E+000
1,1,593,-4.00000E-006,902.60700E-015,111.13798E+000,0.00000E+000
1,1,594,37.00000E-006,897.83300E-015,111.31385E+000,0.00000E+000
1,1,595,-6.00000E-006,896.10800E-015,111.48945E+000,0.00000E+000
1,1,596,21.00000E-006,895.76800E-015,111.72733E+000,0.00000E+000
1,1,597,18.00000E-006,897.66400E-015,111.90134E+000,0.00000E+000
1,1,598,9.00000E-006,896.62700E-015,112.07534E+000,0.00000E+000
1,1,599,-1.00000E-006,903.18600E-015,112.30386E+000,0.00000E+000
1,1,600,32.00000E-006,912.32100E-015,112.47942E+000,0.00000E+000
1,1,601,-2.00000E-006,911.16700E-015,112.65626E+000,0.00000E+000
1,1,602,12.00000E-006,910.13800E-015,112.88538E+000,0.00000E+000
1,1,603,19.00000E-006,907.29200E-015,113.05939E+000,0.00000E+000
1,1,604,21.00000E-006,905.65000E-015,113.23342E+000,0.00000E+000
1,1,605,26.00000E-006,905.50200E-015,113.46563E+000,0.00000E+000
1,1,606,5.00000E-006,902.44100E-015,113.63970E+000,0.00000E+000
1,1,607,29.00000E-006,899.51500E-015,113.81440E+000,0.00000E+000
1,1,608,21.00000E-006,900.52500E-015,114.04906E+000,0.00000E+000
1,1,609,17.00000E-006,900.65000E-015,114.22573E+000,0.00000E+000
1,1,610,16.00000E-006,906.25100E-015,114.39973E+000,0.00000E+000
1,1,611,8.00000E-006,903.74300E-015,114.65509E+000,0.00000E+000
1,1,612,11.00000E-006,904.86200E-015,114.83530E+000,0.00000E+000
1,1,613,19.00000E-006,907.14200E-015,115.00929E+000,0.00000E+000
1,1,614,10.00000E-006,911.62600E-015,115.20572E+000,0.00000E+000
1,1,615,22.00000E-006,918.36000E-015,115.37976E+000,0.00000E+000
1,1,616,16.00000E-006,919.47800E-015,115.55801E+000,0.00000E+000
1,1,617,15.00000E-006,926.98400E-015,115.78431E+000,0.00000E+000
1,1,618,17.00000E-006,931.70200E-015,115.95832E+000,0.00000E+000
1,1,619,19.00000E-006,944.17300E-015,116.13251E+000,0.00000E+000
1,1,620,21.00000E-006,969.18500E-015,116.36108E+000,0.00000E+000
1,1,621,16.00000E-006,974.94700E-015,116.53510E+000,0.00000E+000
1,1,622,18.00000E-006,986.47000E-015,116.70918E+000,0.00000E+000
1,1,623,20.00000E-006,1.00046E-012,116.94346E+000,0.00000E+000
1,1,624,14.00000E-006,997.68100E-015,117.11902E+000,0.00000E+000
1,1,625,17.00000E-006,998.56000E-015,117.29303E+000,0.00000E+000
1,1,626,17.00000E-006,1.00626E-012,117.52650E+000,0.00000E+000
1,1,627,15.00000E-006,1.01144E-012,117.70112E+000,0.00000E+000
1,1,628,16.00000E-006,1.01822E-012,117.87847E+000,0.00000E+000
1,1,629,16.00000E-006,1.01882E-012,118.10718E+000,0.00000E+000
1,1,630,17.00000E-006,1.02851E-012,118.28378E+000,0.00000E+000
1,1,631,16.00000E-006,1.03328E-012,118.45780E+000,0.00000E+000
1,1,632,20.00000E-006,1.02881E-012,118.68688E+000,0.00000E+000
1,1,633,15.00000E-006,1.02951E-012,118.86105E+000,0.00000E+000
1,1,634,20.00000E-006,1.02889E-012,119.03508E+000,0.00000E+000
1,1,635,20.00000E-006,1.02639E-012,119.25601E+000,0.00000E+000
1,1,636,10.00000E-006,1.02469E-012,119.43052E+000,0.00000E+000
1,1,637,21.00000E-006,1.02202E-012,119.60546E+000,0.00000E+000
1,1,638,23.00000E-006,1.02599E-012,119.83568E+000,0.00000E+000
1,1,639,11.00000E-006,1.02722E-012,120.00976E+000,0.00000E+000
1,1,640,17.00000E-006,1.03678E-012,120.18380E+000,0.00000E+000
1,1,641,20.00000E-006,1.04682E-012,120.40704E+000,0.00000E+000
1,1,642,14.00000E-006,1.05411E-012,120.58265E+000,0.00000E+000
1,1,643,22.00000E-006,1.05492E-012,120.75672E+000,0.00000E+000
1,1,644,27.00000E-006,1.05254E-012,120.98658E+000,0.00000E+000
1,1,645,7.00000E-006,1.05632E-012,121.16066E+000,0.00000E+000
1,1,646,21.00000E-006,1.05551E-012,121.33466E+000,0.00000E+000
1,1,647,16.00000E-006,1.05844E-012,121.57560E+000,0.00000E+000
1,1,648,13.00000E-006,1.06047E-012,121.74962E+000,0.00000E+000
1,1,649,25.00000E-006,1.06494E-012,121.92367E+000,0.00000E+000
1,1,650,14.00000E-006,1.07285E-012,122.15960E+000,0.00000E+000
1,1,651,17.00000E-006,1.07681E-012,122.34237E+000,0.00000E+000
1,1,652,12.00000E-006,1.09183E-012,122.51636E+000,0.00000E+000
1,1,653,28.00000E-006,1.10549E-012,122.74025E+000,0.00000E+000
1,1,654,-1.00000E-006,1.12571E-012,122.91428E+000,0.00000E+000
1,1,655,34.00000E-006,1.14315E-012,123.08837E+000,0.00000E+000
1,1,656,32.00000E-006,1.17569E-012,123.32120E+000,0.00000E+000
1,1,657,1.00000E-006,1.20612E-012,123.49525E+000,0.00000E+000
1,1,658,27.00000E-006,1.24552E-012,123.66927E+000,0.00000E+000
1,1,659,33.00000E-006,1.28168E-012,123.90698E+000,0.00000E+000
1,1,660,-5.00000E-006,1.33972E-012,124.08100E+000,0.00000E+000
1,1,661,-4.00000E-006,1.42655E-012,124.26282E+000,0.00000E+000
1,1,662,14.00000E-006,1.56461E-012,124.49336E+000,0.00000E+000
1,1,663,10.00000E-006,1.76608E-012,124.66746E+000,0.00000E+000
1,1,664,-7.00000E-006,1.96910E-012,124.84767E+000,0.00000E+000
1,1,665,5.00000E-006,3.68541E-012,126.32878E+000,0.00000E+000
1,1,666,24.00000E-006,3.61439E-012,126.50345E+000,0.00000E+000
1,1,667,17.00000E-006,3.76332E-012,126.67763E+000,0.00000E+000
1,1,668,11.00000E-006,3.73021E-012,126.85181E+000,0.00000E+000
1,1,669,21.00000E-006,3.73031E-012,127.07705E+000,0.00000E+000
1,1,670,3.00000E-006,3.70486E-012,127.25123E+000,0.00000E+000
1,1,671,35.00000E-006,3.59544E-012,127.42543E+000,0.00000E+000
1,1,672,28.00000E-006,3.81566E-012,127.65432E+000,0.00000E+000
1,1,673,0.00000E+000,3.70057E-012,127.83024E+000,0.00000E+000
1,1,674,25.00000E-006,3.47369E-012,128.00441E+000,0.00000E+000
1,1,675,24.00000E-006,3.60057E-012,128.23781E+000,0.00000E+000
1,1,676,17.00000E-006,3.53689E-012,128.41199E+000,0.00000E+000
1,1,677,11.00000E-006,3.59951E-012,128.58618E+000,0.00000E+000
1,1,678,4.00000E-006,3.54549E-012,128.81875E+000,0.00000E+000
1,1,679,36.00000E-006,3.54619E-012,128.99291E+000,0.00000E+000
1,1,680,-6.00000E-006,3.77663E-012,129.16716E+000,0.00000E+000
1,1,681,15.00000E-006,3.60712E-012,129.40401E+000,0.00000E+000
1,1,682,0.00000E+000,3.75976E-012,129.58118E+000,0.00000E+000
1,1,683,35.00000E-006,3.71049E-012,129.75688E+000,0.00000E+000
1,1,684,38.00000E-006,3.80676E-012,129.99326E+000,0.00000E+000
1,1,685,-5.00000E-006,4.59412E-012,130.16742E+000,0.00000E+000
1,1,686,37.00000E-006,5.40851E-012,130.34319E+000,0.00000E+000
1,1,687,11.00000E-006,6.35875E-012,130.58713E+000,0.00000E+000
1,1,688,31.00000E-006,7.40164E-012,130.76130E+000,0.00000E+000
1,1,689,-1.00000E-006,7.62364E-012,130.93583E+000,0.00000E+000
1,1,690,-3.00000E-006,8.25468E-012,131.16763E+000,0.00000E+000
1,1,691,38.00000E-006,8.69472E-012,131.34181E+000,0.00000E+000
1,1,692,35.00000E-006,8.98406E-012,131.52490E+000,0.00000E+000
1,1,693,25.00000E-006,9.32858E-012,131.74574E+000,0.00000E+000
1,1,694,30.00000E-006,9.46280E-012,131.92373E+000,0.00000E+000
1,1,695,13.00000E-006,9.22572E-012,132.09794E+000,0.00000E+000
1,1,696,-4.00000E-006,9.62004E-012,132.33537E+000,0.00000E+000
1,1,697,32.00000E-006,9.68231E-012,132.51145E+000,0.00000E+000
1,1,698,10.00000E-006,9.95080E-012,132.68796E+000,0.00000E+000
1,1,699,33.00000E-006,9.44696E-012,132.91161E+000,0.00000E+000
1,1,700,1.00000E-006,9.77199E-012,133.08582E+000,0.00000E+000
1,1,701,35.00000E-006,10.48382E-012,133.26000E+000,0.00000E+000
1,1,702,3.00000E-006,10.47023E-012,133.48699E+000,0.00000E+000
1,1,703,32.00000E-006,10.75060E-012,133.66118E+000,0.00000E+000
1,1,704,1.00000E-006,10.58101E-012,133.83535E+000,0.00000E+000
1,1,705,2.00000E-006,10.33232E-012,134.06883E+000,0.00000E+000
1,1,706,33.00000E-006,10.57648E-012,134.24343E+000,0.00000E+000
1,1,707,3.00000E-006,10.59786E-012,134.41763E+000,0.00000E+000
1,1,708,20.00000E-006,10.82974E-012,134.64776E+000,0.00000E+000
1,1,709,21.00000E-006,10.28309E-012,134.82395E+000,0.00000E+000
1,1,710,4.00000E-006,9.98880E-012,135.00106E+000,0.00000E+000
1,1,711,32.00000E-006,10.26992E-012,135.22736E+000,0.00000E+000
1,1,712,11.00000E-006,9.99936E-012,135.40531E+000,0.00000E+000
1,1,713,29.00000E-006,10.11680E-012,135.57995E+000,0.00000E+000
1,1,714,11.00000E-006,10.11773E-012,135.81643E+000,0.00000E+000
1,1,715,18.00000E-006,10.19993E-012,135.99059E+000,0.00000E+000
1,1,716,5.00000E-006,11.08478E-012,136.16755E+000,0.00000E+000
1,1,717,2.00000E-006,10.81179E-012,136.37086E+000,0.00000E+000
1,1,718,31.00000E-006,10.61263E-012,136.54588E+000,0.00000E+000
1,1,719,8.00000E-006,10.43345E-012,136.72257E+000,0.00000E+000
1,1,720,11.00000E-006,10.66814E-012,136.95009E+000,0.00000E+000
1,1,721,30.00000E-006,10.22876E-012,137.12609E+000,0.00000E+000
1,1,722,11.00000E-006,9.86019E-012,137.30026E+000,0.00000E+000
1,1,723,36.00000E-006,10.25619E-012,137.52879E+000,0.00000E+000
1,1,724,1.00000E-006,10.05620E-012,137.70467E+000,0.00000E+000
1,1,725,36.00000E-006,10.56317E-012,137.87936E+000,0.00000E+000
1,1,726,26.00000E-006,10.11773E-012,138.10935E+000,0.00000E+000
1,1,727,2.00000E-006,10.51003E-012,138.28515E+000,0.00000E+000
